"","ID","group","degree"
"98","bac_ASV_1417",14,15
"99","bac_ASV_232",2,15
"100","bac_ASV_77",14,15
"101","bac_ASV_207",14,15
"102","bac_ASV_324",14,15
"103","fun_ASV_151",2,15
"104","bac_ASV_161",14,14
"105","bac_ASV_23",13,14
"106","bac_ASV_400",13,14
"107","bac_ASV_707",14,14
"108","bac_ASV_542",2,14
"109","bac_ASV_130",14,14
"110","bac_ASV_82",13,14
"111","bac_ASV_17",14,14
"112","bac_ASV_178",14,14
"113","bac_ASV_290",13,14
"114","bac_ASV_332",2,14
"115","bac_ASV_608",14,14
"116","bac_ASV_186",13,14
"117","fun_ASV_377",14,14
"118","fun_ASV_42",2,14
"119","fun_ASV_16",14,14
"120","fun_ASV_213",13,14
"121","bac_ASV_513",13,13
"122","bac_ASV_197",14,13
"123","bac_ASV_279",14,13
"124","bac_ASV_242",14,13
"125","bac_ASV_1168",14,13
"126","bac_ASV_359",13,13
"127","bac_ASV_53",2,13
"128","bac_ASV_386",14,13
"129","bac_ASV_217",14,13
"130","bac_ASV_812",13,13
"131","bac_ASV_48",2,13
"132","bac_ASV_272",13,13
"133","bac_ASV_88",14,13
"134","fun_ASV_273",13,13
"135","bac_ASV_623",13,12
"136","bac_ASV_424",16,12
"137","bac_ASV_735",14,12
"138","bac_ASV_32",14,12
"139","bac_ASV_45",2,12
"140","bac_ASV_11",2,12
"141","bac_ASV_263",14,12
"142","fun_ASV_225",13,12
"143","fun_ASV_293",14,12
"144","fun_ASV_56",13,12
"145","fun_ASV_196",2,12
"146","bac_ASV_492",14,11
"147","bac_ASV_190",14,11
"148","bac_ASV_79",14,11
"149","bac_ASV_476",13,11
"150","bac_ASV_840",13,11
"151","bac_ASV_442",14,11
"152","bac_ASV_334",14,11
"153","bac_ASV_228",14,11
"154","bac_ASV_4",13,11
"155","bac_ASV_1032",13,11
"156","bac_ASV_16",13,11
"157","bac_ASV_59",14,11
"158","bac_ASV_156",13,11
"159","bac_ASV_1180",13,11
"160","bac_ASV_451",13,11
"161","bac_ASV_278",14,11
"162","bac_ASV_44",14,11
"163","fun_ASV_257",14,11
"164","fun_ASV_215",13,11
"165","fun_ASV_283",13,11
"166","fun_ASV_270",2,11
"167","bac_ASV_2",13,10
"168","bac_ASV_142",14,10
"169","bac_ASV_589",13,10
"170","bac_ASV_107",13,10
"171","bac_ASV_188",14,10
"172","bac_ASV_348",13,10
"173","bac_ASV_617",2,10
"174","fun_ASV_356",2,10
"175","fun_ASV_218",13,10
"176","fun_ASV_338",2,10
"177","fun_ASV_39",13,10
"178","bac_ASV_772",2,9
"179","bac_ASV_39",14,9
"180","bac_ASV_381",13,9
"181","bac_ASV_99",15,9
"182","bac_ASV_276",14,9
"183","bac_ASV_66",15,9
"184","bac_ASV_61",13,9
"185","bac_ASV_387",14,9
"186","fun_ASV_154",15,9
"187","fun_ASV_120",13,9
"188","fun_ASV_147",16,9
"189","fun_ASV_34",15,9
"190","fun_ASV_71",14,9
"191","fun_ASV_26",2,9
"192","bac_ASV_113",13,8
"193","bac_ASV_339",13,8
"194","bac_ASV_204",14,8
"195","fun_ASV_123",15,8
"196","fun_ASV_515",13,8
"197","fun_ASV_279",13,8
"198","fun_ASV_23",6,8
"199","fun_ASV_187",14,8
"200","fun_ASV_296",2,8
"201","fun_ASV_595",13,8
"202","fun_ASV_413",16,8
"203","bac_ASV_874",13,8
"204","bac_ASV_226",13,7
"205","bac_ASV_129",13,7
"206","bac_ASV_842",13,7
"207","bac_ASV_255",14,7
"208","bac_ASV_42",13,7
"209","bac_ASV_173",15,7
"210","bac_ASV_283",6,7
"211","bac_ASV_1292",14,7
"212","bac_ASV_141",15,7
"213","bac_ASV_1339",13,7
"214","bac_ASV_87",6,7
"215","bac_ASV_111",16,7
"216","bac_ASV_350",13,7
"217","bac_ASV_179",14,7
"218","fun_ASV_27",16,7
"219","fun_ASV_176",6,7
"220","fun_ASV_17",13,7
"221","fun_ASV_541",14,7
"222","fun_ASV_260",13,7
"223","bac_ASV_86",2,6
"224","bac_ASV_694",13,6
"225","bac_ASV_298",14,6
"226","bac_ASV_230",6,6
"227","bac_ASV_49",2,6
"228","bac_ASV_132",14,6
"229","bac_ASV_258",2,6
"230","bac_ASV_50",14,6
"231","bac_ASV_104",14,6
"232","bac_ASV_300",13,6
"233","bac_ASV_211",13,6
"234","bac_ASV_19",14,6
"235","fun_ASV_116",13,6
"236","fun_ASV_59",13,6
"237","fun_ASV_324",2,6
"238","fun_ASV_290",13,6
"239","fun_ASV_33",16,6
"240","fun_ASV_6",13,6
"241","fun_ASV_305",14,6
"242","fun_ASV_121",6,6
"243","fun_ASV_287",14,6
"244","bac_ASV_24",6,5
"245","bac_ASV_320",13,5
"246","bac_ASV_80",6,5
"247","bac_ASV_202",13,5
"248","bac_ASV_376",6,5
"249","bac_ASV_131",13,5
"250","bac_ASV_310",2,5
"251","bac_ASV_40",6,5
"252","bac_ASV_46",14,5
"253","bac_ASV_757",13,5
"254","bac_ASV_305",14,5
"255","bac_ASV_398",13,5
"256","bac_ASV_555",13,5
"257","bac_ASV_433",14,5
"258","bac_ASV_83",2,5
"259","bac_ASV_846",13,5
"260","bac_ASV_200",6,5
"261","fun_ASV_152",13,5
"262","fun_ASV_141",14,5
"263","fun_ASV_149",13,5
"264","fun_ASV_709",13,5
"265","fun_ASV_265",6,5
"266","fun_ASV_10",14,5
"267","fun_ASV_148",13,5
"268","fun_ASV_69",13,5
"269","fun_ASV_93",13,5
"270","fun_ASV_230",13,5
"271","bac_ASV_361",13,4
"272","bac_ASV_5",13,4
"273","bac_ASV_144",3,4
"274","bac_ASV_336",16,4
"275","bac_ASV_52",2,4
"276","bac_ASV_116",16,4
"277","bac_ASV_78",6,4
"278","bac_ASV_159",15,4
"279","bac_ASV_122",2,4
"280","bac_ASV_462",2,4
"281","bac_ASV_473",14,4
"282","bac_ASV_9",14,4
"283","bac_ASV_36",15,4
"284","bac_ASV_145",14,4
"285","bac_ASV_504",6,4
"286","bac_ASV_123",14,4
"287","bac_ASV_165",6,4
"288","bac_ASV_384",13,4
"289","bac_ASV_280",14,4
"290","bac_ASV_214",13,4
"291","bac_ASV_576",15,4
"292","fun_ASV_520",13,4
"293","fun_ASV_91",2,4
"294","fun_ASV_264",15,4
"295","fun_ASV_15",13,4
"296","fun_ASV_51",14,4
"297","fun_ASV_83",14,4
"298","fun_ASV_79",2,4
"299","fun_ASV_167",16,4
"300","fun_ASV_4",6,4
"301","fun_ASV_487",6,4
"302","fun_ASV_274",3,4
"303","fun_ASV_95",6,4
"304","fun_ASV_32",13,4
"305","fun_ASV_18",2,4
"306","fun_ASV_544",13,4
"307","fun_ASV_11",6,4
"308","fun_ASV_425",13,4
"309","fun_ASV_251",13,4
"310","fun_ASV_74",15,4
"311","bac_ASV_22",15,3
"312","bac_ASV_21",14,3
"313","bac_ASV_85",13,3
"314","bac_ASV_456",16,3
"315","bac_ASV_35",6,3
"316","bac_ASV_73",15,3
"317","bac_ASV_205",13,3
"318","bac_ASV_247",16,3
"319","bac_ASV_196",16,3
"320","bac_ASV_286",6,3
"321","bac_ASV_155",13,3
"322","bac_ASV_65",16,3
"323","bac_ASV_60",6,3
"324","bac_ASV_20",13,3
"325","bac_ASV_489",2,3
"326","bac_ASV_358",16,3
"327","bac_ASV_493",15,3
"328","bac_ASV_194",16,3
"329","bac_ASV_69",16,3
"330","bac_ASV_71",6,3
"331","bac_ASV_76",2,3
"332","bac_ASV_68",15,3
"333","bac_ASV_1111",13,3
"334","fun_ASV_105",13,3
"335","fun_ASV_119",15,3
"336","fun_ASV_202",15,3
"337","fun_ASV_125",2,3
"338","fun_ASV_104",16,3
"339","fun_ASV_326",14,3
"340","fun_ASV_166",6,3
"341","fun_ASV_244",14,3
"342","fun_ASV_2",6,3
"343","fun_ASV_44",13,3
"344","fun_ASV_7",6,3
"345","fun_ASV_101",6,3
"346","fun_ASV_63",6,3
"347","fun_ASV_57",17,3
"348","fun_ASV_25",6,3
"349","fun_ASV_43",6,3
"350","fun_ASV_14",6,3
"351","fun_ASV_35",6,3
"352","bac_ASV_223",6,2
"353","bac_ASV_508",10,2
"354","bac_ASV_105",15,2
"355","bac_ASV_63",6,2
"356","bac_ASV_858",6,2
"357","bac_ASV_93",16,2
"358","bac_ASV_118",16,2
"359","bac_ASV_127",14,2
"360","bac_ASV_415",13,2
"361","bac_ASV_18",14,2
"362","bac_ASV_54",16,2
"363","bac_ASV_58",17,2
"364","bac_ASV_10",13,2
"365","bac_ASV_763",13,2
"366","bac_ASV_218",14,2
"367","bac_ASV_149",14,2
"368","bac_ASV_299",6,2
"369","bac_ASV_51",13,2
"370","bac_ASV_67",2,2
"371","bac_ASV_138",2,2
"372","bac_ASV_55",6,2
"373","bac_ASV_81",12,2
"374","bac_ASV_404",17,2
"375","bac_ASV_38",14,2
"376","bac_ASV_33",6,2
"377","bac_ASV_302",14,2
"378","bac_ASV_95",14,2
"379","bac_ASV_171",13,2
"380","bac_ASV_367",2,2
"381","fun_ASV_254",6,2
"382","fun_ASV_289",6,2
"383","fun_ASV_231",13,2
"384","fun_ASV_197",15,2
"385","fun_ASV_89",3,2
"386","fun_ASV_162",2,2
"387","fun_ASV_189",17,2
"388","fun_ASV_80",2,2
"389","fun_ASV_31",15,2
"390","fun_ASV_228",2,2
"391","fun_ASV_383",6,2
"392","fun_ASV_393",14,2
"393","fun_ASV_367",16,2
"394","fun_ASV_593",13,2
"395","fun_ASV_523",6,2
"396","fun_ASV_330",16,2
"397","fun_ASV_175",6,2
"398","fun_ASV_84",6,2
"399","fun_ASV_445",14,2
"400","fun_ASV_108",6,2
"401","fun_ASV_58",2,2
"402","fun_ASV_708",6,2
"403","fun_ASV_214",16,2
"404","fun_ASV_589",6,2
"405","bac_ASV_187",15,1
"406","bac_ASV_221",6,1
"407","bac_ASV_296",2,1
"408","bac_ASV_13",15,1
"409","bac_ASV_72",6,1
"410","bac_ASV_153",6,1
"411","bac_ASV_375",16,1
"412","bac_ASV_109",7,1
"413","bac_ASV_346",1,1
"414","bac_ASV_417",14,1
"415","bac_ASV_416",13,1
"416","bac_ASV_572",11,1
"417","bac_ASV_219",14,1
"418","bac_ASV_70",14,1
"419","bac_ASV_265",16,1
"420","bac_ASV_7",6,1
"421","bac_ASV_390",9,1
"422","bac_ASV_245",8,1
"423","bac_ASV_304",13,1
"424","bac_ASV_57",6,1
"425","bac_ASV_282",13,1
"426","bac_ASV_101",15,1
"427","bac_ASV_15",16,1
"428","bac_ASV_27",6,1
"429","bac_ASV_252",5,1
"430","bac_ASV_262",13,1
"431","bac_ASV_725",4,1
"432","bac_ASV_170",15,1
"433","fun_ASV_155",2,1
"434","fun_ASV_188",8,1
"435","fun_ASV_346",13,1
"436","fun_ASV_107",15,1
"437","fun_ASV_169",15,1
"438","fun_ASV_29",15,1
"439","fun_ASV_316",12,1
"440","fun_ASV_640",13,1
"441","fun_ASV_66",2,1
"442","fun_ASV_531",10,1
"443","fun_ASV_132",7,1
"444","fun_ASV_378",16,1
"445","fun_ASV_362",11,1
"446","fun_ASV_308",13,1
"447","fun_ASV_543",14,1
"448","fun_ASV_600",6,1
"449","fun_ASV_310",15,1
"450","fun_ASV_502",6,1
"451","fun_ASV_299",14,1
"452","fun_ASV_255",2,1
"453","fun_ASV_371",9,1
"454","fun_ASV_365",6,1
"455","fun_ASV_485",6,1
"456","fun_ASV_143",14,1
"457","fun_ASV_115",2,1
"458","fun_ASV_67",6,1
"459","fun_ASV_70",4,1
"460","fun_ASV_250",6,1
"461","fun_ASV_397",13,1
"462","fun_ASV_41",1,1
"463","fun_ASV_21",13,1
"464","fun_ASV_168",10,1
"465","fun_ASV_229",14,1
"466","fun_ASV_484",6,1
"467","fun_ASV_86",5,1
"468","fun_ASV_193",6,1
"469","fun_ASV_61",13,1
"470","fun_ASV_243",13,1
"471","fun_ASV_163",13,1
"472","bac_ASV_137",1,0
"473","bac_ASV_352",1,0
"474","bac_ASV_136",11,0
"475","bac_ASV_328",1,0
"476","bac_ASV_124",8,0
"477","bac_ASV_378",7,0
"478","bac_ASV_162",12,0
"479","bac_ASV_536",1,0
"480","bac_ASV_497",3,0
"481","bac_ASV_117",1,0
"482","bac_ASV_157",1,0
"483","bac_ASV_41",1,0
"484","bac_ASV_338",1,0
"485","bac_ASV_25",11,0
"486","bac_ASV_114",11,0
"487","bac_ASV_191",1,0
"488","bac_ASV_96",1,0
"489","bac_ASV_723",1,0
"490","bac_ASV_224",7,0
"491","bac_ASV_94",3,0
"492","bac_ASV_180",11,0
"493","bac_ASV_31",8,0
"494","bac_ASV_347",1,0
"495","bac_ASV_239",11,0
"496","bac_ASV_106",7,0
"497","bac_ASV_64",11,0
"498","bac_ASV_192",8,0
"499","bac_ASV_220",1,0
"500","bac_ASV_488",1,0
"501","bac_ASV_248",4,0
"502","bac_ASV_164",10,0
"503","bac_ASV_556",6,0
"504","bac_ASV_663",8,0
"505","fun_ASV_146",9,0
"506","fun_ASV_53",8,0
"507","fun_ASV_249",3,0
"508","fun_ASV_117",11,0
"509","fun_ASV_596",1,0
"510","fun_ASV_375",1,0
"511","fun_ASV_732",5,0
"512","fun_ASV_106",8,0
"513","fun_ASV_190",11,0
"514","fun_ASV_170",1,0
"515","fun_ASV_98",1,0
"516","fun_ASV_519",3,0
"517","fun_ASV_1",8,0
"518","fun_ASV_431",3,0
"519","fun_ASV_211",1,0
"520","fun_ASV_309",4,0
"521","fun_ASV_248",11,0
"522","fun_ASV_320",8,0
"523","fun_ASV_142",8,0
"524","fun_ASV_259",1,0
"525","fun_ASV_389",1,0
"526","fun_ASV_207",11,0
"527","fun_ASV_198",8,0
"528","fun_ASV_114",1,0
"529","fun_ASV_1429",1,0
"530","fun_ASV_275",8,0
"531","fun_ASV_46",11,0
"532","fun_ASV_319",8,0
"533","fun_ASV_78",8,0
"534","fun_ASV_49",8,0
"535","fun_ASV_102",11,0
"536","fun_ASV_433",11,0
"537","fun_ASV_222",8,0
"538","fun_ASV_118",1,0
"539","fun_ASV_266",11,0
"540","fun_ASV_217",3,0
"541","fun_ASV_192",11,0
"542","fun_ASV_464",1,0
"543","fun_ASV_328",1,0
"544","fun_ASV_52",11,0
"545","fun_ASV_178",7,0
"546","fun_ASV_150",8,0
"547","fun_ASV_136",8,0
"548","fun_ASV_212",1,0
"549","fun_ASV_226",8,0
"550","fun_ASV_235",6,0
"551","fun_ASV_277",5,0
"552","fun_ASV_271",1,0
"553","fun_ASV_507",1,0
"554","fun_ASV_315",1,0
"555","fun_ASV_921",8,0
"556","fun_ASV_131",1,0
"557","fun_ASV_47",1,0
"558","fun_ASV_718",11,0
"559","fun_ASV_359",8,0
"560","fun_ASV_457",1,0
"561","fun_ASV_201",1,0
"562","fun_ASV_361",2,0
"563","fun_ASV_216",8,0
"564","fun_ASV_559",8,0
"565","fun_ASV_421",3,0
"566","fun_ASV_370",11,0
"567","fun_ASV_19",1,0
"568","fun_ASV_165",8,0
"569","fun_ASV_181",1,0
"570","fun_ASV_185",4,0
"571","fun_ASV_172",8,0
"572","fun_ASV_180",1,0
"573","fun_ASV_576",11,0
"574","fun_ASV_9",11,0
"575","fun_ASV_140",1,0
"576","fun_ASV_22",11,0
"577","fun_ASV_48",1,0
"578","fun_ASV_360",8,0
"579","fun_ASV_184",8,0
"580","fun_ASV_357",11,0
"581","fun_ASV_30",3,0
"582","fun_ASV_303",8,0
"583","fun_ASV_585",1,0
"584","fun_ASV_124",11,0
"585","fun_ASV_160",2,0
"586","fun_ASV_164",8,0
"587","fun_ASV_269",8,0
"588","fun_ASV_294",1,0
"589","fun_ASV_547",11,0
"590","fun_ASV_418",8,0
"591","fun_ASV_54",11,0
"592","fun_ASV_50",1,0
"593","fun_ASV_272",8,0
"594","fun_ASV_97",1,0
"595","fun_ASV_261",11,0
"596","fun_ASV_408",1,0
"597","fun_ASV_210",8,0
"598","fun_ASV_205",11,0
"599","fun_ASV_12",11,0
"600","fun_ASV_77",11,0
