"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"fun_ASV_375",16.8982255121844,-21.1337563023604,"fun_ASV_375","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Ramophialophora","Unassigned","fun",0,0,0,0
"fun_ASV_377",-21.293970428001,-39.3626057354286,"fun_ASV_377","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_oligospora_SH1545678.08FU","fun",14,0.288718929254302,302.346103583104,14
"fun_ASV_378",-10.9085158041864,-7.27600101106936,"fun_ASV_378","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unassigned","Unassigned","Unassigned","fun",1,0.17551336691205,0,1
"fun_ASV_38",11.9419144837635,4.34216969587297,"fun_ASV_38","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Unassigned","fun",16,0.288718929254302,1032.7945705584,16
"fun_ASV_383",7.84683137473311,44.7757424661019,"fun_ASV_383","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.182147165259349,29.4254668056999,2
"fun_ASV_389",45.3966573446003,-0.15624786805189,"fun_ASV_389","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_39",6.4439907445522,5.29258157951989,"fun_ASV_39","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",10,0.278769230769231,416.584505468264,10
"fun_ASV_393",-8.94508415609889,10.6235913734231,"fun_ASV_393","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.239555790586991,7.91647554263894,2
"fun_ASV_397",30.9795677910954,-3.92082275552738,"fun_ASV_397","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.214793741109531,0,1
"fun_ASV_4",9.84823852990894,42.5605570587344,"fun_ASV_4","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_oxysporum_SH1190764.08FU","fun",4,0.185124642419289,1032.02035559548,4
"fun_ASV_406",-12.0580036282606,-39.4828547309957,"fun_ASV_406","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",16,0.28508495909377,414.740122301853,16
"fun_ASV_408",22.3854066204809,-24.2531506438204,"fun_ASV_408","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_41",37.5272587837322,-3.75624548955437,"fun_ASV_41","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_413",-8.97297321403153,-1.31817842228703,"fun_ASV_413","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.272727272727273,1236.94412263355,8
"fun_ASV_418",49.179286682234,4.44839554618638,"fun_ASV_418","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_42",-13.2753649497408,26.9216346828637,"fun_ASV_42","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",14,0.271095152603232,221.751729937473,14
"fun_ASV_421",7.7218386193567,-21.8401633092931,"fun_ASV_421","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Chlamydomonas_applanata_SH1603540.08FU","fun",0,0,0,0
"fun_ASV_425",5.3511242772307,12.4873598741478,"fun_ASV_425","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","Unassigned","Unassigned","Unassigned","fun",4,0.26321905868681,28.4663844168587,4
"fun_ASV_43",14.5946734642973,42.688490952665,"fun_ASV_43","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.186189889025894,48.0959954805282,3
"fun_ASV_431",33.4707369824987,-16.8843056468607,"fun_ASV_431","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_433",28.7692732479471,-20.0656387207689,"fun_ASV_433","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gliocladiopsis","Unassigned","fun",0,0,0,0
"fun_ASV_44",26.071272532199,16.9431563208208,"fun_ASV_44","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Unassigned","fun",3,0.209237875288684,19.6376891751141,3
"fun_ASV_445",-29.4786295067613,-26.0427452832769,"fun_ASV_445","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.232904884318766,2.54517967031304,2
"fun_ASV_45",20.7297794227934,7.47722629160013,"fun_ASV_45","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_elongata_SH1557020.08FU","fun",30,0.306702775897089,2104.53660539298,30
"fun_ASV_454",-16.9725828576672,-33.5944440758288,"fun_ASV_454","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Unassigned","fun",40,0.316120027913468,2067.28482238393,40
"fun_ASV_457",5.85285794246935,-20.8704232310349,"fun_ASV_457","fun","Viridiplantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Bryum","Unassigned","fun",0,0,0,0
"fun_ASV_46",44.2996609037166,11.4417741846767,"fun_ASV_46","fun","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Unassigned","fun",0,0,0,0
"fun_ASV_464",44.5066139360164,-5.77928307619716,"fun_ASV_464","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_47",9.80067680644608,-22.174702368085,"fun_ASV_47","fun","Metazoa","Arthropoda","Collembola","Unassigned","Bourletiellidae","Bourletiella","Unassigned","fun",0,0,0,0
"fun_ASV_48",27.643904946771,34.9477475615142,"fun_ASV_48","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_484",4.21288044782086,34.2375274789516,"fun_ASV_484","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",1,0.189144050104384,0,1
"fun_ASV_485",21.9555174737929,40.3703724529307,"fun_ASV_485","fun","Metazoa","Annelida","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.175785797438882,0,1
"fun_ASV_487",7.28824188254769,37.2041290482246,"fun_ASV_487","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.224813895781638,795.655910164036,4
"fun_ASV_49",27.6754641440595,-19.2539568644726,"fun_ASV_49","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","Fusicolla_aquaeductuum_SH1546339.08FU","fun",0,0,0,0
"fun_ASV_5",-10.778437496734,-32.2168500249011,"fun_ASV_5","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",37,0.304640215198386,769.744020610921,37
"fun_ASV_50",46.452311315808,22.8455297076132,"fun_ASV_50","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_502",22.0502329942547,43.4573941641803,"fun_ASV_502","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.176059075009716,0,1
"fun_ASV_507",31.3895783389096,31.9604789420149,"fun_ASV_507","fun","Protista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_51",-5.54456031655913,-43.7221776395161,"fun_ASV_51","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.25435148792813,7.26515335770854,4
"fun_ASV_515",28.3991221679195,12.3683850966593,"fun_ASV_515","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Unassigned","Unassigned","Unassigned","fun",8,0.260794473229706,2645.34861891564,8
"fun_ASV_519",30.1618085089957,29.1868070544466,"fun_ASV_519","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","Botryotrichum_spirotrichum_SH1800595.08FU","fun",0,0,0,0
"fun_ASV_52",46.6847441624682,-3.06945977170495,"fun_ASV_52","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_520",28.0124910606552,15.1025129638795,"fun_ASV_520","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",4,0.252367688022284,10.5996416320078,4
"fun_ASV_523",20.2366053758245,38.5476718814445,"fun_ASV_523","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.248219178082192,147.03083448496,2
"fun_ASV_53",42.5713102348569,12.2922420201744,"fun_ASV_53","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_531",24.4988332286937,-13.1489948240367,"fun_ASV_531","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Unassigned","fun",1,0.666666666666667,0,1
"fun_ASV_54",36.2074647115082,-20.2246639341924,"fun_ASV_54","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Cyrtohymena","Unassigned","fun",0,0,0,0
"fun_ASV_541",-2.86481170038303,-37.576453012721,"fun_ASV_541","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.277064220183486,447.303381658898,7
"fun_ASV_543",-18.4764450781826,30.1173645938081,"fun_ASV_543","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.214184397163121,0,1
"fun_ASV_544",14.317428880065,19.5655879209947,"fun_ASV_544","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.247405789186237,49.8052418922833,4
"fun_ASV_547",13.4199028544061,-25.7386841382465,"fun_ASV_547","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_559",34.7449026959033,31.512199179105,"fun_ASV_559","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Tetracystis_vinatzeri_SH1205399.08FU","fun",0,0,0,0
"fun_ASV_56",22.0370085046885,13.7697512935829,"fun_ASV_56","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",12,0.272727272727273,330.776347141392,12
"fun_ASV_57",15.8724178778448,-14.6857769320532,"fun_ASV_57","fun","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Terramycetaceae","Boothiomyces","Boothiomyces_macroporosum_SH1511112.08FU","fun",3,0.191219924018573,1350.5,3
"fun_ASV_576",12.3348025208584,-23.1994921262969,"fun_ASV_576","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_578",17.667991084754,5.83015440549491,"fun_ASV_578","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",32,0.289087428206765,1770.4013526175,32
"fun_ASV_58",1.27384411830899,24.5367140834422,"fun_ASV_58","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.228211586901763,38.3543853061063,2
"fun_ASV_585",43.2527469875731,23.9347799280695,"fun_ASV_585","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha","Unassigned","fun",0,0,0,0
"fun_ASV_589",15.3118969357983,30.1993793720664,"fun_ASV_589","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.192193466270683,452,2
"fun_ASV_59",10.7692250160058,14.8843891874473,"fun_ASV_59","fun","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Unassigned","Unassigned","Unassigned","fun",6,0.252649191299498,1340.54532471922,6
"fun_ASV_593",30.8670100243721,-1.25342271364725,"fun_ASV_593","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",2,0.201065246338216,18.7518929967325,2
"fun_ASV_595",24.6287528545075,-3.57670823422807,"fun_ASV_595","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.249312052834342,1283.84871445269,8
"fun_ASV_596",30.1371014617685,-18.1568110280455,"fun_ASV_596","fun","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_diobovata_SH1181866.08FU","fun",0,0,0,0
"fun_ASV_6",24.1283726134341,16.7313577103765,"fun_ASV_6","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",6,0.265377855887522,89.0085588600736,6
"fun_ASV_600",12.9980557494008,27.537235104864,"fun_ASV_600","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.168966803431555,0,1
"fun_ASV_608",-13.2855397225762,20.4007525143432,"fun_ASV_608","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",58,0.324731182795699,4275.58558140208,58
"fun_ASV_61",17.445731441337,-10.1222161044839,"fun_ASV_61","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS07","Unassigned","Unassigned","Unassigned","fun",1,0.18695831613702,0,1
"fun_ASV_63",6.12672268011571,35.1154184174189,"fun_ASV_63","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Unassigned","Unassigned","fun",3,0.211188811188811,2384.83548980276,3
"fun_ASV_640",20.8905523330768,20.9547021946402,"fun_ASV_640","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Gibberella_tricincta_SH1517618.08FU","fun",1,0.234108527131783,0,1
"fun_ASV_66",-9.20589291365609,33.1092954908336,"fun_ASV_66","fun","Fungi","Ascomycota","Sordariomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.219796215429403,0,1
"fun_ASV_67",19.6752234519682,47.1013543227523,"fun_ASV_67","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",1,0.166238532110092,0,1
"fun_ASV_677",-16.3087737227005,-26.3080636104121,"fun_ASV_677","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",33,0.303010033444816,2847.38275497265,33
"fun_ASV_68",-15.2419443316184,-30.5579464193628,"fun_ASV_68","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",63,0.342403628117914,3752.79583138222,63
"fun_ASV_689",-15.6966970717309,-36.1510982651779,"fun_ASV_689","fun","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Unassigned","Unassigned","fun",35,0.30879345603272,1235.45344548292,35
"fun_ASV_69",23.0952916595522,19.2921549593091,"fun_ASV_69","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha","Unassigned","fun",5,0.252086811352254,665.127919949519,5
"fun_ASV_7",5.38688895706407,39.4650516491356,"fun_ASV_7","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",3,0.195006457167456,229.972543304417,3
"fun_ASV_70",22.8941339393563,26.9154312916448,"fun_ASV_70","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",1,1,0,1
"fun_ASV_708",9.91250041042514,46.5975612351826,"fun_ASV_708","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.166605369621184,785.294839200601,2
"fun_ASV_709",9.84872769720338,16.5991041490493,"fun_ASV_709","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",5,0.250691754288877,311.93930365045,5
"fun_ASV_71",-20.4084918840823,-43.6438560138302,"fun_ASV_71","fun","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_ord_Incertae_sedis","Vorticellidae","Vorticella","Unassigned","fun",9,0.277743715511956,132.456967322479,9
"fun_ASV_718",18.1927843420685,-23.572825026973,"fun_ASV_718","fun","Viridiplantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Rosulabryum","Rosulabryum_capillare_SH1221498.08FU","fun",0,0,0,0
"fun_ASV_72",-24.2742156822973,-26.9654483355818,"fun_ASV_72","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",18,0.276051188299817,1721.63730524003,18
"fun_ASV_732",43.9999996981691,6.7932533453771,"fun_ASV_732","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_74",-3.37264443558798,-19.3688807492447,"fun_ASV_74","fun","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Unassigned","fun",4,0.234836702954899,115.156404803527,4
"fun_ASV_76",-14.9672784781789,-33.1253044755056,"fun_ASV_76","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",62,0.329454545454545,2514.3648809119,62
"fun_ASV_77",7.89029023538712,-24.5963495984381,"fun_ASV_77","fun","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_podzolica_SH1565595.08FU","fun",0,0,0,0
"fun_ASV_78",14.1875602194805,-22.1991054509784,"fun_ASV_78","fun","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_79",-17.6716306076463,27.3190954812125,"fun_ASV_79","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",4,0.252367688022284,11.63677202486,4
"fun_ASV_8",-20.6935182914452,-28.5851453364961,"fun_ASV_8","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",29,0.305050505050505,4302.41136100448,29
"fun_ASV_80",-20.3319967282813,16.9292894383105,"fun_ASV_80","fun","Fungi","Ascomycota","Dothideomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.235080435910742,0.616067338247096,2
"fun_ASV_83",-1.6089687263372,-26.952098382662,"fun_ASV_83","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.260494537090282,14.0783248431645,4
"fun_ASV_84",12.5554960554749,46.5437745341501,"fun_ASV_84","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.182587666263603,378.134859942777,2
"fun_ASV_847",-18.6639098351315,-31.1723939091608,"fun_ASV_847","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",40,0.307118644067797,971.371561498011,40
"fun_ASV_85",-9.28265948109179,19.7439134443508,"fun_ASV_85","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",21,0.286527514231499,1516.47040465458,21
"fun_ASV_86",36.1776625278438,18.7507915287503,"fun_ASV_86","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_89",-15.4633584366833,31.4343591091778,"fun_ASV_89","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Unassigned","fun",2,0.23242688558235,2.11835263145221,2
"fun_ASV_9",39.6176917679244,-17.088701817658,"fun_ASV_9","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_91",-19.7297980038622,22.9769588151138,"fun_ASV_91","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.250691754288877,2.9849134464668,4
"fun_ASV_921",49.3023449014912,7.491598922999,"fun_ASV_921","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_93",6.77971410239504,-1.36068257210468,"fun_ASV_93","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",5,0.258414147176269,345.977908950499,5
"fun_ASV_95",17.4051699821179,40.7975384416905,"fun_ASV_95","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",4,0.216022889842632,387.225088837238,4
"fun_ASV_97",4.03703961197583,-21.5133037521332,"fun_ASV_97","fun","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Terramycetaceae","Boothiomyces","Boothiomyces_macroporosum_SH1511112.08FU","fun",0,0,0,0
"fun_ASV_98",42.0516811515605,17.4371803959584,"fun_ASV_98","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_99",-7.79576904898227,22.2703145872843,"fun_ASV_99","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",21,0.27672571777642,670.247255087261,21
