	Species1	Species2	Species3	Species4	Species5	Species6	Species7	Species8	Species9	Species10	Species11	Species12	Species13	Species14	Species15	Species16	Species17	Species18	Species19	Species20	Species21	Species22	Species23	Species24	Species25	Species26	Species27	Species28	Species29	Species30	Species31	Species32	Species33	Species34	Species35	Species36	Species37	Species38	Species39	Species40	Species41	Species42	Species43	Species44	Species45	Species46	Species47	Species48	Species49	Species50	Species51	Species52	Species53	Species54	Species55	Species56	Species57	Species58	Species59	Species60	Species61	Species62	Species63	Species64	Species65	Species66	Species67	Species68	Species69	Species70	Species71	Species72	Species73	Species74	Species75	Species76	Species77	Species78	Species79	Species80	Species81	Species82	Species83	Species84	Species85	Species86	Species87	Species88	Species89	Species90	Species91	Species92	Species93	Species94	Species95	Species96	Species97	Species98	Species99	Species100	Species101	Species102	Species103	Species104	Species105	Species106	Species107	Species108	Species109	Species110	Species111	Species112	Species113	Species114	Species115	Species116	Species117	Species118	Species119	Species120	Species121	Species122	Species123	Species124	Species125	Species126	Species127	Species128	Species129	Species130	Species131	Species132	Species133	Species134	Species135	Species136	Species137	Species138	Species139	Species140	Species141	Species142	Species143	Species144	Species145	Species146	Species147	Species148	Species149	Species150	Species151	Species152	Species153	Species154	Species155	Species156	Species157	Species158	Species159	Species160	Species161	Species162	Species163	Species164	Species165	Species166	Species167	Species168	Species169	Species170	Species171	Species172	Species173	Species174	Species175	Species176	Species177	Species178	Species179	Species180	Species181	Species182	Species183	Species184	Species185	Species186	Species187	Species188	Species189	Species190	Species191	Species192	Species193	Species194	Species195	Species196	Species197	Species198	Species199	Species200	Species201	Species202	Species203	Species204	Species205	Species206	Species207	Species208	Species209	Species210	Species211	Species212	Species213	Species214	Species215	Species216	Species217	Species218	Species219	Species220	Species221	Species222	Species223	Species224	Species225	Species226	Species227	Species228	Species229	Species230	Species231	Species232	Species233	Species234	Species235	Species236	Species237	Species238	Species239	Species240	Species241	Species242	Species243	Species244	Species245	Species246	Species247	Species248	Species249	Species250	Species251	Species252	Species253	Species254	Species255	Species256	Species257	Species258	Species259	Species260	Species261	Species262	Species263	Species264	Species265	Species266	Species267	Species268	Species269	Species270	Species271	Species272	Species273	Species274	Species275	Species276	Species277	Species278	Species279	Species280	Species281	Species282	Species283	Species284	Species285	Species286	Species287	Species288	Species289	Species290	Species291	Species292	Species293	Species294	Species295	Species296	Species297	Species298	Species299	Species300	Species301	Species302	Species303	Species304	Species305	Species306	Species307	Species308	Species309	Species310	Species311	Species312	Species313	Species314	Species315	Species316	Species317	Species318	Species319	Species320	Species321	Species322	Species323	Species324	Species325	Species326	Species327	Species328	Species329	Species330	Species331	Species332	Species333	Species334	Species335	Species336	Species337	Species338	Species339	Species340	Species341	Species342	Species343	Species344	Species345	Species346	Species347	Species348	Species349	Species350	Species351	Species352	Species353	Species354	Species355	Species356	Species357	Species358	Species359	Species360	Species361	Species362	Species363	Species364	Species365	Species366	Species367	Species368	Species369	Species370	Species371	Species372	Species373	Species374	Species375	Species376	Species377	Species378	Species379	Species380	Species381	Species382	Species383	Species384	Species385	Species386	Species387	Species388	Species389	Species390	Species391	Species392	Species393	Species394	Species395	Species396	Species397	Species398	Species399	Species400	Species401	Species402	Species403	Species404	Species405	Species406	Species407	Species408	Species409	Species410	Species411	Species412	Species413	Species414	Species415	Species416	Species417	Species418	Species419	Species420	Species421	Species422	Species423	Species424	Species425	Species426	Species427	Species428	Species429	Species430	Species431	Species432	Species433	Species434	Species435	Species436	Species437	Species438	Species439	Species440	Species441	Species442	Species443	Species444	Species445	Species446	Species447	Species448	Species449	Species450	group
Healthy11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02268	0	0	0	0	0	0	0	0	0	0	0	0	0.03988	0	0	0	0	0.02184	0.00387	1.68038	0	0	0	0	0	0	0	0.22652	0.04591	0	0	0.01353	0	0	0	0	0	0	0	0	0	0	0	0.00449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889	0	0	0	1.19979	0	0.01012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21492	0.30027	0	0.21375	0.00195	1.10293	0	0	0	0	0	0	0	0.007	0	0	0	0	4.84625	4.18506	6.70107	5.35034	0	0	0	0	0	0	0	0	0	0.92277	0	0	0.15047	0	0	0	0	0	0	0	0	0	0	0	0.04194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437	0	0	0	0	0.60147	0	0	0	0	0	0	0	0	0	0	0	0.07534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42952	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01044	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	1.37586	0	0.01471	0.35067	Healthy
Healthy12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0.03749	0	0	0.03955	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37749	0	0	0	0	0	0	8.4476	0	0	0	0	0	0	0	0.00383	0	0.47634	0.99377	0	5.07673	0	0	0	0	0	0	0	0.1273	0.05113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00884	0	0	0	0	0	0.11214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4685	0.00111	0	0.00049	0	0.38718	0	0	0.04326	0	0	0	0	0	0	0	0	0	14.54322	0.3605	0.76633	0.32423	0	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64073	0.01486	0.69367	0	0	0	0.24986	0	0	0	0	0	0.19006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0	0	0	0	0	0	0.0079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0.0282	0	0	0	0	0.00217	0	0	0	0	0	0	0	0	0	0	0	0.31267	0	0	0	0	0	0	0	0	0	0	0	0	0.00821	0	0	0	0	0	0	0	0	0	0.00551	0	0	0	0	0.66072	0	0.00028	0	0	0	0	0	0	0	0	0.27633	0	0	0	0	0	0	0	0	0	0	0	0	0.01719	0	0.08337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44186	Healthy
Healthy13	0	0.00458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00705	0	0.00349	0	0	0	0	0.00625	0	0.00047	0	0	0	0	0	0	0	0.04348	0	0	0	0.00251	0.03635	0	0	0	0.71798	0	0	0	0	0	0	0.78025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03397	0	0	0	0.00072	0	0	0.0139	0	0	0	0	0	0.10397	0.09894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08635	1.21608	0	0	0	0	0	0	0	0	0	0	0	0.01672	0	0	0	0	1.71689	0	0	0	3.72433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02157	0.76309	0	0	0	0	0	0.17321	0	0.58106	0	0	0	0	0.0836	0	0	0.01722	0	0	0	0	0	0	0	0	0	0.00363	0.1269	0.57566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00632	0	0	0	0.46459	0.0996	0.08375	0.2479	0.32411	0	0.69058	0.78448	0	0	0	0	0.08736	0	0	0	0.05681	0	0.02662	0	1.32018	0	0	0	0	0	0	0	0	0	0	0	0	0.37038	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59676	0	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0.51837	0	0	0	0	0	0	0.01469	0	0.11573	0	0	0.00279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03255	0	0	0	0	0.08164	0	0	0	0	0	0	0	0	0	0	0	0.01341	0	0	0	0.00787	0	0	0	0	0	0.04505	0	0	0	0	0	0	0.00162	0	0	0.24491	0.00079	0.06197	0.06049	0.00594	0	0	0	0.02051	0	0	0	0	0.00029	0	0	0	0	0.00959	0	0	0	0	0	0	7.24638	0	0	0	0	0	0	0.22513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16647	1.59168	0.39999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00777	0	0	0	0	0.01831	0.00645	0	0	0	0	0	0	0	0	0.67599	1.54999	0	0.2331	0.10194	0	0	0	0	0	0	0.26676	0	0	0.06736	Healthy
Healthy14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13194	0	0	0	0	0	0	0	0	0	0	0	0	0.31362	0	0.08964	0	0.0465	2.90622	0	9.6298	0	0	0	0	0	0	0	2.72542	0.1125	0	0	0	0.00489	0.00466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0.06176	0	0	0	0.13088	0	0.05062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08479	0.19835	0	0	0	0	0	0	0.01352	0	0.00546	0.3524	0	0	0	0.28133	0	0	0.26079	0.00042	0	0	0	0	0	0	0	0	10.92701	0.69355	11.38063	0.85378	0	0	0.7608	0	0	0	0	0	0	0	0	0	0.10573	0.35335	0	0	0	0	0	0	0.31599	0	0	0	0.15125	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0	0	0	0	0	0.19413	0	0	0	0	0	0	0	0	0	0	0	0.0445	0	0	0.02567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15781	0	0	0	0	0	0	0.00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02457	0	0	0	0	0	0	0	0	0	0	0	0	0.01092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70733	0	0	0	0	0	0	0	0	0	0	0.00211	0.07462	0	0	0	0	0	0	0	0	0	0	0.40189	0	0.02468	0.49033	Healthy
Healthy15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383	0	0	0	0	0	0	0.00962	0	0	0	0	0	0	0	2.60569	2.29311	0	0	0.01599	0	0	0	0	0	0	0	0	0.01985	0	0.08143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00576	0	0	0	0.23563	0	0.16899	0	0.02782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8088	0	0	0	0	0	0	0	0	0	0.74066	0.00407	0	0.00019	0	0.078	0	0	0.0142	0	0	0	0	0	0	0	0	0	0.39117	0.0283	0.37967	0.04556	0	0	0.35188	0	0	0	0	0	0	0	0	0	0.09858	0.07677	0	0	0	0	0	0	0.60187	0	0.0277	0	0.03702	0	0.12347	0	0	0	0.09546	0.12607	0	0	0	0	0	0	0	0	0	0	0	0	0.03286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186	0	0.11403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00431	0.00888	0.0063	0	0	0	0	0	0	0	0.0514	0	0	0	0	0.01575	0	0	0.00711	0	0	0	0	2.98093	0	0	0	0	0	0	0	0	0	0	0	0.02682	0	0	0	0	0.03695	0	0	0	0	0	0	0	0.03556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3359	0	0	0	0	0	0	0	0	0	0	0.25381	0	0.00311	0	0.49527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00412	0	0	0	0	0	0	0	0	0	0	3.06763	0	0	0	0	0	0	0	0	0	0	0.00095	0.11148	0	0	0	0.29021	0	0	0	0	0	0	0	0	1.2079	7.42965	Healthy
Healthy16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05237	0	0	0.01034	0	0	0	0	0	0	0	0	0	0.03945	0.00471	0	0.01409	0.02594	0	0	0	0	0	0	0	0.18834	0	0	0	0	0	0	0.27443	0	0	0	0	0	0	0	0	0	0	0	0	0.58596	0	0	0.4914	0.08082	0.09162	0	0.08072	0.10063	0	0	0	0	0	0	2.71224	0.71267	0	0	0	0	0.09799	0	0	0	0	0	0	0	0	0.06761	0.01429	0	0	0	0.4037	0	0	0	0.02199	0	0	0	0	0	0	0	0	0.01377	0	0	0	0.02808	0	0.00116	0	0.00332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03408	0	0	0	0	0.22785	0	0	7.00E-04	0	0	0.00526	0	0	0	0.04774	0	0	0.00296	0	0	0	0	0	0	0	0	0	0.11158	0.05721	0.39886	0.00696	0	0	0.00493	0	0	0	0	0	0	0	0	0	7.1365	2.38886	0	0	0	0	0	0	0.04167	0	0	0.13133	0.16015	0.0034	0	0	0.02925	0	0.27267	0.14984	0	0	0	0	0.02432	0	0	0	0.00965	0	0.01687	0.01864	0.36324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74479	0	0	0	0	0	0	0	0	0.01242	0	0	0	0	0	0	0.84354	0	0	0	0	0	0	0.00014	0.00094	0	0	0.00371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21779	0	0	0	0	0	0	0	0	0	0	0	0.07454	0	0	0	0.00092	0	0	0	0	0	0.01857	0	0	0	0	0.01878	0	0.01529	0.00593	0.00151	0.26383	0	0	0.01643	0.03306	0	0	0	0	0	0	0	0	0.00333	0	0	0	0	0	0	0	0	0	1.07749	0	0	0	0	0.27179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1486	0.0788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26179	0	0	0	0	0	0	0	0	0	0	0	0	0.21384	0	0	0.01013	0	0	0	0	0	0	0.21551	0	0.00487	0.09094	Healthy
Healthy17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39766	0	0	0	0	3.27889	0.01655	0	0	0	0	0	0	0.7151	0.06293	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01308	0	0	0	0	0	0	0	0	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	1.17444	0	0.01705	0.11211	0.01464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91219	0.40433	0.08744	0	0	2.74536	0	0	0.6421	0	0.00119	0.25549	0	0.08265	0	0.02624	0	0	0	0	0	0	0.10198	0	0	0	0	0	0.01664	0.95617	9.80134	0.71433	0	0	0	0	0	0	0	0	0	0	0	0	0.02966	0	0	0	0	0	0	0	0.78514	0	0	0	0.00023	0	0.017	0	0	0	0.00236	0.00124	0	0	0	0	0	0	0	0	0	0	0	0	0.06974	0	0	0	0	0	0	0	0	0	0	0	0	0.13987	0	0.09857	0	0.07698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00594	0.02331	0	0	0.00491	0	0	0	0	2.15455	0.00275	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0.02839	0	0	0	0	0	0	0	0	0.03909	0	0	0	0	0	0	2.46931	0	0.01005	0.1127	0.08974	0	0	0	0.13077	0	0	0	0	0	0	0	0	0	0	0.02488	0	0.00304	0	0.17294	0	0	0	0	0.00108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11872	0	0	0	0	0	0	0.85745	0	0	0	0	0	0	0	0	0	0	0.00129	0	0	0	0.04198	0.0182	0.0601	0	0	0	0	0	0	0	0	0	1.00215	0.06208	0.03101	0.10686	Healthy
Healthy18	0	0.00673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05002	0.00973	0	0.0914	0	0	0	0	0.01394	0.05536	0.00129	0.01861	0.03257	0.34767	0	0	0.23968	0.20998	0	0	0	0	0.00288	0	0	0	0	0	0	0	0	0	3.46309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01896	0	0.06008	0	0	0	0	0	0	0	0.01536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10543	0	0	0	0	0	0.01012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00974	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38927	0.02328	0	0	0	0	0	0	1.74756	0	0.36035	0	0.16272	0.02352	0.00262	0	0	0	0.39525	0.08535	0	0	0	0	0.02069	0	0	0	0	0	0.0227	0.06831	1.07652	0	0	0	0	0	0	0	0	2.11832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0.20862	0	0	0	0	0	0	0	0	0.01032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841	0	0	0	0	0	0	0	3.38803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64708	0.11474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16298	0.01544	0	0	1.87307	0	0.38651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42898	1.34413	0	0.01422	0	0	0	0	0	0	0	0	0	0	0.01882	Healthy
Healthy19	0	0.01102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04552	0.01959	0.05367	0	0.00865	0.06499	0	0.04045	0.03456	0	0.07219	0.04998	0.04554	0	0.04833	0.41167	0.16231	8.00E-04	0	0.04699	0.0014	0	0	0	0	0	0	0	0	0	0	0.21449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00619	0	0.03185	0	0.01023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01529	0	0	0	0	0	0	0.87531	0	0	0	0	0	0	0	0	0	0.00264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81002	0	0	0	0	0	0	0	0	0	0.31614	0	0	0	0	0.01003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19864	0.1424	0.00943	0	0	0	0	0	0	0	0	0	0	0	0.03134	0.26803	0.10644	0	0	0	0	0	0	2.27087	0	0.03276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22138	0	0	0	0	0	0	0	0	0.95754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00363	0	0.00326	0.00769	0	0	0	0.18078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11925	0.62954	0	0	0.15213	0.00748	0	0	0	0	0	0	0	0	0	0	0	0.95361	0	0	0	0	0	0.06471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068	0	0	0	0	0.40082	0	0	0	0	0.07102	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	0.51937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02957	0.00789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83044	0	0	0	0	0	0.25357	0	0	0	0	0	0	0	0	0	0	0	0	0	Healthy
Healthy20	0	0	0	0.00636	0.02492	0	0	0	0	0	0	2.97828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16671	0.41044	0.19134	0.0328	0	0	0	0	0	0	0	0	1.92573	0	0.37468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304	0.00455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05264	0	0	0	0	0	0	0	0	0	0	0.02927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06075	0	0	0	0	0	0	0	0	0	Healthy
Patients01	0	0	0.1029	0	0	0	0.01345	0	0.00607	0	0.01605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02137	0.19842	0.01828	0.01342	0.01201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32207	0	0	0	0	0	0	0.01886	0	0	0	0	0	0	0	0.0476	0	0	2.50049	0	0.03714	0	0	0	0.0396	1.91265	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0.4561	0	0	0	0	0	0	0	0	0.02276	0	0.04133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01353	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36934	0	0	0	0	0	0	0	0	0	0	0.13647	0	0	0.05565	0	0	0	0.00517	0	0	0	0	0.05642	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36487	0	0	0	0	0	0	0	0	0	0	0	0	0.07534	0	0	0	0	0	0	0	0.00566	0	0	0.02808	0	0	0	0	0	0.75223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
