ID	i	index	Group
KO3	1200	777	KO
KO4	1200	788.952702702703	KO
KO5	1200	772.892857142857	KO
KO6	1200	949.025	KO
OE1	1200	1322.48780487805	OE
OE2	1200	1238.18072289157	OE
OE3	1200	1326.68115942029	OE
OE4	1200	1080.33561643836	OE
OE5	1200	1368.79365079365	OE
OE6	1200	1312	OE
WT1	1200	1001.24657534247	WT
WT2	1200	1072.32258064516	WT
WT3	1200	1222.73780487805	WT
WT4	1200	1024.5641025641	WT
WT5	1200	904.242647058824	WT
WT6	1200	1412.4453125	WT
KO1	1400	1053.42168674699	KO
KO2	1400	1178.83720930233	KO
KO3	1400	999	KO
KO4	1400	1065.1328125	KO
KO5	1400	935.842105263158	KO
KO6	1400	1040.29166666667	KO
OE1	1400	1456.01923076923	OE
OE2	1400	1227.605	OE
OE3	1400	1277.36781609195	OE
OE4	1400	1248.70526315789	OE
OE5	1400	1336.04787234043	OE
OE6	1400	1374.49504950495	OE
WT1	1400	1032.88095238095	WT
WT2	1400	955.24025974026	WT
WT3	1400	1317.81818181818	WT
WT4	1400	1284.55633802817	WT
WT5	1400	986.673076923077	WT
WT6	1400	1105.16504854369	WT
KO1	1600	1315.47448979592	KO
KO2	1600	1365.00520833333	KO
KO3	1600	938.816455696203	KO
KO4	1600	1008	KO
KO5	1600	1076.4537037037	KO
KO6	1600	1262.79113924051	KO
OE1	1600	1513.42248062016	OE
OE2	1600	1414.8125	OE
OE3	1600	1294.60891089109	OE
OE4	1600	1330.18674698795	OE
OE5	1600	1372.10294117647	OE
OE6	1600	1503.61160714286	OE
WT1	1600	1229.39130434783	WT
WT2	1600	1191.66233766234	WT
WT3	1600	1425.0202020202	WT
WT4	1600	1314.13888888889	WT
WT5	1600	1244.93939393939	WT
WT6	1600	1277.296875	WT
KO1	1800	1179.42105263158	KO
KO2	1800	1304.68376068376	KO
KO3	1800	1101.02739726027	KO
KO4	1800	1143.16666666667	KO
KO5	1800	891.62676056338	KO
KO6	1800	1262.05294117647	KO
OE1	1800	1640.06666666667	OE
OE2	1800	1462.67479674797	OE
OE3	1800	1160.43103448276	OE
OE4	1800	1395.15887850467	OE
OE5	1800	1297.38532110092	OE
OE6	1800	1452.8	OE
WT1	1800	1357.125	WT
WT2	1800	1007.6265060241	WT
WT3	1800	1594.06132075472	WT
WT4	1800	1212.30476190476	WT
WT5	1800	1038.30769230769	WT
WT6	1800	1427.61261261261	WT
KO1	2000	1207.3375	KO
KO2	2000	1342.53846153846	KO
KO3	2000	1008.04255319149	KO
KO4	2000	1019.57619047619	KO
KO5	2000	1044.00641025641	KO
KO6	2000	1333.48969072165	KO
OE1	2000	1639.48226950355	OE
OE2	2000	1817.8	OE
OE3	2000	1478.51020408163	OE
OE4	2000	1340.26890756303	OE
OE5	2000	1457.97265625	OE
OE6	2000	1478.26530612245	OE
WT1	2000	1199.53658536585	WT
WT2	2000	1137.69565217391	WT
WT3	2000	1366.18376068376	WT
WT4	2000	1287.6814159292	WT
WT5	2000	1357.04736842105	WT
WT6	2000	1423.90476190476	WT
KO1	2200	1384.05555555556	KO
KO2	2200	1571.01886792453	KO
KO3	2200	1177.9381443299	KO
KO4	2200	1182.40721649485	KO
KO5	2200	974.782608695652	KO
KO6	2200	1313.8431372549	KO
OE1	2200	1617.24125874126	OE
OE2	2200	1665.19421487603	OE
OE3	2200	1498.7347826087	OE
OE4	2200	1586.74122807018	OE
OE5	2200	1402.61231884058	OE
OE6	2200	1571.17207792208	OE
WT1	2200	1545.42631578947	WT
WT2	2200	1101.76960784314	WT
WT3	2200	1554.8893442623	WT
WT4	2200	1361.96610169492	WT
WT5	2200	1377.13020833333	WT
WT6	2200	1321.13306451613	WT
KO1	2400	1343.72695035461	KO
KO2	2400	1368.84965034965	KO
KO3	2400	1264.54326923077	KO
KO4	2400	1293.22448979592	KO
KO5	2400	998.281609195402	KO
KO6	2400	1391.17826086957	KO
OE1	2400	1864.16666666667	OE
OE2	2400	1512.65217391304	OE
OE3	2400	1559.35042735043	OE
OE4	2400	1424.10162601626	OE
OE5	2400	1323.8	OE
OE6	2400	1439.87158469945	OE
WT1	2400	1428.16666666667	WT
WT2	2400	1326.18421052632	WT
WT3	2400	1592.42105263158	WT
WT4	2400	1367.87786259542	WT
WT5	2400	1405.53070175439	WT
WT6	2400	1459.57089552239	WT
KO1	2600	1695.25390625	KO
KO2	2600	1284.753125	KO
KO3	2600	1266.57619047619	KO
KO4	2600	1213.27777777778	KO
KO5	2600	1121.16176470588	KO
KO6	2600	1665.73157894737	KO
OE1	2600	1724.35174418605	OE
OE2	2600	1696.03225806452	OE
OE3	2600	1508.42446043165	OE
OE4	2600	1480.06382978723	OE
OE5	2600	1682.92123287671	OE
OE6	2600	1833.66242038217	OE
WT1	2600	1413.73170731707	WT
WT2	2600	1402.47142857143	WT
WT3	2600	1424.45695364238	WT
WT4	2600	1569.48790322581	WT
WT5	2600	1428.21120689655	WT
WT6	2600	1453.77941176471	WT
KO1	2800	1555.3838028169	KO
KO2	2800	1658.93023255814	KO
KO3	2800	1197.90725806452	KO
KO4	2800	1386.12612612613	KO
KO5	2800	1114.88888888889	KO
KO6	2800	1588.01886792453	KO
OE1	2800	1911.77810650888	OE
OE2	2800	1567.39646464646	OE
OE3	2800	1668.23703703704	OE
OE4	2800	1600.19520547945	OE
OE5	2800	1655.6	OE
OE6	2800	1663.78534031414	OE
WT1	2800	1524.56451612903	WT
WT2	2800	1401.05607476636	WT
WT3	2800	1635.7091503268	WT
WT4	2800	1300.66993464052	WT
WT5	2800	1372.03461538462	WT
WT6	2800	1497.52941176471	WT
KO1	3000	1588.23529411765	KO
KO2	3000	1443.57142857143	KO
KO3	3000	1423.09174311927	KO
KO4	3000	1284.14516129032	KO
KO5	3000	1136.94230769231	KO
KO6	3000	1454.70992366412	KO
OE1	3000	1699.83168316832	OE
OE2	3000	1649.47540983607	OE
OE3	3000	1741.5625	OE
OE4	3000	1614.92258064516	OE
OE5	3000	1570.62571428571	OE
OE6	3000	1794.38860103627	OE
WT1	3000	1619.03571428571	WT
WT2	3000	1401.04090909091	WT
WT3	3000	1575.18181818182	WT
WT4	3000	1445.65333333333	WT
WT5	3000	1352.62015503876	WT
WT6	3000	1636.76644736842	WT
KO1	3200	1645.58275862069	KO
KO2	3200	1508.15895953757	KO
KO3	3200	1255.20930232558	KO
KO4	3200	1281.77941176471	KO
KO5	3200	1157.01754385965	KO
KO6	3200	1363.02068965517	KO
OE1	3200	1811.61219512195	OE
OE2	3200	1798.67441860465	OE
OE3	3200	1664.94171779141	OE
OE4	3200	1595.5	OE
OE5	3200	1587.0725388601	OE
OE6	3200	1879.5	OE
WT1	3200	1942.19469026549	WT
WT2	3200	1394.83474576271	WT
WT3	3200	1706.52631578947	WT
WT4	3200	1604.33333333333	WT
WT5	3200	1499.33333333333	WT
WT6	3200	1825.86524822695	WT
KO1	3400	1595.43902439024	KO
KO2	3400	1589.5	KO
KO3	3400	1269.21126760563	KO
KO4	3400	1491.56896551724	KO
KO5	3400	1268.09090909091	KO
KO6	3400	1530.53308823529	KO
OE1	3400	1753.62556053812	OE
OE2	3400	1811.02472527473	OE
OE3	3400	1803.67924528302	OE
OE4	3400	1664.36688311688	OE
OE5	3400	1732.10588235294	OE
OE6	3400	1743.45169082126	OE
WT1	3400	1650.84042553191	WT
WT2	3400	1437.98148148148	WT
WT3	3400	1783.45430107527	WT
WT4	3400	1685.46283783784	WT
WT5	3400	1334.20909090909	WT
WT6	3400	1593.87777777778	WT
KO1	3600	1588.76536312849	KO
KO2	3600	1763.78125	KO
KO3	3600	1286.82119205298	KO
KO4	3600	1378.29787234043	KO
KO5	3600	1194.60683760684	KO
KO6	3600	1423.46451612903	KO
OE1	3600	1831.21495327103	OE
OE2	3600	1820.61	OE
OE3	3600	1782.52395209581	OE
OE4	3600	1713.85714285714	OE
OE5	3600	1707.94708994709	OE
OE6	3600	1970.56839622642	OE
WT1	3600	1529.378125	WT
WT2	3600	1549.04198473282	WT
WT3	3600	1613.92523364486	WT
WT4	3600	1554.24705882353	WT
WT5	3600	1376.29761904762	WT
WT6	3600	1537.14887640449	WT
KO1	3800	1642.02380952381	KO
KO2	3800	1610.20505617978	KO
KO3	3800	1335.28125	KO
KO4	3800	1534.91156462585	KO
KO5	3800	1344.23008849558	KO
KO6	3800	1584.58169934641	KO
OE1	3800	1910.87735849057	OE
OE2	3800	1828.80909090909	OE
OE3	3800	1623.95728643216	OE
OE4	3800	1783.72131147541	OE
OE5	3800	1765.48167539267	OE
OE6	3800	1848.38372093023	OE
WT1	3800	1582	WT
WT2	3800	1419.09057971014	WT
WT3	3800	1945.10227272727	WT
WT4	3800	1687.15436241611	WT
WT5	3800	1605.47931034483	WT
WT6	3800	1583.36096256685	WT
KO1	4000	1735.09473684211	KO
KO2	4000	1481.39593908629	KO
KO3	4000	1495.70992366412	KO
KO4	4000	1485.03082191781	KO
KO5	4000	1212.98837209302	KO
KO6	4000	1566.60303030303	KO
OE1	4000	1893.25514403292	OE
OE2	4000	2031	OE
OE3	4000	1623.3756097561	OE
OE4	4000	1887.28947368421	OE
OE5	4000	1809.04545454545	OE
OE6	4000	1877.32378854626	OE
WT1	4000	1787.12012987013	WT
WT2	4000	1566.86486486487	WT
WT3	4000	1811.08163265306	WT
WT4	4000	1691.22875816993	WT
WT5	4000	1641.58646616541	WT
WT6	4000	1843.59944751381	WT
KO1	4200	1841.22010869565	KO
KO2	4200	1694.3359375	KO
KO3	4200	1408.68404907975	KO
KO4	4200	1502.8152173913	KO
KO5	4200	1255.20930232558	KO
KO6	4200	1719.13851351351	KO
OE1	4200	2061.12605042017	OE
OE2	4200	1792.44222222222	OE
OE3	4200	1829.68079096045	OE
OE4	4200	1702.00256410256	OE
OE5	4200	1834.52688172043	OE
OE6	4200	2072.66530612245	OE
WT1	4200	1563.77808988764	WT
WT2	4200	1679.78057553957	WT
WT3	4200	1798.56818181818	WT
WT4	4200	1786.58333333333	WT
WT5	4200	1745.23529411765	WT
WT6	4200	1613.30295566502	WT
KO1	4400	1737.11809045226	KO
KO2	4400	1783.08695652174	KO
KO3	4400	1419.68493150685	KO
KO4	4400	1505.44444444444	KO
KO5	4400	1395.0406504065	KO
KO6	4400	1783.14244186047	KO
OE1	4400	2036.04222222222	OE
OE2	4400	1884	OE
OE3	4400	1725.20531400966	OE
OE4	4400	1778.32010582011	OE
OE5	4400	1824.02173913043	OE
OE6	4400	1969.13807531381	OE
WT1	4400	1737.89627659574	WT
WT2	4400	1551.62025316456	WT
WT3	4400	1888.54324324324	WT
WT4	4400	1817.07102272727	WT
WT5	4400	1723.98630136986	WT
WT6	4400	1895.00268817204	WT
KO1	4600	1718.00235849057	KO
KO2	4600	1596.46153846154	KO
KO3	4600	1600.57037037037	KO
KO4	4600	1568.05405405405	KO
KO5	4600	1335.19758064516	KO
KO6	4600	1709.49127906977	KO
OE1	4600	2007.48795180723	OE
OE2	4600	2068.32325581395	OE
OE3	4600	1886.5943877551	OE
OE4	4600	1740.02538071066	OE
OE5	4600	1682.28448275862	OE
OE6	4600	1954.602	OE
WT1	4600	1683.66176470588	WT
WT2	4600	1549.21656050955	WT
WT3	4600	1786.25	WT
WT4	4600	1589.59183673469	WT
WT5	4600	1791.85766423358	WT
WT6	4600	1794.00240384615	WT
KO1	4800	1992.66944444444	KO
KO2	4800	1954.09375	KO
KO3	4800	1592.16058394161	KO
KO4	4800	1656.24817518248	KO
KO5	4800	1403.24615384615	KO
KO6	4800	1679.55588235294	KO
OE1	4800	1979.30544747082	OE
OE2	4800	1936.08266129032	OE
OE3	4800	2016.50995024876	OE
OE4	4800	1804.77163461538	OE
OE5	4800	1880.17763157895	OE
OE6	4800	2021.57116788321	OE
WT1	4800	1915.11475409836	WT
WT2	4800	1608.67741935484	WT
WT3	4800	1804.30082987552	WT
WT4	4800	1840.85602094241	WT
WT5	4800	1709.06	WT
WT6	4800	1860.67875647668	WT
KO1	5000	1836.51485148515	KO
KO2	5000	1820.00952380952	KO
KO3	5000	1462.88924050633	KO
KO4	5000	1514.67021276596	KO
KO5	5000	1383.59541984733	KO
KO6	5000	1789.50292397661	KO
OE1	5000	2086.33524904215	OE
OE2	5000	1802.96532846715	OE
OE3	5000	1870.9930875576	OE
OE4	5000	1980.6921182266	OE
OE5	5000	1905.6095890411	OE
OE6	5000	2047.13011152416	OE
WT1	5000	1859.43523316062	WT
WT2	5000	1678.01204819277	WT
WT3	5000	1984.08168316832	WT
WT4	5000	1896.61082474227	WT
WT5	5000	1659.7619047619	WT
WT6	5000	1803.22325581395	WT
KO1	5200	1755.59512195122	KO
KO2	5200	1797.62435233161	KO
KO3	5200	1527.10526315789	KO
KO4	5200	1562.81720430108	KO
KO5	5200	1320.46896551724	KO
KO6	5200	1932.28164556962	KO
OE1	5200	2113.14464285714	OE
OE2	5200	1887.89655172414	OE
OE3	5200	1726.26518218623	OE
OE4	5200	1810.25112107623	OE
OE5	5200	2005.91666666667	OE
OE6	5200	2058.83768656716	OE
WT1	5200	1741.70975609756	WT
WT2	5200	1745.28527607362	WT
WT3	5200	1870.52542372881	WT
WT4	5200	1901.25348837209	WT
WT5	5200	1712.50284090909	WT
WT6	5200	1803.0347826087	WT
KO1	5400	1796.50201612903	KO
KO2	5400	1827.2684729064	KO
KO3	5400	1586.86813186813	KO
KO4	5400	1602.25	KO
KO5	5400	1466.5035971223	KO
KO6	5400	1877.42352941176	KO
OE1	5400	2057.95921985816	OE
OE2	5400	1976.66666666667	OE
OE3	5400	2007.1368159204	OE
OE4	5400	2039	OE
OE5	5400	1979.4612244898	OE
OE6	5400	2165.74291497976	OE
WT1	5400	1959.80710659898	WT
WT2	5400	1673.07142857143	WT
WT3	5400	1977	WT
WT4	5400	1681.78837209302	WT
WT5	5400	1827.3550295858	WT
WT6	5400	1776.46280991736	WT
KO1	5600	1914.14746543779	KO
KO2	5600	1860.72146118721	KO
KO3	5600	1553.16871165644	KO
KO4	5600	1574.95675675676	KO
KO5	5600	1455.80916030534	KO
KO6	5600	1703.25806451613	KO
OE1	5600	2006.92883211679	OE
OE2	5600	1906.08270676692	OE
OE3	5600	1926.03448275862	OE
OE4	5600	2033.33333333333	OE
OE5	5600	2030.69456066946	OE
OE6	5600	2096.49245283019	OE
WT1	5600	1704.83720930233	WT
WT2	5600	1725.15028901734	WT
WT3	5600	1964.20833333333	WT
WT4	5600	1971.02393617021	WT
WT5	5600	1753.30107526882	WT
WT6	5600	1831.77064220184	WT
KO1	5800	1881.12556053812	KO
KO2	5800	1932.23923444976	KO
KO3	5800	1527.61280487805	KO
KO4	5800	1721.58333333333	KO
KO5	5800	1486.17586206897	KO
KO6	5800	1694.85952380952	KO
OE1	5800	1967.41007194245	OE
OE2	5800	2055.10516605166	OE
OE3	5800	1876.80532786885	OE
OE4	5800	1981.00833333333	OE
OE5	5800	1850.66666666667	OE
OE6	5800	2176.16981132075	OE
WT1	5800	1786.33886255924	WT
WT2	5800	1837.65384615385	WT
WT3	5800	1914.73725490196	WT
WT4	5800	1857.33333333333	WT
WT5	5800	1610.27336448598	WT
WT6	5800	1983.44470046083	WT
KO1	6000	1915.55387931034	KO
KO2	6000	1844.90829694323	KO
KO3	6000	1496.69836956522	KO
KO4	6000	1684.14942528736	KO
KO5	6000	1545.35714285714	KO
KO6	6000	1755.27184466019	KO
OE1	6000	2159.68197879859	OE
OE2	6000	2055.5401459854	OE
OE3	6000	1977.626953125	OE
OE4	6000	1986.9849137931	OE
OE5	6000	1887.74612403101	OE
OE6	6000	2202.60563380282	OE
WT1	6000	1869.76077586207	WT
WT2	6000	1646.40547263682	WT
WT3	6000	1961.33064516129	WT
WT4	6000	1868.52008928571	WT
WT5	6000	1803.43333333333	WT
WT6	6000	1873.08035714286	WT
KO1	6200	2107.24401913876	KO
KO2	6200	2034.05787037037	KO
KO3	6200	1641.73796791444	KO
KO4	6200	1539.04166666667	KO
KO5	6200	1440.8801369863	KO
KO6	6200	1886.63959390863	KO
OE1	6200	2146.61437908497	OE
OE2	6200	2058.05791505792	OE
OE3	6200	1883.38122605364	OE
OE4	6200	1987.28181818182	OE
OE5	6200	2139.86983471074	OE
OE6	6200	2146.36409395973	OE
WT1	6200	1915.2465437788	WT
WT2	6200	1658.02083333333	WT
WT3	6200	1964.49031007752	WT
WT4	6200	2012.50980392157	WT
WT5	6200	1862.49481865285	WT
WT6	6200	1979.75840336134	WT
KO1	6400	1910.32480314961	KO
KO2	6400	1833.51059322034	KO
KO3	6400	1587.2225	KO
KO4	6400	1551.2328042328	KO
KO5	6400	1397.04545454545	KO
KO6	6400	1767.2	KO
OE1	6400	2112.00625	OE
OE2	6400	2124.81751824818	OE
OE3	6400	1864.75	OE
OE4	6400	2077.89959839357	OE
OE5	6400	1961.18265682657	OE
OE6	6400	2107.31506849315	OE
WT1	6400	1926.76923076923	WT
WT2	6400	1666.20256410256	WT
WT3	6400	1899.22909090909	WT
WT4	6400	1895.09389671361	WT
WT5	6400	1887.94306930693	WT
WT6	6400	2016.6688034188	WT
KO1	6600	1948.9	KO
KO2	6600	1937.80408163265	KO
KO3	6600	1601.52538071066	KO
KO4	6600	1729.22010869565	KO
KO5	6600	1468.0786163522	KO
KO6	6600	1880.55665024631	KO
OE1	6600	2196.16339869281	OE
OE2	6600	2008.17361111111	OE
OE3	6600	1933.07142857143	OE
OE4	6600	2058.37984496124	OE
OE5	6600	2004.562	OE
OE6	6600	1996.20606060606	OE
WT1	6600	1935.53389830508	WT
WT2	6600	1718.59090909091	WT
WT3	6600	1946.63503649635	WT
WT4	6600	1879.12554112554	WT
WT5	6600	1983.27173913043	WT
WT6	6600	2068.25203252032	WT
KO1	6800	1865.11673151751	KO
KO2	6800	1842.22289156626	KO
KO3	6800	1744.04046242775	KO
KO4	6800	1772.64095744681	KO
KO5	6800	1567.98322147651	KO
KO6	6800	1793.97607655502	KO
OE1	6800	2275.6265625	OE
OE2	6800	2101.16853932584	OE
OE3	6800	1941.36398467433	OE
OE4	6800	2001.01691729323	OE
OE5	6800	2024.24528301887	OE
OE6	6800	2071.42424242424	OE
WT1	6800	1957.63829787234	WT
WT2	6800	1798.33585858586	WT
WT3	6800	2166.7072243346	WT
WT4	6800	1833.60365853659	WT
WT5	6800	1825.72195121951	WT
WT6	6800	1949.5564516129	WT
KO1	7000	2070.12551440329	KO
KO2	7000	2017.50215517241	KO
KO3	7000	1641.10285714286	KO
KO4	7000	1624.28440366972	KO
KO5	7000	1402.9018404908	KO
KO6	7000	1884.27801724138	KO
OE1	7000	2167.93203883495	OE
OE2	7000	2184.9476534296	OE
OE3	7000	2004.92073170732	OE
OE4	7000	1973.06297709924	OE
OE5	7000	1989.47543859649	OE
OE6	7000	2157.00628930818	OE
WT1	7000	1977.51304347826	WT
WT2	7000	1857.29	WT
WT3	7000	2020.04651162791	WT
WT4	7000	1815.5421686747	WT
WT5	7000	1809.2523364486	WT
WT6	7000	2081.86206896552	WT
KO1	7200	1903.69811320755	KO
KO2	7200	1968.93939393939	KO
KO3	7200	1570.01813471503	KO
KO4	7200	1880.60526315789	KO
KO5	7200	1576.04113924051	KO
KO6	7200	1810.76146788991	KO
OE1	7200	2200.6936026936	OE
OE2	7200	2111.52427184466	OE
OE3	7200	2221.26535087719	OE
OE4	7200	1913.02416356877	OE
OE5	7200	2091.5147601476	OE
OE6	7200	2013.52875399361	OE
WT1	7200	1927.06972111554	WT
WT2	7200	1812.29411764706	WT
WT3	7200	2136.93939393939	WT
WT4	7200	1968.56102362205	WT
WT5	7200	1701.03361344538	WT
WT6	7200	2196.04035874439	WT
KO1	7400	2001.76691729323	KO
KO2	7400	1794.4197761194	KO
KO3	7400	1704.42639593909	KO
KO4	7400	1840.81315789474	KO
KO5	7400	1534.55590062112	KO
KO6	7400	1781.53404255319	KO
OE1	7400	2205.75	OE
OE2	7400	2115	OE
OE3	7400	2191.93360995851	OE
OE4	7400	2091.3203125	OE
OE5	7400	2028.74745762712	OE
OE6	7400	2144.00161812298	OE
WT1	7400	1982.36290322581	WT
WT2	7400	1727.65573770492	WT
WT3	7400	2184.33522727273	WT
WT4	7400	1908.83130081301	WT
WT5	7400	1978.73684210526	WT
WT6	7400	1913.28644067797	WT
KO1	7600	2139.1374501992	KO
KO2	7600	2110.02742616034	KO
KO3	7600	1757.38095238095	KO
KO4	7600	1723.9504950495	KO
KO5	7600	1652.5125	KO
KO6	7600	1769.23913043478	KO
OE1	7600	2304.95274390244	OE
OE2	7600	2093.07852564103	OE
OE3	7600	1960.24840764331	OE
OE4	7600	2020.89074074074	OE
OE5	7600	2106.2326007326	OE
OE6	7600	2232.3526645768	OE
WT1	7600	2089.63716814159	WT
WT2	7600	1776.30519480519	WT
WT3	7600	2343.34630350195	WT
WT4	7600	2025.675	WT
WT5	7600	1883.52136752137	WT
WT6	7600	1949.88068181818	WT
KO1	7800	1954.08494208494	KO
KO2	7800	1979.46923076923	KO
KO3	7800	1586.55760368664	KO
KO4	7800	1772.53921568627	KO
KO5	7800	1638.51360544218	KO
KO6	7800	1893.8623853211	KO
OE1	7800	2298.25562700965	OE
OE2	7800	2189.52666666667	OE
OE3	7800	2071.18793103448	OE
OE4	7800	2026.25257731959	OE
OE5	7800	2039.24324324324	OE
OE6	7800	2128.9156626506	OE
WT1	7800	1993.54545454545	WT
WT2	7800	1769.83737864078	WT
WT3	7800	2224.94542253521	WT
WT4	7800	1940.22007722008	WT
WT5	7800	1737.236328125	WT
WT6	7800	2091.52941176471	WT
KO1	8000	2020.59574468085	KO
KO2	8000	1974.5820610687	KO
KO3	8000	1648.73451327434	KO
KO4	8000	1683.20454545455	KO
KO5	8000	1575.63315217391	KO
KO6	8000	1848.00877192982	KO
OE1	8000	2326.11184210526	OE
OE2	8000	2070.72310126582	OE
OE3	8000	2111.04480286738	OE
OE4	8000	2151.36296296296	OE
OE5	8000	2098.56934306569	OE
OE6	8000	2198.72537313433	OE
WT1	8000	2013.90368852459	WT
WT2	8000	1847.08704453441	WT
WT3	8000	2057.00164473684	WT
WT4	8000	2032.71626984127	WT
WT5	8000	1805.31302521008	WT
WT6	8000	2069.51263537906	WT
KO1	8200	1980.00684931507	KO
KO2	8200	1972.29649122807	KO
KO3	8200	1824.09392265193	KO
KO4	8200	1827.92857142857	KO
KO5	8200	1593.01290322581	KO
KO6	8200	1824.12962962963	KO
OE1	8200	2255.86173184358	OE
OE2	8200	2184.85876623377	OE
OE3	8200	2240.25190839695	OE
OE4	8200	2178.5293040293	OE
OE5	8200	2098	OE
OE6	8200	2122.8137829912	OE
WT1	8200	2056	WT
WT2	8200	1872.94805194805	WT
WT3	8200	2071.62027491409	WT
WT4	8200	1986.36398467433	WT
WT5	8200	1820.70204081633	WT
WT6	8200	2095.6	WT
KO1	8400	2174.94464944649	KO
KO2	8400	1991.71764705882	KO
KO3	8400	1719.71559633028	KO
KO4	8400	1742.22641509434	KO
KO5	8400	1575.04545454545	KO
KO6	8400	1889.41360294118	KO
OE1	8400	2256.05590062112	OE
OE2	8400	2116.17717717718	OE
OE3	8400	2145.7	OE
OE4	8400	2132.16007905138	OE
OE5	8400	2186.67320261438	OE
OE6	8400	2239.05617977528	OE
WT1	8400	1949.58620689655	WT
WT2	8400	1786.29365079365	WT
WT3	8400	2018.86451612903	WT
WT4	8400	2068.62686567164	WT
WT5	8400	1888.20689655172	WT
WT6	8400	2157.60902255639	WT
KO1	8600	2016.31115107914	KO
KO2	8600	1960.14568345324	KO
KO3	8600	1617.44144144144	KO
KO4	8600	1862.61778846154	KO
KO5	8600	1761.54968944099	KO
KO6	8600	1926.56144067797	KO
OE1	8600	2354.31818181818	OE
OE2	8600	2187.00159235669	OE
OE3	8600	2152.19085173502	OE
OE4	8600	2181.16211604096	OE
OE5	8600	2068.10884353741	OE
OE6	8600	2169.83968253968	OE
WT1	8600	1964.02857142857	WT
WT2	8600	1905.82378854626	WT
WT3	8600	2142.84843205575	WT
WT4	8600	2137.5562248996	WT
WT5	8600	1965.38414634146	WT
WT6	8600	1993.44117647059	WT
KO1	8800	2133.58673469388	KO
KO2	8800	1896.2813559322	KO
KO3	8800	1652.30316742081	KO
KO4	8800	1790.89473684211	KO
KO5	8800	1591.35483870968	KO
KO6	8800	1903.82276119403	KO
OE1	8800	2132.27763496144	OE
OE2	8800	2125.0412979351	OE
OE3	8800	2232.04119850187	OE
OE4	8800	2053.10526315789	OE
OE5	8800	2126.55882352941	OE
OE6	8800	2133.94822888283	OE
WT1	8800	2035.36507936508	WT
WT2	8800	1978.75813953488	WT
WT3	8800	2269.51612903226	WT
WT4	8800	2143.78361344538	WT
WT5	8800	1995.40740740741	WT
WT6	8800	2105.38461538462	WT
KO1	9000	2048.34782608696	KO
KO2	9000	1964.40635451505	KO
KO3	9000	1722.76036866359	KO
KO4	9000	1853.98837209302	KO
KO5	9000	1605.65406976744	KO
