"","X.comp1","X.comp2","Y.comp1","Y.comp2"
"g58",0,0,0.918343845924221,0.0144446605258005
"g59",0,0,-0.166003434519697,0.340004179861764
"g60",0,0,-0.253584708878586,0.51593644931469
"g61",0,0,-0.25452354665873,-0.786128545294835
"g62",0,0,0.918343845924221,0.0144446605258005
"g63",0,0,-0.166003434519697,0.340004179861764
"g64",0,0,-0.253584708878586,0.51593644931469
"g65",0,0,-0.25452354665873,-0.786128545294835
"g66",0,0,0.918343845924221,0.0144446605258005
"g67",0,0,-0.166003434519697,0.340004179861764
"g68",0,0,-0.253584708878586,0.51593644931469
"g69",0,0,-0.25452354665873,-0.786128545294835
"g70",0,0,0.918343845924221,0.0144446605258005
"g71",0,0,-0.166003434519697,0.340004179861764
"g72",0,0,-0.253584708878586,0.51593644931469
"g73",0,0,-0.25452354665873,-0.786128545294835
"g74",0.137950863062194,0,0.918343845924221,0.0144446605258005
"g75",0,0,-0.166003434519697,0.340004179861764
"g76",0,0,-0.253584708878586,0.51593644931469
"g77",0,0,-0.25452354665873,-0.786128545294835
"g78",0,0,0.918343845924221,0.0144446605258005
"g79",0,0,-0.166003434519697,0.340004179861764
"g80",0,0,-0.253584708878586,0.51593644931469
"g81",0,0,-0.25452354665873,-0.786128545294835
"g82",0,0,0.918343845924221,0.0144446605258005
"g83",0,0,-0.166003434519697,0.340004179861764
"g84",0,0,-0.253584708878586,0.51593644931469
"g85",0.134725344564007,0,-0.25452354665873,-0.786128545294835
"g86",0,0,0.918343845924221,0.0144446605258005
"g87",0,0,-0.166003434519697,0.340004179861764
"g88",0,0,-0.253584708878586,0.51593644931469
"g89",0,0,-0.25452354665873,-0.786128545294835
"g90",0,0,0.918343845924221,0.0144446605258005
"g91",0,0,-0.166003434519697,0.340004179861764
"g92",0,0,-0.253584708878586,0.51593644931469
"g93",0,0,-0.25452354665873,-0.786128545294835
"g94",0,0,0.918343845924221,0.0144446605258005
"g95",0,0,-0.166003434519697,0.340004179861764
"g96",0,0,-0.253584708878586,0.51593644931469
"g97",0,0,-0.25452354665873,-0.786128545294835
"g98",0,0,0.918343845924221,0.0144446605258005
"g99",0,0,-0.166003434519697,0.340004179861764
"g100",0,0,-0.253584708878586,0.51593644931469
"g101",0,0,-0.25452354665873,-0.786128545294835
"g102",0,0,0.918343845924221,0.0144446605258005
"g103",0,0,-0.166003434519697,0.340004179861764
"g104",0,0,-0.253584708878586,0.51593644931469
"g105",0,0,-0.25452354665873,-0.786128545294835
"g106",0,0,0.918343845924221,0.0144446605258005
"g107",0,0,-0.166003434519697,0.340004179861764
"g108",0,0,-0.253584708878586,0.51593644931469
"g109",0,0,-0.25452354665873,-0.786128545294835
"g110",0,0,0.918343845924221,0.0144446605258005
"g111",0,0,-0.166003434519697,0.340004179861764
"g112",0,0,-0.253584708878586,0.51593644931469
"g113",0,0,-0.25452354665873,-0.786128545294835
"g114",0,0,0.918343845924221,0.0144446605258005
"g115",0,0,-0.166003434519697,0.340004179861764
"g116",0,0,-0.253584708878586,0.51593644931469
"g117",0,0,-0.25452354665873,-0.786128545294835
"g118",0,0,0.918343845924221,0.0144446605258005
"g119",0,0,-0.166003434519697,0.340004179861764
"g120",0,0,-0.253584708878586,0.51593644931469
"g121",0,0,-0.25452354665873,-0.786128545294835
"g122",0,0,0.918343845924221,0.0144446605258005
"g123",0.304375645489543,0,-0.166003434519697,0.340004179861764
"g124",0,0,-0.253584708878586,0.51593644931469
"g125",0,0,-0.25452354665873,-0.786128545294835
"g126",0,0,0.918343845924221,0.0144446605258005
"g127",0,0,-0.166003434519697,0.340004179861764
"g128",0,0,-0.253584708878586,0.51593644931469
"g129",0,0,-0.25452354665873,-0.786128545294835
"g130",0,0,0.918343845924221,0.0144446605258005
"g131",0,0,-0.166003434519697,0.340004179861764
"g132",0,0,-0.253584708878586,0.51593644931469
"g133",0,0,-0.25452354665873,-0.786128545294835
"g134",0,0,0.918343845924221,0.0144446605258005
"g135",0,0,-0.166003434519697,0.340004179861764
"g136",0,0,-0.253584708878586,0.51593644931469
"g137",0,0,-0.25452354665873,-0.786128545294835
"g138",0,0,0.918343845924221,0.0144446605258005
"g139",0,0,-0.166003434519697,0.340004179861764
"g140",0,0,-0.253584708878586,0.51593644931469
"g141",0,0,-0.25452354665873,-0.786128545294835
"g142",0,0,0.918343845924221,0.0144446605258005
"g143",0,0,-0.166003434519697,0.340004179861764
"g144",0,0,-0.253584708878586,0.51593644931469
"g145",0,0,-0.25452354665873,-0.786128545294835
"g146",0,0,0.918343845924221,0.0144446605258005
"g147",0,0,-0.166003434519697,0.340004179861764
"g148",0,0,-0.253584708878586,0.51593644931469
"g149",0,0,-0.25452354665873,-0.786128545294835
"g150",0,0,0.918343845924221,0.0144446605258005
"g151",0,0,-0.166003434519697,0.340004179861764
"g152",0,0,-0.253584708878586,0.51593644931469
"g153",0,0,-0.25452354665873,-0.786128545294835
"g154",0,0,0.918343845924221,0.0144446605258005
"g155",0,0,-0.166003434519697,0.340004179861764
"g156",0,0,-0.253584708878586,0.51593644931469
"g157",0,0,-0.25452354665873,-0.786128545294835
"g158",0,0,0.918343845924221,0.0144446605258005
"g159",0,0,-0.166003434519697,0.340004179861764
"g160",0,0,-0.253584708878586,0.51593644931469
"g161",0,0,-0.25452354665873,-0.786128545294835
"g162",0,0,0.918343845924221,0.0144446605258005
"g163",0,0,-0.166003434519697,0.340004179861764
"g164",0,0,-0.253584708878586,0.51593644931469
"g165",0.165726077293879,0,-0.25452354665873,-0.786128545294835
"g166",0.0405184976438481,0,0.918343845924221,0.0144446605258005
"g167",0,0,-0.166003434519697,0.340004179861764
"g168",0,0,-0.253584708878586,0.51593644931469
"g169",0,0,-0.25452354665873,-0.786128545294835
"g170",0,0,0.918343845924221,0.0144446605258005
"g171",0,0,-0.166003434519697,0.340004179861764
"g172",0,0,-0.253584708878586,0.51593644931469
"g173",0,0,-0.25452354665873,-0.786128545294835
"g174",0,0,0.918343845924221,0.0144446605258005
"g175",0,0,-0.166003434519697,0.340004179861764
"g176",0,0,-0.253584708878586,0.51593644931469
"g177",0,0,-0.25452354665873,-0.786128545294835
"g178",0,0,0.918343845924221,0.0144446605258005
"g179",0,0,-0.166003434519697,0.340004179861764
"g180",0,0,-0.253584708878586,0.51593644931469
"g181",0,0,-0.25452354665873,-0.786128545294835
"g182",0,0,0.918343845924221,0.0144446605258005
"g183",0,0,-0.166003434519697,0.340004179861764
"g184",0,0,-0.253584708878586,0.51593644931469
"g185",0,0,-0.25452354665873,-0.786128545294835
"g186",0,0,0.918343845924221,0.0144446605258005
"g187",0,0.035223834429443,-0.166003434519697,0.340004179861764
"g188",0.0613738610915709,0,-0.253584708878586,0.51593644931469
"g189",0,0,-0.25452354665873,-0.786128545294835
"g190",0.057515605687934,0,0.918343845924221,0.0144446605258005
"g191",0,0,-0.166003434519697,0.340004179861764
"g192",0,0,-0.253584708878586,0.51593644931469
"g193",0,0,-0.25452354665873,-0.786128545294835
"g194",0,0,0.918343845924221,0.0144446605258005
"g195",0,0,-0.166003434519697,0.340004179861764
"g196",0,0,-0.253584708878586,0.51593644931469
"g197",0,0,-0.25452354665873,-0.786128545294835
"g198",0,0,0.918343845924221,0.0144446605258005
"g199",0,0,-0.166003434519697,0.340004179861764
"g200",0,0,-0.253584708878586,0.51593644931469
"g201",0,0,-0.25452354665873,-0.786128545294835
"g202",0,0,0.918343845924221,0.0144446605258005
"g203",0,0,-0.166003434519697,0.340004179861764
"g204",0,0,-0.253584708878586,0.51593644931469
"g205",0,0,-0.25452354665873,-0.786128545294835
"g206",0,0,0.918343845924221,0.0144446605258005
"g207",0,0,-0.166003434519697,0.340004179861764
"g208",0,0,-0.253584708878586,0.51593644931469
"g209",0,0,-0.25452354665873,-0.786128545294835
"g210",0,0,0.918343845924221,0.0144446605258005
"g211",0,0,-0.166003434519697,0.340004179861764
"g212",0,0,-0.253584708878586,0.51593644931469
"g213",0,0,-0.25452354665873,-0.786128545294835
"g214",0,0,0.918343845924221,0.0144446605258005
"g215",0,0,-0.166003434519697,0.340004179861764
"g216",0,0,-0.253584708878586,0.51593644931469
"g217",0,0,-0.25452354665873,-0.786128545294835
"g218",0,0,0.918343845924221,0.0144446605258005
"g219",0,0,-0.166003434519697,0.340004179861764
"g220",0,0,-0.253584708878586,0.51593644931469
"g221",0,0,-0.25452354665873,-0.786128545294835
"g222",0,0,0.918343845924221,0.0144446605258005
"g223",0,0,-0.166003434519697,0.340004179861764
"g224",0,0,-0.253584708878586,0.51593644931469
"g225",0,0,-0.25452354665873,-0.786128545294835
"g226",0,0,0.918343845924221,0.0144446605258005
"g227",0,0,-0.166003434519697,0.340004179861764
"g228",0,0,-0.253584708878586,0.51593644931469
"g229",0,0.0696418134033224,-0.25452354665873,-0.786128545294835
"g230",0,0,0.918343845924221,0.0144446605258005
"g231",0,0,-0.166003434519697,0.340004179861764
"g232",0,0,-0.253584708878586,0.51593644931469
"g233",0,0,-0.25452354665873,-0.786128545294835
"g234",0,0,0.918343845924221,0.0144446605258005
"g235",0,0,-0.166003434519697,0.340004179861764
"g236",0,0,-0.253584708878586,0.51593644931469
"g237",0,0,-0.25452354665873,-0.786128545294835
"g238",0,0,0.918343845924221,0.0144446605258005
"g239",0,0,-0.166003434519697,0.340004179861764
"g240",0,0,-0.253584708878586,0.51593644931469
"g241",0,0,-0.25452354665873,-0.786128545294835
"g242",0,0,0.918343845924221,0.0144446605258005
"g243",0,0,-0.166003434519697,0.340004179861764
"g244",0,0,-0.253584708878586,0.51593644931469
"g245",0,0,-0.25452354665873,-0.786128545294835
"g246",0,-0.347443808977961,0.918343845924221,0.0144446605258005
"g247",0,0,-0.166003434519697,0.340004179861764
"g248",0,0,-0.253584708878586,0.51593644931469
"g249",0,0,-0.25452354665873,-0.786128545294835
"g250",0,0,0.918343845924221,0.0144446605258005
"g251",0,0,-0.166003434519697,0.340004179861764
"g252",0,0,-0.253584708878586,0.51593644931469
"g253",0,0,-0.25452354665873,-0.786128545294835
"g254",0,0,0.918343845924221,0.0144446605258005
"g255",0,0,-0.166003434519697,0.340004179861764
"g256",0,0,-0.253584708878586,0.51593644931469
"g257",0,0,-0.25452354665873,-0.786128545294835
"g258",0,0,0.918343845924221,0.0144446605258005
"g259",0,0,-0.166003434519697,0.340004179861764
"g260",0,0,-0.253584708878586,0.51593644931469
"g261",0,0,-0.25452354665873,-0.786128545294835
"g262",0,0,0.918343845924221,0.0144446605258005
"g263",0,0,-0.166003434519697,0.340004179861764
"g264",0,0,-0.253584708878586,0.51593644931469
"g265",0,0,-0.25452354665873,-0.786128545294835
"g266",0,0,0.918343845924221,0.0144446605258005
"g267",0,0,-0.166003434519697,0.340004179861764
"g268",0,0,-0.253584708878586,0.51593644931469
"g269",0,0,-0.25452354665873,-0.786128545294835
"g270",0,0,0.918343845924221,0.0144446605258005
"g271",0,0,-0.166003434519697,0.340004179861764
"g272",0,0,-0.253584708878586,0.51593644931469
"g273",0,0,-0.25452354665873,-0.786128545294835
"g274",0,0,0.918343845924221,0.0144446605258005
"g275",0,0,-0.166003434519697,0.340004179861764
"g276",0.0636022692670555,0,-0.253584708878586,0.51593644931469
"g277",0,0,-0.25452354665873,-0.786128545294835
"g278",0,0,0.918343845924221,0.0144446605258005
"g279",0,0,-0.166003434519697,0.340004179861764
"g280",0,0,-0.253584708878586,0.51593644931469
"g281",0,0,-0.25452354665873,-0.786128545294835
"g282",0,0,0.918343845924221,0.0144446605258005
"g283",0,0,-0.166003434519697,0.340004179861764
"g284",0,0,-0.253584708878586,0.51593644931469
"g285",0,0,-0.25452354665873,-0.786128545294835
"g286",0,0,0.918343845924221,0.0144446605258005
"g287",0,0,-0.166003434519697,0.340004179861764
"g288",0,0,-0.253584708878586,0.51593644931469
"g289",0,0,-0.25452354665873,-0.786128545294835
"g290",0,0,0.918343845924221,0.0144446605258005
"g291",0,0,-0.166003434519697,0.340004179861764
"g292",0,0,-0.253584708878586,0.51593644931469
"g293",0,0,-0.25452354665873,-0.786128545294835
"g294",0,0,0.918343845924221,0.0144446605258005
"g295",0,0,-0.166003434519697,0.340004179861764
"g296",0,0,-0.253584708878586,0.51593644931469
"g297",0,0,-0.25452354665873,-0.786128545294835
"g298",0,0,0.918343845924221,0.0144446605258005
"g299",0,0,-0.166003434519697,0.340004179861764
"g300",0,0,-0.253584708878586,0.51593644931469
"g301",0,0,-0.25452354665873,-0.786128545294835
"g302",0,0,0.918343845924221,0.0144446605258005
"g303",0,0,-0.166003434519697,0.340004179861764
"g304",0,0,-0.253584708878586,0.51593644931469
"g305",0,0,-0.25452354665873,-0.786128545294835
"g306",0,0,0.918343845924221,0.0144446605258005
"g307",0,0,-0.166003434519697,0.340004179861764
"g308",0,0,-0.253584708878586,0.51593644931469
"g309",0,0,-0.25452354665873,-0.786128545294835
"g310",0,0,0.918343845924221,0.0144446605258005
"g311",0,0,-0.166003434519697,0.340004179861764
"g312",0,0,-0.253584708878586,0.51593644931469
"g313",0,0,-0.25452354665873,-0.786128545294835
"g314",0,0,0.918343845924221,0.0144446605258005
"g315",0,0,-0.166003434519697,0.340004179861764
"g316",0,0,-0.253584708878586,0.51593644931469
"g317",0,0,-0.25452354665873,-0.786128545294835
"g318",0,0,0.918343845924221,0.0144446605258005
"g319",0,0,-0.166003434519697,0.340004179861764
"g320",0,0,-0.253584708878586,0.51593644931469
"g321",0,0,-0.25452354665873,-0.786128545294835
"g322",0,0,0.918343845924221,0.0144446605258005
"g323",0,0,-0.166003434519697,0.340004179861764
"g324",0,0,-0.253584708878586,0.51593644931469
"g325",0,0,-0.25452354665873,-0.786128545294835
"g326",0,0,0.918343845924221,0.0144446605258005
"g327",0,0,-0.166003434519697,0.340004179861764
"g328",0,0,-0.253584708878586,0.51593644931469
"g329",0,0,-0.25452354665873,-0.786128545294835
"g330",0,0,0.918343845924221,0.0144446605258005
"g331",0,0,-0.166003434519697,0.340004179861764
"g332",0,0,-0.253584708878586,0.51593644931469
"g333",0,0,-0.25452354665873,-0.786128545294835
"g334",0,0,0.918343845924221,0.0144446605258005
"g335",0.233443897522672,0,-0.166003434519697,0.340004179861764
"g336",0,-0.0905567954665082,-0.253584708878586,0.51593644931469
"g337",0,0,-0.25452354665873,-0.786128545294835
"g338",0,0,0.918343845924221,0.0144446605258005
"g339",0,0,-0.166003434519697,0.340004179861764
"g340",0,0,-0.253584708878586,0.51593644931469
"g341",0,0,-0.25452354665873,-0.786128545294835
"g342",0,0,0.918343845924221,0.0144446605258005
"g343",0,0,-0.166003434519697,0.340004179861764
"g344",0,0,-0.253584708878586,0.51593644931469
"g345",0,0,-0.25452354665873,-0.786128545294835
"g346",0,0,0.918343845924221,0.0144446605258005
"g347",0,0,-0.166003434519697,0.340004179861764
"g348",0,-0.133931975982511,-0.253584708878586,0.51593644931469
"g349",0,0,-0.25452354665873,-0.786128545294835
"g350",0,0,0.918343845924221,0.0144446605258005
"g351",0,0,-0.166003434519697,0.340004179861764
"g352",0,0,-0.253584708878586,0.51593644931469
"g353",0,0,-0.25452354665873,-0.786128545294835
"g354",0,0,0.918343845924221,0.0144446605258005
"g355",0,0,-0.166003434519697,0.340004179861764
"g356",0,0,-0.253584708878586,0.51593644931469
"g357",0,0,-0.25452354665873,-0.786128545294835
"g358",0,0,0.918343845924221,0.0144446605258005
"g359",0,0,-0.166003434519697,0.340004179861764
"g360",0,0,-0.253584708878586,0.51593644931469
"g361",0,0,-0.25452354665873,-0.786128545294835
"g362",0,0,0.918343845924221,0.0144446605258005
"g363",0,0,-0.166003434519697,0.340004179861764
"g364",0,0,-0.253584708878586,0.51593644931469
"g365",0,0,-0.25452354665873,-0.786128545294835
"g366",0,0,0.918343845924221,0.0144446605258005
"g367",0,0,-0.166003434519697,0.340004179861764
"g368",0,-0.0857132778376935,-0.253584708878586,0.51593644931469
"g369",0,0,-0.25452354665873,-0.786128545294835
"g370",0,0,0.918343845924221,0.0144446605258005
"g371",0,0,-0.166003434519697,0.340004179861764
"g372",0,0,-0.253584708878586,0.51593644931469
"g373",0,-0.00138723077503731,-0.25452354665873,-0.786128545294835
"g374",0,0,0.918343845924221,0.0144446605258005
"g375",0,0,-0.166003434519697,0.340004179861764
"g376",0,0,-0.253584708878586,0.51593644931469
"g377",0,0,-0.25452354665873,-0.786128545294835
"g378",0,0,0.918343845924221,0.0144446605258005
"g379",0,0,-0.166003434519697,0.340004179861764
"g380",0,0,-0.253584708878586,0.51593644931469
"g381",0,0,-0.25452354665873,-0.786128545294835
"g382",0,0,0.918343845924221,0.0144446605258005
"g383",0,0,-0.166003434519697,0.340004179861764
"g384",0,0,-0.253584708878586,0.51593644931469
"g385",0,0,-0.25452354665873,-0.786128545294835
"g386",0,0,0.918343845924221,0.0144446605258005
"g387",0,0,-0.166003434519697,0.340004179861764
"g388",0,0,-0.253584708878586,0.51593644931469
"g389",0,0,-0.25452354665873,-0.786128545294835
"g390",0,0,0.918343845924221,0.0144446605258005
"g391",0,0,-0.166003434519697,0.340004179861764
"g392",0,0,-0.253584708878586,0.51593644931469
"g393",0,0,-0.25452354665873,-0.786128545294835
"g394",0,0,0.918343845924221,0.0144446605258005
"g395",0,0,-0.166003434519697,0.340004179861764
"g396",0,0,-0.253584708878586,0.51593644931469
"g397",0,0,-0.25452354665873,-0.786128545294835
"g398",0,0,0.918343845924221,0.0144446605258005
"g399",0,0,-0.166003434519697,0.340004179861764
"g400",0,0,-0.253584708878586,0.51593644931469
"g401",0,0,-0.25452354665873,-0.786128545294835
"g402",0,0,0.918343845924221,0.0144446605258005
"g403",0,0,-0.166003434519697,0.340004179861764
"g404",0,0,-0.253584708878586,0.51593644931469
"g405",0,0,-0.25452354665873,-0.786128545294835
"g406",0,0,0.918343845924221,0.0144446605258005
"g407",0,0,-0.166003434519697,0.340004179861764
"g408",0,0,-0.253584708878586,0.51593644931469
"g409",0,0,-0.25452354665873,-0.786128545294835
"g410",0,0,0.918343845924221,0.0144446605258005
"g411",0,0,-0.166003434519697,0.340004179861764
"g412",0,0,-0.253584708878586,0.51593644931469
"g413",0,0,-0.25452354665873,-0.786128545294835
"g414",0,0,0.918343845924221,0.0144446605258005
"g415",0,0,-0.166003434519697,0.340004179861764
"g416",0,0,-0.253584708878586,0.51593644931469
"g417",0,0,-0.25452354665873,-0.786128545294835
"g418",0,0,0.918343845924221,0.0144446605258005
"g419",0,0,-0.166003434519697,0.340004179861764
"g420",0,0,-0.253584708878586,0.51593644931469
"g421",0,0,-0.25452354665873,-0.786128545294835
"g422",0,0,0.918343845924221,0.0144446605258005
"g423",0,0,-0.166003434519697,0.340004179861764
"g424",0,0,-0.253584708878586,0.51593644931469
"g425",0,0,-0.25452354665873,-0.786128545294835
"g426",0,0,0.918343845924221,0.0144446605258005
"g427",0,0,-0.166003434519697,0.340004179861764
"g428",0,0,-0.253584708878586,0.51593644931469
"g429",0,0,-0.25452354665873,-0.786128545294835
"g430",0,0,0.918343845924221,0.0144446605258005
"g431",0,0,-0.166003434519697,0.340004179861764
"g432",0,0,-0.253584708878586,0.51593644931469
"g433",0,0,-0.25452354665873,-0.786128545294835
"g434",0,0,0.918343845924221,0.0144446605258005
"g435",0,0,-0.166003434519697,0.340004179861764
"g436",0,0,-0.253584708878586,0.51593644931469
"g437",0,0,-0.25452354665873,-0.786128545294835
"g438",0,0,0.918343845924221,0.0144446605258005
"g439",0,0,-0.166003434519697,0.340004179861764
"g440",0,0,-0.253584708878586,0.51593644931469
"g441",0,0,-0.25452354665873,-0.786128545294835
"g442",0,0,0.918343845924221,0.0144446605258005
"g443",0,0,-0.166003434519697,0.340004179861764
"g444",0,0,-0.253584708878586,0.51593644931469
"g445",0,0,-0.25452354665873,-0.786128545294835
"g446",0,0,0.918343845924221,0.0144446605258005
"g447",0,0,-0.166003434519697,0.340004179861764
"g448",0,0,-0.253584708878586,0.51593644931469
"g449",0,0,-0.25452354665873,-0.786128545294835
"g450",0,0,0.918343845924221,0.0144446605258005
"g451",0,0,-0.166003434519697,0.340004179861764
"g452",0,0,-0.253584708878586,0.51593644931469
"g453",0,0,-0.25452354665873,-0.786128545294835
"g454",0,0,0.918343845924221,0.0144446605258005
"g455",0,0,-0.166003434519697,0.340004179861764
"g456",0,0,-0.253584708878586,0.51593644931469
"g457",0,0,-0.25452354665873,-0.786128545294835
"g458",0,0,0.918343845924221,0.0144446605258005
"g459",0,0,-0.166003434519697,0.340004179861764
"g460",0,0,-0.253584708878586,0.51593644931469
"g461",0,0,-0.25452354665873,-0.786128545294835
"g462",0,0,0.918343845924221,0.0144446605258005
"g463",0,0,-0.166003434519697,0.340004179861764
"g464",0,0,-0.253584708878586,0.51593644931469
"g465",0,0,-0.25452354665873,-0.786128545294835
"g466",0,0,0.918343845924221,0.0144446605258005
"g467",0,0,-0.166003434519697,0.340004179861764
"g468",0,0,-0.253584708878586,0.51593644931469
"g469",0,-0.0858203549060977,-0.25452354665873,-0.786128545294835
"g470",0,0,0.918343845924221,0.0144446605258005
"g471",0,0,-0.166003434519697,0.340004179861764
"g472",0,0,-0.253584708878586,0.51593644931469
"g473",0,0,-0.25452354665873,-0.786128545294835
"g474",0,0,0.918343845924221,0.0144446605258005
"g475",0,0,-0.166003434519697,0.340004179861764
"g476",0,0,-0.253584708878586,0.51593644931469
"g477",0,0,-0.25452354665873,-0.786128545294835
"g478",0,0,0.918343845924221,0.0144446605258005
"g479",0,0,-0.166003434519697,0.340004179861764
"g480",0,0,-0.253584708878586,0.51593644931469
"g481",0,0,-0.25452354665873,-0.786128545294835
"g482",0,0,0.918343845924221,0.0144446605258005
"g483",0,0,-0.166003434519697,0.340004179861764
"g484",0,0,-0.253584708878586,0.51593644931469
"g485",0,0,-0.25452354665873,-0.786128545294835
"g486",0,0,0.918343845924221,0.0144446605258005
"g487",0,0,-0.166003434519697,0.340004179861764
"g488",0,0,-0.253584708878586,0.51593644931469
"g489",0,0,-0.25452354665873,-0.786128545294835
"g490",0,0,0.918343845924221,0.0144446605258005
"g491",0,0,-0.166003434519697,0.340004179861764
"g492",0,0,-0.253584708878586,0.51593644931469
"g493",0,0,-0.25452354665873,-0.786128545294835
"g494",0,0,0.918343845924221,0.0144446605258005
"g495",0,0,-0.166003434519697,0.340004179861764
"g496",0,0,-0.253584708878586,0.51593644931469
"g497",0,0,-0.25452354665873,-0.786128545294835
"g498",0,0,0.918343845924221,0.0144446605258005
"g499",0,0,-0.166003434519697,0.340004179861764
"g500",0,0,-0.253584708878586,0.51593644931469
"g501",0,0,-0.25452354665873,-0.786128545294835
"g502",0,0,0.918343845924221,0.0144446605258005
"g503",0,0,-0.166003434519697,0.340004179861764
"g504",0,0,-0.253584708878586,0.51593644931469
"g505",0,0,-0.25452354665873,-0.786128545294835
"g506",0,0,0.918343845924221,0.0144446605258005
"g507",0,0,-0.166003434519697,0.340004179861764
"g508",0,0,-0.253584708878586,0.51593644931469
"g509",0,0.00181545734550838,-0.25452354665873,-0.786128545294835
"g510",0,0,0.918343845924221,0.0144446605258005
"g511",0,0,-0.166003434519697,0.340004179861764
"g512",0,0,-0.253584708878586,0.51593644931469
"g513",0,0,-0.25452354665873,-0.786128545294835
"g514",0,0,0.918343845924221,0.0144446605258005
"g515",0,0,-0.166003434519697,0.340004179861764
"g516",0,0,-0.253584708878586,0.51593644931469
"g517",0,0,-0.25452354665873,-0.786128545294835
"g518",0,0,0.918343845924221,0.0144446605258005
"g519",0,0,-0.166003434519697,0.340004179861764
"g520",0,0,-0.253584708878586,0.51593644931469
"g521",0,0,-0.25452354665873,-0.786128545294835
"g522",0,0,0.918343845924221,0.0144446605258005
"g523",0,0,-0.166003434519697,0.340004179861764
"g524",0,0,-0.253584708878586,0.51593644931469
"g525",0,0,-0.25452354665873,-0.786128545294835
"g526",0,0,0.918343845924221,0.0144446605258005
"g527",0,0,-0.166003434519697,0.340004179861764
"g528",0,0,-0.253584708878586,0.51593644931469
"g529",0,0,-0.25452354665873,-0.786128545294835
"g530",0,0,0.918343845924221,0.0144446605258005
"g531",0,0,-0.166003434519697,0.340004179861764
"g532",0,0,-0.253584708878586,0.51593644931469
"g533",0,0,-0.25452354665873,-0.786128545294835
"g534",0,0,0.918343845924221,0.0144446605258005
"g535",0,0,-0.166003434519697,0.340004179861764
"g536",0,0,-0.253584708878586,0.51593644931469
"g537",0,0,-0.25452354665873,-0.786128545294835
"g538",0,0,0.918343845924221,0.0144446605258005
"g539",0,0,-0.166003434519697,0.340004179861764
"g540",0,0,-0.253584708878586,0.51593644931469
"g541",0,0,-0.25452354665873,-0.786128545294835
"g542",0,0,0.918343845924221,0.0144446605258005
"g543",0,0,-0.166003434519697,0.340004179861764
"g544",0,0,-0.253584708878586,0.51593644931469
"g545",0,-0.326111150808418,-0.25452354665873,-0.786128545294835
"g546",0,0,0.918343845924221,0.0144446605258005
