gene_id,logFC,logCPM,LR,PValue,FDR,log10FDR,DEG
AC112220.2,-0.326781934875392,3.12104085377041,17.9718530710705,2.24195640255195e-05,4.1114513800224e-05,4.38600484112483,no
EEF1B2P6,-0.326737560156108,-0.552783715223974,8.26294182250996,0.00404625070439657,0.00591554096591651,2.22800553374615,no
EIF1,-0.326728401418419,9.23784349989377,16.5473297267006,4.74507568530788e-05,8.43747808731303e-05,4.07378734205086,no
DDX19B,-0.326660121657569,3.78687610858885,35.0353761052155,3.23769407414806e-09,8.20153574750774e-09,8.08610481783346,no
MTLN,-0.326059414875047,3.01438058731942,7.26588994984695,0.00702764373018173,0.00998880315136465,2.00048654539732,no
AC102945.2,-0.325991575759377,1.11341103555833,4.80671679392589,0.0283490072767362,0.0374475313672859,1.42657680677367,no
ARMCX1,-0.325917287698867,5.226049687683,14.2086937829445,0.00016361285380922,0.000275955522360973,3.55916091050649,no
TMEM256,-0.325695298839742,2.51469843967496,9.96725216666027,0.00159349134314794,0.00243503279443518,2.61349518543648,no
FAM76A,-0.325576866217726,4.23310043901563,29.1551017472685,6.68095888303104e-08,1.52127361954334e-07,6.81779266578229,no
RAVER2,-0.325134150727703,4.73748842393146,12.6581708665313,0.000373927867844464,0.000608654545201751,3.2156291304881,no
NFKBIA,-0.325114184104532,7.11130730414179,12.7975048930254,0.000347081946916345,0.000567231067531855,3.2462399906456,no
REV1,-0.325035408372997,5.27678241802008,38.2799793956247,6.12882229406026e-10,1.64551098247182e-09,8.78369921479106,no
TJP1,-0.325028237430896,7.01253561909695,25.5200048038051,4.37819770930649e-07,9.3137080506995e-07,6.03087737966906,no
SLC25A12,-0.324811586095508,5.12532064886636,14.0973578988104,0.000173587440404473,0.00029203534091576,3.53456458883938,no
RPL32P1,-0.324608379140817,-2.47677497000185,2.76218689635948,0.0965162190729566,0.118182358744194,0.927447346397602,no
TKT,-0.324517633799177,7.99320269312154,6.8950278979359,0.0086435814046476,0.0121619979198396,1.91499507520408,no
AL031320.2,-0.324363316908953,-1.73509485185379,4.99970158194131,0.025351689396014,0.0336862530340996,1.47254729347461,no
HMBOX1,-0.324210074447125,4.42672375621068,14.946281352031,0.00011061586123035,0.000189244782505979,3.72297608519697,no
LBH,-0.324095029130314,6.39344758132802,10.3836121645907,0.00127138716829005,0.00195923783073255,2.70791284205251,no
ADGRB1,-0.323864377953962,1.49487966150939,2.77808280013781,0.0955625007825584,0.117117112373171,0.931379644071356,no
LINC01801,-0.323786984664863,0.180290594856601,5.51956678935071,0.0188049150929685,0.0254247705108693,1.59474295841753,no
AC122718.1,-0.323669522390425,-2.18031482566491,4.05381373373143,0.0440716735401841,0.0566089557854116,1.24711485608195,no
ADARB1,-0.323438217132701,5.18166283181739,19.3018139565056,1.11600275607796e-05,2.10236207821632e-05,4.67729248572473,no
AC102953.2,-0.323430414418459,0.878732383831922,5.79041457316674,0.0161137887194198,0.0219656520874375,1.65825589944295,no
POLR2E,-0.323385747737789,6.78827260763213,12.8229555245931,0.000342392437004064,0.000559857903749889,3.25192218629398,no
TPTE2P5,-0.323107761275843,-0.0210405104478117,5.47280688153538,0.0193145810598604,0.0260760313332565,1.58375850577834,no
AL109976.1,-0.322741900339219,0.945369779702063,3.82518894022533,0.0504876553950068,0.064370481812641,1.19131324016747,no
ARHGAP29,-0.322440745449066,7.18594776366361,10.784315407258,0.00102363755593253,0.0015930565179143,2.79776881617445,no
AP001267.3,-0.322375185737745,-0.507709466616619,9.814738441624,0.00173118894654747,0.00263632621811016,2.57900085130133,no
EHF,-0.322282932655753,8.24504957827475,2.51984613563087,0.112421553481278,0.136390728272683,0.865215151650749,no
ACAD8,-0.322019304547877,4.94431204528034,21.9515209796674,2.79625202868168e-06,5.56993043592089e-06,5.25415022879115,no
ATF7,-0.321984569991909,5.72478383685383,36.6807602023953,1.39145976050791e-09,3.63280697639658e-09,8.43975767709266,no
FAS,-0.321972529408227,4.19079586209487,12.40990742534,0.000427062037095582,0.000691386681437129,3.16027899076711,no
TFAP2C,-0.321948205467624,6.39454951956478,3.75759868045949,0.0525680221754092,0.0668468058867572,1.1749193396196,no
AL023806.4,-0.321692789727306,-2.96477306611864,2.93179820472733,0.0868507066111852,0.107128924916208,0.970093253393363,no
PPM1N,-0.321390058095286,0.523995708301727,5.3706154141818,0.0204787510167868,0.0275560952518439,1.55978232271221,no
LCMT1-AS1,-0.321315539172565,-1.40057244187394,9.03595765644772,0.00264720342231593,0.00395164980621871,2.40322154939958,no
GPCPD1,-0.321201814627132,5.86413205491778,11.2063069108553,0.000815197936702054,0.00128142537448737,2.89230668046064,no
PDXK,-0.321134856402051,7.18766300546867,10.0887398148266,0.00149178090425889,0.00228446253716993,2.64121595953158,no
SNHG30,-0.320792922264885,2.72189552184795,13.221411554049,0.000276769101490388,0.000456559267635189,3.3405028371085,no
TSC1,-0.320768749434785,5.62785113845751,31.4530538985969,2.04321000047157e-08,4.84990184776652e-08,7.31426705055335,no
PJA2,-0.320640111096574,7.64130832999672,21.7015017505605,3.18541815301114e-06,6.31214897055228e-06,5.19982276006395,no
AL645929.1,-0.320571766602578,-0.784548815437372,6.13448300643611,0.0132570304852549,0.0182623395321782,1.73844358710669,no
CMKLR1,-0.320562877007668,4.44524749181896,5.948450829926,0.0147302257239882,0.0201856866504048,1.6949564727382,no
GLIPR2,-0.320527860959576,5.4433082732528,6.51392346056701,0.0107033096338026,0.014913408451727,1.82642308742519,no
CRYBG1,-0.320466672905931,7.02613483338904,10.2306256347923,0.00138127803409512,0.00212104975973801,2.67344914283368,no
AC009120.3,-0.320415366237672,-1.05150764369913,5.27865821835735,0.0215883786582908,0.0289578593013838,1.53823354634089,no
XPC,-0.32039751838283,4.92192853495543,21.1969116286587,4.1443178254995e-06,8.12907731526548e-06,5.08995874587326,no
TAF4B,-0.32032419522182,3.52529172493799,7.84310024202978,0.00510150409562428,0.00737137760240394,2.13245134128431,no
DMXL1,-0.320308692087722,6.04023070692827,16.1591285524632,5.82372203644038e-05,0.000102554881201463,3.98904366412632,no
EEA1,-0.320307843398191,5.80431233355317,15.0871709275959,0.000102658600368902,0.000176134136893075,3.75415646443293,no
SRGN,-0.319897834559122,6.25074463762417,6.87453769635889,0.00874323710768367,0.0122953451151692,1.91025927664384,no
GLI2,-0.319820177471263,2.56553774437504,8.54219612879504,0.00347006708830251,0.00511267114380035,2.29135214097696,no
LINC01358,-0.319587881814013,-0.734120309501778,6.14711023235716,0.0131627005296431,0.0181429916849586,1.74129109846988,no
AC133919.2,-0.319544592498874,-1.43201926066415,1.37198466835542,0.241471182736639,0.277821564668147,0.556234047104895,no
AC100830.1,-0.319403773473626,-2.2133813041962,4.27565841108097,0.0386619826795403,0.0501052924860283,1.30011639836267,no
PTPRE,-0.318936169707226,5.02302595295693,15.3693787466679,8.84094790360618e-05,0.000152822099476621,3.81581383825536,no
B4GAT1,-0.31888186077695,4.82054047135503,15.9631594099747,6.45872213329123e-05,0.000113230091007714,3.9460381436249,no
RPL41P5,-0.318809969467983,3.0046695244532,7.85404140314336,0.00507072304815121,0.00732900463308273,2.13495500376445,no
MLXIP,-0.318739230309513,6.65432057441995,15.7751154663789,7.13346043569259e-05,0.000124616458836337,3.90442459403527,no
XIST,-0.318655468716698,7.59266044427935,3.19269172606158,0.0739681233789853,0.0920323180345216,1.03605963918258,no
ARHGAP5,-0.318594925037753,5.93903296989345,9.60000836084171,0.00194576483422441,0.00294651079108062,2.53069196403831,no
VPS13D,-0.31845419672147,7.02899508073452,23.8109011037865,1.06278853323474e-06,2.19014671288396e-06,5.65952679179834,no
TSPEAR-AS2,-0.318425372256783,-1.55837977943559,2.57403298883099,0.108630467489837,0.132071475087398,0.879190971559221,no
AC138207.2,-0.318259527176482,-1.36248404413247,7.97443381601693,0.00474425922666606,0.00688601592945394,2.16203197697466,no
PPFIA2,-0.318036333170882,0.109889822599177,5.97161149143437,0.0145379892095033,0.0199363653040255,1.7003540171523,no
TMEM120A,-0.317738061029532,5.42968764388735,8.83338319162098,0.00295769557079839,0.00439273469407847,2.35726502582121,no
DDX10P1,-0.317623678354125,-2.82693607597989,3.2241562863255,0.0725591784803065,0.0904044259402156,1.04381030719764,no
AL359715.1,-0.317555918849916,1.17717559717932,4.91915788973432,0.0265604603276744,0.0351939383766931,1.45353213073344,no
ZNF846,-0.3175208164024,2.90072526931738,19.1146040705847,1.23099330650833e-05,2.31154514199818e-05,4.6360976208375,no
LINC02062,-0.317516999467845,-0.764330674852665,13.1942761677437,0.000280805435998279,0.000462974858382226,3.334442592486,no
ITGB1P1,-0.31750517602479,-0.64201575063526,6.54668849996787,0.0105079554330301,0.0146517574702771,1.83411027880029,no
CFL1P1,-0.317450855032958,-0.418132865899796,9.78205568556777,0.00176223184772896,0.00268132828387899,2.57165001065382,no
STK33,-0.317390978595762,-1.10626445941165,3.82176714808034,0.0505908547003394,0.0644824587814312,1.19055841079898,no
ADGRE4P,-0.317238835280271,-1.13631028619372,3.4925097225985,0.061647059674337,0.0776154676279997,1.11005172157566,no
ZNF655,-0.317178161931613,5.84188299422108,16.8293012433499,4.08969447493449e-05,7.32099496880541e-05,4.13542989160591,no
AC008543.1,-0.317119107606991,-0.560706157377564,6.38559023000084,0.0115050497181098,0.0159765554681851,1.79651684845195,no
PURA,-0.316482968780989,5.91947109625256,16.0575021390194,6.14476890042422e-05,0.000107959192799914,3.96674037127978,no
JAK2,-0.316328063945556,5.0685907117571,13.563954000363,0.000230570869718425,0.000383593842482371,3.41612837281887,no
RNF146,-0.316275033965225,5.38409092903966,32.5622151758353,1.1543731086694e-08,2.7986959251509e-08,7.55304428452875,no
ZNF767P,-0.316159060279634,3.54438519726023,13.7358253204507,0.000210402611841829,0.000351271173123394,3.45435748888467,no
CRBN,-0.316010307729979,5.32141951901474,33.3723971029741,7.60963830775978e-09,1.87213467184456e-08,7.72766291353847,no
AC020978.3,-0.315948544721346,-2.47906936309479,4.70261560510105,0.0301167507583104,0.0396432208726546,1.40183106784985,no
TMEM98,-0.315670699441905,5.78042269203186,9.43288524550223,0.00213128712288921,0.0032158413854242,2.49270538005226,no
RBMXL1,-0.315615218909587,4.84011988416721,28.1320823519088,1.13311844511198e-07,2.53001464039908e-07,6.59687696569132,no
AL139022.2,-0.31552000314209,-2.35772583274312,4.09086512254547,0.0431155683282544,0.0554601156948536,1.25601922877936,no
WAKMAR2,-0.314979313390204,0.419939962924438,10.9491140470399,0.000936483817219992,0.00146303070836702,2.83474655813007,no
SLFN12L,-0.314953189479397,-1.33750666720301,4.25223853167103,0.0391986289988117,0.0507459027129311,1.29459901747385,no
CACNB4,-0.314777126118486,2.37216552390703,3.69715360924241,0.0545053756643372,0.0691427063870987,1.16025362528567,no
SNORC,-0.314648614462657,2.97231004126662,1.37749744001286,0.240527884662942,0.276812190827058,0.557814787436608,no
AC084809.1,-0.314618731027567,-1.14430400744684,4.53814458949904,0.0331475023031834,0.0433875773854026,1.36263459871901,no
ZNF561,-0.314570394783652,5.75716273950878,22.1112067809458,2.57303242625647e-06,5.1366764578427e-06,5.28931778817847,no
TECPR2,-0.3144601619375,5.35380693701504,29.14845494908,6.70391836099667e-08,1.52622539402591e-07,6.81638132473415,no
HEG1,-0.314221988097547,7.09269216070611,9.98275137640175,0.00158013399164647,0.0024156479561294,2.61696635724072,no
MKNK1,-0.314014119976643,4.64480140376062,30.8358756400563,2.80798432740593e-08,6.59370680650796e-08,7.18087036795214,no
SCGB3A1,-0.313889903079985,4.6404229058119,0.749841784994771,0.386526327198865,0.42841831166341,0.36813197461793,no
AC005076.1,-0.313818862599844,-0.36226373396875,12.2546441865888,0.000464101639260496,0.000747696201312774,3.12627482579052,no
RPL17P36,-0.313806661715542,-0.802992087339863,8.66576361107252,0.003242441013769,0.00479300807203912,2.3193918396001,no
AMOT,-0.313786514696825,5.85117711064141,7.29910565515229,0.00689889418529082,0.00981522718232897,2.00809964380824,no
ERCC6L2,-0.313736095619043,4.79147084538027,26.1991616458037,3.07956196661562e-07,6.6358232513512e-07,6.17810519015599,no
GRIN3A,-0.313700981412717,0.58672675213671,8.34200479052274,0.00387388272722712,0.00567541070369941,2.2460027050782,no
POLI,-0.313595104551986,5.25704634414842,17.9300988668536,2.29168087442487e-05,4.20019110453868e-05,4.37673094918342,no
ADTRP,-0.313584493911397,1.65208149493903,2.71828755892307,0.099204394218948,0.121285154653769,0.916192353680064,no
LNCSRLR,-0.313498946976449,-2.2782044909275,2.62865723291912,0.104950436573234,0.12786293870051,0.893255318307057,no
LINC00398,-0.313025566863136,-1.70036813235051,3.65252760208841,0.0559841886608075,0.0709292756212033,1.1491744754443,no
LILRA6,-0.31296705321921,1.31746690119197,3.23783703268526,0.071955575734811,0.0897047280040308,1.04718466629874,no
MT-CO3,-0.312821950615868,12.6400767589516,7.20544211207459,0.00726828422443388,0.0103168562044189,1.98645262258061,no
DUSP14,-0.312795383301637,4.78808084676176,14.0125219295866,0.000181597243815259,0.000304939914087433,3.5157857263942,no
TOLLIP-AS1,-0.312762783501526,0.487759963215702,8.60179791800579,0.00335831302306269,0.0049555594608608,2.30490730847457,no
TMEM170A,-0.312499246353522,4.59737051218357,19.6434611387261,9.3322122836836e-06,1.77142407991364e-05,4.75167745602125,no
INPP5A,-0.312399038929162,4.67908980343538,17.7107842656756,2.57164520825051e-05,4.69655080191923e-05,4.32822097560061,no
PRPH2,-0.312394751539248,0.750422034778383,3.67646164598426,0.0551858470016672,0.0699600764286486,1.15514972474336,no
CDC14A,-0.312351027603196,3.99164449919818,4.2343248738149,0.0396143757576153,0.0512472171199004,1.29032971314607,no
JRK,-0.312228678929186,4.58226555293075,10.8679853801168,0.000978409042989327,0.00152568765761805,2.81653436707389,no
CYB5D2,-0.312098683929141,4.73355549651989,12.5979791664243,0.000386164044696201,0.000627790865720027,3.20218500752137,no
ZBTB38,-0.311997179172492,6.83327944675789,25.1747803852881,5.23624776281058e-07,1.10651455662818e-06,5.95604286838678,no
SPRY4-AS1,-0.311684722778302,-1.05335562748966,4.14447769239462,0.0417705398437406,0.0538207621352206,1.26905015665072,no
SWAP70,-0.311658991982487,6.8400659505294,25.7434697849055,3.89944193503485e-07,8.33187491475993e-07,6.07925725867596,no
AL390760.1,-0.311573383099759,-1.98198777874595,2.43306414975615,0.118800475153822,0.143562220131146,0.84295983409994,no
PAM,-0.311435319349128,7.80892439919972,7.32094255839954,0.00681556579092781,0.00970435391638781,2.01303337319554,no
RPL7AP6,-0.311333945323712,1.25548467784379,9.35320551367172,0.00222595805306549,0.0033512539498446,2.47479266114194,no
HIVEP2,-0.311121728383877,5.65854307597314,12.941173982875,0.000321433368367274,0.000527093759126111,3.2781121258703,no
LINC02609,-0.310907449215009,1.56791585427641,6.13268966956156,0.0132704836163094,0.0182792404898641,1.73804185334582,no
ARMC2-AS1,-0.310661798759613,-3.61699715561675,1.66988828557595,0.196273498354944,0.229151153063842,0.63987795309079,no
MAP1LC3B,-0.310521248524752,6.69530202222699,20.541084443027,5.83649929093746e-06,1.1295986938966e-05,4.94707581844686,no
SOX9,-0.310435896811483,6.80639592228919,4.08540501591349,0.0432550835347183,0.0556282034952371,1.25470496531,no
CCND3,-0.310345770783797,6.21635084901921,21.1892539780125,4.16090946801099e-06,8.15907826185434e-06,5.08835890109921,no
NR2F1-AS1,-0.310318691869534,2.97832625875529,5.91645221558929,0.0150001334070596,0.0205298470601379,1.68761428595262,no
BCKDHB,-0.310306587153263,4.93836415640093,14.3704298681489,0.00015014168605795,0.000254017609216623,3.59513617581893,no
ADORA2B,-0.31029224102803,1.97166612122668,3.85316342257141,0.0496522588144989,0.0633888632364466,1.19798703643697,no
AL133351.4,-0.310280292184327,-0.512305143235289,11.6826040305159,0.000630871746525342,0.00100251168812665,2.99891055530697,no
TOM1L2,-0.310122788766356,6.41415477278504,17.2814042226489,3.22325854112717e-05,5.83282793809955e-05,4.23412083458251,no
LYRM1,-0.310102153932886,5.14389162848846,14.3207740265409,0.000154154287403204,0.000260648646648561,3.58394452569414,no
AC011726.2,-0.309835242690492,-3.49733783233888,1.65297011478359,0.198555164220314,0.231664566923038,0.635140386436904,no
RPL5P34,-0.309610248711254,-0.705869623901432,8.35631950215594,0.00384348263603361,0.00563415289089021,2.24917137198123,no
KCTD7,-0.30946074129618,4.20861848078698,27.0693632152244,1.96284199348137e-07,4.29273612199679e-07,6.36726580713736,no
NPIPA3,-0.30940509673841,-2.82829348165493,0.860696244032511,0.353543925985419,0.39467702502555,0.403758154058088,no
AC145423.2,-0.309304270568377,-1.97868343528218,4.33579066898238,0.0373190790270538,0.0484947635766671,1.31430515361494,no
NABP1,-0.308669189620474,4.28597727293709,8.63257031901395,0.00330205344664672,0.0048765450736536,2.31188775726823,no
AL009178.2,-0.308497244473109,-0.144717607515755,6.12945174826126,0.0132948091944209,0.0183093711521305,1.73732657158305,no
UNKL,-0.308463356715931,4.03979684496491,16.9305097560321,3.87733604171792e-05,6.95147410585244e-05,4.15792309063956,no
MAML3,-0.308431865851793,4.51737488654794,16.3416380156824,5.28890074348247e-05,9.3568855554595e-05,4.02886868236848,no
FAM53C,-0.308392760493088,5.64766954425925,29.1347222013357,6.75160494968988e-08,1.53680377474717e-07,6.81338158141689,no
IGHJ5,-0.308285618448357,-2.59912316540609,1.1498381828934,0.283583026162753,0.322149293724404,0.491942816457726,no
DOCK8,-0.307915188118002,5.72315374573549,12.2062345569516,0.00047630072206058,0.000766711645207591,3.11536794040753,no
TM4SF19,-0.307865317831608,-1.65438200817998,1.23845603958318,0.265768820243456,0.303359910758953,0.518041812100796,no
BEX2,-0.30780548053682,3.41283764519873,3.18897262961019,0.0741365905342059,0.0922328082335588,1.03511456809678,no
EIF3F,-0.307747674840925,7.42491984747457,31.0760266208202,2.48116967614358e-08,5.84755861121655e-08,7.23302541647899,no
ZC3H7B,-0.30771368296635,7.02842455229105,21.126442495669,4.29954183722438e-06,8.4217346843539e-06,5.07459844457522,no
PLAC8L1,-0.307692426865636,-1.72905827816784,4.95499907322215,0.0260153388389727,0.0345188764181393,1.46194334891696,no
ITPRIP,-0.307635947868364,5.10551139827541,12.3802903124139,0.0004338896824519,0.000701672911903194,3.15386528909473,no
CENATAC,-0.307559817859018,3.43446229607445,13.96948965311,0.000185801423957865,0.000311604600397917,3.50639613921295,no
GANC,-0.307211914386018,4.14347290307205,22.6824624783079,1.91104120528662e-06,3.86135878730361e-06,5.41325984299995,no
AL513534.2,-0.307143267841424,0.981302885345696,8.6735553713566,0.0032286068682731,0.00477396026442026,2.32112120012081,no
STIM2,-0.307129164141511,5.11934818844814,34.5825213301044,4.085583660475e-09,1.02641215379152e-08,7.98867821410259,no
AC245297.3,-0.3070713677134,1.54312756344654,4.58473648830079,0.0322579309654215,0.0422891762963709,1.37377077390783,no
MKNK1-AS1,-0.307017665875214,-1.64011609695013,4.51868502974625,0.0335265901957439,0.0438541251518363,1.35798954833177,no
SMOC2,-0.306989627106607,6.96791365463912,5.86345912447956,0.0154583848058133,0.0211179845189551,1.67534753282688,no
TLCD4,-0.30692135801778,4.06137122589269,4.36135079999241,0.0367631433846519,0.0477920864000475,1.32064400960792,no
CHRM1,-0.306857881836989,2.13437498717104,1.1989445134559,0.273532738128132,0.311618321256963,0.506377016381727,no
DYRK3,-0.306778329586979,5.06084633393684,7.48319048340616,0.00622776227280408,0.00890873711958242,2.05018385610556,no
BIN3,-0.306727255059542,3.36888379360519,17.5081704767894,2.86075645843706e-05,5.20378133463023e-05,4.28368096098799,no
HBP1,-0.30649909153196,6.26367538266515,24.9791243695787,5.79544198608242e-07,1.21935866833073e-06,5.91386853001289,no
C21orf91,-0.306415836634921,4.70439996254813,13.446841472693,0.000245419012262498,0.000407112160599957,3.39028592488029,no
DEF8,-0.306142941332757,5.05868670844843,19.9865334039185,7.79894879760139e-06,1.49117939176504e-05,4.8264701069379,no
ARVCF,-0.306124125185775,4.22308062559676,6.90295436504135,0.00860534294149759,0.012110902597529,1.9168234886886,no
AC119674.1,-0.30576867906182,-2.46323970337016,1.99416835375553,0.157905722902601,0.187310705284096,0.72743740087917,no
SOS2,-0.305669514178556,6.1635746334637,24.7044646631011,6.68291824129487e-07,1.39941497875788e-06,5.85405348189088,no
CDKL1,-0.305626850281474,2.50144932821546,13.3269552311506,0.00026161797501942,0.000432871027236129,3.36364148125211,no
ECH1,-0.30555081556529,6.287904375525,8.3587663582457,0.00383831059655265,0.00562853819810273,2.24960438222326,no
RPL37A,-0.30552518623035,9.48795937124199,13.3253409175775,0.000261843300016288,0.000433215367789241,3.36329614570395,no
C8orf58,-0.305478390489362,2.97951810474899,19.8575354855205,8.34331921214868e-06,1.59139566450442e-05,4.79822182943717,no
AL031123.5,-0.305404254894109,0.207749486823788,4.41398364413985,0.035645507262235,0.0464399071734098,1.33310865702382,no
SDHAP1,-0.305059453845066,2.91230270099565,13.0876354083893,0.000297251337846017,0.000488426041059513,3.31120118914371,no
PURG,-0.304994740857314,-1.26112479721798,5.19616189622101,0.022636817572977,0.0302818871413142,1.51881706346783,no
TMEM255B,-0.304892546662126,2.56266782710484,9.89212024752865,0.0016598800606832,0.00253233080967903,2.59647956112162,no
DACH2,-0.304767154956611,-1.71296165925772,2.01457002244237,0.155795400417529,0.185042880495912,0.732727619678948,no
RPS20P14,-0.304684507261121,-0.456150082535573,4.55955672070201,0.0327355451579866,0.0428795774193925,1.36774950329034,no
EXOSC10-AS1,-0.304643219807744,-1.14686334970049,4.27251939916533,0.0387334610616276,0.0501927581093113,1.29935893903117,no
AC126773.6,-0.30432169275737,-2.70324282336214,4.10061107422089,0.0428677173033453,0.0551610363050562,1.2583675833711,no
OXER1,-0.304279019985143,0.937568212115071,2.914076699547,0.0878096566904597,0.108237508060804,0.965622215005225,no
UVRAG,-0.304075535152262,5.71039173521101,15.0956933661421,0.0001021961701143,0.000175388558434142,3.75599874147734,no
SH3BGR,-0.303913666388406,-0.492962545634717,3.124331418547,0.0771315054496954,0.0957457819560016,1.01888034961609,no
PRKCH,-0.303902788678724,5.26529073257296,20.1126385388695,7.30126040895374e-06,1.39974194068059e-05,4.85395202437095,no
DENND3,-0.303895092522377,4.53614764318125,15.0658627424195,0.000103824025393841,0.000178072991080292,3.74940194642276,no
CSNK2A2,-0.303308523494388,5.15619209226545,22.6099867014935,1.9845037304111e-06,4.00432854060663e-06,5.3974702974467,no
ZNF699,-0.303244840076287,3.00942554675931,17.4533876606727,2.94439112817763e-05,5.34972826407556e-05,4.27166827712077,no
EIF3D,-0.303237018692422,7.91280080536666,19.4217393031369,1.04807232467171e-05,1.97987572373621e-05,4.70336206943013,no
PGBD4,-0.303196577418031,1.915471420302,16.7477732757451,4.26923383714548e-05,7.63559388951659e-05,4.11715717826583,no
QRFPR,-0.302844935907983,-1.66467781861439,1.45353615456389,0.227961393085963,0.263458343260666,0.579288043533805,no
GAS6-DT,-0.30276961123486,0.684631764721484,7.24479814032867,0.00711067078662043,0.0101011098017533,1.99563090796993,no
KLK1,-0.302245489784662,0.255594235737892,2.65008750150309,0.103544196510793,0.126308663134143,0.898566861461083,no
AL139246.3,-0.302173371047098,-1.95009501753594,4.93121296742206,0.0263757975494919,0.0349658189478859,1.45635629552663,no
AL645939.5,-0.301998998778925,-1.92464836649839,4.21661773011448,0.040029878498105,0.0517395224959073,1.28617758370509,no
AC103740.1,-0.301817106530132,0.521148471184196,2.8192239413755,0.09314142686675,0.114305804143864,0.941931716729357,no
TAF5LP1,-0.301815424406641,-0.121161177108891,3.74714554092586,0.0528977742040116,0.0672389485437659,1.17237908650578,no
NRXN2,-0.301795295706845,2.28557568461356,5.02112309180336,0.0250399229676783,0.0332930836943593,1.47764597746512,no
AC012615.6,-0.301703959801108,-0.0732321182795278,5.92970754558749,0.0148877123945585,0.0203859600406011,1.69066883140252,no
BOLL,-0.301396371378681,-3.23158419231357,0.504692180961087,0.477445642185536,0.519244314342994,0.284628250234332,no
TRIB1,-0.301256375452123,7.17625816924825,5.91018512489211,0.0150535898211687,0.0205974094062833,1.68618739862625,no
AC090616.6,-0.301156763096871,-0.895039281853629,8.72393893493296,0.00314058790902962,0.00464927454234794,2.33261480771962,no
KCND1,-0.301128182232278,2.06523618452492,10.684289776623,0.00108049209309977,0.00167769911772071,2.77528592385914,no
EEF2,-0.301099158924438,11.4006551676808,11.5909516437566,0.000662734891991953,0.00105082289180706,2.97847047483039,no
LINC01003,-0.301058819776095,2.36891009462195,8.58213814050225,0.00339476511129394,0.0050075869371144,2.30037150214795,no
SDHD,-0.301056984041494,5.74859010820211,12.4099953244138,0.000427041935866023,0.000691386681437129,3.16027899076711,no
CDC37L1-DT,-0.300969481283207,-0.243427262658319,8.13685511531182,0.00433744473691991,0.00632069996750625,2.19923482437703,no
ZNF658B,-0.300900430467385,0.42677261053877,8.6048768958461,0.00335264029160321,0.00494776890225575,2.30559059336364,no
ARHGAP28,-0.300555147425836,3.53269881124846,5.67164293999832,0.0172413011351824,0.0234366225746838,1.63010497383407,no
GPR153,-0.300530498927663,4.06964004297758,7.27549230697488,0.00699017317659486,0.00993891184162134,2.00266116158343,no
PEX19,-0.300512227884768,6.7517237340279,9.55447989641689,0.00199462020272566,0.00301776983842497,2.52031388640063,no
TBX4,-0.300466261198809,-1.21366545676015,1.56223853996227,0.211337755778952,0.245576833530849,0.609812604730615,no
TMED6,-0.300391911215198,-0.903168452585191,9.1240566181057,0.00252269939901988,0.00377542358771079,2.42303431516456,no
PARD3,-0.300168415777538,6.14040117267698,15.8525641343969,6.84736919403394e-05,0.000119818249235518,3.92147703053858,no
AC009495.3,-0.300092869899792,-1.7467946059612,2.70444066495492,0.100069173220985,0.122283013770915,0.912633866249934,no
AC004696.1,-0.300018063619608,-3.14028527148687,1.70301250679447,0.191894477715944,0.224465524035828,0.648850353416915,no
TM4SF1,-0.299919581843891,8.45146565984207,4.62031489688664,0.0315954372792671,0.0414811666898589,1.38214903724341,no
AC104806.2,-0.299886196546763,-2.39736920236167,3.31457771792725,0.0686679603296824,0.0858835772786088,1.06608987434287,no
BX323043.1,-0.299830744239238,-1.26061814888685,4.99824400269085,0.0253730487799209,0.0337110748927335,1.47222739958403,no
STOX1,-0.299631593574756,3.50152237960907,3.57855398047036,0.0585300792597072,0.0739314948460884,1.13117051256558,no
AC131235.1,-0.29955530383923,-0.37054474955479,7.2127271071671,0.00723884226189202,0.0102768040414767,1.98814192453842,no
HNRNPDL,-0.299447546085869,7.80148479023701,40.5706248819852,1.89636235776428e-10,5.28838202994032e-10,9.27667717918389,no
IL16,-0.299295786082287,4.4232400238825,7.42372073250792,0.00643695721791571,0.00919440063907506,2.03647657611882,no
ERCC5,-0.299246704634451,1.13776720172692,16.4675782477376,4.94891748785277e-05,8.78008990090784e-05,4.0565010372524,no
AL121938.1,-0.299035562131536,-1.21689742282484,3.45569585241338,0.0630341973257657,0.0792548672775577,1.10097405697298,no
FBXO48,-0.298920903053798,2.48389901906152,17.6659124457991,2.6330319088604e-05,4.80482504946335e-05,4.31832242098939,no
PPP2CB,-0.298702911229384,6.56774968289821,21.5243404505341,3.49366030802382e-06,6.89959531013367e-06,5.1611763816874,no
ANAPC4,-0.298702626046351,4.85185973346225,49.3875004850167,2.10079938699752e-12,6.7517454950777e-12,11.1705839366677,no
BBS12,-0.298640109501243,3.06346444598188,17.3084700452148,3.17767294360269e-05,5.7524039879589e-05,4.24015062130732,no
SHISA6,-0.298328544364898,2.2782015602273,3.4463453909419,0.0633917915137741,0.0796527513139623,1.09879921848388,no
ZNF404,-0.298298362199752,1.85820244370522,8.65237410505526,0.003266354733943,0.00482637327211162,2.31637909275683,no
NFU1,-0.298122319254364,5.07195120773419,11.7788975657676,0.000599059514935673,0.000954070720926261,3.02041943182665,no
