gene_id,logFC,logCPM,LR,PValue,FDR,log10FDR,DEG
KLHL33,-3.49804314194397,1.03064888667207,245.468622600723,2.52555221241249e-55,1.02356035558772e-53,52.9898865434989,down
CDO1,-3.49176722510981,4.86802372942425,287.674961969105,1.59649651960368e-64,1.06579905584577e-62,61.9723246688213,down
PGM5P4-AS1,-3.48575761031901,-1.95490506878268,239.560696007352,4.90335979379153e-54,1.87265188604166e-52,51.7275429476768,down
AC084759.3,-3.48147206728507,-0.487489197870596,142.027872515959,9.58929870459309e-33,1.11836640313809e-31,30.9514158880495,down
LINC01537,-3.47925853533276,0.789405044555361,387.57284866678,2.79431409598937e-86,6.45204561173032e-84,83.1903025710951,down
AC134043.3,-3.47700874150889,1.44419702980306,327.767968207082,2.94395922140468e-73,3.11317502875265e-71,70.506796461751,down
LINC01186,-3.47466090137372,-1.18295350326327,276.734293672344,3.86602625132129e-62,2.26806873410849e-60,59.6443437882308,down
FOSB,-3.47382628376587,8.50807212611964,221.280231434157,4.75484177789714e-50,1.44180551645922e-48,47.8410933171651,down
PROK1,-3.47240202684113,-1.43160251556473,112.350015676759,2.99484589629979e-26,2.38299973183918e-25,24.622876006525,down
KLK3,-3.46664510968805,0.698391349519934,78.267590400123,8.99861994499053e-19,4.47141691560753e-18,17.3495548345591,down
AC008738.4,-3.46005334059575,-2.60642085035288,117.167614276278,2.63804036747798e-27,2.23474250988508e-26,25.6507725096588,down
AP005264.1,-3.45455696083274,-1.29278411033667,387.374132621896,3.0870002099344e-86,6.99942534086747e-84,83.1549376144907,down
ECRG4,-3.45152541006397,4.12868541919331,226.014014346157,4.41216771286425e-51,1.42001837592542e-49,48.8477060355385,down
CKMT2,-3.44020704834312,3.58470261455766,191.170594561298,1.76530422760092e-43,3.70861242072287e-42,41.430788551502,down
LINC02884,-3.43942786177438,3.17274702348042,280.465267505977,5.94574917003907e-63,3.61455592056868e-61,60.4419450519223,down
C1QTNF9,-3.4356449680399,-0.372838282415969,317.984359165271,3.98066587115054e-71,3.65640141040572e-69,68.4369461322067,down
CD36,-3.42578500721471,9.75806614476891,191.352439529175,1.6111206959495e-43,3.39603732626943e-42,41.4690275450171,down
NPR1,-3.41340031789202,6.0387008168251,377.519181655827,4.31597556277377e-84,8.62098991776906e-82,81.0644428628132,down
PAMR1,-3.40689365347484,5.32657553249203,499.154414698116,1.45195413381213e-110,2.03015453554354e-107,106.692470902294,down
EDN3,-3.40544332247427,2.82425576601832,97.0978907420832,6.5983149573865e-23,4.25920468959998e-22,21.3706714880249,down
PGM5P3-AS1,-3.40518995088004,-1.16400806080712,245.585684294053,2.38140918046531e-55,9.68260197963668e-54,53.0140079202174,down
GDF10,-3.39958655094901,3.06768913254759,212.58760753563,3.74402931532679e-48,1.01322290116284e-46,45.9942950027186,down
PDE3B,-3.39949083732699,5.73186026595898,199.148730670948,3.20331651343014e-45,7.296024435295e-44,43.1369137201709,down
NAT8L,-3.39739017210087,5.68112770158687,205.570140928293,1.27169681137387e-46,3.12254296084463e-45,44.5054915777643,down
SGCG,-3.39163897817285,2.51043880321048,131.795162907544,1.65882049342536e-30,1.69850261100608e-29,28.7699337811786,down
PDK4,-3.38908097841763,8.37052351474295,263.286173034044,3.2978116090688e-59,1.64681195589372e-57,56.7833559886749,down
SCN4A,-3.38574624161792,3.82546037429363,241.062370084023,2.30708457871595e-54,9.00227979490278e-53,52.0456474931201,down
ASPA,-3.38546738364673,3.08120584335609,351.151148474936,2.37936942638284e-78,3.29032800676942e-76,75.4827608058709,down
PLAC9,-3.38312567066083,4.56582798972514,327.345005415711,3.63961714151835e-73,3.83271482082568e-71,70.4164934939075,down
MAP1LC3C,-3.37042484339899,1.87567761960404,248.785043762316,4.77874246737191e-56,2.0112272645287e-54,53.6965388522506,down
FGFBP2,-3.36513491147152,2.5016466667307,128.631275338945,8.16633501989355e-30,7.95703909332872e-29,28.0992485082233,down
KLF15,-3.36204149325575,3.6139018438933,281.02116740131,4.49849758602687e-63,2.7547004195894e-61,60.5599256248317,down
TRHDE,-3.35636241224948,1.96395241722253,130.363501503241,3.41206709480187e-30,3.40908712354003e-29,28.4673618996836,down
OVCH2,-3.35210774692389,0.634884060482987,153.767626124324,2.60322676598563e-35,3.53006526111672e-34,33.4522172656374,down
MYMX,-3.34917319093072,1.31280083337135,191.710870301347,1.34553064118893e-43,2.84096603837609e-42,41.5465339579117,down
SFTPB,-3.34488728920722,3.22551181443241,43.5629257240165,4.10543538106105e-11,1.19714514738205e-10,9.92185319054138,down
B3GALT1,-3.33614097562877,0.864328616029896,275.834096808182,6.07354912389006e-62,3.52209871774344e-60,59.453198475748,down
SORBS1,-3.33403846044381,8.53739407224282,343.340059421783,1.19529576552641e-76,1.50416019133843e-74,73.8227059094162,down
CNN1,-3.33321969462865,6.75054124035982,388.808680183194,1.50393833891218e-86,3.50473334386499e-84,83.45534501955,down
PRG4,-3.32804707997912,5.19606420502495,108.673758499524,1.9132097941877e-25,1.43779229919725e-24,23.8423038467956,down
HNRNPA1P66,-3.32753399548547,-2.69761050950464,121.48908001334,2.98640624859365e-28,2.64375210920172e-27,26.5777792687979,down
NT5C1A,-3.32591794655723,-1.77846418833222,47.8544338344641,4.59067729362393e-12,1.43865229891579e-11,10.8420441559651,down
KCNE1B,-3.32193686466966,-1.20573319800061,219.892141709496,9.54795272758465e-50,2.84719045317358e-48,47.5455834812212,down
MB,-3.31856132392529,7.2902791123455,81.349350942342,1.89143827552427e-19,9.74886719606695e-19,18.0110458457455,down
SAA1,-3.31141411329037,8.1402142857507,146.963889038024,7.99144414602311e-34,9.96179624899007e-33,32.0016623452421,down
SERTM1,-3.30753445891203,-0.924814394085693,106.230222647785,6.56477800339864e-25,4.76969782879725e-24,23.3215091336313,down
HIF3A,-3.30499943475269,3.09008841329431,190.322428098918,2.70366115005458e-43,5.63292581329253e-42,41.2492659684682,down
DCT,-3.30292724526708,0.699365668701744,197.743825865465,6.48923113027213e-45,1.45952608656559e-43,42.8357881383257,down
MYEOV,-3.2972025436998,3.64174443204768,193.34849025093,5.90827392469303e-44,1.27311162788248e-42,41.8951335152403,down
ANGPT4,-3.29322204743453,1.24902319392602,313.248601888126,4.281050316007e-70,3.8207615018888e-68,67.4178500708294,down
INSYN2B,-3.29219974051627,3.75542434359985,178.894512856757,8.44883896170626e-41,1.55894706003096e-39,38.8071686326795,down
CFD,-3.28946050516178,7.25456544534604,188.522170625711,6.6821425509744e-43,1.3584504339493e-41,40.866956203146,down
HS3ST4,-3.28771878374017,1.28675120301944,94.8176797997178,2.08752863743812e-22,1.30596372724441e-21,20.884068885294,down
AC084212.1,-3.28482684475583,-1.03092803544299,144.542403212719,2.70398344242557e-33,3.25928425665549e-32,31.4868777611325,down
DPT,-3.2839201994542,6.03614338460663,255.163620522605,1.94432488438644e-57,8.78541628190985e-56,55.0562376553806,down
LINC02240,-3.28340633963166,-0.883078904607434,173.844729127135,1.07026860196935e-39,1.85897309691957e-38,37.7307268952975,down
MYH11,-3.28137892351657,8.30079943669178,367.380866289452,6.95770646922221e-82,1.15204971327227e-79,78.9385287798243,down
AC006963.1,-3.27906650713392,-2.01363955865871,237.025631406617,1.75092352452395e-53,6.49959340194968e-52,51.1871138108668,down
ACTC1,-3.27732598121256,0.715579707031084,77.7219036791511,1.18618620817626e-18,5.85027130852052e-18,17.2328239928817,down
AP001528.2,-3.27574873082757,4.0578940861317,326.073352068373,6.88702764640673e-73,7.1037996641297e-71,70.1485092946942,down
ABCA8,-3.27478246142379,5.97358027531925,223.922973035639,1.26100458231523e-50,3.97706307364784e-49,48.4004375213298,down
HCAR2,-3.27432481509965,3.33621722832397,235.791390299656,3.25389488373798e-53,1.1885925462107e-51,50.9249669975758,down
PFKFB1,-3.26603118468208,3.30709015527283,192.627747106936,8.48732402508281e-44,1.81794868990029e-42,41.740418378544,down
DACT2,-3.2657486820488,1.37687761504899,189.948919727831,3.26197606656879e-43,6.74588444070693e-42,41.1709611026952,down
PLCZ1,-3.26340460964525,-1.32224191214484,149.117918108841,2.70249882524058e-34,3.45436721349187e-33,32.4616314970186,down
PAK5,-3.26205700220838,1.20426166908972,137.091913076498,1.1513075348044e-31,1.27032477141416e-30,29.8960852330586,down
GSTM5,-3.26035368715356,4.98553132538026,158.684191992495,2.19353082596261e-36,3.13318863949074e-35,34.5040134568184,down
SAA2,-3.255180215489,4.40808461542193,146.161740574299,1.19669194609573e-33,1.4720597702511e-32,31.8320745559202,down
RYR1,-3.24680720640239,5.38075912313991,114.566689081107,9.79172139417614e-27,8.00903620567518e-26,25.0964197430595,down
MYOM3,-3.24480285077169,2.95810527359008,158.048244655671,3.02064206160069e-36,4.29268884282135e-35,34.3672705903799,down
CAVIN2-AS1,-3.23800259492811,-1.88370125257772,211.362482720205,6.92811621533049e-48,1.84515162865013e-46,45.7339679391091,down
RXRG,-3.23658827498927,0.819460251100891,178.751260684331,9.07979213567765e-41,1.67046936016619e-39,38.7771614858042,down
FLNC,-3.22772585029542,6.07226603079227,179.0983426554,7.62590462102699e-41,1.41020402279212e-39,38.8507180507752,down
KY,-3.22738048661989,2.04870413255824,181.741856786349,2.01888789478055e-41,3.82904073367272e-40,39.4169100135648,down
RERGL,-3.2202508493937,2.65003628716275,237.29352037098,1.53056779438565e-53,5.69842163448194e-52,51.244245419829,down
KCNA2,-3.21570981906067,1.54429783158424,220.905871987751,5.73841054694849e-50,1.73170643459952e-48,47.7615257293161,down
AC003986.2,-3.21387450601787,-0.516129845401722,172.571074552685,2.03068329789289e-39,3.4626176992797e-38,37.4605954553921,down
CASQ2,-3.21267036827212,3.44811889804431,195.789399841274,1.73271427725427e-44,3.8219941218173e-43,42.4177099852204,down
AL590434.1,-3.2124908021401,-1.90200472787378,220.021052251066,8.9493513625702e-50,2.67502702010887e-48,47.5726718268671,down
LRRN4CL,-3.21139491530181,3.64140238808503,328.324120786678,2.22740331833925e-73,2.40597797064216e-71,70.6187083534186,down
TSLP,-3.21004274010724,1.31007426467674,315.303250376562,1.5274898132049e-70,1.37299512924075e-68,67.8623310034389,down
ADRB3,-3.20771396704186,-1.72762845140042,93.6443984720077,3.77621267238252e-22,2.31747672612834e-21,20.6349846186785,down
ABCB5,-3.19510481642395,1.67679892695161,196.650906287092,1.12385244940817e-44,2.49208092041452e-43,42.6034378597982,down
AOC4P,-3.19194666466394,-0.437324476467364,297.326018504731,1.25994166397487e-66,9.40955839730547e-65,64.0264307580939,down
PNMA8C,-3.18997174200275,0.451782482441718,150.960893921518,1.06889615095705e-34,1.39823172179247e-33,32.8544208492224,down
PTN,-3.18747041197058,6.52952041879968,207.646959441818,4.47967015030995e-47,1.12970278900803e-45,44.9470357990578,down
IL17B,-3.17051026365799,1.15782775270834,213.41210862662,2.47439062025162e-48,6.80606154431614e-47,46.1671041280824,down
TRIM54,-3.17003311266576,1.30074718669763,55.7905221834613,8.0619275710909e-14,2.86585583487593e-13,12.5427456603074,down
NTF4,-3.16826747900798,0.0877705905774415,206.370546507075,8.50632321707984e-47,2.11757806852092e-45,44.6741605696146,down
RPE65,-3.16728206768816,-1.66421345771276,151.398733786991,8.57509538644325e-35,1.12757576115989e-33,32.9478542684759,down
MYZAP,-3.16152793462954,3.3411903528622,282.032824860849,2.70778389726404e-63,1.70800764727672e-61,60.7675101891724,down
NTS,-3.15986528335955,1.6556258115079,63.9323935970877,1.28762921456399e-15,5.21445812331271e-15,14.2827908159589,down
MYO18B,-3.1576563995527,2.22579624226085,65.9189667869126,4.69848390103709e-16,1.95910276377239e-15,14.7079427827042,down
MYADML2,-3.15295426823699,-0.633546563962048,63.4311690071884,1.6606939084609e-15,6.67993356051524e-15,14.1752278570522,down
AC105021.1,-3.14095691140779,-2.48005474247281,139.695671681935,3.10287165694301e-32,3.53202505029135e-31,30.4519762249233,down
HAS3,-3.13500663252068,4.77428865203008,301.35664498232,1.66803941243195e-67,1.32432857829928e-65,64.8780042490064,down
ABCA10,-3.1257083096437,3.57025716438405,285.72917293204,4.23793538878649e-64,2.77039890558385e-62,61.5574576930219,down
SLC7A14-AS1,-3.1243343831092,-1.0435938045205,250.338496337319,2.19101132335374e-56,9.31475895036606e-55,54.0308283794023,down
AL356489.2,-3.12083927750371,0.546173935192827,263.856425844388,2.47702680089965e-59,1.25184358484021e-57,56.9024499318959,down
COL17A1,-3.12017005010058,7.28981305254933,157.578442230346,3.82608010627656e-36,5.42505825998696e-35,34.265595593543,down
AC073850.1,-3.11571445380933,-0.475643384886923,116.113088505057,4.48951781183845e-27,3.75638910533079e-26,25.425229427709,down
AC006059.4,-3.11503488578291,-2.10137457445902,182.524109380278,1.36246559393452e-41,2.61161721768043e-40,39.583090476873,down
NNAT,-3.11351436961889,3.49394062151707,151.389736066931,8.61401314639102e-35,1.13210173821603e-33,32.946114542794,down
SEL1L2,-3.09996216623251,-0.922187029095832,114.95515401772,8.04974645026602e-27,6.61214160118457e-26,25.179657854442,down
MYBPC1,-3.09992769717269,7.90723877602844,45.5688865822034,1.47363878464774e-11,4.45668600480825e-11,10.3509879629932,down
ELANE,-3.09709546274255,-1.49977363889771,211.188691303911,7.56015082567698e-48,2.00922783506482e-46,45.6969708139231,down
PLXNA4,-3.09169241705923,5.79442687973139,240.735535505457,2.71848509732823e-54,1.05747809782932e-52,51.9757286188374,down
ABCA9,-3.08843978060254,4.90042162196323,281.131924310565,4.25531747540499e-63,2.63139631992611e-61,60.579813737017,down
CAV1,-3.08259665635627,8.83285215279539,408.256442792703,8.78326614954071e-91,2.66334027050169e-88,87.5745733442029,down
ZBTB16,-3.08016098742157,6.23653481616557,203.823744437271,3.05804390508666e-46,7.40046625030972e-45,44.1307409176261,down
TCEAL5,-3.07881353278163,0.647571253226466,186.516579267251,1.83114495834116e-42,3.64895141025577e-41,40.4378319196987,down
BHMT2,-3.07784701936617,4.44700344556362,273.731586090399,1.74440205163832e-61,9.86586760351307e-60,59.0058647169146,down
LINC02202,-3.07309390278207,1.23779491005341,353.948373680238,5.85246554413819e-79,8.22876272708771e-77,76.084665460194,down
GPBAR1,-3.07059340388875,1.54623027983069,263.387754076579,3.13389657832937e-59,1.57119340803573e-57,56.803770351642,down
SLCO1A2,-3.05876559655481,1.23001879523887,75.7455522443615,3.22677115306196e-18,1.54688335962407e-17,16.8105424323778,down
AC015656.1,-3.05648536890072,-1.95900010328478,235.524158027687,3.72114389583974e-53,1.35533646266996e-51,50.8679528776739,down
AC002066.1,-3.05541744412293,-1.33010028541139,177.15902450611,2.02184225595222e-40,3.64510930500039e-39,38.4382894440684,down
LINC01484,-3.05319573774445,1.81604684391822,139.330965885339,3.72836532819831e-32,4.21922205845751e-31,30.3747676170156,down
CAVIN4,-3.04828160762128,1.75238785938486,84.7134689630393,3.44892934943158e-20,1.86231825502025e-19,18.729946099623,down
CDH20,-3.04487818172437,0.462553020985866,169.408358775546,9.96295389142093e-39,1.61981668953025e-37,36.7905341306611,down
PGM5P4,-3.04344455892767,-1.87878464403574,299.000627819933,5.43878760851973e-67,4.1732745893666e-65,64.3795230390306,down
KLHL30,-3.04277082053136,1.4496461896204,151.590232692646,7.78725725487871e-35,1.02558707792144e-33,32.9890274597663,down
LUARIS,-3.03885818806669,-0.765734432965406,252.885484258928,6.10087639804158e-57,2.69853879061354e-55,54.5688713347126,down
CAMK2A,-3.03805562494381,1.4697960605734,80.5994809790041,2.76432077236822e-19,1.41436115468516e-18,17.8494396800301,down
AC044810.2,-3.03358657027964,-1.11446585044159,138.748946763541,4.99802765832958e-32,5.60563102071475e-31,30.2513754921878,down
PPP1R14A,-3.03234607368498,3.41765169029445,415.571074090991,2.24629301564502e-92,7.62283417193858e-90,89.1178835278222,down
CRYAB,-3.02915779416415,8.32325788756212,192.226643655868,1.03828680529002e-43,2.21079545816744e-42,41.6554514362989,down
TMEFF2,-3.02894537209525,-2.3027316280185,257.34757872284,6.49668547460818e-58,3.0112077352659e-56,55.5212592826249,down
PTENP1-AS,-3.02694226025181,-2.09107542464677,199.979585737816,2.11002085461095e-45,4.87649264176753e-44,43.3118924267629,down
MAOA,-3.02473447939132,7.18563296701007,184.58379127081,4.83794021264958e-42,9.45351547142583e-41,40.0244066607044,down
LINC00598,-3.02277773539828,1.65592700856788,189.044795437119,5.13847514017242e-43,1.05399463999885e-41,40.9771615976859,down
HPSE2,-3.0219983226791,2.45739095296543,172.920311925323,1.70361793290093e-39,2.92075314272824e-38,37.5345051473337,down
LCN10,-3.02126329394388,-2.92620523347545,140.5502603375,2.01783733486189e-32,2.31577428380319e-31,30.6353037731294,down
STYXL2,-3.0196039578438,1.3086292949141,80.201288882749,3.38146561138564e-19,1.721373918029e-18,17.7641247816782,down
SYNM,-3.01319087481945,7.98749356248853,247.41844864159,9.48970315414517e-56,3.92178733963096e-54,53.4065159598087,down
KLK2,-3.01055932461722,0.295162971857664,69.9980730396748,5.93624199419875e-17,2.62664097239793e-16,15.5805992855551,down
CARMN,-2.99466073583859,5.44965749980434,262.518306032062,4.84836756491193e-59,2.4067793860691e-57,56.6185637168724,down
PPARG,-2.99295337018471,5.80058998465623,242.106846442439,1.36561144707138e-54,5.37867118934156e-53,52.2693250043367,down
AKR1C1,-2.9831737091973,5.91674094732615,135.850159938656,2.15170389839471e-31,2.33523431284166e-30,29.631669536653,down
GFAP,-2.98249926200718,1.82745591890604,192.543163778486,8.85589022206724e-44,1.89367073159718e-42,41.7226955331902,down
LINC01625,-2.981740063307,-0.386179842617936,176.613305247178,2.66018145935459e-40,4.7516995719685e-39,38.3231510255944,down
SLC7A3,-2.98073698320804,1.37977662044884,110.349264320838,8.21612111014922e-26,6.34304711963913e-25,24.1977020624125,down
ITIH2,-2.97903087652468,1.97634710892843,119.512297747728,8.08923048550246e-28,7.03003290259413e-27,26.1530426423512,down
