#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_119	41	29	65	29	13	24	71	54	51	37	60	44	39	81	60	80	69	48
ASV_125	12	117	56	87	13	26	45	76	32	47	73	18	27	86	59	26	7	68
ASV_126	46	46	49	41	29	41	41	76	50	42	35	58	44	18	72	47	54	82
ASV_118	49	45	39	42	43	105	39	23	35	77	35	72	28	48	37	34	75	18
ASV_120	46	81	105	78	58	86	22	26	36	25	28	33	26	29	50	54	36	25
ASV_129	21	27	102	60	63	48	27	44	27	33	56	31	23	37	37	36	76	75
ASV_708	41	62	38	42	23	64	57	52	48	35	47	52	35	25	58	39	42	40
ASV_123	58	61	40	55	61	58	33	17	40	28	44	40	39	46	51	39	48	38
ASV_127	37	65	34	60	49	51	31	28	25	42	45	29	39	55	44	69	54	39
ASV_137	49	54	81	66	56	48	36	31	38	20	36	26	39	37	44	49	50	36
ASV_135	21	71	24	46	5	69	39	67	34	51	44	40	80	35	43	26	36	59
ASV_971	43	45	63	47	27	46	28	33	61	34	29	19	72	37	36	36	65	69
ASV_124	51	30	126	29	15	26	47	16	26	32	55	32	42	46	60	55	33	66
ASV_121	48	35	44	30	12	44	68	42	44	48	55	74	36	35	43	21	50	49
ASV_133	53	47	38	74	38	54	31	23	46	36	36	52	48	39	51	31	38	39
ASV_140	39	37	58	53	80	64	37	28	23	33	47	17	20	44	41	42	50	38
ASV_156	50	72	67	29	58	77	57	24	24	30	42	43	19	26	32	31	34	36
ASV_128	39	38	35	29	16	38	60	35	41	36	42	53	38	51	59	41	41	53
ASV_132	6	23	223	69	24	53	53	24	39	21	15	3	27	44	34	14	23	41
ASV_142	41	48	38	30	14	44	69	31	42	42	48	36	21	34	57	26	35	80
ASV_206	18	19	59	287	37	31	21	17	15	15	30	18	11	31	22	33	34	31
ASV_141	85	57	75	78	75	81	5	19	16	33	17	10	34	44	22	20	25	27
ASV_130	27	73	15	55	8	123	24	7	21	47	18	21	10	21	92	19	15	126
ASV_154	31	85	18	50	37	37	29	42	24	38	30	50	61	45	30	63	14	31
ASV_153	32	35	96	18	17	23	44	36	39	35	38	36	27	51	47	64	22	32
ASV_461	20	28	17	126	44	71	52	26	19	38	22	27	18	33	49	52	7	32
ASV_163	25	47	27	32	18	27	42	48	41	36	44	64	53	29	41	34	32	38
ASV_964	20	46	71	24	21	19	33	32	46	29	43	29	43	59	41	37	40	43
ASV_162	43	45	59	52	12	45	65	28	40	36	34	52	29	14	46	18	21	33
ASV_157	29	18	100	31	68	27	16	65	19	27	49	18	8	15	16	46	81	38
ASV_145	8	38	27	67	87	27	16	26	12	33	29	15	34	27	38	40	77	69
ASV_1068	53	60	182	28	27	61	29	24	23	33	15	16	16	22	27	27	10	16
ASV_147	46	71	50	23	25	64	46	19	23	27	39	22	17	45	22	32	66	30
ASV_144	45	15	19	47	48	32	55	47	41	50	28	28	51	37	32	30	33	25
ASV_143	34	22	33	37	59	39	26	20	40	46	26	20	63	56	20	35	47	38
ASV_148	56	62	37	21	18	33	46	30	29	22	50	43	28	23	63	36	18	46
ASV_151	89	62	13	43	21	26	49	34	45	40	27	28	42	28	45	29	10	25
ASV_146	31	10	29	28	19	35	24	15	44	30	30	23	33	63	60	78	55	45
ASV_159	55	39	6	13	7	15	32	33	53	47	38	21	39	34	84	54	45	37
ASV_158	40	47	25	85	5	27	32	42	37	21	19	32	35	23	30	36	27	78
ASV_149	7	159	0	28	45	12	47	44	22	7	5	26	70	9	106	18	17	16
ASV_172	31	26	7	14	11	19	99	50	52	76	38	143	8	5	18	9	10	18
ASV_173	3	2	0	565	0	0	6	25	2	4	0	20	2	1	1	1	1	0
ASV_167	31	50	43	60	61	53	29	12	40	23	26	31	26	30	25	38	27	21
ASV_164	41	34	25	19	3	20	81	41	38	33	31	75	37	18	38	14	24	53
ASV_170	31	30	42	24	20	39	51	31	37	34	34	43	26	39	44	32	15	50
ASV_152	14	44	19	19	36	52	20	22	28	36	12	15	51	27	92	45	50	36
ASV_240	26	35	30	28	20	34	35	43	45	38	35	34	40	42	44	30	17	42
ASV_181	44	28	23	16	10	35	41	26	23	30	39	48	44	39	43	47	27	41
ASV_174	9	11	2	4	6	3	17	57	17	38	17	6	7	7	34	290	73	3
ASV_182	46	16	41	32	56	92	24	9	20	23	32	38	11	39	11	48	41	18
ASV_195	32	41	42	56	43	54	40	20	26	30	21	46	13	22	27	34	31	19
ASV_190	26	9	70	22	85	39	15	42	9	7	29	11	82	14	17	29	45	44
ASV_742	19	29	68	57	25	24	31	32	38	15	21	27	34	36	45	26	27	33
ASV_169	34	15	7	12	40	18	54	48	16	24	14	17	97	49	33	22	20	64
ASV_243	25	124	10	12	13	31	10	17	14	23	39	39	106	18	20	15	34	31
ASV_186	24	41	28	16	11	18	30	46	20	40	13	38	59	33	31	26	64	42
ASV_330	22	19	41	35	77	60	14	21	16	26	63	19	37	11	22	32	32	27
ASV_161	4	26	1	3	0	1	9	6	16	326	28	9	26	12	17	78	2	6
ASV_183	57	15	69	1	19	38	29	118	4	89	29	24	3	35	10	0	12	15
ASV_178	30	61	26	25	22	18	20	54	33	30	30	25	32	45	30	31	18	32
ASV_160	29	36	17	36	21	67	22	26	34	20	72	29	35	23	13	29	32	18
ASV_175	86	21	51	36	103	84	5	4	16	12	11	0	21	17	17	13	25	35
ASV_185	47	29	45	68	35	55	14	12	36	21	7	11	55	27	12	10	38	24
ASV_237	51	33	29	36	20	37	17	23	25	23	22	16	21	48	31	57	25	30
ASV_187	49	24	42	66	45	76	8	8	14	14	19	29	18	25	17	26	33	24
ASV_192	33	17	30	49	58	48	13	22	25	23	18	17	20	42	22	39	37	24
ASV_165	10	124	44	3	1	22	15	2	94	8	1	79	54	18	5	14	0	42
ASV_1654	16	55	16	23	10	25	46	29	40	24	26	34	29	27	37	36	20	41
ASV_184	25	21	55	61	55	41	17	6	44	16	23	13	19	27	26	25	30	25
ASV_177	16	5	15	69	6	13	48	17	29	29	5	54	88	72	22	17	11	9
ASV_200	32	18	7	11	25	21	13	9	20	32	4	4	132	17	13	24	108	29
ASV_188	23	44	18	9	43	58	25	29	10	40	14	14	36	30	32	29	30	23
ASV_217	22	4	7	12	33	7	12	87	64	98	14	9	26	13	39	13	10	33
ASV_223	108	17	6	10	105	3	12	8	28	3	10	7	50	8	78	27	6	15
ASV_202	2	10	4	10	33	25	15	99	9	65	31	96	1	5	22	11	27	33
ASV_209	28	36	67	3	14	20	11	46	11	28	16	16	65	10	45	39	11	31
ASV_198	22	64	17	70	6	57	22	20	21	21	27	16	20	27	34	21	13	17
ASV_224	36	100	9	14	6	20	29	50	20	12	11	27	26	40	32	19	14	26
ASV_204	14	10	17	7	6	3	28	21	40	28	17	28	31	65	37	54	43	38
ASV_207	35	26	43	37	25	35	23	32	16	19	27	18	18	30	22	26	26	27
ASV_213	32	29	33	25	20	17	20	13	23	15	33	25	20	46	32	53	20	27
ASV_248	28	39	17	34	10	32	45	32	31	27	20	40	24	15	24	24	11	19
ASV_203	18	13	11	28	7	16	39	14	27	17	27	35	19	34	47	27	33	55
ASV_246	26	23	9	5	15	17	49	27	37	66	19	111	7	7	11	14	4	20
ASV_199	37	29	8	14	26	24	36	13	13	27	36	24	40	44	33	16	20	25
ASV_215	21	44	66	9	1	30	15	15	42	19	9	13	17	19	32	35	61	16
ASV_210	28	32	14	20	28	17	38	38	16	25	23	33	8	18	40	27	26	32
ASV_219	17	26	38	44	16	21	22	31	16	29	24	24	26	14	33	34	26	18
ASV_194	20	39	11	20	43	16	19	24	16	37	19	21	36	19	36	24	19	37
ASV_201	82	25	25	37	106	39	7	4	10	11	8	3	19	16	14	13	12	25
ASV_2195	18	47	21	26	12	18	35	40	17	47	22	32	21	16	30	12	14	27
ASV_235	17	43	47	5	2	6	29	32	20	22	27	15	17	40	47	32	7	47
ASV_218	15	25	1	174	20	37	13	10	11	7	11	11	21	15	62	6	0	15
ASV_227	16	35	24	15	14	25	33	39	15	19	23	21	18	14	29	42	12	58
ASV_212	16	19	29	35	31	29	19	16	25	24	28	16	20	19	50	24	20	30
ASV_191	15	10	5	13	3	6	32	22	31	40	50	8	22	74	30	45	15	28
ASV_208	18	10	7	1	5	48	27	35	11	15	20	25	36	9	9	30	80	60
ASV_238	15	48	35	20	34	42	23	18	11	12	22	20	16	14	26	23	39	24
ASV_245	19	33	72	12	5	19	39	26	22	15	21	36	11	8	23	16	26	38
ASV_216	30	63	11	31	7	9	25	34	23	26	31	21	41	12	25	17	8	25
ASV_279	13	43	19	38	10	16	23	32	25	18	20	22	39	8	34	20	17	36
ASV_222	25	10	46	5	2	14	23	15	29	21	33	25	13	46	35	21	20	49
ASV_225	10	9	27	34	74	13	9	9	14	28	18	9	21	89	16	10	33	9
ASV_345	25	34	6	25	11	16	39	42	28	23	20	31	25	13	38	14	11	31
ASV_1351	27	24	25	25	3	25	12	30	32	21	21	39	50	12	18	40	9	15
ASV_233	28	18	41	42	21	20	17	18	42	11	13	18	18	28	24	38	20	11
ASV_234	22	30	23	19	28	39	15	11	27	20	17	23	24	35	25	29	19	15
ASV_274	27	33	22	33	108	12	6	12	17	5	20	10	43	13	25	18	13	4
ASV_221	17	43	0	3	52	66	3	74	7	10	15	6	3	48	50	17	2	4
ASV_231	18	29	20	16	10	6	5	7	138	11	32	6	15	9	12	19	40	27
ASV_244	38	15	146	7	4	5	22	21	29	10	12	40	18	5	13	8	2	25
ASV_214	31	24	20	13	10	15	38	16	18	28	31	34	10	39	38	21	11	21
ASV_236	10	35	19	35	13	14	21	33	25	16	34	27	23	27	22	16	27	20
ASV_220	24	15	37	17	82	22	22	26	9	12	15	7	25	23	17	20	21	22
ASV_205	18	26	23	17	24	15	16	24	22	28	14	22	40	34	32	33	13	14
ASV_229	14	23	20	11	12	17	27	13	12	16	28	24	23	32	31	30	34	44
ASV_289	18	14	16	8	9	10	18	49	31	26	30	37	17	7	23	53	11	29
ASV_242	23	38	15	21	12	33	17	14	24	17	25	25	25	33	38	14	8	23
ASV_276	26	14	25	37	9	16	37	9	21	16	18	21	16	14	32	34	30	30
ASV_249	12	18	19	23	65	21	16	13	12	19	16	18	30	52	12	13	28	16
ASV_421	21	6	10	12	13	14	9	14	40	43	18	36	15	41	34	47	8	22
ASV_228	22	29	24	9	23	13	17	23	13	25	27	20	25	37	26	11	37	20
ASV_252	8	12	28	51	27	16	26	11	10	13	13	28	11	42	33	16	27	27
ASV_250	28	14	3	8	30	15	20	8	14	17	26	23	26	23	31	26	44	42
ASV_288	15	22	25	19	18	21	22	29	14	12	30	31	30	27	24	18	19	22
ASV_258	11	9	17	78	50	8	1	8	66	30	5	7	18	33	7	5	31	10
ASV_254	85	26	2	1	38	8	41	12	22	29	9	31	14	3	42	6	8	15
ASV_265	19	16	26	35	9	8	25	19	29	19	21	33	23	20	22	14	16	38
ASV_251	41	24	46	36	25	61	9	4	11	6	11	7	22	19	15	22	17	14
ASV_259	25	16	14	9	14	12	32	14	17	19	23	29	37	27	35	22	12	32
ASV_261	11	20	8	8	9	18	13	9	14	6	58	22	97	33	10	8	23	22
ASV_230	16	12	14	22	26	13	10	6	29	25	13	15	32	68	17	18	21	31
ASV_263	9	32	13	25	41	30	14	33	31	18	13	25	23	9	27	13	6	22
ASV_273	12	42	25	31	8	8	31	18	20	12	14	27	39	10	31	28	10	18
ASV_247	13	7	6	4	1	3	26	18	38	32	30	18	30	49	24	32	26	25
ASV_255	23	16	8	17	9	21	37	21	26	10	32	33	17	10	28	33	15	26
ASV_301	29	16	23	45	27	29	21	18	22	13	21	22	15	10	15	14	19	23
ASV_257	27	38	22	24	40	40	11	12	10	12	13	24	17	17	10	27	19	16
ASV_253	22	15	29	43	32	41	7	14	14	12	16	12	17	43	11	20	21	9
ASV_286	21	17	15	19	6	8	50	26	18	19	17	28	16	28	30	22	12	26
ASV_264	15	51	22	11	6	15	19	26	14	32	17	16	31	20	14	25	23	20
ASV_267	21	15	34	17	59	14	10	12	10	9	17	10	26	36	21	22	17	25
ASV_283	25	27	12	14	9	10	24	15	19	15	25	24	23	35	25	14	37	20
ASV_278	19	22	33	22	52	23	9	25	13	10	26	15	22	16	16	9	20	20
ASV_294	16	17	14	9	6	17	31	19	32	24	29	32	21	14	30	18	14	29
ASV_281	23	36	9	27	16	23	28	25	12	18	21	26	22	21	12	16	19	16
ASV_239	21	15	25	15	43	21	12	11	15	5	23	9	34	35	12	28	21	22
ASV_271	28	28	8	11	6	23	44	24	23	18	22	41	15	9	10	19	19	18
ASV_241	12	8	36	10	9	8	32	14	21	27	23	21	17	9	39	22	6	48
ASV_2086	20	26	16	19	28	23	19	18	10	12	22	13	29	21	17	25	22	21
ASV_269	28	9	38	26	30	16	6	10	4	25	25	18	14	22	20	28	23	18
ASV_306	20	20	37	11	21	26	24	18	12	17	10	11	14	9	51	27	7	25
ASV_324	21	7	24	27	14	37	8	7	27	15	18	22	37	24	12	16	31	13
ASV_280	23	17	22	40	25	18	26	17	13	16	15	14	17	16	16	25	15	22
ASV_262	26	24	14	10	12	38	16	13	5	14	16	35	10	28	20	17	11	46
ASV_300	8	24	52	14	15	17	15	33	17	19	10	17	20	13	28	20	13	20
ASV_393	18	10	18	37	32	23	14	8	32	18	23	8	11	27	15	26	19	16
ASV_1414	18	19	56	60	6	18	18	16	3	12	26	15	7	7	11	31	7	21
ASV_342	22	23	14	22	22	20	23	15	15	15	28	33	23	14	23	10	20	9
ASV_260	21	25	19	16	5	13	30	25	22	12	15	27	27	19	22	15	12	25
ASV_282	19	7	60	28	48	31	6	37	5	5	13	12	13	11	20	4	19	12
ASV_897	26	17	20	16	27	30	23	24	13	9	19	18	19	29	15	8	17	17
ASV_275	11	22	70	0	0	32	1	7	8	28	4	13	5	72	2	53	8	9
ASV_312	20	16	28	44	60	16	18	21	3	10	13	16	9	7	22	14	21	7
ASV_277	14	17	80	29	11	19	9	14	14	16	10	19	13	13	15	26	9	15
ASV_291	19	13	18	14	31	24	15	8	38	18	8	15	35	18	16	14	21	17
ASV_268	25	5	22	16	14	21	11	54	13	16	24	21	11	11	8	17	23	29
ASV_327	25	17	5	19	5	16	35	26	13	19	21	31	18	19	19	14	12	27
ASV_270	24	15	2	15	30	48	11	15	13	9	23	25	12	12	30	30	8	18
ASV_287	11	12	29	22	11	34	26	19	17	8	33	25	6	24	25	25	6	7
ASV_321	12	30	23	24	20	24	15	18	13	18	15	18	17	17	26	17	11	22
ASV_331	19	34	26	17	34	32	11	8	18	7	16	15	7	21	16	15	22	18
ASV_285	22	17	13	16	5	19	12	21	27	14	18	24	17	17	23	31	11	28
ASV_2368	13	24	18	13	5	10	20	25	15	21	26	16	20	21	26	17	21	21
ASV_515	18	18	12	17	2	20	28	21	16	15	26	32	20	20	17	16	13	21
ASV_305	10	11	10	16	13	13	39	8	10	26	16	16	10	33	20	29	28	22
ASV_308	28	20	3	20	78	17	23	25	5	11	11	15	22	26	6	11	2	7
ASV_297	20	12	8	8	8	41	54	19	12	12	24	27	14	15	16	7	17	13
ASV_2201	22	20	34	7	19	72	14	30	7	19	14	12	5	8	14	7	9	13
ASV_307	30	30	55	14	30	24	5	11	6	12	20	8	7	10	23	17	9	13
ASV_292	20	23	23	9	61	17	15	24	8	7	12	8	8	6	42	16	13	11
ASV_315	17	14	35	23	10	28	20	11	15	16	12	9	12	13	42	20	16	10
ASV_295	19	15	19	27	15	17	21	20	12	13	13	26	22	18	12	16	13	21
ASV_323	7	31	20	31	19	15	12	20	13	12	8	22	28	11	16	17	25	10
ASV_948	17	18	11	27	29	18	21	19	15	20	12	14	18	18	23	12	11	14
ASV_296	13	4	5	13	5	4	6	29	7	51	47	17	3	17	14	50	10	21
ASV_314	11	13	7	8	10	29	6	20	29	30	15	33	21	8	15	34	10	16
ASV_316	6	16	8	11	2	9	13	8	4	18	10	12	13	19	25	25	6	109
ASV_317	63	5	99	10	1	8	6	9	10	9	12	27	1	6	14	28	2	4
ASV_302	9	6	1	7	8	4	24	26	31	20	29	21	19	16	28	22	17	24
ASV_310	8	12	9	12	8	8	24	26	11	34	13	49	2	5	3	6	67	15
ASV_303	26	16	0	2	1	13	11	19	56	18	9	25	20	1	10	4	7	71
ASV_311	10	9	14	12	7	3	35	29	24	44	16	7	7	23	23	13	17	15
ASV_354	19	24	11	21	19	24	15	15	18	16	18	16	11	12	22	16	20	11
ASV_356	10	20	14	14	11	11	21	21	18	13	19	15	25	22	14	26	16	18
ASV_290	16	26	12	12	25	21	19	13	14	16	19	12	10	6	32	23	13	18
ASV_293	3	0	7	2	55	2	9	0	45	3	67	1	80	2	27	3	1	0
ASV_304	12	21	10	13	2	7	30	16	23	16	21	15	13	18	16	22	25	25
ASV_531	34	11	6	2	145	6	1	44	2	10	16	5	1	6	2	3	1	10
ASV_299	19	38	9	21	18	15	11	6	15	12	11	7	25	13	22	26	7	27
ASV_298	17	30	20	6	51	15	2	4	14	9	10	17	5	65	9	7	7	8
ASV_340	16	26	8	9	3	11	14	28	24	13	21	23	34	5	12	27	6	16
ASV_412	17	13	17	34	21	15	23	9	10	8	20	9	17	20	10	15	25	11
ASV_351	29	1	3	28	13	12	47	12	28	18	16	40	8	10	6	8	5	9
ASV_319	13	13	12	32	20	22	11	6	18	13	14	7	19	26	19	12	19	15
ASV_343	21	23	9	14	14	16	15	15	17	6	13	16	16	8	21	27	16	22
