Healthy01	Healthy02	Healthy03	Healthy04	Healthy05	Healthy06	Healthy07	Healthy08	Healthy09	Healthy10	Patients01	Patients02	Patients03	Patients04	Patients05	Patients06	Patients07	Patients08	Patients09	Patients10
0.577543854015076	0.667828235456183	0.812460475228896	0.765631045590729	0.625227790913046	0.641633558607372	0.825584260727345	0.909440044517201	0.596694110425252	0.702165440269044	0	0.833234597012423	0.739315676124116	0.683828024741372	0.735370919981015	0.835601266888288	0.640435269699069	0.824199045791062	0.848233904253945	0.949727464646648
0.854668796635218	0.871325573040642	0.832755767164917	0.668332271312255	0.881810202464892	0.684144607006626	0.913228172276315	0.952097402555746	0.768935628346469	0.84758126069524	0.833234597012423	0	0.919894729321732	0.685344877171798	0.847033277673812	0.936622041600439	0.841588990006332	0.858878156121033	0.858022623106229	0.893166426585005
0.847077335426962	0.914702359145637	0.870499298789708	0.851537180072448	0.851888749881827	0.881979475116335	0.824772237189253	0.927280355522747	0.873244371337887	0.810946169053239	0.739315676124116	0.919894729321732	0	0.912771614017787	0.763553519565487	0.818615700389103	0.851043941884042	0.720696495461066	0.872959735999992	0.971618043539305
0.558693407732408	0.656711098804461	0.896755306650077	0.755029907121081	0.667001692349952	0.647712202021441	0.868028365592529	0.91628169367829	0.649255680627054	0.714743802643397	0.683828024741372	0.685344877171798	0.912771614017787	0	0.827126796087685	0.878020897587894	0.648577155065646	0.957661344709443	0.956801334366187	0.958788685065189
0.807789183294564	0.865387096481502	0.843833144158008	0.795190787143506	0.829591033162223	0.807510696822198	0.761957249274426	0.785952305141568	0.815795536021591	0.851665187171733	0.735370919981015	0.847033277673812	0.763553519565487	0.827126796087685	0	0.813517268206077	0.746474013454402	0.596122342549546	0.836609351323062	0.922019034722446
0.831378967475422	0.904710873246225	0.913788656918072	0.93424879041787	0.866433564744674	0.935382594541429	0.784832753476171	0.852138353249695	0.934399114462393	0.903457808573233	0.835601266888288	0.936622041600439	0.818615700389103	0.878020897587894	0.813517268206077	0	0.852795272085262	0.822870531800162	0.864332898356878	0.965008978054992
0.60066383831007	0.585055205172297	0.845628933025766	0.795042099259095	0.623861997774486	0.676939416760043	0.835513923412279	0.844361600062761	0.641989867441219	0.709927744000788	0.640435269699069	0.841588990006332	0.851043941884042	0.648577155065646	0.746474013454402	0.852795272085262	0	0.875451712028968	0.854709498319721	0.929351470400582
0.912670730299275	0.948807564635125	0.787843862199903	0.830523035080111	0.888570662389169	0.845923237758809	0.759092822193784	0.786641634955502	0.89269673237525	0.82888873525778	0.824199045791062	0.858878156121033	0.720696495461066	0.957661344709443	0.596122342549546	0.822870531800162	0.875451712028968	0	0.750858141253612	0.958257828006913
0.955459075347505	0.952712016961887	0.817291049332008	0.926282547977437	0.900216732359358	0.90355523133549	0.913949544275186	0.960074969556539	0.909450372654763	0.939945299399893	0.848233904253945	0.858022623106229	0.872959735999992	0.956801334366187	0.836609351323062	0.864332898356878	0.854709498319721	0.750858141253612	0	0.93261012497952
0.953310038104074	0.970483231758616	0.938706161815444	0.885087873903507	0.974501026100028	0.915059917423668	0.98191100926391	0.984062629532243	0.931594099995949	0.968763383588386	0.949727464646648	0.893166426585005	0.971618043539305	0.958788685065189	0.922019034722446	0.965008978054992	0.929351470400582	0.958257828006913	0.93261012497952	0
