Species	Healthy01	Healthy02	Healthy03	Healthy04	Healthy05	Healthy06	Healthy07	Healthy08	Healthy09	Healthy10	Healthy11	Healthy12	Healthy13	Healthy14	Healthy15	Healthy16	Healthy17	Healthy18	Healthy19	Healthy20	Healthy21	Healthy22	Healthy23	Healthy24	Healthy25	Healthy26	Healthy27	Healthy28	Healthy29	Healthy30	Patients01	Patients02	Patients03	Patients04	Patients05	Patients06	Patients07	Patients08	Patients09	Patients10	Patients11	Patients12	Patients13	Patients14	Patients15	Patients16	Patients17	Patients18	Patients19	Patients20	Patients21	Patients22	Patients23	Patients24	Patients25	Patients26	Patients27	Patients28	Patients29	Patients30	Patients31
Species509	0.01784	0	0	0	0.0121	0	0	0	0.02915	0	0	0.00302	0	0	0	0.00966	0.01692	0	0	0	0	0	0	0	0	0	0.03327	0	0	0	0	0.04068	0	0.00211	0.00095	0	0.04198	0	0	0	0	0	0	0.30435	0.01181	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0
Species510	0	0	0	0	0	0	0	0.05723	0	0	0	0	0	0	3.38832	0.00795	0	0	0	0	0.68444	0	0	0	0.00218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species512	0	0	0	0	0	0.05209	0	0	0	0	0	0	0	0	0	0	0	0	0.00453	0.33304	0	0	0	0	0	0	0	0	0	0.11795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species513	0	0	0.02885	0.09756	0	0.35795	0	0	0	0	0	0	0	0.4497	0	0.00361	0	0	0	0.03748	0	0	0	0	0	0	0	0	0	0.02524	0	0	0	0	0.01985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04635	0	0	0	0	0	0	0
Species514	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species518	0.03999	0.00881	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species519	0.07053	0	0	0	0	0	2.70022	0	0	0	0	1.26786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99555	0	0.00803	0	0	0	0.51837	0.15781	0	0.84354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species524	0.02808	0.0042	0.95925	0.39017	0	0.00961	0.04671	0	0	0.04738	0	0	0.06458	0.31665	0.31901	0.10795	0.0034	0.41699	0	0	0.00214	0	0.01873	0	0	0	0	0.07643	0.01948	0.19087	0	0	0.01082	0	0	0.00175	0	0.34134	0.01413	0	0	0	0	0	0	0	0	0	0	0.11848	0	0	0	0	0	0.0453	0	0	0	0.52622	0.01065
Species525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species537	0	0.02292	0	0.09496	0	0	0.04011	0	0	0.00536	0	0	0	0.0184	0	0	0.01416	0.03209	0	0	0.04061	0	0.00437	0.02105	0	0	0	0.00196	0	0	0	0	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01942	0	0	0	0	0	0.05768	0	0	0	0.11186	0
Species538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species539	0	0	0	0.04492	0	0	0	0	0	0.00189	0	0	0	0	0	0	0	0	0	0	0.00557	0	0	0.02334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02625	0	0	0	0	0	0	0	0	0	0	0.00939	0	0	0	0	0	0	0	0	0	0.01192	0
Species540	0.00517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06835	0	0	0.00696	0	0	0.01512	0	0	0.00265	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217	0
Species541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species546	0.3205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species548	0	0	0	0	0	0	0	1.17383	0	0	0.38594	0	0	0	0	0	0	0	0	0	0	0	0.77456	0	0	0	0	0.02201	0	0	0	0	0	0.05697	0	0.21848	0.02891	0	0	0	0.54988	0	0.00688	0	0.32726	0	0	0	0	0	0	0	0	0	0	0	1.45575	0	0	0	0
Species549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species550	0.01401	0	0	0	0	0	0	0.00773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071	0	0	0	0	0.05987	0	0	0	0	0	0	0	0	0	0	0	0.00348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species551	0.31345	0.04266	0	0	0	0.03255	0.2365	0	0	0.01018	0.02702	0.43149	0.00836	0	0.0089	0.0086	0.01672	0	0.11646	0.05218	0.01913	0.12327	0.01218	0.25669	0.1406	0	0	0	0.02421	0	0.06708	0	0.22016	0	0	0.24181	0	0	0	0	0.20668	0.08686	0.13543	0	0.03086	0.06355	0	0	0.07096	0	0.06738	0	0.01366	0	0.43051	0	0.26582	0	0	0	0
Species552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species553	0.12365	0.33752	0.00257	0.79816	0.06887	0.15037	1.24504	0.03171	0.16075	0.00846	0.00436	0.01203	0.56139	0	0.00549	0.07832	0.07585	0.10413	0	0.01099	0.13463	0.02265	0.47962	0	0.13354	0	0.22632	0.92409	0.00174	0.01109	0.27984	2.21687	0.93032	0.06682	1.94056	0.41489	0.17982	0.01136	0.01339	0.10588	0.21268	0.2472	0.20975	1.37526	9.01152	0.05623	0.17043	0.37295	0.32875	0.47452	0.07282	1.26673	0.49062	0.10408	0.22637	1.78819	0.1399	0.56614	0	0.44381	0.92757
Species554	0	0	0	0	0.09291	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00238	0	0	0	0.06079	0.00459	0.0255	0	0.03803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0
Species555	0	0	0	0	0	0	0	0	0	12.70937	0	0.2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14433	0	0	0	0	0	0	0	0	0.08374	0	0	0	0	0	0	0	0	0	0.00177	0	0	0	0	0	0	0	0	0	0	0.45736	0	0	0	0
Species556	0	0	0	0	0	0	0	0	0	0	0	0.22327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species557	0	0	0	0	0.00132	0	0	0	0	0	0	0.0217	0.08865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	1.41077	0	0	0	0	0	0	0	0.05108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species558	0.11669	0.53097	0.86675	0.46476	0	0.12445	0.1434	0.00707	0.16026	0.17247	0.02578	0.52425	0.11283	6.95936	0.16163	0.00727	0	5.15957	0.10774	0.17466	0.03019	0.51393	0.30696	0	0.114	0.18919	0	0.09007	0.01753	0	0.32992	0.03825	0.78424	0	0.03675	0.02681	0.05294	0.69892	0	0	0.09495	0.00753	0.06999	0.02279	0.0519	0.06647	0	0	0	3.14299	0	0	0	0	0	0.11367	0.09426	0	0	0	0.01039
Species559	0	0	0	0	0	0	0	0	0	0	0	0.01956	0	0	0	0	0	0	0.02497	0.26373	0	0	0	0	0	0	0	1.2417	0.64829	0	0	0	0.11565	0	0	0.03861	0	0	0	0	0	0.01721	1.88835	0	0	0	0	0	0	0	0	0	1.7874	0	2.40394	0	0.13887	0	0	0	0
Species560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species562	0	0	0	0	2.07831	0	0	0.22558	0	0.06013	0.37831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95655	0	0	0	0	0.33002	0	0	0.24091	0	0	0	0	0	0	0	0.39775	0	0	0	0
Species563	0	0.2031	0	0.04189	0	3.32958	0	0.04919	0	0	0	0	0.72734	0	0.82557	0	0	2.3361	0	3.02077	3.50818	0	0.42748	0	0	0	0	0.9662	0.44682	0	0.00223	0	0	2.38322	0.00546	0	2.25031	0.00621	0	0	0	0.06668	0.05083	0.08089	1.10289	0	0	0.00315	0.16284	0	0	0.2724	3.67469	0	0	0	0	0	2.77747	5.83759	0
Species564	0	0	0	0	0	0	0	0.05246	0	0	0.27826	0	0	0	0	0	0	0	0	1.43606	0.20563	0	0	0	0	0	0	0	0	0	0.52455	0	0.01634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46692	0	0	0	0	0	0	0	0.03982	0	0	0
Species565	0.13509	0	0	0	0.33287	0	0	0.16255	0	1.09568	0.01321	1.86203	0	0	0	0	0	0	2.18362	0.90383	0.12291	1.86491	0	0.21261	0	0	0.10672	0.23016	0.2792	0	0.25476	0	0.82329	3.1725	0	0.00784	0	0	0	0	0	0	0.01427	0	0	0.18378	0	0	0.01078	0	0	0	0	0	0	0	0.20499	0	0.0434	0	0
Species566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species567	0	0	0	0	0	0	0	0	0	0	0	0	0.02597	0	0	0	0	0	0	0	0	3.1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species569	0	0.0803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01694	0	0	0	1.57645	0	0	0	0	0	0	0	0	0.25345	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02148	0	0	0
Species570	0.0007	0.00391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03002	0	0.00015	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species572	0	0	0	0	0	0.01162	0	0	0.0108	0.00078	0.00221	0.00819	0.02985	0.0018	0	0	0.0667	0	0.00026	0	0.0001	0.00476	0	0.01703	0.03349	0.0931	0.03385	0.00635	0	0	0.24523	0.55949	0.05346	0.0075	0.05845	0	0.01336	0	0	0	0	0	0	0	0	0.00799	0.39919	0	0.00212	0	0	0	0.05224	0	0.06971	0	0.00106	0.18249	0	0	0.32607
Species573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11369	0	0
Species574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00344	0	0	0	0	0	0	0	0	0	0	0	0	0
Species575	0.02975	0.01378	0.05511	0.22169	0.00205	0.14387	0	0.01186	0	0.00266	0	0.02883	0.01316	0	0	0.01574	0.11434	0.07752	0.00601	0	0.01065	0.00067	0.09178	0.16411	0.00328	0	0.01403	0.01392	0.00903	0	0.09193	0.6355	0	0	0.17019	0.03453	0.0457	0	0	0	0.02482	0.01016	0	0.02604	0.01153	0.01906	0	0	0	0.04987	0	0	0.11588	0	0.10513	0	0.02731	0	0	0	0
Species576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species578	0	0	0	0	0	0	0	0	0	0	0.00971	0	0.01515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00539	0	0	0	0
Species579	0.79141	0	0	0	0.00906	0	3.04112	0.67674	0	0.04427	0.73294	0	0.35497	0	0.09956	0.27956	0	0	0.31813	0.11786	0.35189	0.35385	4.45061	2.29928	5.49224	0.03956	0.50369	0.87955	0.28472	0	1.6255	0	21.25527	0	0	3.15578	3.11457	0.0051	0	0	5.29001	3.16198	2.06745	0	1.49308	4.80845	0	0	0	0	0.05471	0	0.41819	0	8.7157	0	3.97552	0	0	0.01737	0
Species580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species581	0.0001	0	0	0	0	0.03394	0.01097	0	0.0111	0.00191	0	0.00338	0.0017	0	0	0.0015	0	0.01046	0	0.00059	0.00143	0	0	0	0.00615	0	0.0046	0.0015	0	0	0.00624	0	0.045	0.00167	0.01491	0.00726	0	0	0	0	0.00333	0	0.00123	0	0	0.00113	0	0	0	0	0	0	0	0	0.03833	0.00416	0.00776	0	0	0	0.00289
Species582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05159	0	0	0	0
Species584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00421	0	0	0	0.00466	0	0	0	0.00563	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00501	0	0	0	0	0	0	0	0	0	0	0	0	0.00348	0
Species585	0.00403	0	0	0	0	0	0	0	0	0	0	0	0.00575	0	0	0	0	0	0	0	0	0	0.00344	0	0	0	0.00242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species587	0.13429	0.13467	0	0	0.05169	0.01378	0.03403	0.05086	0	0.0183	0.06378	0	0.01817	0	0.00073	0.05167	0	0	0	0	0.0601	0.10259	0.16218	0	0.17024	0	0.12581	0	0.01697	0.02852	0.38986	0	0	0.0721	1.10447	0.39183	0.27741	0	0	0	0.26917	0.03646	0	0.26561	0.13558	0.09091	0.01273	0	0.03585	0	0	0	0	0	0.13694	0	0.22417	0.17022	0	0.03807	0.0175
Species588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00837	0	0	0	0	0	0.00208	0	0	0	0.13779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197	0	0	0
Species589	0	0	0	0	0	0	0	0	0	0	0	0	0.00518	0	0	0	0	0	0	0	0	0	0.01222	0	0	0	0.00823	0	0	0	0	0	0	0	0.00613	0.00183	0.00277	0	0	0	0	0	0	0.01153	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0
Species590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31669	0	0	0	0	0	0	0
Species591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species592	0.05187	0.04568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05904	0	0	0	0	0	0	0	0	0	0	0	0.00114	0.04883	0	0	0
Species593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species595	0	0.09274	0	0	0	0	0.01593	0	0.00399	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38927	0	0	0	0.01555	0.00249	0	0	0	0	0.03576	0.00109	0.04195	0.029	0	0	0	0	0	0.00191	0	0.07264	0.12719	0	0	0	0	0	0	0	0	0	0	0	0	0.02388	0	0	0
Species596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species597	0.9173	0	0	0	0.0709	0	0	0.38344	0	0.14604	0.32488	0	0.1365	0	0	0	0	0	0	0	0.51146	0.00024	0.1331	0	0	0.00057	5.09811	0.06888	0.04248	0	0	0	0	0.00394	0	2.24196	0.20641	0	0	0	0.12049	0	0.01099	0	0.19882	0	0	0	0.27317	0	0	0	0	0	0	0	0.07251	0	0	0	0
Species598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species599	0.02449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01093	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species600	0.00753	0.00857	0	0	0	0	0	0.019	0	0.00087	0.15351	0	0	0	0	0	0	0	0	0	0	0.00633	0.00141	0	0	0	0.66109	0.37297	0.11326	0	0	0	0	0.27376	0	0.25649	0.09016	0	0	0	0.00704	0.04108	0.02162	0	0.13255	0.55838	0	0	0	0	0	0	0	0	0.00176	0	0.32795	0	0	0	0
Species601	0.11502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11205	0.12219	0	0	0	0	0.00046	0.03558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
