"","Num.of.remove.nodes","Natural.connectivity","Group"
"130",130,0.00333193643469533,"KO"
"131",131,0.00371760230570753,"KO"
"132",132,0.00443334031763855,"KO"
"133",133,0.00456164309416659,"KO"
"134",134,0.00518991419235089,"KO"
"135",135,0.00263867272321192,"KO"
"136",136,0.00321396709135846,"KO"
"137",137,0.00369774230743767,"KO"
"138",138,0.00419229165667002,"KO"
"139",139,0.00472129745273465,"KO"
"140",140,0.00422785391915518,"KO"
"141",141,0.0033256783806898,"KO"
"142",142,0.00439718000031808,"KO"
"143",143,0.0043544471824689,"KO"
"144",144,0.00413643702862336,"KO"
"145",145,0.00386789663272299,"KO"
"146",146,0.00623033107672606,"KO"
"147",147,0.0037901699214004,"KO"
"148",148,0.00414590189262695,"KO"
"149",149,0.00277693520127134,"KO"
"150",150,0.00438658632902536,"KO"
"151",1,0.00377646440881473,"OE"
"152",2,0.00365219097390261,"OE"
"153",3,0.00380409548934055,"OE"
"154",4,0.00380701072638717,"OE"
"155",5,0.00380996419919778,"OE"
"156",6,0.00342207997404141,"OE"
"157",7,0.00385717720136635,"OE"
"158",8,0.00387387127444338,"OE"
"159",9,0.00347729253846445,"OE"
"160",10,0.00344156771735395,"OE"
"161",11,0.00330429848992491,"OE"
"162",12,0.00391083223820414,"OE"
"163",13,0.0039324510408905,"OE"
"164",14,0.00392965322529191,"OE"
"165",15,0.003966612242068,"OE"
"166",16,0.00354745376589098,"OE"
"167",17,0.0037691889247409,"OE"
"168",18,0.00401389379801119,"OE"
"169",19,0.00400551631781043,"OE"
"170",20,0.0035358405624196,"OE"
"171",21,0.00382217581041163,"OE"
"172",22,0.00332585640042537,"OE"
"173",23,0.00399191734238535,"OE"
"174",24,0.00365252655300445,"OE"
"175",25,0.00358610249543299,"OE"
"176",26,0.00355251958729938,"OE"
"177",27,0.00410338124062021,"OE"
"178",28,0.00349302436019132,"OE"
"179",29,0.00285510809205783,"OE"
"180",30,0.00316044598648357,"OE"
"181",31,0.00410318047274941,"OE"
"182",32,0.00351558100783486,"OE"
"183",33,0.00418226123690312,"OE"
"184",34,0.00409264440053507,"OE"
"185",35,0.00426371528684634,"OE"
"186",36,0.0040304906105718,"OE"
"187",37,0.00376971221649631,"OE"
"188",38,0.00354488305744012,"OE"
"189",39,0.00284928744195549,"OE"
"190",40,0.00401613828994659,"OE"
"191",41,0.00316543988819149,"OE"
"192",42,0.00279315270851058,"OE"
"193",43,0.00436896032248818,"OE"
"194",44,0.0040855532468649,"OE"
"195",45,0.00382138945750897,"OE"
"196",46,0.00282414756042071,"OE"
"197",47,0.00423217981561242,"OE"
"198",48,0.00350056918825646,"OE"
"199",49,0.00362997726795571,"OE"
"200",50,0.00421107202436346,"OE"
"201",51,0.00367935790354581,"OE"
"202",52,0.00364840219194393,"OE"
"203",53,0.00450119136688134,"OE"
"204",54,0.00249691359276423,"OE"
"205",55,0.00363703989865531,"OE"
"206",56,0.00277399052152311,"OE"
"207",57,0.00281705330235047,"OE"
"208",58,0.00375257956560076,"OE"
"209",59,0.00450939296291868,"OE"
"210",60,0.0032825601458386,"OE"
"211",61,0.0030249200674402,"OE"
"212",62,0.00259497074376408,"OE"
"213",63,0.00302805812901398,"OE"
"214",64,0.00345106954504549,"OE"
"215",65,0.00315911557709188,"OE"
"216",66,0.00443392098325242,"OE"
"217",67,0.00396578126965377,"OE"
"218",68,0.00394259265878327,"OE"
"219",69,0.00317669275452815,"OE"
"220",70,0.00383707385420146,"OE"
"221",71,0.00277359864988479,"OE"
"222",72,0.00361860865612274,"OE"
"223",73,0.00278659673906769,"OE"
"224",74,0.00351022522559097,"OE"
"225",75,0.00279046471183839,"OE"
"226",76,0.00469001443875831,"OE"
"227",77,0.00326657250910507,"OE"
"228",78,0.00427101770454773,"OE"
"229",79,0.00309071187420447,"OE"
"230",80,0.0023819057376491,"OE"
"231",81,0.00260367613915652,"OE"
"232",82,0.00329067481057903,"OE"
"233",83,0.00387897113456435,"OE"
"234",84,0.00288204892902222,"OE"
"235",85,0.00400344196204072,"OE"
"236",86,0.00414590951939633,"OE"
"237",87,0.00412038566961334,"OE"
"238",88,0.00223011202865442,"OE"
"239",89,0.00226971369352425,"OE"
"240",90,0.00218213823010832,"OE"
"241",91,0.0034348992078295,"OE"
"242",92,0.00236895966457247,"OE"
"243",93,0.00287757872783644,"OE"
"244",94,0.00273506745270402,"OE"
"245",95,0.00312334799862045,"OE"
"246",96,0.0034397421543592,"OE"
"247",97,0.00247298310949637,"OE"
"248",98,0.00421256152236724,"OE"
"249",99,0.00291273794924523,"OE"
"250",100,0.00253722180365261,"OE"
"251",101,0.00391969442334871,"OE"
"252",102,0.0025455324081701,"OE"
"253",103,0.00291929883002357,"OE"
"254",104,0.00300728338982994,"OE"
"255",105,0.00209735133637422,"OE"
"256",106,0.00294303940286813,"OE"
"257",107,0.0022680207314917,"OE"
"258",108,0.00417410002723374,"OE"
"259",109,0.00266421411244178,"OE"
"260",110,0.00324360989252772,"OE"
"261",111,0.00202694015291587,"OE"
"262",112,0.00226017073693731,"OE"
"263",113,0.00260862365887728,"OE"
"264",114,0.00269575479776561,"OE"
"265",115,0.00466560482907063,"OE"
"266",116,0.00262220148738548,"OE"
"267",117,0.0027742571088874,"OE"
"268",118,0.00324494438032974,"OE"
"269",119,0.00311382228703478,"OE"
"270",120,0.00360540233580618,"OE"
"271",121,0.00363471859937104,"OE"
"272",122,0.00288505839617159,"OE"
"273",123,0.00308721684654744,"OE"
"274",124,0.00270924149958616,"OE"
"275",125,0.00203905893010409,"OE"
"276",126,0.00253171073728794,"OE"
"277",127,0.00264115761816068,"OE"
"278",128,0.00184065230355719,"OE"
"279",129,0.00232674499843444,"OE"
"280",130,0.00437526807493129,"OE"
"281",131,0.00197360426892125,"OE"
"282",132,0.00276971801621957,"OE"
"283",133,0.00323084923051826,"OE"
"284",134,0.0028904379906994,"OE"
"285",135,0.00209181455928432,"OE"
"286",136,0.00185057950463898,"OE"
"287",137,0.00317847644711368,"OE"
"288",138,0.00388635980049345,"OE"
"289",139,0.00216099429198971,"OE"
"290",140,0.00220508146811042,"OE"
"291",141,0.00302769275309879,"OE"
"292",142,0.00233177746112682,"OE"
"293",143,0.00180950114084605,"OE"
"294",144,0.00314097178839883,"OE"
"295",145,0.00196756751521485,"OE"
"296",146,0.00387113050236363,"OE"
"297",147,0.00278441851742062,"OE"
"298",148,0.00395352455734697,"OE"
"299",149,0.00213158443696882,"OE"
"300",150,0.00498243245775506,"OE"
"301",1,0.00249360799590309,"WT"
"302",2,0.00252315673275619,"WT"
"303",3,0.00250912539424526,"WT"
"304",4,0.00243885147933166,"WT"
"305",5,0.00244167451629512,"WT"
"306",6,0.00252092386882395,"WT"
"307",7,0.00248999260673969,"WT"
"308",8,0.00255944392307547,"WT"
"309",9,0.00254751564492337,"WT"
"310",10,0.00260550402624775,"WT"
"311",11,0.00239338843787216,"WT"
"312",12,0.00236802589738005,"WT"
"313",13,0.00243445290921442,"WT"
"314",14,0.00234225202763144,"WT"
"315",15,0.00257402567744937,"WT"
"316",16,0.00261062475730678,"WT"
"317",17,0.00259625856498695,"WT"
"318",18,0.00246092373532287,"WT"
"319",19,0.00259179290902925,"WT"
"320",20,0.00253445308929086,"WT"
"321",21,0.00246775063264635,"WT"
"322",22,0.00250825427954802,"WT"
"323",23,0.00250017749976452,"WT"
"324",24,0.00255517586679913,"WT"
"325",25,0.00251256732909849,"WT"
"326",26,0.00240603122162561,"WT"
"327",27,0.0026592546479457,"WT"
"328",28,0.00231309530539956,"WT"
"329",29,0.00267694186570511,"WT"
"330",30,0.00261374481181949,"WT"
"331",31,0.00264692825705126,"WT"
"332",32,0.00253388937459581,"WT"
"333",33,0.00266489458131196,"WT"
"334",34,0.00235649690366216,"WT"
"335",35,0.0024687506962513,"WT"
"336",36,0.00241392412777827,"WT"
"337",37,0.00216991583887213,"WT"
"338",38,0.00251162131183536,"WT"
"339",39,0.00235777682303855,"WT"
"340",40,0.00258596419240913,"WT"
"341",41,0.00243068893932035,"WT"
"342",42,0.00236622296792497,"WT"
"343",43,0.00225143008938626,"WT"
"344",44,0.00247526510391133,"WT"
"345",45,0.00233093736935721,"WT"
"346",46,0.00252797442171114,"WT"
"347",47,0.00245040342094767,"WT"
"348",48,0.00230289761153472,"WT"
"349",49,0.0026440878676037,"WT"
"350",50,0.00246502283386444,"WT"
"351",51,0.0025602810617866,"WT"
"352",52,0.00254145387698794,"WT"
"353",53,0.00250210995705,"WT"
"354",54,0.00225545244926839,"WT"
"355",55,0.00228281929898485,"WT"
"356",56,0.00223909760025969,"WT"
"357",57,0.00227771141287821,"WT"
"358",58,0.00220637051121235,"WT"
"359",59,0.002699876029521,"WT"
"360",60,0.00263189043673991,"WT"
"361",61,0.00264062292700406,"WT"
"362",62,0.00247312266167839,"WT"
"363",63,0.00213301301555211,"WT"
"364",64,0.00236593868732845,"WT"
"365",65,0.00260053707150806,"WT"
"366",66,0.00243351450515375,"WT"
"367",67,0.00246989718084818,"WT"
"368",68,0.00215930103048633,"WT"
"369",69,0.00270528439940937,"WT"
"370",70,0.00228713416733944,"WT"
"371",71,0.00236875091493364,"WT"
"372",72,0.00245827324500419,"WT"
"373",73,0.00237439106668394,"WT"
"374",74,0.00251412952536388,"WT"
"375",75,0.00234862153936896,"WT"
"376",76,0.00285147473513311,"WT"
"377",77,0.00271648260005256,"WT"
"378",78,0.00214030244261296,"WT"
"379",79,0.00213006389388293,"WT"
"380",80,0.00206582816207489,"WT"
"381",81,0.00231876100050817,"WT"
"382",82,0.00261030600809281,"WT"
"383",83,0.00223184638659029,"WT"
"384",84,0.00238629029240145,"WT"
"385",85,0.00242108093925935,"WT"
"386",86,0.0026319584983564,"WT"
"387",87,0.00232029265762695,"WT"
"388",88,0.00223301527425276,"WT"
"389",89,0.00238962514896828,"WT"
"390",90,0.00253669291731367,"WT"
"391",91,0.00223288983419422,"WT"
"392",92,0.0026381735792378,"WT"
"393",93,0.00260313734065642,"WT"
"394",94,0.00263632998955736,"WT"
"395",95,0.00230168196732301,"WT"
"396",96,0.00257184045145854,"WT"
"397",97,0.00227994431847963,"WT"
"398",98,0.00240231633872684,"WT"
"399",99,0.00268500712439144,"WT"
"400",100,0.00219427343855077,"WT"
"401",101,0.0022674815696572,"WT"
"402",102,0.00244023620458468,"WT"
"403",103,0.00229025941956447,"WT"
"404",104,0.00261697407335936,"WT"
"405",105,0.0025432643610285,"WT"
"406",106,0.0021819947227608,"WT"
"407",107,0.00227055311948859,"WT"
"408",108,0.00231181797302117,"WT"
"409",109,0.00225549580348301,"WT"
"410",110,0.00260986169882297,"WT"
"411",111,0.00212966368664129,"WT"
"412",112,0.00224728056871681,"WT"
"413",113,0.00263285743513118,"WT"
"414",114,0.00212344388988977,"WT"
"415",115,0.00203936462705695,"WT"
"416",116,0.00232116005406505,"WT"
"417",117,0.00198634291384613,"WT"
"418",118,0.00289688662940542,"WT"
"419",119,0.00267378106656432,"WT"
"420",120,0.00247791873398141,"WT"
"421",121,0.00223188582603685,"WT"
"422",122,0.00246645913352289,"WT"
"423",123,0.0020544277634666,"WT"
"424",124,0.00245255806902407,"WT"
"425",125,0.00244350210207486,"WT"
"426",126,0.00238601161082514,"WT"
"427",127,0.00234430297777489,"WT"
"428",128,0.00288940147332044,"WT"
"429",129,0.00210756030653566,"WT"
"430",130,0.00228476013221749,"WT"
"431",131,0.00259835443737101,"WT"
"432",132,0.00210215356683922,"WT"
"433",133,0.00245791221098796,"WT"
"434",134,0.00204357933279415,"WT"
"435",135,0.00204147254672865,"WT"
"436",136,0.00218775617856115,"WT"
"437",137,0.00248223860882681,"WT"
"438",138,0.00227544920685008,"WT"
"439",139,0.00231573484993588,"WT"
"440",140,0.00271080218871231,"WT"
"441",141,0.00205735559366777,"WT"
"442",142,0.00241774951784939,"WT"
"443",143,0.00224993958603611,"WT"
"444",144,0.00259415146084394,"WT"
"445",145,0.00261640928425658,"WT"
"446",146,0.00189842586623874,"WT"
"447",147,0.00211326007281263,"WT"
"448",148,0.00215820177667794,"WT"
"449",149,0.00248357169557678,"WT"
"450",150,0.0021613780809568,"WT"
