Sample	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15
OTU_6309	0	0	0	0	0	3	53	0	0	0	1	1	0	1	0
OTU_6492	0	0	0	0	0	0	0	0	2	5	17	6	5	8	16
OTU_6785	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0
OTU_7054	0	15	1	2	0	2	2	8	4	24	0	1	0	0	0
OTU_7055	0	0	0	0	3	21	15	7	2	1	0	4	1	4	1
OTU_711	0	0	3	3	1	0	8	0	2	3	9	7	5	18	0
OTU_7546	0	0	0	0	0	8	16	8	19	3	0	1	2	2	0
OTU_7864	0	0	0	45	0	0	1	1	0	11	0	0	0	1	0
OTU_7937	0	1	1	6	0	2	1	2	45	0	0	1	0	0	0
OTU_8608	1	0	6	0	0	7	25	11	6	1	0	1	0	1	0
OTU_8633	0	0	0	0	0	0	1	9	2	31	0	0	2	0	14
OTU_8790	0	25	5	1	0	2	7	0	4	0	2	6	0	1	6
OTU_9721	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10209	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10836	0	0	0	0	0	53	4	1	0	0	0	0	0	0	0
OTU_10855	0	0	2	2	5	0	3	15	9	1	0	20	1	0	0
OTU_1087	0	0	0	0	40	0	0	9	3	3	0	0	0	3	0
OTU_11297	0	0	1	0	0	0	0	0	3	0	17	3	10	2	22
OTU_11998	0	0	5	0	13	15	9	9	3	2	0	1	0	1	0
OTU_1348	17	4	0	3	0	0	26	0	1	0	7	0	0	0	0
OTU_13872	0	0	0	0	0	1	0	0	0	0	15	2	14	12	14
OTU_13941	0	0	0	43	0	0	0	0	0	0	2	2	2	2	7
OTU_14001	0	0	3	0	26	16	2	8	0	0	0	0	3	0	0
OTU_14066	0	0	7	0	0	0	3	4	14	30	0	0	0	0	0
OTU_14180	0	1	7	0	0	0	4	6	1	1	8	3	5	5	17
OTU_1830	0	0	12	9	0	6	2	2	0	0	11	3	1	5	7
OTU_2020	0	0	0	0	0	1	27	7	6	0	1	12	1	0	3
OTU_2099	0	0	0	0	0	2	1	6	0	0	0	46	3	0	0
OTU_2334	0	0	0	0	0	10	11	3	2	0	4	12	10	6	0
OTU_2400	0	0	3	0	0	0	0	2	4	0	2	3	1	42	1
OTU_2569	31	0	3	0	23	0	0	0	0	0	0	0	0	0	1
OTU_2742	0	0	16	3	1	12	5	9	4	1	2	1	0	1	3
OTU_2959	0	0	0	0	0	2	0	2	0	0	8	7	10	17	12
OTU_3190	0	0	20	0	0	1	9	7	0	2	4	10	2	1	2
OTU_3500	20	17	0	18	3	0	0	0	0	0	0	0	0	0	0
OTU_3742	0	0	18	0	0	4	8	24	1	1	0	2	0	0	0
OTU_3845	0	0	0	0	0	0	0	43	6	9	0	0	0	0	0
OTU_3910	0	0	0	0	2	7	13	29	5	2	0	0	0	0	0
OTU_3983	0	0	1	32	0	1	7	1	6	10	0	0	0	0	0
OTU_4143	0	0	0	0	0	0	2	0	0	0	0	42	9	0	5
OTU_4403	0	0	22	0	0	3	0	4	1	0	6	5	8	7	2
OTU_4409	0	0	0	0	0	2	1	2	0	0	10	15	11	9	8
OTU_4594	0	4	0	3	4	2	4	23	7	11	0	0	0	0	0
OTU_4601	0	0	0	0	0	0	0	5	0	0	7	17	5	24	0
OTU_4642	0	0	0	0	0	27	6	12	4	0	3	3	0	0	3
OTU_4653	0	0	0	16	0	0	0	3	10	26	0	0	3	0	0
OTU_4776	0	0	0	0	0	5	10	13	0	0	1	4	23	2	0
OTU_4889	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5026	0	0	0	0	0	0	0	2	0	0	11	10	8	25	2
OTU_5144	0	0	0	37	0	0	0	1	0	0	4	1	1	12	2
OTU_5235	0	0	0	0	0	4	11	9	0	0	2	17	10	5	0
OTU_5311	0	0	0	0	0	5	5	1	10	0	5	7	5	19	1
OTU_5504	0	2	0	0	0	0	0	0	0	0	13	4	4	21	14
OTU_5518	0	0	0	0	0	33	7	4	4	9	0	0	0	1	0
OTU_5579	0	0	0	0	0	0	0	0	0	0	16	16	5	13	8
OTU_5747	0	0	20	0	0	0	0	0	0	0	6	1	16	7	8
OTU_5804	0	0	0	0	0	2	1	0	0	0	17	8	9	8	13
OTU_6097	0	0	36	0	0	0	1	10	2	0	0	5	1	3	0
OTU_6172	0	0	2	0	0	1	28	1	1	0	0	17	5	3	0
OTU_6201	0	0	19	0	0	6	9	1	2	0	3	3	3	12	0
OTU_6539	0	1	1	0	0	1	3	2	0	0	8	3	6	7	26
OTU_7036	0	0	0	0	0	0	0	0	0	0	24	17	9	0	8
OTU_7043	0	0	0	0	0	0	0	0	0	0	23	3	5	8	19
OTU_7104	0	0	0	0	0	0	0	0	0	0	10	7	24	3	14
OTU_7265	0	0	0	42	0	0	1	0	1	1	8	2	2	0	1
OTU_7536	0	0	0	0	0	2	0	0	0	0	2	42	4	8	0
OTU_7712	0	0	2	0	0	0	3	0	0	0	10	16	20	1	6
OTU_7749	0	0	0	0	0	0	0	0	0	0	22	6	14	9	7
OTU_8175	0	0	0	0	0	7	11	4	6	0	7	10	10	1	2
OTU_8452	0	0	0	6	0	0	0	0	5	47	0	0	0	0	0
OTU_8697	0	0	8	0	0	2	6	0	4	0	0	0	0	38	0
OTU_8884	0	0	0	0	0	5	4	0	0	0	10	10	14	6	9
OTU_8957	0	0	0	0	0	0	0	0	0	0	8	1	16	12	21
OTU_903	0	0	0	18	1	0	1	1	0	37	0	0	0	0	0
OTU_9114	0	0	0	0	0	0	4	5	0	43	0	1	0	5	0
OTU_9207	0	0	0	0	0	6	31	0	20	0	0	0	1	0	0
OTU_9315	0	0	0	0	0	2	4	0	0	0	11	10	12	19	0
OTU_9422	0	0	0	0	0	0	0	0	0	0	0	0	7	0	51
OTU_9684	0	0	0	0	0	54	1	3	0	0	0	0	0	0	0
OTU_10091	0	2	10	0	0	1	6	0	19	12	0	2	0	5	0
OTU_10407	0	0	0	0	0	0	0	0	13	43	0	0	0	0	1
OTU_10545	0	0	0	0	0	0	1	0	16	40	0	0	0	0	0
OTU_10551	0	10	6	2	16	20	1	0	1	1	0	0	0	0	0
OTU_10677	0	0	51	3	0	0	1	0	1	0	0	1	0	0	0
OTU_1423	0	0	0	0	0	0	0	0	0	0	1	16	13	19	8
OTU_14360	0	0	26	0	0	1	3	1	1	0	4	4	5	12	0
OTU_14567	0	0	0	12	0	0	0	0	8	2	0	26	1	6	2
OTU_2155	4	0	0	0	44	0	0	0	0	0	2	7	0	0	0
OTU_2261	0	0	0	4	45	1	1	3	0	1	0	1	0	1	0
OTU_2268	0	0	0	0	46	1	2	6	0	0	0	0	0	2	0
OTU_2509	0	0	39	0	2	0	4	1	0	0	1	5	0	5	0
OTU_3236	0	0	0	2	5	3	5	1	6	35	0	0	0	0	0
OTU_3275	0	15	5	4	27	1	2	0	2	1	0	0	0	0	0
OTU_3344	0	20	2	10	0	3	5	3	6	8	0	0	0	0	0
OTU_3362	0	0	1	0	0	0	0	11	0	0	7	13	3	15	7
OTU_3472	0	1	1	0	42	0	2	4	0	5	0	0	0	1	1
OTU_3473	0	0	0	0	0	0	0	0	0	0	22	4	13	16	2
OTU_3730	0	0	0	1	0	1	1	10	8	36	0	0	0	0	0
OTU_3735	0	0	4	21	0	0	23	3	0	0	4	1	0	1	0
OTU_3747	0	0	0	0	0	2	2	6	0	0	13	8	15	4	7
OTU_3755	0	0	0	0	0	0	2	2	0	0	5	5	30	13	0
OTU_3813	0	0	0	0	3	13	5	2	5	0	9	1	6	5	8
OTU_4005	0	0	0	0	0	1	0	0	0	0	2	5	38	11	0
OTU_4194	0	0	0	0	0	0	1	0	0	0	5	12	15	21	3
OTU_4201	0	5	9	0	5	1	31	1	0	0	0	1	2	0	2
OTU_4220	0	0	0	0	0	0	0	0	0	0	27	7	5	12	6
OTU_4550	0	0	0	0	0	1	1	0	8	0	6	10	22	7	2
OTU_4562	0	0	0	0	0	0	0	0	0	0	2	1	22	26	6
OTU_4746	0	0	0	0	0	0	3	3	3	9	13	2	4	7	13
OTU_4875	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0
OTU_5132	0	0	0	0	0	0	1	0	23	33	0	0	0	0	0
OTU_5190	0	0	0	0	0	0	0	0	0	0	3	11	28	15	0
OTU_5392	0	0	0	0	0	0	0	0	0	0	11	7	5	34	0
OTU_5500	0	0	0	0	0	0	0	0	0	0	30	13	6	3	5
OTU_5555	0	0	6	0	0	6	3	7	14	21	0	0	0	0	0
OTU_5715	0	8	8	0	10	11	4	12	3	0	0	0	0	1	0
OTU_5759	0	0	0	0	0	2	0	1	3	0	11	3	15	1	21
OTU_6260	0	10	9	0	10	3	11	1	3	9	0	0	0	0	1
OTU_6300	0	0	0	0	0	0	0	0	0	0	9	9	15	2	22
OTU_6749	0	0	0	0	0	4	4	0	5	0	1	43	0	0	0
OTU_6930	0	6	30	4	0	1	3	1	5	1	5	0	0	1	0
OTU_7061	0	0	22	0	0	4	3	0	7	0	3	18	0	0	0
OTU_7700	0	0	14	0	0	4	3	1	4	0	9	1	15	1	5
OTU_7834	0	0	53	4	0	0	0	0	0	0	0	0	0	0	0
OTU_7862	0	0	0	0	53	0	1	2	0	0	0	1	0	0	0
OTU_8164	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8195	16	0	0	1	36	0	1	2	0	1	0	0	0	0	0
OTU_8269	0	0	1	0	5	8	4	9	2	0	9	5	2	3	9
OTU_8370	0	0	28	0	0	0	21	2	0	0	0	6	0	0	0
OTU_8441	0	0	0	0	0	14	8	16	5	2	0	9	1	2	0
OTU_8455	0	0	0	0	0	0	0	2	2	53	0	0	0	0	0
OTU_8687	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8732	0	13	2	5	0	1	0	0	11	21	1	1	1	1	0
OTU_8744	0	0	0	0	0	0	0	0	0	0	28	8	17	2	2
OTU_8984	0	0	0	0	0	14	7	2	14	1	0	9	4	1	5
OTU_9430	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9567	0	0	1	6	0	3	3	1	7	0	1	9	2	13	11
OTU_9947	0	0	16	0	9	22	1	2	5	1	0	0	0	1	0
OTU_10690	0	4	0	5	20	0	1	0	0	23	0	0	0	2	1
OTU_10708	0	0	0	22	1	0	2	0	17	0	1	5	4	0	4
OTU_11539	0	0	6	9	0	1	3	10	0	13	3	7	3	0	1
OTU_11588	0	0	0	0	0	10	11	4	17	0	2	7	5	0	0
OTU_12343	0	0	0	0	0	0	0	0	2	0	30	7	6	10	1
OTU_12448	0	0	0	2	12	24	0	7	0	0	0	0	0	0	11
OTU_13464	0	0	2	0	0	9	8	18	7	1	0	10	0	1	0
OTU_14401	0	0	0	0	0	2	0	2	1	0	12	6	9	11	13
OTU_1481	0	0	2	0	1	0	2	27	1	17	0	1	3	2	0
OTU_15094	0	0	0	0	0	0	0	1	0	0	13	6	1	12	23
OTU_1537	0	2	0	0	0	38	5	5	0	0	4	0	2	0	0
OTU_1553	0	17	0	10	10	0	0	0	0	19	0	0	0	0	0
OTU_1599	0	0	0	0	1	2	0	0	0	0	4	21	5	2	21
OTU_1601	0	1	29	0	0	3	4	6	2	2	0	4	2	1	2
OTU_1747	0	0	27	0	1	0	0	0	24	4	0	0	0	0	0
OTU_1846	0	5	25	6	0	2	6	6	0	0	1	0	4	0	1
OTU_1906	0	0	11	0	9	1	0	22	2	11	0	0	0	0	0
OTU_1950	0	0	0	1	3	5	14	8	5	20	0	0	0	0	0
OTU_213	0	0	1	0	0	0	11	38	0	6	0	0	0	0	0
OTU_2234	0	0	0	0	0	0	1	0	0	0	0	52	3	0	0
OTU_2649	0	0	0	0	0	0	0	0	3	0	8	5	14	14	12
OTU_2670	0	0	0	0	0	0	8	0	15	33	0	0	0	0	0
OTU_2735	0	0	1	0	0	15	20	18	1	0	0	1	0	0	0
OTU_3104	0	5	0	0	0	11	0	22	0	0	0	1	3	14	0
OTU_3420	0	0	0	0	0	2	1	5	3	2	1	9	8	17	8
OTU_3927	0	0	0	0	0	0	1	0	3	0	19	7	8	15	3
OTU_4202	0	1	1	0	21	6	6	17	1	3	0	0	0	0	0
OTU_4336	0	0	0	0	0	0	0	0	0	0	16	0	11	10	19
OTU_4677	0	0	0	0	0	0	2	0	7	0	8	18	9	6	6
OTU_4856	0	0	3	5	0	3	7	0	6	10	7	4	6	2	3
OTU_5587	0	0	0	0	0	6	20	21	7	1	0	1	0	0	0
OTU_5656	0	0	3	0	0	0	0	2	0	1	12	3	11	24	0
OTU_5721	0	0	0	0	0	10	3	2	31	0	4	1	0	4	1
OTU_5726	0	0	17	0	0	10	17	10	1	0	0	1	0	0	0
OTU_5763	0	0	5	1	0	2	2	6	14	25	1	0	0	0	0
OTU_5988	1	40	3	7	0	0	0	0	4	0	1	0	0	0	0
OTU_6061	0	0	0	0	0	1	13	1	19	0	3	1	4	11	3
OTU_6077	0	0	1	0	0	15	5	9	5	21	0	0	0	0	0
OTU_6253	0	0	0	0	0	0	0	0	2	5	13	9	14	5	8
OTU_6311	0	0	0	0	0	6	22	25	1	1	0	1	0	0	0
OTU_6318	0	0	0	0	0	0	1	3	47	4	0	0	0	1	0
OTU_6419	0	0	0	0	0	0	0	0	7	49	0	0	0	0	0
OTU_6584	0	0	1	2	3	0	6	9	4	31	0	0	0	0	0
OTU_6754	0	0	22	0	0	1	14	0	2	0	17	0	0	0	0
OTU_68	0	0	6	0	0	13	15	12	0	1	2	1	2	4	0
OTU_6831	0	0	0	0	0	0	0	46	2	3	0	5	0	0	0
OTU_7351	0	2	17	17	1	0	0	0	0	14	3	0	0	1	1
OTU_7452	0	0	0	0	0	0	0	0	0	0	0	8	1	0	47
OTU_7627	0	0	0	0	7	0	2	0	0	0	4	23	12	3	5
OTU_8176	0	0	0	0	0	3	11	25	0	0	0	16	1	0	0
OTU_8358	0	0	0	0	3	3	2	16	15	8	0	3	3	3	0
OTU_8856	0	0	0	0	0	0	0	0	0	0	8	6	17	17	8
OTU_8910	0	0	44	0	0	0	5	0	6	0	0	1	0	0	0
OTU_8942	0	0	0	0	0	0	0	0	0	0	16	0	6	0	34
OTU_9072	0	0	0	0	1	0	0	0	0	0	12	6	15	13	9
OTU_9197	0	0	2	0	0	10	2	4	2	0	13	6	13	4	0
OTU_10510	0	0	8	1	0	6	3	0	19	3	3	3	4	4	1
OTU_10652	0	0	0	0	10	6	6	17	13	2	1	0	0	0	0
OTU_11373	0	0	0	0	0	46	3	1	0	0	1	0	0	1	3
OTU_12206	0	0	35	0	0	1	2	4	8	0	2	1	0	0	2
OTU_12841	0	0	0	0	0	0	0	0	0	0	20	8	23	0	4
OTU_13169	0	0	0	0	1	11	0	2	2	0	7	3	8	6	15
OTU_1333	0	0	0	0	0	5	3	21	1	18	0	2	3	0	2
OTU_1366	0	0	2	0	3	0	8	19	2	17	0	4	0	0	0
OTU_139	0	0	0	0	10	2	0	4	0	31	0	0	4	4	0
OTU_14394	0	0	2	0	1	2	1	1	6	16	15	0	2	4	5
OTU_14875	0	0	3	0	0	4	3	0	6	7	4	8	13	7	0
OTU_1642	0	0	31	2	0	0	0	6	2	0	1	1	0	8	4
OTU_2022	0	0	0	0	0	0	0	0	0	0	2	0	25	0	28
OTU_2087	0	0	0	0	0	0	0	1	0	0	7	8	23	12	4
OTU_2110	1	0	16	0	0	3	4	10	0	1	11	0	0	5	4
OTU_2112	0	9	8	0	0	3	23	2	3	0	4	2	0	1	0
OTU_2135	2	6	8	10	0	7	8	8	0	4	0	0	0	0	2
OTU_2278	0	0	9	0	35	6	0	2	0	2	0	0	0	1	0
OTU_2466	0	0	0	0	0	0	0	0	0	0	10	3	17	19	6
OTU_2602	0	0	0	0	0	0	0	2	0	0	8	2	14	13	16
OTU_2801	0	0	2	0	0	0	20	0	12	2	0	16	2	0	1
OTU_2824	0	0	0	0	0	0	0	0	0	0	44	2	5	2	2
OTU_3141	0	0	0	0	0	0	0	0	0	0	15	0	19	3	18
OTU_3144	0	0	0	0	0	0	0	0	0	0	2	4	6	28	15
OTU_3361	0	0	0	0	0	1	2	0	3	7	0	29	4	3	6
OTU_3596	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3607	0	0	4	13	2	2	8	10	5	11	0	0	0	0	0
OTU_3649	0	0	0	0	0	0	0	0	0	0	0	35	16	3	1
OTU_3838	0	1	4	3	0	2	3	2	1	2	10	13	7	3	4
OTU_3840	0	0	0	0	0	4	0	0	0	0	0	0	2	27	22
OTU_391	0	0	3	0	0	2	17	1	0	0	3	3	11	9	6
OTU_4219	0	0	0	0	0	0	0	0	0	0	17	4	7	9	18
OTU_4324	0	12	0	0	5	0	2	17	0	19	0	0	0	0	0
OTU_4367	0	0	0	0	0	1	2	11	3	36	0	0	2	0	0
OTU_4439	0	0	0	0	0	0	2	0	0	0	10	11	10	10	12
OTU_4510	0	0	0	0	0	0	0	0	0	0	17	11	10	16	1
OTU_4542	0	0	0	0	0	2	0	0	0	0	15	11	10	4	13
OTU_4616	0	2	3	0	2	17	0	20	0	0	0	5	2	4	0
OTU_4724	0	0	0	0	0	0	0	0	0	0	17	5	7	5	21
OTU_4862	0	0	0	0	0	0	0	0	3	0	5	35	2	8	2
OTU_4880	0	0	0	0	0	17	0	3	0	2	3	10	8	6	6
OTU_4943	0	0	8	0	0	0	2	9	0	35	1	0	0	0	0
OTU_508	0	0	12	0	2	4	12	12	2	0	0	3	4	2	2
OTU_5227	0	0	1	0	0	26	11	0	8	0	0	3	2	3	1
OTU_5403	0	0	0	0	0	1	4	12	4	0	0	13	10	9	2
OTU_5473	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0
OTU_5838	0	0	0	0	3	1	0	0	0	0	6	26	12	4	3
OTU_5848	0	0	0	0	0	17	23	15	0	0	0	0	0	0	0
OTU_5987	0	46	0	0	0	0	0	1	5	0	0	3	0	0	0
OTU_6055	0	0	9	0	11	0	0	2	5	0	8	4	5	2	9
OTU_6238	0	0	28	0	0	6	6	0	0	0	0	11	2	0	2
OTU_6277	0	0	0	0	0	0	10	11	16	0	0	8	7	3	0
OTU_6401	0	0	1	0	2	6	9	5	7	0	1	3	12	8	1
OTU_6576	0	0	30	0	0	1	2	6	4	0	2	3	1	6	0
OTU_6577	0	0	0	0	0	1	12	29	3	9	0	1	0	0	0
OTU_6968	0	0	0	0	0	0	0	0	3	0	19	10	14	5	4
OTU_7051	0	0	0	0	0	15	5	10	0	0	0	15	10	0	0
OTU_7218	0	0	0	0	0	0	0	0	0	0	6	3	27	7	12
OTU_7322	0	14	17	1	0	7	2	8	1	1	2	0	0	2	0
OTU_7942	0	0	27	0	0	14	1	6	7	0	0	0	0	0	0
OTU_7954	0	6	0	0	0	0	17	31	0	0	1	0	0	0	0
OTU_8284	0	0	0	0	0	13	5	4	9	2	1	3	2	14	2
OTU_8336	0	0	0	0	0	3	5	6	3	0	14	0	13	1	10
OTU_8510	0	0	0	3	0	6	0	0	45	1	0	0	0	0	0
OTU_8515	0	0	0	0	24	16	1	13	0	1	0	0	0	0	0
OTU_8991	0	15	4	2	0	4	7	5	1	4	2	2	3	5	1
OTU_9334	0	0	0	0	0	41	3	10	1	0	0	0	0	0	0
OTU_9559	0	0	12	0	0	10	9	19	3	0	0	2	0	0	0
OTU_9680	0	4	21	18	0	3	5	1	2	1	0	0	0	0	0
OTU_9825	0	0	0	0	0	0	2	2	50	1	0	0	0	0	0
OTU_10525	0	6	0	5	0	0	2	0	15	25	0	1	0	0	0
OTU_10627	0	0	0	0	0	0	1	0	0	0	2	0	0	0	51
OTU_10770	0	0	0	0	0	0	0	0	0	0	9	1	7	0	37
OTU_11225	0	0	0	0	0	0	0	3	10	2	9	7	7	9	7
OTU_1130	0	0	0	0	2	0	1	20	1	30	0	0	0	0	0
OTU_11329	0	0	0	0	9	0	0	0	0	0	4	12	2	4	23
OTU_11377	0	0	0	0	0	0	1	0	51	2	0	0	0	0	0
OTU_11470	0	0	0	0	0	0	1	0	0	0	6	0	13	18	16
OTU_12462	0	0	0	0	0	11	13	7	0	0	4	4	4	9	2
OTU_12571	0	0	2	0	0	2	4	5	3	1	6	4	2	2	23
OTU_12675	0	0	0	0	0	5	0	0	5	0	7	0	17	14	6
OTU_12860	0	0	0	0	2	21	2	10	0	1	3	9	3	3	0
OTU_1358	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0
OTU_13754	0	0	5	1	2	6	5	6	3	4	2	6	4	6	4
OTU_14215	0	0	0	0	0	0	0	0	0	0	6	7	10	8	23
OTU_1880	0	0	0	0	0	0	0	0	0	0	1	1	31	4	17
OTU_2075	0	52	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_2743	0	29	0	2	4	1	1	6	0	8	1	1	1	0	0
OTU_2784	12	8	0	7	18	1	0	0	2	4	0	0	1	1	0
OTU_2924	0	1	7	0	0	0	4	1	2	0	6	11	7	11	4
OTU_3279	0	0	2	0	0	16	14	12	1	0	1	6	0	0	2
OTU_3307	0	0	21	0	5	3	9	14	1	1	0	0	0	0	0
OTU_3492	0	0	2	0	0	1	1	1	11	0	6	4	13	12	3
OTU_3531	0	0	0	0	0	1	1	0	0	1	13	3	14	4	17
OTU_3677	0	0	0	0	0	0	0	0	0	0	5	0	29	9	11
OTU_3889	0	1	8	3	0	1	4	27	0	9	0	1	0	0	0
OTU_4045	0	0	0	0	0	1	1	0	0	0	5	12	18	11	6
OTU_4109	0	0	0	0	0	1	1	1	0	0	9	16	17	5	4
OTU_4291	0	2	1	7	0	5	1	4	4	0	5	9	3	7	6
OTU_4423	0	0	0	0	0	5	12	1	12	0	0	10	3	2	9
OTU_4477	0	0	0	0	0	14	2	5	2	0	16	0	3	1	11
OTU_4595	0	2	9	0	0	7	11	17	2	6	0	0	0	0	0
OTU_4659	0	0	0	51	0	0	0	0	0	3	0	0	0	0	0
OTU_4676	0	0	0	0	0	0	8	0	28	0	0	6	7	5	0
OTU_4711	0	0	0	0	0	3	1	0	10	0	13	6	4	9	8
OTU_5125	0	0	0	0	0	8	10	8	2	0	12	6	7	1	0
OTU_5258	0	0	11	0	1	7	5	0	2	0	7	9	4	6	2
OTU_5342	0	8	6	0	0	1	1	3	25	10	0	0	0	0	0
OTU_5389	0	0	0	0	0	0	2	1	0	0	10	16	11	13	1
OTU_5395	0	4	0	10	0	0	0	0	1	5	9	3	6	15	1
OTU_5610	0	0	0	0	0	0	0	0	0	0	3	27	5	9	10
OTU_5616	0	0	0	0	0	0	0	0	0	0	14	2	16	9	13
OTU_5626	0	0	0	0	0	39	10	3	2	0	0	0	0	0	0
OTU_5805	0	1	2	0	14	13	13	11	0	0	0	0	0	0	0
OTU_5855	0	0	1	39	0	0	14	0	0	0	0	0	0	0	0
OTU_5919	0	0	0	0	0	0	0	2	0	0	8	5	12	15	12
OTU_5942	0	0	0	0	0	0	8	0	39	0	0	6	0	0	1
OTU_5974	0	0	28	0	0	26	0	0	0	0	0	0	0	0	0
OTU_6099	0	32	2	17	0	0	0	0	1	0	2	0	0	0	0
OTU_6121	0	0	0	0	1	4	2	3	4	21	4	3	1	8	3
OTU_6139	0	0	0	0	0	0	1	0	2	0	24	4	1	19	3
OTU_6195	0	0	0	0	0	0	1	0	0	0	7	14	12	19	1
OTU_6334	0	0	0	0	0	1	0	0	2	0	15	4	9	6	17
OTU_6481	0	39	0	14	0	0	0	0	0	1	0	0	0	0	0
OTU_6745	0	0	5	0	0	6	15	21	6	1	0	0	0	0	0
OTU_6853	0	0	0	0	0	0	0	0	0	0	24	5	8	8	9
OTU_7159	0	0	0	0	0	0	0	0	0	0	0	25	20	9	0
OTU_7253	0	0	0	31	0	2	0	0	11	0	2	3	3	0	2
OTU_7281	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7326	0	0	0	0	0	13	18	8	15	0	0	0	0	0	0
OTU_744	0	25	0	0	29	0	0	0	0	0	0	0	0	0	0
OTU_7550	0	0	0	0	0	1	0	2	5	3	2	2	11	2	26
OTU_7603	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7967	0	4	3	0	0	0	0	0	0	1	12	1	20	0	13
OTU_7985	0	0	0	0	0	0	0	0	0	0	19	3	5	4	23
OTU_8354	0	0	0	0	0	31	7	14	0	0	0	2	0	0	0
OTU_842	0	0	0	0	43	0	2	2	0	0	1	1	0	4	1
OTU_9189	0	0	2	0	0	46	2	4	0	0	0	0	0	0	0
OTU_9351	0	0	51	0	0	0	0	1	1	0	1	0	0	0	0
OTU_9729	0	52	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_9834	0	0	0	0	2	0	2	2	3	18	8	0	15	2	2
OTU_9835	0	0	2	0	0	0	0	2	4	41	0	0	1	2	2
OTU_9840	0	0	1	0	0	0	2	0	2	0	14	2	9	11	13
OTU_10251	0	0	0	0	0	4	1	26	0	21	0	0	0	1	0
OTU_10500	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0
OTU_10519	0	0	2	0	0	10	6	14	4	4	0	3	7	3	0
OTU_10573	0	0	0	0	0	0	0	0	0	0	7	2	5	0	39
OTU_10798	0	1	52	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10981	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0
OTU_11463	0	0	9	3	0	7	1	0	0	0	15	2	2	6	8
OTU_11777	0	1	0	3	0	15	0	1	10	0	1	9	12	1	0
OTU_11783	0	0	0	0	1	46	4	2	0	0	0	0	0	0	0
OTU_12572	0	8	3	5	0	0	5	1	3	0	9	3	4	5	7
OTU_12709	0	0	0	0	0	0	17	11	23	2	0	0	0	0	0
OTU_12851	0	0	2	0	0	1	1	0	0	0	2	15	18	10	4
OTU_14332	0	0	0	0	0	41	6	5	0	0	0	1	0	0	0
OTU_14565	0	0	0	0	0	20	1	5	0	0	2	14	10	1	0
OTU_14659	0	0	0	0	0	34	10	4	0	0	1	3	0	1	0
OTU_15175	0	0	0	0	0	16	0	1	0	0	6	4	7	8	11
OTU_1549	0	0	6	4	13	5	2	10	6	3	1	2	0	1	0
OTU_1815	0	0	0	0	0	0	1	1	0	0	0	15	8	18	10
OTU_186	14	24	0	10	2	1	0	0	0	0	0	0	0	0	2
OTU_2072	0	0	0	0	0	0	1	0	34	0	3	6	5	3	1
OTU_2107	1	23	0	17	3	0	0	0	0	9	0	0	0	0	0
OTU_2258	0	0	5	4	0	3	7	6	10	2	0	4	3	8	1
OTU_2259	0	0	0	0	0	3	3	20	2	25	0	0	0	0	0
OTU_2323	0	0	0	0	0	0	0	0	0	0	11	3	9	5	25
OTU_2469	0	5	0	0	42	0	0	0	0	2	4	0	0	0	0
OTU_2640	0	0	0	0	0	0	0	0	1	0	5	3	14	30	0
OTU_2761	0	22	31	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2777	0	0	1	0	0	0	3	1	3	0	3	13	13	13	3
OTU_2816	0	0	0	0	0	0	0	0	0	0	9	3	12	17	12
OTU_2869	0	0	0	0	0	0	1	1	1	0	9	4	8	8	21
OTU_3095	0	0	0	0	0	0	0	0	0	0	21	3	12	16	1
OTU_3221	0	0	0	0	5	6	1	4	0	0	0	8	17	12	0
OTU_3295	0	0	3	2	1	2	0	0	0	1	10	4	6	12	12
OTU_3435	0	0	3	0	5	25	2	0	9	0	5	2	0	1	1
OTU_3461	0	0	0	0	0	0	0	0	0	0	11	0	3	1	38
OTU_3803	45	6	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_3907	0	0	0	0	0	4	11	13	11	2	2	0	1	7	2
OTU_4107	0	0	1	0	0	7	4	3	0	2	6	7	8	11	4
OTU_4160	0	0	0	0	0	2	1	0	0	0	2	7	27	12	2
