OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_655	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea_massiliensis	4	5	7	10	9	16	1	8	3	4	7	4	4	12	10	7	15	3
ASV_691	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	23	11	6	0	0	0	12	10	4	16	3	2	0	6	13	16	0	7
ASV_548	Bacteria	Chloroflexi	Chloroflexia	Unassigned	Unassigned	Unassigned	Unassigned	0	2	2	0	0	7	10	18	5	1	4	9	5	2	43	16	2	2
ASV_610	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	0	7	0	0	0	0	0	0	1	5	0	2	0	0	4	0	0	108
ASV_676	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	9	4	3	14	7	9	2	4	5	9	12	7	6	9	10	8	7	2
ASV_690	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	6	5	2	2	4	7	11	7	8	7	8	18	12	8	7	2	6	7
ASV_767	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Unassigned	Unassigned	4	7	46	5	6	1	9	5	3	2	5	9	4	2	4	5	5	5
ASV_1269	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	3	6	9	8	2	7	15	8	6	7	6	13	6	3	5	4	10	8
ASV_2899	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	8	11	1	1	1	8	21	17	8	7	5	5	7	2	4	3	15	2
ASV_584	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	12	5	4	3	5	7	5	7	7	4	9	8	8	8	10	6	8	10
ASV_608	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	6	9	4	11	6	4	9	16	7	11	4	6	8	2	7	3	8	5
ASV_668	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Promicromonospora	Unassigned	6	29	0	7	8	6	13	17	11	7	0	9	3	0	2	2	4	2
ASV_693	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_rosettiformans	15	2	2	1	8	12	19	9	7	8	11	3	0	0	6	5	8	10
ASV_700	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	6	6	7	8	5	5	3	5	14	10	4	10	9	5	8	9	7	5
ASV_595	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	8	9	5	7	5	10	6	2	6	5	9	6	8	7	6	14	2	10
ASV_638	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	3	2	1	3	5	2	7	3	23	10	8	6	5	16	10	5	5	11
ASV_643	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	3	0	15	7	10	1	6	4	6	9	10	7	4	7	9	7	13	7
ASV_724	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	10	10	7	2	5	7	9	9	3	6	7	7	4	2	11	4	5	17
ASV_637	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	6	7	9	8	7	10	4	6	5	4	4	9	9	8	12	5	6	5
ASV_653	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	5	7	5	8	2	6	5	6	10	4	8	6	7	8	7	10	11	9
ASV_665	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	9	11	9	11	12	9	11	1	3	3	5	10	2	6	6	5	4	7
ASV_666	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	8	4	2	0	0	0	7	6	13	10	6	9	7	9	10	22	4	7
ASV_675	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Intrasporangium	Unassigned	5	17	18	4	4	6	3	6	8	4	2	3	8	8	8	10	1	9
ASV_913	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_xinjiangensis	9	5	68	7	1	0	3	2	2	0	3	6	3	2	8	2	0	3
ASV_2270	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Unassigned	Unassigned	5	8	7	6	6	7	12	10	5	6	10	5	7	2	12	4	4	7
ASV_636	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Unassigned	6	5	6	11	10	10	12	9	5	5	6	6	3	3	6	2	8	10
ASV_689	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Unassigned	10	7	7	2	4	7	6	7	4	8	6	4	5	6	4	14	13	9
ASV_697	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Unassigned	9	5	7	1	1	7	15	8	3	10	6	21	4	5	8	6	1	6
ASV_709	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	2	3	1	1	0	3	5	1	13	26	13	1	5	14	22	10	0	3
ASV_728	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia_mobilis	4	5	9	3	3	6	9	5	8	3	3	4	5	2	5	33	5	11
ASV_731	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	13	7	5	9	2	29	7	6	3	2	1	9	0	2	14	7	6	1
ASV_598	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned	4	4	4	13	10	2	11	11	9	4	4	11	7	7	4	4	3	10
ASV_635	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	6	6	1	7	5	2	12	4	13	13	2	9	11	4	13	7	1	6
ASV_589	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Unassigned	Unassigned	5	4	3	6	16	7	4	3	5	9	6	4	8	9	10	6	8	8
ASV_623	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Unassigned	Unassigned	9	7	5	7	1	6	16	14	6	3	3	11	14	1	7	1	5	5
ASV_632	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Unassigned	4	2	4	6	0	1	13	11	8	8	15	11	4	8	10	4	5	7
ASV_633	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_kribbensis	7	51	25	2	0	0	0	2	6	7	2	1	0	1	0	10	0	7
ASV_649	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Unassigned	0	0	119	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_674	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	8	8	2	10	1	1	11	9	10	10	6	15	6	2	5	1	11	5
ASV_715	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	10	8	4	9	8	14	6	4	8	7	7	6	4	5	6	4	5	6
ASV_781	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas_hominis	5	2	3	0	3	0	2	7	8	8	5	16	53	1	3	0	4	1
ASV_909	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	4	18	9	10	6	8	6	6	7	3	6	2	1	5	10	7	4	9
ASV_968	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	3	2	0	1	3	1	0	5	2	85	0	6	2	0	7	1	0	3
ASV_1055	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	6	5	0	8	3	3	15	7	6	9	4	8	10	8	5	3	13	7
ASV_631	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	8	9	9	4	7	10	3	8	7	6	3	4	9	7	6	8	4	8
ASV_673	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	6	9	7	7	5	3	7	6	8	9	11	5	4	8	9	1	6	9
ASV_692	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	Blastococcus_saxobsidens	5	9	5	4	1	3	5	13	9	6	3	26	6	3	8	8	4	1
ASV_705	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	2	1	94	0	0	0	4	2	3	3	1	3	0	0	0	2	0	4
ASV_743	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	1	6	4	8	4	9	3	13	7	8	6	12	7	6	8	10	4	3
ASV_988	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans	5	5	2	8	3	9	5	4	8	6	8	6	17	4	10	8	4	7
ASV_671	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0	1	0	2	0	0	93	6	1	0	2	1	9	0	1	0	0	2
ASV_682	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Unassigned	9	12	16	5	12	11	0	8	2	4	2	4	11	3	4	4	4	7
ASV_711	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	Peredibacter_starrii	0	1	3	0	29	2	1	13	7	6	8	3	18	15	5	2	0	5
ASV_768	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharothrix	Unassigned	14	3	25	0	1	2	0	41	3	2	0	6	0	1	15	3	0	2
ASV_603	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Unassigned	Unassigned	9	11	4	3	4	11	7	7	7	3	4	8	6	10	8	5	9	1
ASV_938	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans	4	6	6	5	5	7	12	9	5	2	4	13	8	5	8	10	3	5
ASV_2061	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	Ilumatobacter_nonamiense	5	8	6	4	7	5	14	4	8	6	7	13	5	3	4	3	6	8
ASV_629	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	3	7	6	6	3	6	4	6	10	8	4	6	8	10	9	8	5	7
ASV_662	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0	1	0	51	0	56	1	0	2	0	0	3	2	0	0	0	0	0
ASV_677	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	10	2	2	2	4	3	5	2	13	12	11	8	11	6	6	7	6	6
ASV_685	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Unassigned	Unassigned	Unassigned	3	5	3	4	9	7	7	2	4	8	10	10	5	12	13	2	11	1
ASV_695	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	Peredibacter_starrii	3	3	13	7	14	5	4	5	6	7	5	2	8	8	9	2	11	4
ASV_1912	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	17	12	2	3	0	5	11	4	10	5	7	6	1	1	6	7	2	16
ASV_733	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	5	6	3	3	2	5	12	4	11	4	16	4	3	4	5	7	9	12
ASV_756	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Lentzea	Lentzea_jiangxiensis	15	9	4	1	0	22	0	1	17	1	8	6	2	16	3	0	0	10
ASV_1293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	10	7	6	4	2	23	13	3	6	4	5	7	3	2	5	3	5	6
ASV_2106	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Unassigned	5	7	2	3	0	4	11	5	6	6	6	16	8	7	10	4	2	12
ASV_641	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium_defluvii	5	6	4	4	1	1	2	23	8	13	13	3	2	1	16	4	2	6
ASV_680	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	11	7	4	2	1	2	10	6	6	6	7	9	8	4	6	12	3	10
ASV_776	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_2	Planifilum	Unassigned	6	7	2	12	0	1	4	17	19	2	3	11	4	2	4	7	6	7
ASV_1102	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	14	4	0	5	3	9	13	5	3	4	6	9	3	5	5	16	1	8
ASV_706	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	26	5	5	0	0	0	14	5	14	3	4	8	5	2	1	7	10	4
ASV_710	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	2	2	0	3	6	2	4	0	5	1	6	1	0	33	1	2	42	3
ASV_919	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	6	7	3	2	0	2	9	6	6	11	2	3	6	13	4	8	9	16
ASV_683	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	11	3	5	17	5	5	0	1	19	6	0	1	5	7	5	3	18	1
ASV_686	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Unassigned	Unassigned	5	4	3	6	11	4	10	5	5	10	6	4	8	12	4	10	2	3
ASV_744	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0	2	0	77	1	0	4	11	1	11	2	1	0	0	0	0	2	0
ASV_2327	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	3	1	1	2	0	0	7	6	10	12	2	2	9	11	13	9	15	8
ASV_659	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassigned	Unassigned	6	3	2	0	9	2	4	4	3	3	8	5	3	14	9	18	11	7
ASV_664	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Terribacillus	Terribacillus_goriensis	5	1	0	0	2	3	45	4	18	7	5	7	1	0	1	2	0	10
ASV_687	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Arenimonas_daejeonensis	4	3	17	4	18	3	8	4	2	9	13	4	2	2	1	6	3	8
ASV_801	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Spartobacteria_genera_incertae_sedis	Unassigned	1	5	2	0	1	0	23	5	10	3	3	22	6	10	9	6	1	4
ASV_1339	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	6	3	5	5	2	4	1	6	9	9	11	6	6	7	4	7	4	15
ASV_2225	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	5	3	15	9	9	3	8	7	3	5	2	5	5	2	10	4	7	8
ASV_2480	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	5	4	1	2	4	8	8	6	9	3	12	15	7	3	2	8	8	5
ASV_713	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	8	8	25	2	0	4	9	3	3	7	4	8	5	1	4	7	4	8
ASV_720	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium_zavarzinii	7	8	15	3	8	12	5	8	1	6	5	5	2	5	2	6	8	4
ASV_735	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	6	3	2	4	4	8	6	3	3	11	8	12	7	7	10	3	3	10
ASV_774	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	5	7	4	7	4	6	5	7	3	5	6	7	5	3	12	8	6	10
ASV_778	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	6	11	4	5	4	8	9	6	7	6	5	5	5	3	7	5	4	10
ASV_861	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter_troitsensis	0	4	9	12	22	4	2	7	0	0	6	4	2	2	8	3	11	14
ASV_679	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	4	6	3	5	3	4	7	13	8	6	6	12	8	1	8	7	3	5
ASV_694	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	9	6	5	6	2	9	6	10	5	6	8	6	4	4	4	5	7	7
ASV_701	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	7	6	10	1	5	10	5	5	5	5	4	11	7	5	7	4	5	7
ASV_734	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	4	10	5	4	8	10	5	7	5	5	7	0	7	4	11	5	7	5
ASV_758	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter_terrae	5	12	10	7	13	9	1	5	10	3	4	3	8	4	5	2	2	6
ASV_759	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Unassigned	Unassigned	6	1	10	4	11	5	10	3	9	0	13	11	2	3	3	6	5	7
ASV_760	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Unassigned	5	6	2	6	4	7	8	10	7	10	7	11	3	1	4	5	8	5
ASV_646	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Unassigned	Unassigned	4	6	1	5	2	2	11	7	4	6	2	12	6	4	6	5	17	8
ASV_699	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	4	13	7	7	7	4	3	5	5	2	6	10	5	5	11	2	4	8
ASV_798	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_infantis	5	8	2	3	2	6	13	7	7	12	7	15	5	2	4	5	3	2
ASV_1120	Bacteria	Verrucomicrobia	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	3	2	3	1	3	4	11	6	10	4	8	17	6	3	8	9	4	5
ASV_1907	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	7	2	0	0	0	0	12	7	7	3	10	4	16	5	18	4	5	7
ASV_2863	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	3	1	0	3	0	2	6	9	4	15	5	6	3	9	9	6	11	15
ASV_747	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	5	5	3	7	5	11	7	4	6	6	10	8	5	6	6	4	6	3
ASV_667	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Unassigned	Unassigned	7	6	0	2	0	6	5	19	3	7	6	7	7	1	9	7	7	7
ASV_712	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned	7	4	8	19	1	9	4	5	3	2	9	7	3	1	0	3	2	19
ASV_726	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_silamurunense	5	3	4	5	2	7	10	4	6	5	4	6	5	9	8	7	10	6
ASV_792	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Unassigned	Unassigned	Unassigned	3	2	3	10	1	2	9	8	4	7	10	9	5	3	9	9	3	9
ASV_2907	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea	0	0	1	1	2	2	10	10	13	7	10	19	8	5	4	3	5	5
ASV_719	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Unassigned	Unassigned	9	9	2	5	4	4	13	5	4	2	8	3	7	2	7	7	2	12
ASV_752	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Unassigned	6	9	6	3	6	6	3	11	4	4	1	7	1	5	20	2	5	6
ASV_1081	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	5	6	4	14	7	6	11	4	2	4	5	6	3	6	10	5	2	4
ASV_725	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella	Turneriella_parva	2	4	2	4	8	6	2	3	8	14	8	6	8	4	3	9	7	6
ASV_770	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	13	8	8	0	0	24	11	2	3	7	5	3	1	0	4	9	0	6
ASV_791	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	5	8	6	3	3	6	12	6	7	4	4	7	4	3	4	5	3	14
ASV_795	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	5	1	1	3	7	13	7	8	3	12	6	11	7	10	4	0	5
ASV_833	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	5	14	4	8	6	5	6	6	1	4	5	6	9	2	7	4	6	6
ASV_871	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix_luteola	2	20	7	7	1	6	8	1	5	5	7	5	3	7	9	4	1	6
ASV_1578	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	7	7	7	3	3	7	5	11	10	0	5	5	1	6	9	6	6	5
ASV_2745	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Unassigned	10	10	1	1	4	6	9	3	12	3	4	14	3	6	8	3	4	2
ASV_688	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Nonomuraea	Nonomuraea_muscovyensis	0	6	0	5	2	5	2	4	5	3	9	5	1	4	11	5	29	7
ASV_740	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_terrae	8	0	0	0	0	0	65	0	2	18	0	8	0	0	1	0	0	1
ASV_783	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Unassigned	5	12	5	10	9	4	1	3	9	4	2	7	12	6	4	4	3	3
ASV_788	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	2	8	2	6	13	11	3	2	5	6	6	3	7	10	4	3	7	5
ASV_802	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Unassigned	0	0	0	0	0	0	6	0	2	7	2	0	0	0	0	79	3	4
ASV_1002	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_2	Unassigned	Unassigned	4	9	12	5	2	14	6	21	2	3	3	5	2	0	4	3	2	5
ASV_2295	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_urinalis	3	3	1	0	1	1	7	9	4	26	2	22	15	0	1	6	0	1
ASV_754	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned	7	7	5	8	4	1	8	3	7	13	5	9	3	6	9	2	0	5
ASV_789	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium_manganicum	6	5	1	5	1	4	15	3	8	15	2	5	4	2	8	5	5	8
ASV_856	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned	17	7	18	0	3	2	7	6	1	2	7	2	3	3	8	7	1	8
ASV_865	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	9	5	2	5	1	11	12	7	3	3	7	5	2	3	4	2	9	12
ASV_1935	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	5	3	4	2	7	16	6	4	1	3	15	2	5	6	11	3	3	5
ASV_2045	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	5	6	6	2	2	1	18	5	8	6	4	5	10	3	7	6	3	4
ASV_806	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	Unassigned	5	8	8	8	5	5	6	10	3	3	2	1	5	2	5	13	6	6
ASV_807	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	4	2	0	3	2	3	4	0	5	8	23	6	4	2	7	9	14	5
ASV_916	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0	4	2	3	1	1	55	2	3	2	7	15	1	1	2	0	2	0
ASV_1057	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	6	4	4	8	4	4	2	8	4	3	9	6	11	4	4	4	9	6
ASV_1830	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Unassigned	Unassigned	4	5	9	0	1	2	9	13	16	2	6	4	6	3	3	10	1	6
ASV_1862	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	7	8	8	6	9	9	4	3	3	1	6	3	8	4	5	7	5	4
ASV_702	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_agariperforans	4	6	1	7	1	9	6	9	8	9	6	9	3	5	7	3	2	5
ASV_714	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	5	10	2	1	1	0	5	12	9	5	5	5	10	2	6	7	7	8
ASV_723	Bacteria	Chloroflexi	Chloroflexia	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	1	5	1	1	0	2	4	1	0	81	2	2
ASV_732	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	7	4	5	5	5	2	6	3	3	6	8	4	10	2	15	1	9	5
