"","from","to","r","FDR","linecolor","linesize"
"19709","K00032","K00004",0.475687360620371,0.417105692078432,"positive",0.475687360620371
"19710","K00033","K00004",-0.563322074776873,0.21443347162884,"negative",0.563322074776873
"19711","K00034","K00004",0,1,"negative",0
"19712","K00035","K00004",0.523723395952922,0.296280889045383,"positive",0.523723395952922
"19713","K00036","K00004",0,1,"negative",0
"19714","K00037","K00004",0,0.6254251832478,"negative",0
"19715","K00038","K00004",0,1,"negative",0
"19716","K00039","K00004",0,1,"negative",0
"19717","Species01","K00005",0,1,"negative",0
"19718","Species02","K00005",0,1,"negative",0
"19719","Species03","K00005",0,1,"negative",0
"19720","Species04","K00005",0,1,"negative",0
"19721","Species05","K00005",0,0.984817140679965,"negative",0
"19722","Species06","K00005",0,0.973834379722768,"negative",0
"19723","Species07","K00005",0,1,"negative",0
"19724","Species08","K00005",0,1,"negative",0
"19725","Species09","K00005",0,1,"negative",0
"19726","Species10","K00005",0,1,"negative",0
"19727","Species11","K00005",0,1,"negative",0
"19728","Species12","K00005",0,1,"negative",0
"19729","Species13","K00005",0.755371900826446,0.212066521324026,"positive",0.755371900826446
"19730","Species14","K00005",0,1,"negative",0
"19731","Species15","K00005",0,1,"negative",0
"19732","Species16","K00005",0,1,"negative",0
"19733","Species17","K00005",0,1,"negative",0
"19734","Species18","K00005",0,1,"negative",0
"19735","Species19","K00005",0,1,"negative",0
"19736","Species20","K00005",0,1,"negative",0
"19737","Species21","K00005",0,1,"negative",0
"19738","Species22","K00005",0,1,"negative",0
"19739","Species23","K00005",0,1,"negative",0
"19740","Species24","K00005",0,1,"negative",0
"19741","Species25","K00005",0,1,"negative",0
"19742","Species26","K00005",0,1,"negative",0
"19743","Species27","K00005",0,1,"negative",0
"19744","Species28","K00005",0,1,"negative",0
"19745","Species29","K00005",0,1,"negative",0
"19746","Species30","K00005",0,1,"negative",0
"19747","Species31","K00005",NA,NA,NA,NA
"19748","Species32","K00005",0,1,"negative",0
"19749","Species33","K00005",0,1,"negative",0
"19750","Species34","K00005",0,1,"negative",0
"19751","Species35","K00005",0,1,"negative",0
"19752","Species36","K00005",0,0.950832446994828,"negative",0
"19753","Species37","K00005",0,1,"negative",0
"19754","Species38","K00005",0,1,"negative",0
"19755","Species39","K00005",NA,NA,NA,NA
"19756","Species40","K00005",0,1,"negative",0
"19757","Species41","K00005",0,1,"negative",0
"19758","Species42","K00005",0,0.935053532438304,"negative",0
"19759","Species43","K00005",0,1,"negative",0
"19760","Species44","K00005",0,1,"negative",0
"19761","Species45","K00005",0,1,"negative",0
"19762","Species46","K00005",NA,NA,NA,NA
"19763","Species47","K00005",0,0.966892327442198,"negative",0
"19764","Species48","K00005",0,0.879438360363799,"negative",0
"19765","Species49","K00005",0,1,"negative",0
"19766","Species50","K00005",0,1,"negative",0
"19767","Species51","K00005",0,0.85425241309306,"negative",0
"19768","Species52","K00005",0,1,"negative",0
"19769","Species53","K00005",0,0.930391795007348,"negative",0
"19770","Species54","K00005",0,1,"negative",0
"19771","Species55","K00005",0,1,"negative",0
"19772","Species56","K00005",0,1,"negative",0
"19773","Species57","K00005",0,1,"negative",0
"19774","Species58","K00005",0,1,"negative",0
"19775","Species59","K00005",0,1,"negative",0
"19776","Species60","K00005",0,1,"negative",0
"19777","Species61","K00005",0,1,"negative",0
"19778","Species62","K00005",NA,NA,NA,NA
"19779","Species63","K00005",0,1,"negative",0
"19780","Species64","K00005",0.663043353946984,0.510177954570654,"positive",0.663043353946984
"19781","Species65","K00005",0,1,"negative",0
"19782","Species66","K00005",0,0.805071982816158,"negative",0
"19783","Species67","K00005",0,1,"negative",0
"19784","Species68","K00005",0,1,"negative",0
"19785","Species69","K00005",0,1,"negative",0
"19786","Species70","K00005",0,1,"negative",0
"19787","Species71","K00005",NA,NA,NA,NA
"19788","Species72","K00005",0,1,"negative",0
"19789","Species73","K00005",0,1,"negative",0
"19790","Species74","K00005",0,0.772325470540716,"negative",0
"19791","Species75","K00005",0,1,"negative",0
"19792","Species76","K00005",0,1,"negative",0
"19793","Species77","K00005",0,1,"negative",0
"19794","Species78","K00005",0,1,"negative",0
"19795","Species79","K00005",0,1,"negative",0
"19796","Species80","K00005",0,1,"negative",0
"19797","Species81","K00005",0,0.869132532500956,"negative",0
"19798","Species82","K00005",0,1,"negative",0
"19799","Species83","K00005",0,1,"negative",0
"19800","Species84","K00005",0,1,"negative",0
"19801","Species85","K00005",NA,NA,NA,NA
"19802","Species86","K00005",0,1,"negative",0
"19803","Species87","K00005",0,0.891492150751592,"negative",0
"19804","Species88","K00005",0,0.545233245477565,"negative",0
"19805","Species89","K00005",0,1,"negative",0
"19806","Species90","K00005",0,1,"negative",0
"19807","Species91","K00005",0,1,"negative",0
"19808","Species92","K00005",0,1,"negative",0
"19809","Species93","K00005",0,1,"negative",0
"19810","Species94","K00005",0,1,"negative",0
"19811","Species95","K00005",0,1,"negative",0
"19812","Species96","K00005",0,0.933687539711555,"negative",0
"19813","Species97","K00005",0,1,"negative",0
"19814","Species98","K00005",0,1,"negative",0
"19815","Species99","K00005",0,0.927158426695256,"negative",0
"19816","Species100","K00005",0,1,"negative",0
"19817","Species101","K00005",0,1,"negative",0
"19818","Species102","K00005",0,1,"negative",0
"19819","Species103","K00005",0,1,"negative",0
"19820","Species104","K00005",0,0.922427321525176,"negative",0
"19821","Species105","K00005",0,1,"negative",0
"19822","Species106","K00005",0,1,"negative",0
"19823","Species107","K00005",0,1,"negative",0
"19824","Species108","K00005",0,1,"negative",0
"19825","Species109","K00005",0,1,"negative",0
"19826","Species110","K00005",NA,NA,NA,NA
"19827","Species111","K00005",0,1,"negative",0
"19828","Species112","K00005",0,1,"negative",0
"19829","Species113","K00005",0,1,"negative",0
"19830","Species114","K00005",0,0.794770275898346,"negative",0
"19831","Species115","K00005",0,0.674827092443613,"negative",0
"19832","Species116","K00005",0,1,"negative",0
"19833","Species117","K00005",0.691492556066395,0.394302716320077,"positive",0.691492556066395
"19834","Species118","K00005",0,0.869132532500956,"negative",0
"19835","Species119","K00005",0,0.936378677720945,"negative",0
"19836","Species120","K00005",0,1,"negative",0
"19837","K00001","K00005",0,1,"negative",0
"19838","K00002","K00005",0,1,"negative",0
"19839","K00003","K00005",0,0.680233312860841,"negative",0
"19840","K00004","K00005",0,0.722604862083935,"negative",0
"19841","K00005","K00005",1,0,"positive",1
"19842","K00006","K00005",0,1,"negative",0
"19843","K00007","K00005",0,1,"negative",0
"19844","K00008","K00005",0,1,"negative",0
"19845","K00009","K00005",0,0.809556378897192,"negative",0
"19846","K00010","K00005",0,1,"negative",0
"19847","K00011","K00005",-0.474724139147502,0.420409302554422,"negative",0.474724139147502
"19848","K00012","K00005",0,1,"negative",0
"19849","K00013","K00005",0,0.575406720796775,"negative",0
"19850","K00014","K00005",0,1,"negative",0
"19851","K00015","K00005",0,1,"negative",0
"19852","K00016","K00005",0,0.818157337775264,"negative",0
"19853","K00017","K00005",0,1,"negative",0
"19854","K00018","K00005",0,0.988004436941197,"negative",0
"19855","K00019","K00005",0,1,"negative",0
"19856","K00020","K00005",0,0.606294143297133,"negative",0
"19857","K00021","K00005",0,1,"negative",0
"19858","K00022","K00005",0,0.938307708507226,"negative",0
"19859","K00023","K00005",0,0.834938105863077,"negative",0
"19860","K00024","K00005",0,0.854988043726493,"negative",0
"19861","K00025","K00005",0,1,"negative",0
"19862","K00026","K00005",-0.456883354960987,0.478111393686012,"negative",0.456883354960987
"19863","K00027","K00005",0,1,"negative",0
"19864","K00028","K00005",0,0.62959408506869,"negative",0
"19865","K00029","K00005",0.571892138330185,0.196987258994059,"positive",0.571892138330185
"19866","K00030","K00005",0.49894494971871,0.356610107780858,"positive",0.49894494971871
"19867","K00031","K00005",0,0.55776156488662,"negative",0
"19868","K00032","K00005",0,1,"negative",0
"19869","K00033","K00005",-0.693948907723923,0.0335073014495571,"negative",0.693948907723923
"19870","K00034","K00005",0,1,"negative",0
"19871","K00035","K00005",0,1,"negative",0
"19872","K00036","K00005",0,1,"negative",0
"19873","K00037","K00005",0.726537302203277,0.0168428861553748,"positive",0.726537302203277
"19874","K00038","K00005",0,0.962833343197868,"negative",0
"19875","K00039","K00005",0,0.924403896435659,"negative",0
"19876","Species01","K00006",0,1,"negative",0
"19877","Species02","K00006",0,1,"negative",0
"19878","Species03","K00006",0,1,"negative",0
"19879","Species04","K00006",0,1,"negative",0
"19880","Species05","K00006",0,1,"negative",0
"19881","Species06","K00006",0,1,"negative",0
"19882","Species07","K00006",0,1,"negative",0
"19883","Species08","K00006",0,1,"negative",0
"19884","Species09","K00006",0,1,"negative",0
"19885","Species10","K00006",0,1,"negative",0
"19886","Species11","K00006",0,1,"negative",0
"19887","Species12","K00006",0,1,"negative",0
"19888","Species13","K00006",0,1,"negative",0
"19889","Species14","K00006",0,1,"negative",0
"19890","Species15","K00006",0,1,"negative",0
"19891","Species16","K00006",0,1,"negative",0
"19892","Species17","K00006",0,1,"negative",0
"19893","Species18","K00006",0,1,"negative",0
"19894","Species19","K00006",0,1,"negative",0
"19895","Species20","K00006",0,1,"negative",0
"19896","Species21","K00006",0,1,"negative",0
"19897","Species22","K00006",0,1,"negative",0
"19898","Species23","K00006",0,1,"negative",0
"19899","Species24","K00006",0,1,"negative",0
"19900","Species25","K00006",0,1,"negative",0
"19901","Species26","K00006",0,1,"negative",0
"19902","Species27","K00006",0,1,"negative",0
"19903","Species28","K00006",0,1,"negative",0
"19904","Species29","K00006",0,1,"negative",0
"19905","Species30","K00006",0,1,"negative",0
"19906","Species31","K00006",NA,NA,NA,NA
"19907","Species32","K00006",0,1,"negative",0
"19908","Species33","K00006",0,1,"negative",0
"19909","Species34","K00006",0,1,"negative",0
"19910","Species35","K00006",0,1,"negative",0
"19911","Species36","K00006",0,1,"negative",0
"19912","Species37","K00006",0,1,"negative",0
"19913","Species38","K00006",0,1,"negative",0
"19914","Species39","K00006",NA,NA,NA,NA
"19915","Species40","K00006",0,1,"negative",0
"19916","Species41","K00006",0,1,"negative",0
"19917","Species42","K00006",0,1,"negative",0
"19918","Species43","K00006",0,1,"negative",0
"19919","Species44","K00006",0,1,"negative",0
"19920","Species45","K00006",0,1,"negative",0
"19921","Species46","K00006",NA,NA,NA,NA
"19922","Species47","K00006",0,1,"negative",0
"19923","Species48","K00006",0,1,"negative",0
"19924","Species49","K00006",0,1,"negative",0
"19925","Species50","K00006",0,1,"negative",0
"19926","Species51","K00006",0,1,"negative",0
"19927","Species52","K00006",0,1,"negative",0
"19928","Species53","K00006",0,1,"negative",0
"19929","Species54","K00006",0,1,"negative",0
"19930","Species55","K00006",0,1,"negative",0
"19931","Species56","K00006",0,1,"negative",0
"19932","Species57","K00006",0,1,"negative",0
"19933","Species58","K00006",0,1,"negative",0
"19934","Species59","K00006",0,1,"negative",0
"19935","Species60","K00006",0,1,"negative",0
"19936","Species61","K00006",0,1,"negative",0
"19937","Species62","K00006",NA,NA,NA,NA
"19938","Species63","K00006",0,1,"negative",0
"19939","Species64","K00006",0,0.966880949411868,"negative",0
"19940","Species65","K00006",0,1,"negative",0
"19941","Species66","K00006",0,1,"negative",0
"19942","Species67","K00006",0,1,"negative",0
"19943","Species68","K00006",0,1,"negative",0
"19944","Species69","K00006",0,1,"negative",0
"19945","Species70","K00006",0,1,"negative",0
"19946","Species71","K00006",NA,NA,NA,NA
"19947","Species72","K00006",0,0.867137389164196,"negative",0
"19948","Species73","K00006",0,1,"negative",0
"19949","Species74","K00006",0,1,"negative",0
"19950","Species75","K00006",0,1,"negative",0
"19951","Species76","K00006",0,1,"negative",0
"19952","Species77","K00006",0,1,"negative",0
"19953","Species78","K00006",0,1,"negative",0
"19954","Species79","K00006",0,1,"negative",0
"19955","Species80","K00006",0,1,"negative",0
"19956","Species81","K00006",0,1,"negative",0
"19957","Species82","K00006",0,1,"negative",0
"19958","Species83","K00006",0,0.966880949411868,"negative",0
"19959","Species84","K00006",0,1,"negative",0
"19960","Species85","K00006",NA,NA,NA,NA
"19961","Species86","K00006",0,1,"negative",0
"19962","Species87","K00006",0,1,"negative",0
"19963","Species88","K00006",0,1,"negative",0
"19964","Species89","K00006",0,1,"negative",0
"19965","Species90","K00006",0,1,"negative",0
"19966","Species91","K00006",0,1,"negative",0
"19967","Species92","K00006",0,1,"negative",0
"19968","Species93","K00006",0,1,"negative",0
"19969","Species94","K00006",0,1,"negative",0
"19970","Species95","K00006",0,1,"negative",0
"19971","Species96","K00006",0,1,"negative",0
"19972","Species97","K00006",0,1,"negative",0
"19973","Species98","K00006",0,1,"negative",0
"19974","Species99","K00006",0,1,"negative",0
"19975","Species100","K00006",0,1,"negative",0
"19976","Species101","K00006",0,1,"negative",0
"19977","Species102","K00006",0,1,"negative",0
"19978","Species103","K00006",0,1,"negative",0
"19979","Species104","K00006",0,1,"negative",0
"19980","Species105","K00006",0,1,"negative",0
"19981","Species106","K00006",0,1,"negative",0
"19982","Species107","K00006",0,1,"negative",0
"19983","Species108","K00006",0,1,"negative",0
"19984","Species109","K00006",0,1,"negative",0
"19985","Species110","K00006",NA,NA,NA,NA
"19986","Species111","K00006",0,1,"negative",0
"19987","Species112","K00006",0,1,"negative",0
"19988","Species113","K00006",0,1,"negative",0
"19989","Species114","K00006",0,1,"negative",0
"19990","Species115","K00006",0,1,"negative",0
"19991","Species116","K00006",0,1,"negative",0
"19992","Species117","K00006",0,1,"negative",0
"19993","Species118","K00006",0,1,"negative",0
"19994","Species119","K00006",0,1,"negative",0
"19995","Species120","K00006",0,1,"negative",0
"19996","K00001","K00006",0,1,"negative",0
"19997","K00002","K00006",0,1,"negative",0
"19998","K00003","K00006",0,1,"negative",0
"19999","K00004","K00006",0,1,"negative",0
"20000","K00005","K00006",0,1,"negative",0
"20001","K00006","K00006",1,0,"positive",1
"20002","K00007","K00006",0.461890342029925,0.460727706212804,"positive",0.461890342029925
"20003","K00008","K00006",0,0.809556378897192,"negative",0
"20004","K00009","K00006",0.45993975284863,0.467577351684015,"positive",0.45993975284863
"20005","K00010","K00006",0,0.515127866339161,"negative",0
"20006","K00011","K00006",0,0.719989946979527,"negative",0
