"","from","to","r","FDR","linecolor","linesize"
"10526","Species32","Species67",0,1,"negative",0
"10527","Species33","Species67",0,1,"negative",0
"10528","Species34","Species67",0.889727605325308,0.00490843003741231,"positive",0.889727605325308
"10529","Species35","Species67",0,0.600806522090158,"negative",0
"10530","Species36","Species67",0,1,"negative",0
"10531","Species37","Species67",0,0.731427383785599,"negative",0
"10532","Species38","Species67",0,1,"negative",0
"10533","Species39","Species67",NA,NA,NA,NA
"10534","Species40","Species67",0,1,"negative",0
"10535","Species41","Species67",0,0.955027547487251,"negative",0
"10536","Species42","Species67",0,1,"negative",0
"10537","Species43","Species67",0,0.553455859726479,"negative",0
"10538","Species44","Species67",0.862317708674764,0.0159026594576669,"positive",0.862317708674764
"10539","Species45","Species67",0,1,"negative",0
"10540","Species46","Species67",NA,NA,NA,NA
"10541","Species47","Species67",0,1,"negative",0
"10542","Species48","Species67",0,1,"negative",0
"10543","Species49","Species67",0,1,"negative",0
"10544","Species50","Species67",0,0.960024666551002,"negative",0
"10545","Species51","Species67",0,1,"negative",0
"10546","Species52","Species67",0,0.867137389164196,"negative",0
"10547","Species53","Species67",0,1,"negative",0
"10548","Species54","Species67",0,1,"negative",0
"10549","Species55","Species67",0,1,"negative",0
"10550","Species56","Species67",0,1,"negative",0
"10551","Species57","Species67",0,1,"negative",0
"10552","Species58","Species67",-0.713126452369854,0.330127513878786,"negative",0.713126452369854
"10553","Species59","Species67",0,1,"negative",0
"10554","Species60","Species67",0,1,"negative",0
"10555","Species61","Species67",0,1,"negative",0
"10556","Species62","Species67",NA,NA,NA,NA
"10557","Species63","Species67",0,1,"negative",0
"10558","Species64","Species67",0,1,"negative",0
"10559","Species65","Species67",0,1,"negative",0
"10560","Species66","Species67",0,1,"negative",0
"10561","Species67","Species67",1,0,"positive",1
"10562","Species68","Species67",0,0.85425241309306,"negative",0
"10563","Species69","Species67",0.481235901910384,0.400844842628811,"positive",0.481235901910384
"10564","Species70","Species67",0,0.970885005884257,"negative",0
"10565","Species71","Species67",NA,NA,NA,NA
"10566","Species72","Species67",0.634565606130567,0.0902565408500246,"positive",0.634565606130567
"10567","Species73","Species67",0,0.612639554425667,"negative",0
"10568","Species74","Species67",0,1,"negative",0
"10569","Species75","Species67",0,1,"negative",0
"10570","Species76","Species67",0,0.972989051297886,"negative",0
"10571","Species77","Species67",0.521975646852276,0.302308559613945,"positive",0.521975646852276
"10572","Species78","Species67",0,1,"negative",0
"10573","Species79","Species67",0,1,"negative",0
"10574","Species80","Species67",0,0.716613012950261,"negative",0
"10575","Species81","Species67",0,1,"negative",0
"10576","Species82","Species67",0,0.748056045281223,"negative",0
"10577","Species83","Species67",0,0.973834379722768,"negative",0
"10578","Species84","Species67",0,1,"negative",0
"10579","Species85","Species67",NA,NA,NA,NA
"10580","Species86","Species67",0,1,"negative",0
"10581","Species87","Species67",0,0.60510163874133,"negative",0
"10582","Species88","Species67",0,1,"negative",0
"10583","Species89","Species67",0,0.991221407786688,"negative",0
"10584","Species90","Species67",0,0.60510163874133,"negative",0
"10585","Species91","Species67",0,0.542369458084401,"negative",0
"10586","Species92","Species67",0.710148114710999,0.0243602918004915,"positive",0.710148114710999
"10587","Species93","Species67",0,0.74170992032687,"negative",0
"10588","Species94","Species67",0,1,"negative",0
"10589","Species95","Species67",0,1,"negative",0
"10590","Species96","Species67",0,1,"negative",0
"10591","Species97","Species67",0.48693394003164,0.388196093438664,"positive",0.48693394003164
"10592","Species98","Species67",0.604435381593467,0.132175050893424,"positive",0.604435381593467
"10593","Species99","Species67",0,0.923219136929843,"negative",0
"10594","Species100","Species67",0.556755421570131,0.2267147242348,"positive",0.556755421570131
"10595","Species101","Species67",0,0.682757878881249,"negative",0
"10596","Species102","Species67",0,0.543979141988153,"negative",0
"10597","Species103","Species67",0.566588950002043,0.206869811210445,"positive",0.566588950002043
"10598","Species104","Species67",0,0.998783359951369,"negative",0
"10599","Species105","Species67",0,0.8363753728039,"negative",0
"10600","Species106","Species67",0,1,"negative",0
"10601","Species107","Species67",0,0.604413293033693,"negative",0
"10602","Species108","Species67",0.710148114710999,0.0243602918004915,"positive",0.710148114710999
"10603","Species109","Species67",0,0.58112912893938,"negative",0
"10604","Species110","Species67",NA,NA,NA,NA
"10605","Species111","Species67",0,0.587057023069931,"negative",0
"10606","Species112","Species67",0,1,"negative",0
"10607","Species113","Species67",0,1,"negative",0
"10608","Species114","Species67",0,1,"negative",0
"10609","Species115","Species67",0,1,"negative",0
"10610","Species116","Species67",0,1,"negative",0
"10611","Species117","Species67",0,1,"negative",0
"10612","Species118","Species67",0,1,"negative",0
"10613","Species119","Species67",0,0.84515500877423,"negative",0
"10614","Species120","Species67",0,1,"negative",0
"10615","K00001","Species67",0,1,"negative",0
"10616","K00002","Species67",0,1,"negative",0
"10617","K00003","Species67",0,1,"negative",0
"10618","K00004","Species67",0,1,"negative",0
"10619","K00005","Species67",0,1,"negative",0
"10620","K00006","Species67",0,0.949231312161402,"negative",0
"10621","K00007","Species67",0,0.94216845824885,"negative",0
"10622","K00008","Species67",0,1,"negative",0
"10623","K00009","Species67",0,1,"negative",0
"10624","K00010","Species67",0,1,"negative",0
"10625","K00011","Species67",0,1,"negative",0
"10626","K00012","Species67",0,1,"negative",0
"10627","K00013","Species67",0,0.77918563241127,"negative",0
"10628","K00014","Species67",0,1,"negative",0
"10629","K00015","Species67",0,0.697946889222109,"negative",0
"10630","K00016","Species67",0,1,"negative",0
"10631","K00017","Species67",0,1,"negative",0
"10632","K00018","Species67",0,1,"negative",0
"10633","K00019","Species67",0,1,"negative",0
"10634","K00020","Species67",0,1,"negative",0
"10635","K00021","Species67",0,0.925900496626584,"negative",0
"10636","K00022","Species67",0,1,"negative",0
"10637","K00023","Species67",0,1,"negative",0
"10638","K00024","Species67",0,1,"negative",0
"10639","K00025","Species67",0,1,"negative",0
"10640","K00026","Species67",0,1,"negative",0
"10641","K00027","Species67",0,1,"negative",0
"10642","K00028","Species67",0,1,"negative",0
"10643","K00029","Species67",0,1,"negative",0
"10644","K00030","Species67",0,1,"negative",0
"10645","K00031","Species67",0,1,"negative",0
"10646","K00032","Species67",0,1,"negative",0
"10647","K00033","Species67",0,1,"negative",0
"10648","K00034","Species67",0,1,"negative",0
"10649","K00035","Species67",0,1,"negative",0
"10650","K00036","Species67",0,0.959075753356767,"negative",0
"10651","K00037","Species67",0,1,"negative",0
"10652","K00038","Species67",0,0.685826902508568,"negative",0
"10653","K00039","Species67",0,1,"negative",0
"10654","Species01","Species68",0,1,"negative",0
"10655","Species02","Species68",0,1,"negative",0
"10656","Species03","Species68",0,1,"negative",0
"10657","Species04","Species68",0,1,"negative",0
"10658","Species05","Species68",0,1,"negative",0
"10659","Species06","Species68",0,1,"negative",0
"10660","Species07","Species68",0,1,"negative",0
"10661","Species08","Species68",0,1,"negative",0
"10662","Species09","Species68",0,1,"negative",0
"10663","Species10","Species68",-0.701596099064161,0.360864196861052,"negative",0.701596099064161
"10664","Species11","Species68",0,1,"negative",0
"10665","Species12","Species68",0,1,"negative",0
"10666","Species13","Species68",0,1,"negative",0
"10667","Species14","Species68",0,1,"negative",0
"10668","Species15","Species68",0,1,"negative",0
"10669","Species16","Species68",0,1,"negative",0
"10670","Species17","Species68",0,1,"negative",0
"10671","Species18","Species68",0,1,"negative",0
"10672","Species19","Species68",0,1,"negative",0
"10673","Species20","Species68",0,1,"negative",0
"10674","Species21","Species68",0,1,"negative",0
"10675","Species22","Species68",0,1,"negative",0
"10676","Species23","Species68",0,1,"negative",0
"10677","Species24","Species68",0,1,"negative",0
"10678","Species25","Species68",0,1,"negative",0
"10679","Species26","Species68",0,1,"negative",0
"10680","Species27","Species68",0,1,"negative",0
"10681","Species28","Species68",0,1,"negative",0
"10682","Species29","Species68",0,1,"negative",0
"10683","Species30","Species68",0,1,"negative",0
"10684","Species31","Species68",NA,NA,NA,NA
"10685","Species32","Species68",0,1,"negative",0
"10686","Species33","Species68",0,1,"negative",0
"10687","Species34","Species68",0,0.944200138528134,"negative",0
"10688","Species35","Species68",0,1,"negative",0
"10689","Species36","Species68",0,1,"negative",0
"10690","Species37","Species68",0,1,"negative",0
"10691","Species38","Species68",0,1,"negative",0
"10692","Species39","Species68",NA,NA,NA,NA
"10693","Species40","Species68",0,0.957146952715672,"negative",0
"10694","Species41","Species68",0,1,"negative",0
"10695","Species42","Species68",0,0.926717889933446,"negative",0
"10696","Species43","Species68",0,1,"negative",0
"10697","Species44","Species68",0,1,"negative",0
"10698","Species45","Species68",0,1,"negative",0
"10699","Species46","Species68",NA,NA,NA,NA
"10700","Species47","Species68",0,1,"negative",0
"10701","Species48","Species68",0,1,"negative",0
"10702","Species49","Species68",0,1,"negative",0
"10703","Species50","Species68",0,1,"negative",0
"10704","Species51","Species68",0,1,"negative",0
"10705","Species52","Species68",0,1,"negative",0
"10706","Species53","Species68",0,1,"negative",0
"10707","Species54","Species68",0,1,"negative",0
"10708","Species55","Species68",0,0.993868724988914,"negative",0
"10709","Species56","Species68",0,1,"negative",0
"10710","Species57","Species68",0,1,"negative",0
"10711","Species58","Species68",0,0.861361790426727,"negative",0
"10712","Species59","Species68",0,1,"negative",0
"10713","Species60","Species68",0,1,"negative",0
"10714","Species61","Species68",0,1,"negative",0
"10715","Species62","Species68",NA,NA,NA,NA
"10716","Species63","Species68",0,1,"negative",0
"10717","Species64","Species68",0,1,"negative",0
"10718","Species65","Species68",0,1,"negative",0
"10719","Species66","Species68",0,1,"negative",0
"10720","Species67","Species68",0,1,"negative",0
"10721","Species68","Species68",1,0,"positive",1
"10722","Species69","Species68",0,0.870724309444452,"negative",0
"10723","Species70","Species68",0,1,"negative",0
"10724","Species71","Species68",NA,NA,NA,NA
"10725","Species72","Species68",0,1,"negative",0
"10726","Species73","Species68",0,0.95732328767475,"negative",0
"10727","Species74","Species68",0,1,"negative",0
"10728","Species75","Species68",0,1,"negative",0
"10729","Species76","Species68",0,0.870724309444452,"negative",0
"10730","Species77","Species68",0,1,"negative",0
"10731","Species78","Species68",0,1,"negative",0
"10732","Species79","Species68",0,1,"negative",0
"10733","Species80","Species68",0.686700594484379,0.037852323529757,"positive",0.686700594484379
"10734","Species81","Species68",0,0.935606694784709,"negative",0
"10735","Species82","Species68",0,0.933687539711555,"negative",0
"10736","Species83","Species68",0,1,"negative",0
"10737","Species84","Species68",0,1,"negative",0
"10738","Species85","Species68",NA,NA,NA,NA
"10739","Species86","Species68",0,1,"negative",0
"10740","Species87","Species68",0,1,"negative",0
"10741","Species88","Species68",0,0.855519930246984,"negative",0
"10742","Species89","Species68",0,1,"negative",0
"10743","Species90","Species68",0,1,"negative",0
"10744","Species91","Species68",0,0.705128717981496,"negative",0
"10745","Species92","Species68",0,1,"negative",0
"10746","Species93","Species68",0,0.925074242583551,"negative",0
"10747","Species94","Species68",0,1,"negative",0
"10748","Species95","Species68",0.559656565323956,0.22034543204549,"positive",0.559656565323956
"10749","Species96","Species68",0,1,"negative",0
"10750","Species97","Species68",0,0.534408565545514,"negative",0
"10751","Species98","Species68",0,1,"negative",0
"10752","Species99","Species68",0,1,"negative",0
"10753","Species100","Species68",0,1,"negative",0
"10754","Species101","Species68",0,1,"negative",0
"10755","Species102","Species68",0,1,"negative",0
"10756","Species103","Species68",0,1,"negative",0
"10757","Species104","Species68",0,1,"negative",0
"10758","Species105","Species68",0,1,"negative",0
"10759","Species106","Species68",0,0.891492150751592,"negative",0
"10760","Species107","Species68",0,0.906553651078067,"negative",0
"10761","Species108","Species68",0,1,"negative",0
"10762","Species109","Species68",0,1,"negative",0
"10763","Species110","Species68",NA,NA,NA,NA
"10764","Species111","Species68",0,1,"negative",0
"10765","Species112","Species68",0,0.896416745827857,"negative",0
"10766","Species113","Species68",0,0.906553609782179,"negative",0
"10767","Species114","Species68",0,0.589696238173368,"negative",0
"10768","Species115","Species68",0,1,"negative",0
"10769","Species116","Species68",0,1,"negative",0
"10770","Species117","Species68",0,1,"negative",0
"10771","Species118","Species68",0,0.935606694784709,"negative",0
"10772","Species119","Species68",0,1,"negative",0
"10773","Species120","Species68",0,0.854406905559831,"negative",0
"10774","K00001","Species68",0,1,"negative",0
"10775","K00002","Species68",0,1,"negative",0
"10776","K00003","Species68",0.485230571590378,0.392127936467977,"positive",0.485230571590378
"10777","K00004","Species68",0,0.747654609008421,"negative",0
"10778","K00005","Species68",0,0.882245645343054,"negative",0
"10779","K00006","Species68",0,1,"negative",0
"10780","K00007","Species68",0,0.872149947149172,"negative",0
"10781","K00008","Species68",0,0.979352198159719,"negative",0
"10782","K00009","Species68",0,1,"negative",0
"10783","K00010","Species68",0,1,"negative",0
"10784","K00011","Species68",0,0.997778606576868,"negative",0
"10785","K00012","Species68",0,0.993868724988914,"negative",0
"10786","K00013","Species68",0,1,"negative",0
"10787","K00014","Species68",0,0.938297989992083,"negative",0
"10788","K00015","Species68",0,1,"negative",0
"10789","K00016","Species68",0,0.894703119709889,"negative",0
"10790","K00017","Species68",0,1,"negative",0
"10791","K00018","Species68",0,1,"negative",0
"10792","K00019","Species68",0,1,"negative",0
"10793","K00020","Species68",-0.631578947368421,0.0938237848319947,"negative",0.631578947368421
"10794","K00021","Species68",0,1,"negative",0
"10795","K00022","Species68",0,1,"negative",0
"10796","K00023","Species68",0,1,"negative",0
"10797","K00024","Species68",0,0.90861297384763,"negative",0
"10798","K00025","Species68",0,0.970013225513766,"negative",0
"10799","K00026","Species68",0,0.764871052005302,"negative",0
"10800","K00027","Species68",0,1,"negative",0
"10801","K00028","Species68",0,0.977069113209497,"negative",0
"10802","K00029","Species68",0,1,"negative",0
"10803","K00030","Species68",0,0.676351298678036,"negative",0
"10804","K00031","Species68",0,0.950832446994828,"negative",0
"10805","K00032","Species68",0,0.904913714340197,"negative",0
"10806","K00033","Species68",-0.731854132237047,0.0149923526565246,"negative",0.731854132237047
"10807","K00034","Species68",0,1,"negative",0
"10808","K00035","Species68",0,1,"negative",0
"10809","K00036","Species68",0,1,"negative",0
"10810","K00037","Species68",0,1,"negative",0
"10811","K00038","Species68",0,1,"negative",0
"10812","K00039","Species68",0,1,"negative",0
"10813","Species01","Species69",0,0.912689821162316,"negative",0
"10814","Species02","Species69",0,1,"negative",0
"10815","Species03","Species69",0,1,"negative",0
"10816","Species04","Species69",0,0.938651868412071,"negative",0
"10817","Species05","Species69",0,0.950832446994828,"negative",0
"10818","Species06","Species69",0,0.854572427262813,"negative",0
"10819","Species07","Species69",0,1,"negative",0
"10820","Species08","Species69",0,1,"negative",0
"10821","Species09","Species69",0,1,"negative",0
"10822","Species10","Species69",0,1,"negative",0
"10823","Species11","Species69",0,0.642436057585477,"negative",0
"10824","Species12","Species69",0,0.731384864159848,"negative",0
"10825","Species13","Species69",0,0.851269226043497,"negative",0
"10826","Species14","Species69",0,1,"negative",0
"10827","Species15","Species69",0,1,"negative",0
"10828","Species16","Species69",0,1,"negative",0
"10829","Species17","Species69",0,1,"negative",0
"10830","Species18","Species69",0.687449982696871,0.404836765614876,"positive",0.687449982696871
"10831","Species19","Species69",0.760797662198028,0.195189093538945,"positive",0.760797662198028
"10832","Species20","Species69",0,0.912833260416964,"negative",0
"10833","Species21","Species69",0,0.870835130608412,"negative",0
"10834","Species22","Species69",0.818488480184608,0.0619758730660041,"positive",0.818488480184608
"10835","Species23","Species69",0,0.966880949411868,"negative",0
"10836","Species24","Species69",0,0.674827092443613,"negative",0
"10837","Species25","Species69",0,1,"negative",0
"10838","Species26","Species69",0,0.593333002475482,"negative",0
"10839","Species27","Species69",0,1,"negative",0
"10840","Species28","Species69",0,1,"negative",0
"10841","Species29","Species69",0,1,"negative",0
"10842","Species30","Species69",0,1,"negative",0
"10843","Species31","Species69",NA,NA,NA,NA
"10844","Species32","Species69",0,1,"negative",0
"10845","Species33","Species69",0,1,"negative",0
"10846","Species34","Species69",0,0.558080458402749,"negative",0
"10847","Species35","Species69",0,1,"negative",0
"10848","Species36","Species69",0,1,"negative",0
"10849","Species37","Species69",0,1,"negative",0
"10850","Species38","Species69",0,1,"negative",0
"10851","Species39","Species69",NA,NA,NA,NA
"10852","Species40","Species69",0,1,"negative",0
"10853","Species41","Species69",0,0.936378677720945,"negative",0
"10854","Species42","Species69",0,1,"negative",0
"10855","Species43","Species69",0,1,"negative",0
"10856","Species44","Species69",0,0.66301737057169,"negative",0
"10857","Species45","Species69",0,1,"negative",0
"10858","Species46","Species69",NA,NA,NA,NA
"10859","Species47","Species69",0,1,"negative",0
"10860","Species48","Species69",0,0.811465950645138,"negative",0
"10861","Species49","Species69",0,1,"negative",0
"10862","Species50","Species69",0,1,"negative",0
"10863","Species51","Species69",0.88815006386546,0.00490843003741231,"positive",0.88815006386546
"10864","Species52","Species69",0,1,"negative",0
"10865","Species53","Species69",0,1,"negative",0
"10866","Species54","Species69",0,1,"negative",0
"10867","Species55","Species69",0,1,"negative",0
"10868","Species56","Species69",0,1,"negative",0
"10869","Species57","Species69",0,1,"negative",0
"10870","Species58","Species69",0,1,"negative",0
"10871","Species59","Species69",0,1,"negative",0
"10872","Species60","Species69",0,1,"negative",0
"10873","Species61","Species69",0,0.667301995633037,"negative",0
"10874","Species62","Species69",NA,NA,NA,NA
"10875","Species63","Species69",0,1,"negative",0
"10876","Species64","Species69",0,1,"negative",0
"10877","Species65","Species69",0,0.660540503433612,"negative",0
"10878","Species66","Species69",0,1,"negative",0
"10879","Species67","Species69",0,0.973834379722768,"negative",0
"10880","Species68","Species69",0,1,"negative",0
"10881","Species69","Species69",1,1.83355755222306e-137,"positive",1
"10882","Species70","Species69",0,1,"negative",0
"10883","Species71","Species69",NA,NA,NA,NA
"10884","Species72","Species69",0,0.527416791694734,"negative",0
"10885","Species73","Species69",0,0.557538005368754,"negative",0
"10886","Species74","Species69",0.562637362637363,0.215391672243492,"positive",0.562637362637363
"10887","Species75","Species69",0,1,"negative",0
"10888","Species76","Species69",0.473626373626374,0.424225039479467,"positive",0.473626373626374
"10889","Species77","Species69",0.61992377791785,0.111436897234346,"positive",0.61992377791785
"10890","Species78","Species69",0,0.674827092443613,"negative",0
"10891","Species79","Species69",0,1,"negative",0
"10892","Species80","Species69",-0.4833631714871,0.395017277816753,"negative",0.4833631714871
"10893","Species81","Species69",0.532315223946499,0.279219291776761,"positive",0.532315223946499
"10894","Species82","Species69",0,1,"negative",0
"10895","Species83","Species69",0,0.993868724988914,"negative",0
"10896","Species84","Species69",0,1,"negative",0
"10897","Species85","Species69",NA,NA,NA,NA
"10898","Species86","Species69",0.488125370220963,0.385453148234841,"positive",0.488125370220963
"10899","Species87","Species69",0.748235571234455,0.00989517519615124,"positive",0.748235571234455
"10900","Species88","Species69",0.546205408076739,0.25068734829478,"positive",0.546205408076739
"10901","Species89","Species69",0,0.585355121166841,"negative",0
"10902","Species90","Species69",0,1,"negative",0
"10903","Species91","Species69",0,0.933407677815799,"negative",0
"10904","Species92","Species69",0.463736263736264,0.455273479059099,"positive",0.463736263736264
"10905","Species93","Species69",0,1,"negative",0
"10906","Species94","Species69",0,1,"negative",0
"10907","Species95","Species69",0,0.936378677720945,"negative",0
"10908","Species96","Species69",0.601750116675958,0.137135156498662,"positive",0.601750116675958
"10909","Species97","Species69",0.492174790948013,0.373250152182595,"positive",0.492174790948013
"10910","Species98","Species69",0.688684139714802,0.0363893980071427,"positive",0.688684139714802
"10911","Species99","Species69",0,0.56187260550715,"negative",0
"10912","Species100","Species69",0.554796152495046,0.2322833238,"positive",0.554796152495046
"10913","Species101","Species69",0,1,"negative",0
"10914","Species102","Species69",0.536263736263736,0.270142887321992,"positive",0.536263736263736
"10915","Species103","Species69",0,1,"negative",0
"10916","Species104","Species69",0,1,"negative",0
"10917","Species105","Species69",0,0.970690428308311,"negative",0
"10918","Species106","Species69",0,1,"negative",0
"10919","Species107","Species69",0,1,"negative",0
"10920","Species108","Species69",0.463736263736264,0.455273479059099,"positive",0.463736263736264
"10921","Species109","Species69",0.713920310456433,0.0224594272493459,"positive",0.713920310456433
"10922","Species110","Species69",NA,NA,NA,NA
"10923","Species111","Species69",0,0.741863371549982,"negative",0
"10924","Species112","Species69",0,1,"negative",0
"10925","Species113","Species69",0.507663628078061,0.338014230364441,"positive",0.507663628078061
"10926","Species114","Species69",0,1,"negative",0
"10927","Species115","Species69",0,0.589696238173368,"negative",0
"10928","Species116","Species69",0,1,"negative",0
"10929","Species117","Species69",0.63778359198194,0.0864005887440087,"positive",0.63778359198194
"10930","Species118","Species69",0.532315223946499,0.279219291776761,"positive",0.532315223946499
"10931","Species119","Species69",0,0.832691334449482,"negative",0
"10932","Species120","Species69",0,0.908212733829387,"negative",0
"10933","K00001","Species69",0,1,"negative",0
"10934","K00002","Species69",0,1,"negative",0
"10935","K00003","Species69",0,0.67613994640397,"negative",0
"10936","K00004","Species69",0,0.675051870163781,"negative",0
"10937","K00005","Species69",0,0.646784590143222,"negative",0
"10938","K00006","Species69",0,1,"negative",0
"10939","K00007","Species69",0,1,"negative",0
"10940","K00008","Species69",0,1,"negative",0
"10941","K00009","Species69",0,0.977069113209497,"negative",0
"10942","K00010","Species69",-0.44459203567041,0.512757802128332,"negative",0.44459203567041
"10943","K00011","Species69",0,0.559400312203448,"negative",0
"10944","K00012","Species69",0,1,"negative",0
"10945","K00013","Species69",0.63325701175463,0.0915790242154258,"positive",0.63325701175463
"10946","K00014","Species69",0,1,"negative",0
"10947","K00015","Species69",0,0.71047331549572,"negative",0
"10948","K00016","Species69",0,0.932080470738707,"negative",0
"10949","K00017","Species69",0,1,"negative",0
"10950","K00018","Species69",0,1,"negative",0
"10951","K00019","Species69",0,0.922427321525176,"negative",0
"10952","K00020","Species69",0,1,"negative",0
"10953","K00021","Species69",0.46642301402123,0.447543158078369,"positive",0.46642301402123
"10954","K00022","Species69",0.529042386185243,0.285793829367455,"positive",0.529042386185243
"10955","K00023","Species69",0,0.731699926766178,"negative",0
"10956","K00024","Species69",0.445713880136773,0.510577212023184,"positive",0.445713880136773
"10957","K00025","Species69",0,1,"negative",0
"10958","K00026","Species69",0,1,"negative",0
"10959","K00027","Species69",0,1,"negative",0
"10960","K00028","Species69",0,0.776301079782876,"negative",0
"10961","K00029","Species69",0.790457656471826,0.00276211735263863,"positive",0.790457656471826
"10962","K00030","Species69",0,0.55888448675617,"negative",0
"10963","K00031","Species69",0,0.956345533112693,"negative",0
"10964","K00032","Species69",0,0.525899106215994,"negative",0
"10965","K00033","Species69",0,1,"negative",0
"10966","K00034","Species69",0,0.967559874437101,"negative",0
"10967","K00035","Species69",0,1,"negative",0
"10968","K00036","Species69",0.518053375196232,0.311101155940966,"positive",0.518053375196232
"10969","K00037","Species69",0,0.541762620597639,"negative",0
"10970","K00038","Species69",0.547685841043258,0.248168587807474,"positive",0.547685841043258
"10971","K00039","Species69",0,0.933407677815799,"negative",0
"10972","Species01","Species70",0,1,"negative",0
"10973","Species02","Species70",0,1,"negative",0
"10974","Species03","Species70",0,1,"negative",0
"10975","Species04","Species70",0,1,"negative",0
"10976","Species05","Species70",0,1,"negative",0
"10977","Species06","Species70",0,1,"negative",0
"10978","Species07","Species70",0,1,"negative",0
"10979","Species08","Species70",0,1,"negative",0
"10980","Species09","Species70",0,1,"negative",0
"10981","Species10","Species70",0,1,"negative",0
"10982","Species11","Species70",0,1,"negative",0
"10983","Species12","Species70",0,1,"negative",0
"10984","Species13","Species70",0,1,"negative",0
"10985","Species14","Species70",0,1,"negative",0
"10986","Species15","Species70",0,1,"negative",0
"10987","Species16","Species70",0,1,"negative",0
"10988","Species17","Species70",0,1,"negative",0
"10989","Species18","Species70",0,1,"negative",0
"10990","Species19","Species70",0,1,"negative",0
"10991","Species20","Species70",0,1,"negative",0
"10992","Species21","Species70",0,1,"negative",0
"10993","Species22","Species70",0,1,"negative",0
"10994","Species23","Species70",0,1,"negative",0
"10995","Species24","Species70",0,1,"negative",0
"10996","Species25","Species70",0,1,"negative",0
"10997","Species26","Species70",0,1,"negative",0
"10998","Species27","Species70",0,1,"negative",0
"10999","Species28","Species70",0,1,"negative",0
"11000","Species29","Species70",0,1,"negative",0
"11001","Species30","Species70",0,1,"negative",0
"11002","Species31","Species70",NA,NA,NA,NA
"11003","Species32","Species70",0,1,"negative",0
"11004","Species33","Species70",0,1,"negative",0
"11005","Species34","Species70",0,1,"negative",0
"11006","Species35","Species70",0,0.674827092443613,"negative",0
"11007","Species36","Species70",0,1,"negative",0
"11008","Species37","Species70",0,1,"negative",0
"11009","Species38","Species70",0,1,"negative",0
"11010","Species39","Species70",NA,NA,NA,NA
"11011","Species40","Species70",0,1,"negative",0
"11012","Species41","Species70",0,1,"negative",0
"11013","Species42","Species70",0,1,"negative",0
"11014","Species43","Species70",0,1,"negative",0
"11015","Species44","Species70",0,1,"negative",0
"11016","Species45","Species70",0,1,"negative",0
"11017","Species46","Species70",NA,NA,NA,NA
"11018","Species47","Species70",0,1,"negative",0
"11019","Species48","Species70",0,1,"negative",0
"11020","Species49","Species70",0,1,"negative",0
"11021","Species50","Species70",0,1,"negative",0
"11022","Species51","Species70",0,1,"negative",0
"11023","Species52","Species70",0,1,"negative",0
"11024","Species53","Species70",0,1,"negative",0
"11025","Species54","Species70",0,1,"negative",0
"11026","Species55","Species70",0,1,"negative",0
"11027","Species56","Species70",0,1,"negative",0
"11028","Species57","Species70",0,1,"negative",0
"11029","Species58","Species70",0,1,"negative",0
"11030","Species59","Species70",0,1,"negative",0
"11031","Species60","Species70",0,1,"negative",0
"11032","Species61","Species70",0,1,"negative",0
"11033","Species62","Species70",NA,NA,NA,NA
"11034","Species63","Species70",0,1,"negative",0
"11035","Species64","Species70",0,1,"negative",0
"11036","Species65","Species70",0,1,"negative",0
"11037","Species66","Species70",0,1,"negative",0
"11038","Species67","Species70",0,1,"negative",0
"11039","Species68","Species70",0,1,"negative",0
"11040","Species69","Species70",0,1,"negative",0
"11041","Species70","Species70",1,0,"positive",1
"11042","Species71","Species70",NA,NA,NA,NA
"11043","Species72","Species70",0,0.650960253661607,"negative",0
"11044","Species73","Species70",0,1,"negative",0
"11045","Species74","Species70",0,1,"negative",0
"11046","Species75","Species70",0.607988326736189,0.126380477226468,"positive",0.607988326736189
"11047","Species76","Species70",0,1,"negative",0
"11048","Species77","Species70",0,1,"negative",0
"11049","Species78","Species70",0,1,"negative",0
"11050","Species79","Species70",0.607988326736189,0.126380477226468,"positive",0.607988326736189
"11051","Species80","Species70",0,0.829156805451022,"negative",0
"11052","Species81","Species70",0,1,"negative",0
"11053","Species82","Species70",0,1,"negative",0
"11054","Species83","Species70",0,1,"negative",0
"11055","Species84","Species70",0,0.530137131199587,"negative",0
"11056","Species85","Species70",NA,NA,NA,NA
"11057","Species86","Species70",0,1,"negative",0
"11058","Species87","Species70",0,1,"negative",0
"11059","Species88","Species70",0,1,"negative",0
"11060","Species89","Species70",0,1,"negative",0
"11061","Species90","Species70",0,0.964102356827284,"negative",0
"11062","Species91","Species70",0,1,"negative",0
"11063","Species92","Species70",0,1,"negative",0
"11064","Species93","Species70",0,1,"negative",0
"11065","Species94","Species70",0,1,"negative",0
"11066","Species95","Species70",0,1,"negative",0
"11067","Species96","Species70",0,1,"negative",0
"11068","Species97","Species70",0,1,"negative",0
"11069","Species98","Species70",0,1,"negative",0
"11070","Species99","Species70",0,0.910258721694876,"negative",0
"11071","Species100","Species70",0,1,"negative",0
"11072","Species101","Species70",0.479990784265412,0.404836765614876,"positive",0.479990784265412
"11073","Species102","Species70",0,1,"negative",0
"11074","Species103","Species70",0,1,"negative",0
"11075","Species104","Species70",0,1,"negative",0
"11076","Species105","Species70",0,0.904537108713928,"negative",0
"11077","Species106","Species70",0,0.972989051297886,"negative",0
"11078","Species107","Species70",0,1,"negative",0
"11079","Species108","Species70",0,1,"negative",0
