ERR525698	ERR525693	ERR525688	ERR525699	ERR525910	ERR525909	ERR525908	ERR525911	ERR525954	ERR525949
taxa_1581	0	0	0	0	0	0	0	0	0	1
taxa_1582	0	0	0	0	0	0	0	0	0	0
taxa_1583	0	0	0	0	0	0	0	0	0	0
taxa_1584	0	0	0	0	0	0	0	0	0	5
taxa_1585	0	0	0	0	0	0	0	0	0	0
taxa_1586	0	0	0	0	0	0	0	0	0	0
taxa_1587	0	0	0	0	0	1	0	0	1	0
taxa_1588	0	0	0	0	0	0	0	0	0	0
taxa_1589	0	0	0	0	0	0	0	0	0	0
taxa_1590	0	0	0	0	0	0	0	0	0	0
taxa_1591	0	0	0	0	0	0	0	0	0	0
taxa_1592	8	25	10	17	0	1	0	13	20	16
taxa_1593	0	0	0	0	0	0	0	0	0	0
taxa_1594	0	0	0	0	0	0	0	0	0	0
taxa_1595	0	0	0	0	0	0	0	0	0	0
taxa_1596	0	0	0	0	0	0	0	0	0	0
taxa_1597	0	157	106	1	0	12	1	85	1	2
taxa_1598	0	0	0	0	0	0	0	2	2	1
taxa_1599	0	0	0	0	0	0	0	0	0	0
taxa_1600	0	26	13	1	0	3	0	5	0	0
taxa_1601	0	0	0	0	0	0	0	0	0	0
taxa_1602	0	0	0	0	0	0	0	0	0	0
taxa_1603	0	0	0	0	0	0	0	0	0	0
taxa_1604	0	0	0	0	0	0	0	0	0	0
taxa_1605	0	0	0	0	0	0	0	0	0	0
taxa_1606	0	0	0	0	0	0	0	0	0	0
taxa_1607	0	0	0	0	0	0	0	0	0	0
taxa_1608	0	2	0	0	0	0	0	0	0	0
taxa_1609	0	0	0	0	0	0	0	0	0	0
taxa_1610	0	0	0	0	0	0	0	0	0	0
taxa_1611	1	1	0	0	0	1	0	0	0	7
taxa_1612	3	2	0	6	0	0	1	0	3	7
taxa_1613	0	0	0	0	0	0	0	0	0	0
taxa_1614	0	0	0	0	0	0	0	0	0	0
taxa_1615	0	0	0	0	0	0	0	0	1	34
taxa_1616	0	0	0	0	0	0	0	0	0	0
taxa_1617	0	0	0	0	0	0	0	0	0	0
taxa_1618	12	5	0	23	0	6	4	0	40	38
taxa_1619	0	0	0	0	0	0	0	0	2	3
taxa_1620	0	0	0	0	0	0	0	0	1	1
taxa_1621	21	18	0	40	0	19	4	0	92	79
taxa_1622	0	0	0	0	0	0	0	0	1	0
taxa_1623	0	0	0	0	0	0	0	0	0	0
taxa_1624	0	0	0	0	0	0	0	0	0	0
taxa_1625	0	0	0	0	0	0	0	0	0	0
taxa_1626	0	0	0	0	0	0	0	0	0	0
taxa_1627	0	0	0	0	0	0	0	0	0	0
taxa_1628	0	0	0	0	0	0	0	0	0	0
taxa_1629	1	0	0	3	0	0	0	0	3	2
taxa_1630	0	0	0	0	0	0	0	0	0	0
taxa_1631	0	2	0	1	0	4	0	0	6	7
taxa_1632	0	0	0	0	0	0	0	0	0	0
taxa_1633	0	0	0	0	0	0	0	0	0	0
taxa_1634	0	0	0	0	0	0	0	0	0	0
taxa_1635	0	0	0	0	0	0	0	0	0	0
taxa_1636	0	0	0	0	0	0	0	0	0	0
taxa_1637	0	0	0	0	0	0	0	0	0	0
taxa_1638	0	0	0	0	0	0	0	0	0	0
taxa_1639	0	0	0	0	0	0	0	0	0	0
taxa_1640	0	0	0	0	0	0	0	0	0	0
taxa_1641	0	0	0	0	0	0	0	0	0	0
taxa_1642	0	0	0	0	0	0	0	0	0	0
taxa_1643	0	0	0	0	0	0	0	0	0	0
taxa_1644	0	0	0	0	0	0	0	0	0	1
taxa_1645	0	0	0	0	0	0	0	0	0	0
taxa_1646	0	1	0	0	0	0	0	0	4	1
taxa_1647	0	0	0	0	0	1	0	0	0	0
taxa_1648	0	0	0	1	0	0	0	0	0	0
taxa_1649	0	1	0	4	0	0	3	0	15	8
taxa_1650	0	0	0	0	0	0	0	0	0	0
taxa_1651	0	0	0	0	0	0	0	0	0	0
taxa_1652	0	0	0	0	0	0	0	0	0	0
taxa_1653	0	0	0	0	0	0	0	0	0	0
taxa_1654	0	0	0	0	0	0	0	0	0	0
taxa_1655	4	1	0	4	0	3	0	0	16	9
taxa_1656	0	0	0	0	0	0	0	0	0	0
taxa_1657	9	9	0	9	0	6	1	0	36	26
taxa_1658	0	0	0	0	0	0	0	0	0	0
taxa_1659	0	0	0	0	0	0	0	0	0	0
taxa_1660	0	0	0	0	0	0	0	0	0	0
taxa_1661	0	0	0	0	0	0	0	0	0	0
taxa_1662	9	8	0	17	0	7	1	0	44	40
taxa_1663	0	0	0	0	0	0	0	0	0	0
taxa_1664	0	0	0	0	0	0	0	0	0	0
taxa_1665	0	0	0	0	0	0	0	0	1	1
taxa_1666	0	0	0	0	0	0	0	0	0	0
taxa_1667	3	0	0	0	0	1	0	0	2	0
taxa_1668	0	0	0	0	0	0	0	1	0	0
taxa_1669	0	0	0	0	0	0	0	0	0	0
taxa_1670	0	0	0	0	0	0	0	0	0	0
taxa_1671	0	0	0	0	0	0	0	0	1	0
taxa_1672	0	0	0	0	0	0	0	0	0	0
taxa_1673	0	0	0	0	0	0	0	0	0	0
taxa_1674	0	0	0	0	0	0	0	0	0	0
taxa_1675	0	0	0	0	0	0	0	0	0	0
taxa_1676	0	1	0	0	0	0	0	0	2	0
taxa_1677	0	0	0	0	0	0	0	0	0	0
taxa_1678	0	0	0	0	0	0	0	0	0	0
taxa_1679	0	0	0	0	0	0	0	0	0	0
taxa_1680	0	0	0	0	0	0	0	0	0	0
taxa_1681	0	0	0	0	0	0	0	0	0	0
taxa_1682	0	0	0	1	0	0	0	0	1	1
taxa_1683	0	0	0	0	0	0	0	0	0	0
taxa_1684	0	0	0	0	0	0	0	0	0	0
taxa_1685	0	0	0	0	0	0	0	0	0	0
taxa_1686	0	0	0	1	0	0	0	0	0	1
taxa_1687	2	3	0	8	0	1	1	0	5	4
taxa_1688	0	0	0	0	0	0	0	0	2	2
taxa_1689	0	0	0	0	0	0	0	0	0	0
taxa_1690	0	0	0	0	0	0	0	0	0	0
taxa_1691	0	0	0	0	0	0	0	0	0	0
taxa_1692	0	0	0	1	0	0	0	0	0	0
taxa_1693	0	0	0	0	0	0	0	0	0	0
taxa_1694	0	0	0	0	0	0	0	0	0	0
taxa_1695	0	2	0	2	0	1	1	0	1	1
taxa_1696	0	0	0	0	0	0	0	0	0	0
taxa_1697	0	1	0	0	0	0	0	0	0	4
taxa_1698	0	0	0	0	0	0	0	0	0	0
taxa_1699	0	0	0	0	0	0	0	0	0	0
taxa_1700	0	0	0	0	0	0	0	0	0	0
taxa_1701	0	0	0	0	0	0	0	0	0	0
taxa_1702	0	0	0	0	0	0	0	0	0	0
taxa_1703	33	11	0	50	0	13	0	0	70	66
taxa_1704	0	0	0	0	0	0	0	0	0	0
taxa_1705	0	0	0	0	0	0	0	0	0	0
taxa_1706	0	0	0	0	0	0	0	1	0	0
taxa_1707	0	0	0	0	0	0	0	0	0	0
taxa_1708	5	3	0	9	0	2	0	0	25	14
taxa_1709	0	0	0	0	0	0	0	0	0	0
taxa_1710	0	0	0	0	0	0	0	0	0	0
taxa_1711	0	0	0	0	0	0	0	0	0	0
taxa_1712	0	0	0	0	0	0	0	0	0	0
taxa_1713	0	0	0	0	0	0	0	0	0	0
taxa_1714	0	0	0	0	0	0	0	0	0	0
taxa_1715	0	0	1	0	0	0	0	1	0	1
taxa_1716	0	0	0	0	0	0	0	0	0	0
taxa_1717	0	0	0	0	0	0	0	0	0	0
taxa_1718	0	0	0	0	0	0	0	0	0	0
taxa_1719	0	0	0	0	0	0	0	0	0	0
taxa_1720	0	0	0	0	0	0	0	0	0	0
taxa_1721	0	0	0	0	0	0	0	0	0	0
taxa_1722	0	0	0	0	0	0	0	0	0	0
taxa_1723	0	0	0	0	1	0	0	0	0	0
taxa_1724	0	0	0	0	0	0	0	0	0	0
taxa_1725	0	0	0	0	0	2	1	3	0	0
taxa_1726	0	0	0	0	0	0	0	0	0	0
taxa_1727	0	0	0	0	0	0	0	0	0	0
taxa_1728	0	0	0	0	0	0	0	0	0	0
taxa_1729	0	0	0	0	0	0	0	0	0	0
taxa_1730	0	0	0	0	0	0	0	0	0	0
taxa_1731	0	0	0	0	0	0	0	0	0	0
taxa_1732	0	0	0	0	0	0	0	0	0	0
taxa_1733	0	0	0	0	0	0	0	0	0	0
taxa_1734	0	0	0	0	0	0	0	0	0	0
taxa_1735	0	0	0	0	0	0	0	0	0	0
taxa_1736	0	0	0	0	0	0	0	0	0	0
taxa_1737	0	0	0	0	0	0	0	0	0	0
taxa_1738	0	0	0	0	0	0	0	0	0	0
taxa_1739	0	0	0	0	0	0	0	0	0	0
taxa_1740	0	0	0	0	0	0	0	0	0	0
taxa_1741	0	0	0	0	0	0	0	0	0	0
taxa_1742	0	0	0	0	0	0	0	0	0	0
taxa_1743	0	0	0	0	0	0	0	0	0	0
taxa_1744	0	0	0	0	0	0	0	0	0	0
taxa_1745	0	0	0	0	0	0	0	0	0	0
taxa_1746	0	0	0	0	0	0	0	0	0	0
taxa_1747	0	0	0	0	0	0	0	0	0	0
taxa_1748	0	0	0	0	0	0	0	0	0	0
taxa_1749	0	0	0	0	0	0	0	0	0	0
taxa_1750	0	1	0	0	0	0	0	0	0	0
taxa_1751	0	0	0	0	0	0	0	1	0	0
taxa_1752	0	0	0	0	0	0	1	0	0	0
taxa_1753	0	0	0	0	0	0	0	0	0	0
taxa_1754	0	0	0	0	0	0	0	0	0	0
taxa_1755	0	0	0	0	0	0	0	0	0	0
taxa_1756	0	0	0	0	0	0	0	0	0	0
taxa_1757	0	0	0	0	0	0	0	1	0	0
taxa_1758	0	0	0	0	0	0	0	0	0	0
taxa_1759	0	0	0	0	0	0	0	0	0	0
taxa_1760	0	0	0	0	0	0	0	0	0	0
taxa_1761	0	0	0	0	0	0	0	0	0	0
taxa_1762	0	0	0	0	0	0	0	0	0	0
taxa_1763	0	0	0	0	0	3	2	0	0	1
taxa_1764	0	0	3	4	0	0	0	1	0	0
taxa_1765	0	0	0	0	0	0	0	0	0	0
taxa_1766	0	0	0	0	0	0	0	1	0	0
taxa_1767	0	0	0	0	0	2	0	0	0	0
taxa_1768	0	0	0	0	0	0	0	0	0	0
taxa_1769	0	0	0	0	0	0	0	0	0	0
taxa_1770	0	0	0	4	0	0	0	0	0	0
taxa_1771	0	0	0	13	0	0	0	0	0	0
taxa_1772	0	0	0	0	0	0	0	0	0	0
taxa_1773	0	0	0	0	0	0	0	0	0	0
taxa_1774	0	0	0	0	0	0	0	0	0	0
taxa_1775	0	0	0	0	0	0	0	0	0	0
taxa_1776	0	0	0	1	0	0	0	136	0	0
taxa_1777	0	0	0	0	0	0	0	0	0	0
taxa_1778	0	0	2	2	0	0	0	6	0	0
taxa_1779	0	0	0	0	0	0	0	0	0	0
taxa_1780	0	0	0	0	0	0	0	0	0	0
taxa_1781	0	0	0	0	0	0	0	0	0	0
taxa_1782	0	1	0	0	0	0	0	0	0	0
taxa_1783	0	0	0	0	0	0	0	0	0	0
taxa_1784	0	0	0	0	0	0	0	0	0	0
taxa_1785	0	0	0	0	0	0	0	0	0	0
taxa_1786	0	0	0	0	0	0	0	0	0	0
taxa_1787	0	0	0	0	0	0	0	0	0	0
taxa_1788	0	0	0	0	0	0	0	0	0	0
taxa_1789	0	0	0	0	0	0	0	0	0	0
taxa_1790	0	0	0	0	0	0	0	0	0	0
taxa_1791	0	0	0	0	0	0	0	0	0	0
taxa_1792	0	0	0	0	0	0	0	0	0	0
taxa_1793	0	0	0	0	0	0	0	0	0	0
taxa_1794	0	0	0	32	0	0	0	0	0	0
taxa_1795	0	0	0	9	0	0	0	0	0	0
taxa_1796	2	0	16	730	0	0	0	0	0	0
taxa_1797	0	0	0	2	0	0	0	0	0	0
taxa_1798	0	0	0	0	0	0	0	0	0	0
taxa_1799	0	0	0	0	0	0	0	0	0	0
taxa_1800	0	0	0	2	0	0	0	0	0	0
taxa_1801	0	0	0	0	0	0	0	0	0	0
taxa_1802	0	0	0	0	0	0	0	0	0	0
taxa_1803	0	0	0	0	0	0	0	0	0	0
taxa_1804	0	0	0	0	0	0	0	0	0	0
taxa_1805	0	0	0	0	0	0	0	0	0	0
taxa_1806	0	0	0	0	0	0	0	0	0	0
taxa_1807	0	0	0	1	0	0	0	0	0	0
taxa_1808	0	0	0	0	0	0	0	0	0	0
taxa_1809	0	0	0	0	0	0	0	0	0	0
taxa_1810	0	0	0	0	0	0	0	0	0	0
taxa_1811	0	0	0	0	0	0	0	0	0	0
taxa_1812	0	0	0	0	0	0	0	0	0	0
taxa_1813	0	0	0	0	0	0	0	0	0	0
taxa_1814	0	0	0	0	0	0	0	0	0	0
taxa_1815	0	0	0	0	0	0	0	0	0	0
taxa_1816	0	0	0	0	0	0	0	0	0	0
taxa_1817	0	0	0	0	0	0	0	0	0	1
taxa_1818	0	0	0	0	0	0	0	0	0	0
taxa_1819	0	0	0	0	0	0	0	0	0	0
taxa_1820	0	0	0	0	0	0	0	0	0	0
taxa_1821	0	0	0	0	0	0	0	0	0	0
taxa_1822	0	0	0	0	0	0	0	0	0	0
taxa_1823	0	0	0	0	0	0	0	0	0	0
taxa_1824	0	0	0	0	0	0	0	0	0	0
taxa_1825	0	0	0	0	0	0	0	0	0	0
taxa_1826	0	0	0	0	0	0	0	0	0	0
taxa_1827	0	0	0	0	0	0	0	0	0	0
taxa_1828	0	0	0	0	0	0	0	0	0	0
taxa_1829	0	0	0	0	0	0	0	0	0	0
taxa_1830	0	0	0	0	0	0	0	0	0	0
taxa_1831	0	0	0	0	0	0	0	0	0	0
taxa_1832	0	0	0	0	0	0	0	0	0	0
taxa_1833	0	0	0	0	0	0	0	0	0	0
taxa_1834	0	0	0	0	0	0	0	0	0	0
taxa_1835	0	0	0	0	0	0	0	0	0	0
taxa_1836	0	0	0	0	0	0	0	0	0	0
taxa_1837	0	0	0	0	0	0	0	0	0	0
taxa_1838	0	0	0	0	0	0	0	0	0	0
taxa_1839	0	0	0	0	0	0	0	0	0	0
