WWTP_id	Continent	Country	Latitude	Longitude	Sampling_date	Temp_degC	Temp_range_f	Temp_range	Climate	ClimateZone	Process_type	Plant_type	ind_merged	ind_text	City
57	DYN-BIO-WWTP-12			NA	NA	13/05/2002	NA							0		NA
58	DYN-TNO-WWTP-25			NA	NA	25/11/2002	NA							0		NA
59	DYN-TNO-WWTP-28			NA	NA	13/05/2003	NA							0		NA
60	DYN-TNO-WWTP-29			NA	NA	13/05/2003	NA							0		NA
61	DYN-TNO-WWTP-30			NA	NA	13/05/2003	NA							0		NA
62	DYN-TNO-WWTP-31			NA	NA	13/05/2003	NA							0		NA
63	DYN-TNO-WWTP-32			NA	NA	13/05/2003	NA							0		NA
64	DYN-TNO-WWTP-33			NA	NA	13/05/2003	NA							0		NA
65	DYN-TNO-WWTP-34			NA	NA	13/05/2003	NA							0		NA
66	DYN-TNO-WWTP-35			NA	NA	13/05/2003	NA							0		NA
67	DYN-TNO-WWTP-36			NA	NA	13/05/2003	NA							0		NA
68	DYN-TNO-WWTP-37			NA	NA	13/05/2003	NA							0		NA
69	DYN-VER-WWTP-01			NA	NA	18/03/2002	NA							0		NA
70	DYN-VER-WWTP-02 			NA	NA	18/03/2002	NA							0		NA
71	DYN-BIO-WWTP-27			NA	NA	02/09/2002	NA							0		NA
72	DYN-BIO-WWTP-28			NA	NA	02/09/2002	NA							0		NA
73	DYN-BIO-WWTP-29			NA	NA	02/09/2002	NA							0		NA
74	DYN-TNO-WWTP-01			NA	NA	05/11/2001	NA							0		NA
75	DYN-TNO-WWTP-02			NA	NA	05/11/2001	NA							0		NA
76	DYN-TNO-WWTP-03			NA	NA	05/11/2001	NA							0		NA
77	DYN-TNO-WWTP-04			NA	NA	05/11/2001	NA							0		NA
78	DYN-TNO-WWTP-05			NA	NA	05/11/2001	NA							0		NA
79	DYN-TNO-WWTP-06			NA	NA	05/11/2001	NA							0		NA
80	DYN-VER-WWTP-12			NA	NA	18/03/2002	NA							0		NA
81	DYN-TNO-WWTP-21			NA	NA	25/11/2002	NA							0		NA
82	US1-96	North America	United States	NA	NA		NA					None		0		NA
83	US1-78	North America	United States	NA	NA	30/10/2018	17.5	moderate	moderate			C,N,DN,P	Activated sludge	100	all	NA
84	US1-80	North America	United States	NA	NA	30/10/2018	NA					C,N	Activated sludge	100	all	NA
85	SE-20	Europe	Sweden	NA	NA	07/05/2018	26	very high	very high	Temperate		C	MBBR	100	all	NA
86	SE-21	Europe	Sweden	NA	NA	07/05/2018	26	very high	very high	Temperate		C	MBBR	100	all	NA
87	US1-53	North America	United States	NA	NA		NA					None		0		NA
88	DYN-VER-WWTP-06			NA	NA	18/03/2002	NA							0		NA
89	DYN-VER-WWTP-07			NA	NA	18/03/2002	NA							0		NA
90	DYN-VER-WWTP-08			NA	NA	18/03/2002	NA							0		NA
91	DYN-VER-WWTP-09			NA	NA	18/03/2002	NA							0		NA
92	DYN-VER-WWTP-11			NA	NA	18/03/2002	NA							0		NA
93	DYN-TNO-WWTP-24			NA	NA	25/11/2002	NA							0		NA
94	DYN-VER-WWTP-03			NA	NA	18/03/2002	NA							0		NA
95	DYN-VER-WWTP-04			NA	NA	18/03/2002	NA							0		NA
96	DYN-TNO-WWTP-23			NA	NA	25/11/2002	NA							0		NA
97	US1-66	North America	United States	NA	NA		NA					None		0		NA
98	US1-15	North America	United States	NA	NA		NA					None		0		NA
99	DYN-VER-WWTP-05			NA	NA	18/03/2002	NA							0		NA
100	US1-64	North America	United States	NA	NA		NA					None		0		NA
101	US1-70	North America	United States	NA	NA		NA					None		0		NA
102	DE-01	Europe	Germany	NA	NA	15/03/2018	NA			Temperate		C,N	Activated sludge	0		City150
103	DK-09	Europe	Denmark	57.05	9.84	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	30	medium	City131
104	DK-02	Europe	Denmark	57.05	10.05	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	10	very_low	City131
105	BE-07	Europe	Belgium	50.94	4.04	12/03/2018	9.34	very low	very low	Temperate	Cfb	C,N,DN	Activated sludge	2	very_low	City64
106	US2-24	North America	United States	42.07	-72.61	07/05/2018	18.4	moderate	moderate	Temperate	Cfa	C,N,DN	Activated sludge	30	medium	City413
107	ES-21	Europe	Spain	41.79	1.1	05/03/2018	10	very low	very low	Subtropical	Cfa	C	Activated sludge	0	none	City271
108	AR-20	South America	Argentina	-34.71	-58.52	11/06/2018	19	moderate	moderate	Temperate	Cfa	C	Activated sludge	0	none	City16
109	AR-21	South America	Argentina	-34.71	-58.52	11/06/2018	13	low	low	Temperate	Cfa	C	Biofilter	0	none	City16
110	AR-22	South America	Argentina	-34.71	-58.52	11/06/2018	13	low	low	Temperate	Cfa	C	Biofilter	0	none	City16
111	PT-04	Europe	Portugal	38.68	-9.17	19/02/2018	20	moderate	moderate	Subtropical	Csa	C	Activated sludge	0	none	City240
112	CH-27	Europe	Switzerland	47.47	9.57	06/04/2018	15.5	moderate	moderate	Temperate	Cfb	C,N,DN	Biofilter	9	very_low	City313
113	ZA-02	Africa	South Africa	-30.04	30.89	04/04/2018	28	very high	very high	Tropical	Cfa	C,N,DN	Activated sludge	0	medium	City248
114	NO1-08	Europe	Norway	58.46	8.77	18/04/2018	12	low	low	Temperate	Cfb	C	MBBR	0	none	City206
115	NO1-17	Europe	Norway	59.67	10.79	16/04/2018	12	low	low	Temperate	Cfb	C	Biofilter	0	none	City212
116	NO1-16	Europe	Norway	59.67	10.79	16/04/2018	12	low	low	Temperate	Cfb	C	MBBR	0	none	City212
117	US2-14	North America	United States	42.56	-71.59	02/05/2018	15.4	moderate	moderate	Temperate	Dfa	C,N,DN,P	Activated sludge	30	medium	City406
118	DE-02	Europe	Germany	NA	NA	15/03/2018	NA			Temperate		C,N	Activated sludge	0		City151
119	PL-02	Europe	Poland	50.05	19.2	19/03/2018	8.2	very low	very low	Temperate	Cfb	C,N,DN,P	Activated sludge	0	none	City222
120	AT-06	Europe	Austria	47.83	16.17	20/04/2018	NA			Temperate	Cfb	None	Activated sludge	0		City53
121	CH-19	Europe	Switzerland	47	9.5	04/04/2018	12.5	low	low	Temperate	Cfb	C,N,DN	Other	15	low	City306
122	CH-18	Europe	Switzerland	47	9.5	04/04/2018	12.5	low	low	Temperate	Cfb	C,N,DN	Other	15	low	City306
123	US1-97	North America	United States	35.37	-119.02	29/11/2018	24.4	high	high	Subtropical	BSh	C,N,DN	Activated sludge	5	very_low	City392
124	ES-22	Europe	Spain	41.79	0.8	05/03/2018	12.3	low	low	Subtropical	BSk	C,N,DN	Activated sludge	0	none	City272
125	NO1-09	Europe	Norway	59	9.58	17/04/2018	19	moderate	moderate	Temperate	Cfb	C	MBBR	100	all	City207
126	BE-05	Europe	Belgium	50.92	3.93	12/03/2018	9.1	very low	very low	Temperate	Cfb	C,N,DN	Activated sludge	0	none	City62
127	ES-07	Europe	Spain	41.39	2.17	16/03/2018	20	moderate	moderate	Subtropical	Csa	C	Activated sludge	0	none	City258
128	NL-17	Europe	Netherlands	51.4	4.21	16/03/2018	30	very high	very high	Temperate	Cfb	C,N,DN	Other	40	medium	City198
129	NL-16	Europe	Netherlands	51.4	4.21	16/03/2018	15	low	low	Temperate	Cfb	C,N,DN	Activated sludge	40	medium	City198
130	IL-01	Asia	Israel	31.25	34.79	29/03/2018	25	high	high	Tropical	BSh	C,N,DN	Activated sludge	15	low	City173
131	BE-02	Europe	Belgium	50.77	4.31	12/03/2018	10.48	low	low	Temperate	Cfb	C,N,DN	Activated sludge	4	very_low	City59
132	CN1-08	Asia	China	39.9	116.41	14/03/2018	15	low	low	Subtropical	BSk	C,N,DN,P	Activated sludge	0	none	City100
133	AR-24	South America	Argentina	-34.56	-58.69	11/06/2018	20	moderate	moderate	Temperate	Cfa	C	Activated sludge	0	none	City18
134	ES-09	Europe	Spain	41.63	1.01	19/03/2018	16	moderate	moderate	Subtropical	BSk	C	Activated sludge	0	none	City260
135	US1-34	North America	United States	38.05	-122.16	29/08/2018	26	very high	very high	Subtropical	Csb	C	Activated sludge	17.5	low	City357
136	US1-92	North America	United States	38.05	-122.16	05/12/2018	36.5	extremely high	extremely high	Subtropical	Csb	C,N	Activated sludge	0	all	City357
137	AR-06	South America	Argentina	-34.76	-58.21	01/06/2018	19	moderate	moderate	Temperate	Cfa	C	Activated sludge	0	none	City4
138	NO1-05	Europe	Norway	60.39	5.32	09/04/2018	9	very low	very low	Temperate	Cfb	C	MBBR	4	very_low	City203
139	NO1-04	Europe	Norway	60.39	5.32	09/04/2018	9	very low	very low	Temperate	Cfb	C	MBBR	4	very_low	City203
140	CH-26	Europe	Switzerland	46.95	7.45	04/04/2018	16	moderate	moderate	Temperate	Cfb	C,N,DN	Biofilter	0		City312
141	AR-03	South America	Argentina	-34.71	-58.28	01/06/2018	27	very high	very high	Temperate	Cfa	C	Activated sludge	0	all	City2
142	US1-50	North America	United States	34.24	-116.91	17/09/2018	20.6	high	high	Subtropical	Csb	C,N,DN	Activated sludge	0	none	City371
143	CH-06	Europe	Switzerland	47.15	9.03	03/04/2018	10.6	low	low	Temperate	Cfb	C,N,DN	Activated sludge	40	medium	City296
144	US1-101	North America	United States	45.71	-121.46	18/10/2018	20	moderate	moderate	Temperate	Csb	C,N,DN	Activated sludge	17.5	low	City331
145	CH-12	Europe	Switzerland	47.55	7.63	04/04/2018	14.9	low	low	Temperate	Cfb	C,N,DN	Activated sludge	25	low	City302
146	DK-01	Europe	Denmark	55.65	12.06	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	20	low	City130
147	PL-01	Europe	Poland	52.2	20.62	23/03/2018	10	very low	very low	Temperate	Cfb	C,N,DN,P	Activated sludge	20	low	City221
148	AU-35	Oceania	Australia	-34.78	138.59	02/07/2018	20	moderate	moderate	Subtropical	Csb	C,N,DN	Activated sludge	10	very_low	City48
149	AU-34	Oceania	Australia	-34.78	138.59	02/07/2018	21	high	high	Subtropical	Csb	C,N,DN,P	Activated sludge	10	very_low	City48
150	US2-12	North America	United States	42.36	-71.06	27/04/2018	14.1	low	low	Temperate	Cfa	C	Activated sludge	5	very_low	City404
151	UK-08	Europe	United Kingdom	51.36	-2.13	06/04/2018	17	moderate	moderate	Temperate	Cfb	C,N	Activated sludge	0	very_low	City324
152	AU-07	Oceania	Australia	-32.65	151.35	13/06/2018	19.5	moderate	moderate	Subtropical	Cfa	C,N,DN	Activated sludge	6	very_low	City30
153	BE-15	Europe	Belgium	51.21	3.22	12/03/2018	9.76	very low	very low	Temperate	Cfb	C,N,DN	Activated sludge	6	very_low	City72
154	AR-05	South America	Argentina	-34.6	-58.38	01/06/2018	20	moderate	moderate	Temperate	Cfa	C	Activated sludge	0	high	City1
155	AR-01	South America	Argentina	-34.6	-58.38	29/05/2018	25	high	high	Temperate	Cfa	C	Activated sludge	100	all	City1
156	AR-13	South America	Argentina	-34.6	-58.38	07/06/2018	19	moderate	moderate	Temperate	Cfa	C	Activated sludge	0	medium	City1
157	AR-02	South America	Argentina	-34.6	-58.38	29/05/2018	29	very high	very high	Temperate	Cfa	C	Activated sludge	100	all	City1
158	CH-05	Europe	Switzerland	47.52	8.54	03/04/2018	12.3	low	low	Temperate	Cfb	C,N,DN,P	Activated sludge	5	very_low	City295
159	CH-04	Europe	Switzerland	47.52	8.54	03/04/2018	34.1	extremely high	extremely high	Temperate	Cfb	C,N,DN,P	Activated sludge	5	very_low	City295
160	US1-43	North America	United States	37.58	-122.35	09/09/2018	20	moderate	moderate	Subtropical	Csb	C	Activated sludge	0	all	City347
161	US1-13	North America	United States	37.58	-122.35	08/08/2018	25	high	high	Subtropical	Csb	C	Activated sludge	7.5	very_low	City347
162	PL-22	Europe	Poland	53.12	18.01	19/03/2018	20.5	high	high	Temperate	Cfb	C,N,DN	MBBR	0	very_low	City235
163	PL-21	Europe	Poland	53.12	18.01	19/03/2018	20.5	high	high	Temperate	Cfb	C,N,DN	MBBR	0	very_low	City235
164	DE-03	Europe	Germany	NA	NA	15/03/2018	NA			Temperate		C,N,DN,P	Activated sludge	20	low	City152
165	CA-04	North America	Canada	50.86	-113.99	15/01/2018	6.3	very low	very low	Temperate	Dfb	C,N,DN,P	Activated sludge	0		City84
166	CA-03	North America	Canada	51.01	-114.05	28/01/2018	6	very low	very low	Temperate	Dfb	C,N,DN,P	Activated sludge	0		City84
167	ZA-10	Africa	South Africa	-29.73	30.53	04/04/2018	21.6	high	high	Tropical	Cfa	C,N,DN	Activated sludge	0	none	City252
168	AR-29	South America	Argentina	-32.82	-61.4	11/06/2018	17	moderate	moderate	Temperate	Cfa	C	Biofilter	0	none	City14
169	UY-14	South America	Uruguay	-34.53	-56.29	02/08/2018	NA			Subtropical	Cfa	C	Activated sludge	0	none	City420
170	US2-23	North America	United States	41.82	-72.9	03/05/2018	12.8	low	low	Temperate	Cfa	C,DN	Biofilter	0	none	City412
171	US2-22	North America	United States	41.82	-72.9	03/05/2018	12.8	low	low	Temperate	Cfa	C,N,DN,P	Activated sludge	0	none	City412
172	ZA-06	Africa	South Africa	-33.92	18.42	04/04/2018	25	high	high	Subtropical	Csb	C,N,DN	Activated sludge	0		City251
173	ZA-07	Africa	South Africa	-33.92	18.42	04/04/2018	25	high	high	Subtropical	Csb	C,N,DN	Activated sludge	0		City251
174	ZA-09	Africa	South Africa	-33.92	18.42	04/04/2018	25	high	high	Subtropical	Csb	C,N,DN,P	Activated sludge	0		City251
175	ZA-08	Africa	South Africa	-33.92	18.42	04/04/2018	25	high	high	Subtropical	Csb	C,N,DN,P	Activated sludge	0		City251
176	ZA-05	Africa	South Africa	-33.92	18.42	04/04/2018	25	high	high	Subtropical	Csb	C,N,DN,P	Activated sludge	0		City251
177	US1-87	North America	United States	33.83	-118.28	05/11/2018	28.9	very high	very high	Subtropical	BSk	C	Activated sludge	17	low	City384
178	ES-12	Europe	Spain	41.83	3.05	13/03/2018	15	low	low	Subtropical	Csa	C	Activated sludge	0	very_low	City262
179	US1-88	North America	United States	33.86	-118.06	07/11/2018	28	very high	very high	Subtropical	BSk	C,N,DN	Activated sludge	12	low	City385
180	CH-30	Europe	Switzerland	47.18	8.46	10/04/2018	16	moderate	moderate	Temperate	Cfb	C,N,DN,P	Activated sludge	15	low	City316
181	CN1-07	Asia	China	36.2	113.12	19/02/2018	12	low	low	Subtropical	Dwa	C,N,DN,P	Activated sludge	0	medium	City99
182	CN1-06	Asia	China	36.2	113.12	19/02/2018	10	very low	very low	Subtropical	Dwa	C,N,DN	Activated sludge	20	low	City99
183	UK-06	Europe	United Kingdom	51.63	-2.4	13/04/2018	11	low	low	Temperate	Cfb	C,N	Activated sludge	5	very_low	City322
184	US2-27	North America	United States	42.14	-71.97	07/05/2018	15.8	moderate	moderate	Temperate	Dfa	C,N,P	Activated sludge	10	very_low	City416
185	US2-28	North America	United States	42.14	-71.97	07/05/2018	15.8	moderate	moderate	Temperate	Dfa	C,N	Biofilter	10	very_low	City416
186	CA-11	North America	Canada	45.36	-73.75	01/03/2018	10.5	low	low	Temperate	Dfb	C,N,DN	Biofilter	10	very_low	City91
187	IN-25	Asia	India	13.08	80.27	03/08/2018	35.8	extremely high	extremely high	Subequatorial	Aw	C	Biofilter	0	none	City172
188	IN-23	Asia	India	13.08	80.27	03/08/2018	36.4	extremely high	extremely high	Subequatorial	Aw	C	Activated sludge	0	none	City172
189	IN-24	Asia	India	13.08	80.27	03/08/2018	37.4	extremely high	extremely high	Subequatorial	Aw	C	Activated sludge	0	none	City172
190	US2-26	North America	United States	42.15	-72.61	07/05/2018	18.4	moderate	moderate	Temperate	Cfa	C	Activated sludge	0	very_low	City415
191	UK-11	Europe	United Kingdom	51.46	-2.12	06/04/2018	15	low	low	Temperate	Cfb	C,N	Activated sludge	15	low	City318
192	CZ-20	Europe	Czech Republic	50.7	13.94	23/05/2018	18.4	moderate	moderate	Temperate	Cfb	C,N	Activated sludge	0	none	City124
193	AU-16	Oceania	Australia	-22.83	147.63	18/07/2018	NA			Tropical	BSh	C,N,DN,P	Activated sludge	0	none	City38
194	DK-18	Europe	Denmark	55.61	12.45	12/12/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	20	low	City141
195	DK-15	Europe	Denmark	55.7	12.61	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	0		City141
196	DK-16	Europe	Denmark	55.64	12.51	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	0		City141
197	UK-12	Europe	United Kingdom	51.43	-2.19	06/04/2018	17	moderate	moderate	Temperate	Cfb	C,N	Activated sludge	10	very_low	City319
198	CA-09	North America	Canada	45.21	-72.75	01/03/2018	7.5	very low	very low	Temperate	Dfb	C,N,DN	Activated sludge	10	very_low	City89
199	PL-23	Europe	Poland	50.06	19.94	19/03/2018	26.5	very high	very high	Temperate	Cfb	C,N,DN	Activated sludge	0	all	City236
200	US1-38	North America	United States	38.05	-122.21	21/08/2018	29	very high	very high	Subtropical	Csb	C,N	Activated sludge	70	high	City360
201	PL-18	Europe	Poland	50.81	19.11	20/03/2018	15	low	low	Temperate	Cfb	C,N,DN	Activated sludge	100	all	City232
202	DE-04	Europe	Germany	NA	NA	20/03/2018	NA			Temperate		C,N,DN	Activated sludge	60	high	City153
203	IN-03	Asia	India	21.71	72.58	31/07/2018	36.5	extremely high	extremely high	Subequatorial	Aw	C	Biofilter	0	all	City167
204	IN-04	Asia	India	21.71	72.58	31/07/2018	36.4	extremely high	extremely high	Subequatorial	Aw	C	Biofilter	0	all	City167
205	IN-02	Asia	India	21.71	72.58	31/07/2018	36	extremely high	extremely high	Subequatorial	Aw	C	Biofilter	0	all	City167
206	IN-06	Asia	India	21.71	72.58	31/07/2018	38.4	extremely high	extremely high	Subequatorial	Aw	C	Granules	0	all	City167
207	IN-05	Asia	India	21.71	72.58	31/07/2018	37.5	extremely high	extremely high	Subequatorial	Aw	C	Granules	0	all	City167
208	IN-01	Asia	India	21.71	72.58	31/07/2018	37	extremely high	extremely high	Subequatorial	Aw	C	Activated sludge	0	all	City167
209	IN-07	Asia	India	21.71	72.58	31/07/2018	36.6	extremely high	extremely high	Subequatorial	Aw	C	Granules	0	all	City167
210	US1-91	North America	United States	38.54	-121.74	05/12/2018	21	high	high	Subtropical	Csa	C,N,DN	Activated sludge	6	very_low	City388
211	IN-13	Asia	India	28.7	77.1	03/08/2018	32.3	extremely high	extremely high	Subequatorial	BSh	C	Biofilter	0	none	City170
212	IN-14	Asia	India	28.7	77.1	03/08/2018	28.9	very high	very high	Subequatorial	BSh	C	Activated sludge	0	none	City170
213	IN-16	Asia	India	28.7	77.1	03/08/2018	31.2	extremely high	extremely high	Subequatorial	BSh	C	Activated sludge	0	none	City170
214	IN-17	Asia	India	28.7	77.1	03/08/2018	31.5	extremely high	extremely high	Subequatorial	BSh	C	Activated sludge	0	none	City170
215	IN-15	Asia	India	28.7	77.1	03/08/2018	30.5	extremely high	extremely high	Subequatorial	BSh	C	Activated sludge	0	none	City170
216	US1-29	North America	United States	38.02	-121.84	21/08/2018	26	very high	very high	Subtropical	Csb	C	Biofilter	3	very_low	City352
217	NL-18	Europe	Netherlands	52.07	4.3	09/03/2018	15	low	low	Temperate	Cfb	C,N,DN,P	Activated sludge	0	none	City199
218	BE-09	Europe	Belgium	51.22	4.46	12/03/2018	11.44	low	low	Temperate	Cfb	C,N,DN	Activated sludge	3	very_low	City66
219	CH-29	Europe	Switzerland	47.41	8.4	09/04/2018	15.7	moderate	moderate	Temperate	Cfb	C,N,DN	Biofilter	40	medium	City315
220	BE-20	Europe	Belgium	51.03	5.7	12/03/2018	9.5	very low	very low	Temperate	Cfb	C,N,DN,P	Activated sludge	20-50		City76
221	NL-04	Europe	Netherlands	51.87	6.5	13/03/2018	13	low	low	Temperate	Cfb	C,N,DN,P	Granules	0	none	City194
222	NL-05	Europe	Netherlands	51.87	6.5	13/03/2018	13	low	low	Temperate	Cfb	C,N,DN,P	Other	0	none	City194
223	AU-08	Oceania	Australia	-33.08	151.5	13/06/2018	18.4	moderate	moderate	Subtropical	Cfa	C,N,DN	Activated sludge	20	low	City31
224	CH-22	Europe	Switzerland	47.4	8.62	05/04/2018	15.3	moderate	moderate	Temperate	Cfb	C,N,DN,P	Activated sludge	50	medium	City308
225	US1-42	North America	United States	37.72	-121.91	31/08/2018	26.5	very high	very high	Subtropical	Csb	C	Activated sludge	1.5	very_low	City364
226	ZA-03	Africa	South Africa	-29.88	30.87	04/04/2018	27	very high	very high	Tropical	Cfa	C,N,DN	Activated sludge	0	none	City249
227	US2-01	North America	United States	35.99	-78.9	23/04/2018	34.4	extremely high	extremely high	Temperate	Cfa	Anammox	MBBR	0		City394
228	DE-05	Europe	Germany	NA	NA	20/03/2018	NA			Temperate		C,N,DN	Activated sludge	20	low	City154
229	UK-15	Europe	United Kingdom	52.62	1.24	16/03/2018	13	low	low	Temperate	Cfb	C,N,DN	Activated sludge	60.9	high	City320
230	UK-14	Europe	United Kingdom	52.62	1.24	16/03/2018	13	low	low	Temperate	Cfb	C,N,DN,P	Activated sludge	12	low	City320
231	UK-13	Europe	United Kingdom	52.62	1.24	16/03/2018	13	low	low	Temperate	Cfb	C,N,DN	Activated sludge	60.9	high	City320
232	AU-10	Oceania	Australia	-32.92	151.62	13/06/2018	19.5	moderate	moderate	Subtropical	Cfa	C,N,DN	Activated sludge	11	low	City33
233	DK-05	Europe	Denmark	56.21	10.24	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	40	medium	City133
234	DK-06	Europe	Denmark	55.4	10.41	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	49	medium	City134
235	ZA-17	Africa	South Africa	-26.18	28.35	04/04/2018	20	moderate	moderate	Tropical	Cwb	C,N,DN	Biofilter	0	none	City255
236	ZA-18	Africa	South Africa	-26.18	28.35	04/04/2018	20	moderate	moderate	Tropical	Cwb	C,N,DN,P	Activated sludge	30	medium	City255
237	ZA-16	Africa	South Africa	-26.18	28.35	04/04/2018	20	moderate	moderate	Tropical	Cwb	C,N,DN,P	Activated sludge	40	medium	City255
238	ZA-15	Africa	South Africa	-26.18	28.35	04/04/2018	20	moderate	moderate	Tropical	Cwb	C,N,DN,P	Activated sludge	40	medium	City255
239	ZA-19	Africa	South Africa	-26.18	28.35	04/04/2018	20	moderate	moderate	Tropical	Cwb	C,N,DN,P	Activated sludge	30	medium	City255
240	ZA-13	Africa	South Africa	-26.18	28.35	04/04/2018	20	moderate	moderate	Tropical	Cwb	C,N,DN,P	Activated sludge	15	low	City255
241	ZA-14	Africa	South Africa	-26.18	28.35	04/04/2018	20	moderate	moderate	Tropical	Cwb	C,N,DN	Activated sludge	0	none	City255
242	US1-103	North America	United States	34.07	-118.03	06/11/2018	26.6	very high	very high	Subtropical	BSk	C,N,DN	Activated sludge	15	low	City332
243	AR-27	South America	Argentina	-34.46	-58.71	11/06/2018	19	moderate	moderate	Temperate	Cfa	C	Activated sludge	80	high	City13
244	CH-03	Europe	Switzerland	47.08	8.28	03/04/2018	12.5	low	low	Temperate	Cfb	C,N,DN	Activated sludge	10	very_low	City294
245	US1-67	North America	United States	36.4	-97.88	02/10/2018	24	high	high	Temperate	Cfa	C,N,DN,P	Activated sludge	10	very_low	City379
246	DK-04	Europe	Denmark	55.49	8.43	12/12/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	60	high	City132
