"","Healthy01","Healthy02","Healthy03","Healthy04","Healthy05","Healthy06","Healthy07","Healthy08","Healthy09","Healthy10","Healthy11","Healthy12","Healthy13","Healthy14","Healthy15","Healthy16","Healthy17","Healthy18","Healthy19","Healthy20","Healthy21","Healthy22","Healthy23","Healthy24","Healthy25","Healthy26","Healthy27","Healthy28","Healthy29","Healthy30","Patients01","Patients02","Patients03","Patients04","Patients05","Patients06","Patients07","Patients08","Patients09","Patients10","Patients11","Patients12","Patients13","Patients14","Patients15","Patients16","Patients17","Patients18","Patients19","Patients20","Patients21","Patients22","Patients23","Patients24","Patients25","Patients26","Patients27","Patients28","Patients29","Patients30"
"Species781",0,0,0,0.0190134327189954,0,0,0,0,0,0,0,0,0,0.129638951354518,0,0,0,0,0,0,0,0,0,0.000486039868116458,0,0,0,0,0,0,0,0.00062141669150084,0,0,0,0,0,0.0109699965564197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969218684859775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species785",0,0,0,0,0,0,0,0,0,0,0.556585955871543,0,0.00187586106711861,0,0,0,0,0,0,0,0,0,0,0,0,0.0459927073032517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141704894918526,0
"Species786",0,0,0,0,0,0,0,0,0,0,0,0,0.0266549717848002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000952127242976075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9950916659918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species791",0,0.0130414992659513,0,0.126834865369632,0,0.593779719024946,0.479572254512099,0,0.525168203034383,1.25907597901283,0.124523020222372,0.0597298579373171,0,0,0,0.0119069611339482,0.465074624311871,3.67360638809419,0.434627900594004,0.149449396112325,0.0602573967512203,2.01489932010084,0.00460033224369326,0.0487610638368082,0,0,0.303056141799364,0,0.0623836164060196,5.87758646938671,2.49712253366544,0,0,0,0,0,0,0.206591921027667,0,0,0,0,0,0,0.142726088563293,0,0,0,0,0.253467825492748,0,0,0,0,0,0,0.768208671595017,0.642375253553111,0.510307750401796,0
"Species792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species793",0,0,0,0,0,0,0,0,0,0,0.00231780964340013,0.0840493420696703,0,0,0,0,0,0,0,0,0.00760608174878451,0,0.152925120683138,0,0,0,0.00673729889397049,0,0,0,0,0,0.00230981329767033,0,0,0.0235077331062438,0,0,0,0,0,0,0,0,0,0,0,0,0.00917713681057329,0,0,0,0,0,0,0,0.00730594464896942,0,0,0
"Species794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583489570265134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species795",0.35786432698115,0,0,0,0,0,0,0,0,0,0.156599160408755,0,0,0,0,0,0,0,0,1.78195757170426,0.177960528683954,0,0,0,0,0,0,0,0,0,0,0,0.0124745333509673,0,0,0,0,0,0,0,0.0368647576188906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species796",0,0,0,0,0.00585350546265058,0,0,0.58688289853377,0,0.010098466534801,0.0334182536839384,0,0.0758586186427594,0,0,0,0,0,0.00238252051246417,0,0.115795876422733,0,0.272505439664913,0,0,0.0328470201528149,0.362868593938357,0.219986859165601,0,0,0,0,0.00606831479305428,0,0,0,0.0776060432297825,0,0,0,0.0325733928619413,0,0,0,0.0819907046371436,0.0226671404746925,0,0,0,0.125414178166951,0,0,0,0,0,0,0,0,0,0
"Species797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663186941448631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species798",0,0,0,0,0.127361240251745,0,0,0,0,0,0.0559240578872521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105854565394354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106047019780092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species805",0.0048446186053736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0963455503189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162997665346721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species807",0,0,0,0,0.00635076550494719,0,0,0,0.00307449557590211,0,0.00255270069334832,0,0,0,0,0.0322351082760025,0,0,0.00155740702100344,0,0,0.00144692712122397,0,0.0118322725475352,0.0141706832945856,0,0.0100319848403405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225516886466961
"Species808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551157566162597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146837087391964,0,0,0,0.0188346508852478,0,0,0,0,0,0,0,0,0,0,0,0
"Species809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184489550759444,0,0,0,0.00454466177589751,0,0,0.115721031062085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692711072038046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species819",0,0,0,0,0,0,0,0,0,0,0,0,0.000456290529839662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466843036694254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species821",0.0266328708727715,0.00587690808494045,0,0.272450542878413,0.317891709537862,0.483146781075371,0.406944128182332,0.0133025278192988,0,0.674511960723777,0.11435148874615,0.846364175340288,0.0412679490218344,0,0.731084912775275,0.094234071194457,0.560272208538879,0.261591954696177,0.388610512124451,0.331243659426704,1.11473109310407,0.072533065049289,0.747739764077875,1.16938905267583,0.315847767370404,0.0418014889973745,0.461616147168781,0.480826996535731,0.184513889137703,1.69179084828565,0.230842253671084,0,4.5254479988742,0,0,0.729236338415448,0.0465821409869051,1.11425656873581,0.0295748330488768,0,0.139242827877173,0.0993520391271187,0.280527661189137,0,0.486425490575663,0.0403577191881308,0,0,0.144075188223753,4.13251649622982,0,0,1.46549801089966,0.0437567590549119,1.03551042720598,0,1.70775869690655,0,2.66535146035279,0.249192002286537
"Species822",0.0223597781786474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225532705137227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species823",0,0.019495898455817,0,0,0,0,0,0,0,0,0,0,0.0541211267337599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561167656719083,0,0,0,0,0,0,0,0,0.301347706449043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671457084281687,0,0,0
"Species824",0,0.0158780107768438,0.645257284871269,0.26062980389922,0,0.142061932004431,0,0,0.460095379323461,0,0,0,0,1.11055507671191,0,0,0,0,0,0.157530696783278,0,0,0,0,0,0,0,0,0,0.191054958734652,0,0.344549267301152,0,0,0,0,0.162471094285417,0,0,0,0,0,0,0.115360783026113,0,0,0,0,0,0.512991189791698,0.292829089644033,0,0,0.754770293458966,0,0,0,0,0,0
"Species825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species826",0,0.000703042107976757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252461830050729,0,0,0.00559348556685801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213775654469274,0,0
"Species827",0,0,0,0,0.217533998452741,0,0,0,0,0.0473708690771507,0.0866331484024604,0,0.0174094625619499,0,0.00844031192995093,0.102762122573245,0,0,0.0734944444202224,0,0,0,0.00876606546012316,0.440851551389118,0.42034380081574,0,0,0,0.0401932820194967,0,0,0,1.26569056789543,0,0,0.0164945306843358,0.20983702397968,0,0,0,0.125076009375773,0,0.112401153016936,0,0.0941130452955062,0.0542481334453662,0,0,0.0107091776216883,0,0,0,0,0,0,0,0.224038319290441,0,0,0
"Species828",0,0,0,0,0,0,0.0290053273845268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660058019832734,0,0,0,0,0,0,0,0,0.0393383783837053,0.00764451024855493,0,0,0,0.00046885240414057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609286877602845,0,0
"Species829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308006534048243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222324673415583,0,0,0,0,0,0,0,0
"Species83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species831",0,0,0,0,0,0,0,0.0360515473284904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252516680018172,0,0,0.0213867243485251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162683858823929,0,0,0
"Species832",0.0118173389058202,0,0,0,0,0,0,0,0.0322409748995174,0,0,0,0.00230680212307829,0,0,0,0.0193537676885188,0,0,0,0,0.0198477534860817,0,0.00474136850938095,0.00354819772271579,0,0.0226409184150244,0,0,0,0,0.015292254234325,0,0.0158190763687703,0.176135743711169,0.00313187313262843,0.0258538611426086,0,0,0,0,0,0,0.0665831847642646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species833",0.0160361729578963,0.00358570962530747,0,0,0,0,0.0273725733049869,0,0,0,0,0,0,0.112427027185388,0,0,0.017534636473572,0,0,0,0,0,0,0,0,0,0,0.0602565929138253,0,0,0,0,0,0,0.0724281790665956,0,0,0,0,0,0,0,0,0,0,0,0.21283922920471,0,0,0.0628708303444345,0,0,0,0,0,0.124493944001883,0,0.108856428085812,0,0
"Species834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000997969885728798,0,0
"Species835",0.00739580046796542,0,0.0151826608420247,0,0.0325614860898267,0.0775257237968132,0.0413942988543014,0.00128009528031246,0.0307984136934764,0.0103060395574163,0.000465098791667084,0.02027209169893,0.0153514297743844,0,0,0.00110404111499773,0.0232604136802316,0.0845795068685404,0.0232079015341123,0,0,0.0200575758016222,0.00123674319345038,0.017907531241985,0.0154599218695173,0,0.0021113149534159,0.00490512192585288,0,0.00139852860532683,0.00421419197431978,0.0771234601597201,0,0.037468514616565,0.156765210238136,0,0.050935292868512,0,0,0.128893036235834,0.0144021843554419,0.0191646723272741,0,0.0265313927734391,0.0288244766417111,0,0.203806271960942,0,0.000971471501773279,0.0198156099617701,0.00470752763387616,0,0.00510998996835171,0,0,0.0186549054506363,0,0.146504498154147,0,0.0144828707859597
"Species836",0.0701279830192332,0.130898529366893,0.478055871313469,1.15567443083147,0.061686131537116,0.122697506317615,0.101817484358429,0.000686560308260916,0.0864329370016258,0.0163141595919746,0,0.0606049733787032,0.0109197971678163,0.523753312894524,0,0.0424967717159083,0.0544049341674296,0.343126436438488,0.0182210386809652,0.0135398048920608,0.0630629245821087,0.27971819041849,0.0198535220578941,0.0453391023546955,0.0142211454695126,0,0.498429938352932,0.195390527959954,0,0.201612208051418,0.130833366314102,0.457779940539254,0,0.0258147184843953,0.709613269617631,0.0998308566295908,0.0666464545496211,0.280145740366279,0.447926881871524,3.75993989444111,0.0209518424922842,0.0214466563624447,0,0.0576266390959364,0.0069511012548532,0.00313075471870171,7.67458962262191,0.00798262267304169,0.0077071096678631,0.424671901938213,3.01433791271756,0.19041618896388,0.114917618475465,0.599324249346519,0,0.75301497728226,0.00950285570319141,0.112801928710955,0.72295527967345,0.0253725395805562
"Species837",0.0507016847662081,0.0403301654449183,0.00198606982774524,0.185659591233446,0.00533257815068459,0.133525420089736,0,0,0,0,0,0,0,0,0,0.0114074051010504,0,0.0336892432361955,0,0,0.00585617458309334,0.00250151984311777,0.0158710152262104,0,0.0121861682335626,0,0,0.0691140189590345,0,0,0.0264014433304441,0.0651825985663901,0,0.00784424057527823,0,0,0,0,0,0,0.0148236877954471,0.0062620776478823,0,0.000480430211449505,0.0366227045613014,0.0289823075058743,0,0.00807396177929023,0.00532711150464631,0,0.0855473012283865,0.23011944032237,0.0123473104517885,0,0,0,0,0,0,0
"Species838",0,0.0231530749177899,0.0223574526839971,0.247806156603249,0.177372390578686,0.0829980792025371,0.0590828919272627,0,0.449643123599017,0,0,0.0176239585143088,0.00385137845403347,0,0,0,0.122281442267634,0.551934196538759,0,0,0,0.0569518865480412,0.0184656623547552,0.00680195401149273,0.00937658783811384,0.0523210391371282,0.0129814067355961,0,0,0,0.000620631961834813,0.0334401580150486,0,0.0847142381406046,0.048645925739806,0,0.0194003434407509,0.0045816314530975,0,0,0,0,0,0,0.0247771183544948,0,0.559628449981017,0.0513493493586356,0,0,0.143987852310547,0.203470666161829,0.0019127287666741,0,0,0.0633039137513984,0,0.151713987728978,0,0
"Species839",0.00517266638659317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00776158757198974,0,0,0,0,0,0.00112814502115753,0.00422967949655542,0,0,0,0,0,0,0,0,0,0.0177568625862778,0.0510545707328767,0,0.00595175582192917,0,0,0,0,0,0,0,0.0196384932807315,0.00215812124550369,0,0.00312788526061287,0,0,0,0,0,0,0,0,0.00755500117749202,0.0407066171907643,0,0
"Species84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378884061035367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species841",0.0132295354223664,0,0,0,0,0,0,0,0.122893423152554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066778703645841,0,0,0,0.0132664116801853,0,0,0,0.0157971635355939,0.00322416196459856,0,0,0.11155263768374,0,0,0,0,0,0,0,0,0.0815184773083479,0,0,0.267845533919421,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species842",0.0129829274575134,0,0,0,0.0249499265688426,0,0,0,0,0.0963627823943885,0,0.0252283859827171,0.00665427517372095,0,0,0.0162820460318148,0.0593757587745619,0.0763544372806047,0,0,0.22205938978414,0.0593527355551085,0.0193955665580951,0.0181255646281284,0.0109680567077135,0.0784474328804276,0.11288855041646,0.0120081042805579,0,0,0,0,0.0820737926336405,0,0.279343805107314,0.0108754255963929,0,0,0,0,0.0407908299714139,0,0.0106776637113174,0,0.0360936345624607,0,0,0,0,0,0.227120665190959,0,0,0,0.0623549622502344,0,0,0,0,0
"Species843",0,0,0,0,0.00425131289746241,0,0,0,0,0,0,0.0325781064578067,0.013508662617847,0,0,0,0,0,0,0,0,0,0.0111126396729232,0,0.023069494728108,0,0,0,0,0,0,0,0.0795094680646485,0,0,0,0,0.0388299249027715,0,0,0.0413623233704572,0,0,0,0.0206686135139964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species844",0,0,0,0,0,0.382383279019804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154905394015405,0,0,0,0,0,0,0,0,0.103576721123076,0,0,0
"Species845",0.142543804230591,0.0962338555536116,0,0.373723132794292,0.172768959369105,0,0.189965200450959,0.0386372978968987,0.343353634507749,0.883726985604053,0.0122838646819874,0.325296140172031,0.0589717096245125,0,0.203189787920659,0.0178162017945518,0.205888959398952,0.898135194400441,0.223217762347959,0,0,0,0.448299452111053,0.350733748871068,0.0858330773236077,1.14061313358043,0.419970490385012,0.0444003048646088,0.178119496907913,0,0.460036418662333,0,0.961998084320881,0,0,0.428649718491264,0.119663882296823,1.99266076879312,0.644981222095559,0,0.247099728225405,0.0475487256321987,0.529153638745209,0,0.207305989077695,0,0,0,0.023252736315919,0.685125938200076,0,0,0.997132846289381,0,0.283678056530382,0,0.0882448349239398,0,0,0
"Species846",0,0,0,0,0,0,0,0.00271653859383169,0,0,0.0355249723824474,0.969263514975523,0,0,0,0.665295267080929,0,0,0,0,0,0.371662485896065,0.00930496318419538,0,0.0715467776234872,0,0,0,0,0,0,0,1.68636816202754,0,0,0,0,0,0,0,0,0,0.0477347750590502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204911501761313,0,0,1.98850242558696
"Species847",0,0.0202688401657765,0,0,0.0526428792882531,0.154603610163452,0.128010259905376,0.0331353894399563,0.0769293219102525,0.229086914278304,0.0141935729518711,0.0768911754568691,0.0179804716899607,0,0.0242688796551347,0.105942109035057,0.135614773274466,0.460752960166676,0.130211644817434,0.237203588600668,0.104760139919095,0.0979989578963381,0.149985674011171,0.282933555929915,0.189213802769016,0.319787980926567,0.134014185198022,0,0.0520476032990461,0,0,0,1.18184908105777,0.327740087826716,0.349881579977195,0,0.0495922641331104,0.550476500604232,0,0,0.168572684013441,0,0.0841319324683408,0,0.105700920325885,0.0241929479388681,0,0,0,0,0,0,0.13433921280925,0,0.0715673159655706,0,0.304328163028548,0,1.20788838864185,0.930378607966028
"Species848",0,0,0,0,0,0.00296251033960824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202288867515608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species850",0,0,0,0,0,0,0.00289196395635976,0,0,0,0,0,0,0,0,0.000408370364539793,0.0175731662734392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species852",0,0,0,0,0,0,0,0,0,0,0.0941034358035279,0.0527667291462163,0,0,0,0,0,0,0,0,0,0,0,0.0514904684773986,0.0307773298762977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
