"","Healthy01","Healthy02","Healthy03","Healthy04","Healthy05","Healthy06","Healthy07","Healthy08","Healthy09","Healthy10","Healthy11","Healthy12","Healthy13","Healthy14","Healthy15","Healthy16","Healthy17","Healthy18","Healthy19","Healthy20","Healthy21","Healthy22","Healthy23","Healthy24","Healthy25","Healthy26","Healthy27","Healthy28","Healthy29","Healthy30","Patients01","Patients02","Patients03","Patients04","Patients05","Patients06","Patients07","Patients08","Patients09","Patients10","Patients11","Patients12","Patients13","Patients14","Patients15","Patients16","Patients17","Patients18","Patients19","Patients20","Patients21","Patients22","Patients23","Patients24","Patients25","Patients26","Patients27","Patients28","Patients29","Patients30"
"Species588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130002059643871,0,0,0,0,0,0.0023719606331218,0,0,0,0.125135730113815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259209546635348,0,0
"Species589",0,0,0,0,0,0,0,0,0,0,0,0,0.00391534125657258,0,0,0,0,0,0,0,0,0,0.0530978670022118,0,0,0,0.00519661152143978,0,0,0,0,0,0,0,0.0104465700275482,0.00271633800204589,0.00353803554467891,0,0,0,0,0,0,0.00436273551492107,0,0,0,0,0.0359684145098089,0,0,0,0,0,0,0,0,0,0,0
"Species59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514795246656808,0,0,0,0,0,0
"Species591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121450317792743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species592",0.0509077230374379,0.0412090835598683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949544550719437,0,0,0,0,0,0,0,0,0,0,0,0.001239936399769,0.0641720898889031,0,0
"Species593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species595",0,0.279647865537003,0,0,0,0,0.0565212497572878,0,0.0116229646088171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993569704700343,0,0,0,0.0538750941792396,0.00714086088860754,0,0,0,0,0.010035368076111,0.00176929470465963,0.0150489612154702,0.0135186947529593,0,0,0,0,0,0.00139824846139217,0,0.0746826095733778,0.167251516756902,0,0,0,0,0,0,0,0,0,0,0,0,0.00886121792521517,0,0
"Species596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species597",1.39172007468349,0,0,0,0.0686907563913488,0,0,0.545189990777212,0,0.183541940844384,0.531300985032029,0,0.184915704754401,0,0,0,0,0,0,0,0.635984561362374,0.000397730107147016,0.248431387122425,0,0,0.00104023270000947,4.6518001080268,0.0567200617356235,0.0528255404380735,0,0,0,0,0.0106834893796084,0,2.07373502248234,0.172315057069275,0,0,0,0.0845409381362867,0,0.0106783463854181,0,0.392961363503147,0,0,0,0.286759124105737,0,0,0,0,0,0,0,0.0524582711083728,0,0,0
"Species598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species599",0.0240563753825535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116332962535278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303768821237945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species600",0.0113872737064474,0.00610265981064957,0,0,0,0,0,0.0200451956210525,0,0.00107378868442745,0.258728686040787,0,0,0,0,0,0,0,0,0,0,0.00589546964576961,0.0035906520961695,0,0,0,0.513853373070549,0.218311621015819,0.0952735867188019,0,0,0,0,0.190311586553124,0,0.166278676376567,0.0506481917011612,0,0,0,0.0556510157438193,0.0415191838444616,0.0149853429598903,0,0.0586819493248542,0.458052007629848,0,0,0,0,0,0,0,0,0.0207042965459026,0,1.61876219738154,0,0,0
"Species601",0.0262128460093788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177413169090636,0.184367834439866,0,0,0,0,0.000776780527327355,0.0457407248703496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species602",0.0374799546037637,0.0832783019744941,0,0,0.0115742399582215,0,0,0.0489081577551889,0,0.0111857093953029,0.0572766178383388,0,0,0,0,0.0116554539995796,0,0,0,0,0,0.128524776191598,0,0,0,0,0.0242500111258038,0.32994173660747,0.199905278903011,0,0,0,0,0,0,0.25070450906235,0,0,0,0,0.0720886134512029,0.306514847037916,0.00718657951186603,0,0,0.0183342518695568,0,0,0.182247708322476,0,0,0,0,0,0.180418934090747,0,0.128418585534581,0,0,0
"Species603",0.152889906742965,0.0973821900330011,0,0,0.015546755939715,0,0,0.120139284783403,0,0,0.021603952452357,0,0.0238960582018227,0,0,0,0,0,0,0.0803345958404978,0.0472198512970549,0.395761558908571,0.0560307571181818,0,0.65043025444924,0,0.00554721538683576,0.0326928543923786,0.134906655458272,0,0.507276273779986,0,0.0172631396766084,0.22893903164332,0,0.140026066869109,0.112180987369574,0,0,0,0.684313732129383,0.590697112326052,0.146484167538814,0.0104006020435893,0.198833973694338,0.471820272543233,0,0,0.105972987240076,0,0,0,0.0269564796024868,0,0.199041960476673,0,0.0232453502442507,0,0,0
"Species604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115935249385141,0,0,0,0,0,0,0,0.0307958183836261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796800166658203,0,0
"Species606",0,0,0,0,0,0.0091383255449291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species607",0,0,0,0,0,0,0,0,0,0,0,0,0.0267943938911401,0,0,0,0,0,0,0,0,0,0.0408555818833236,0,0,0,0.0217395235366745,0,0,0,0.0176071165607335,0,0,0,0,0,0.00239210410275801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429774565682644,0,0,0
"Species608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412662788582825,0.225936252370265,0,0,0,0,0,0,0,0,0,0,0,0,0.324377082053044,0.283866321609198,0,0,0,0,0.165482396877814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538993364104087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211211325026383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135602368782321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70773719133502,0.038664644389064,0,0,0,0,0,0,0,0,0.149382117009032,0,0,0,0,0,0,0,0.108953326156518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species614",2.35898030152768,0,0,0,0.00262611054539517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25498904854453,0,0,0,0,0,0.412062635191993,0.262276984934006,0,0,0,0,0,0,0,0.857193353671186,0.135694161445343,0,0,0,0,0.0036413949255115,0,0,0.441584512424675,0,0,0,0,0,0,0,0,0,0.588043204732194,0,0,0,0,0
"Species615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species616",0,4.48618379788255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75414624720582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132844395777523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species621",0,0,0,0,0,0,0,1.57675277075823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428161393380929,0,0,0,0,0,0,0,0,7.31491641544324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species622",3.21663061556299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045187177854395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162242525529096,0,0,0
"Species623",0,0,0,0,0,0,0,0,0,0,0,0,1.78225813481678,0,0,0,0,0,0,0,0.141400011605315,0,0,0,0,0,0,1.24116927036007,0,0,0,0,0,0,0,0,0,0,0,0,2.70747439222391,0.0241247001223276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species625",0,0.164608169110541,0,0,0,0,0,0.0862634944193176,0,0,0.262526145996719,0,0,0,0,0,0,0,0,0,0.0425597247853069,0,0.221134872510176,0,0,0.159216833414706,0.501194084662063,0.013579369955872,0.43376885318374,0,0,0,0,0,0,0.30979867632927,0,0,0,0,0.124331946008377,0.188214068887969,0.523427579390364,0,0,0.239380718465893,0,0,0,0,0,0,0.0176433059584986,0,0,0,0,0,0,0
"Species626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species630",0,0,0,0,0,0,0,0.00994369537648237,0.00191160988985433,0,0.0240558556384602,0,0,0,0,0,0,0,0,0,0.0106556305276308,0,0,0,0,0,0.0567902816086337,0.00542492995105116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509758813925741,0,0,0,0,0,0,0,0,0,0,0,0.0416908557587566,0.0136614957295426,0,0
"Species631",0.00413016541974434,0,0,0,0,0,0,0,0,0,0,0,0.0151755429871977,0,0,0,0,0,0,0,0,0.0173582850119878,0,0,0,0,0,0,0,0,0,0,0,0.0340578038408792,0.0295973936978794,0,0.0162293808959117,0,0,0,0,0,0,0,0,0.0249974080147635,0,0.00108008520872563,0,0,0,0,0,0,0.0457505952386804,0,0,0,0,0
"Species632",0,0,0,0,0,0,0,0.0375280612122511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194944840447241,0,0,0,0,0,0,0,0,0,0,0,0,1.3544077082549,0,0.0452206498379908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232878017983108,0,0,0,0,0,0,0,0,0,0.00395175597775624,0,0,0,0,0,0,0,0.0302799921048649,0,0,0,0,0,0,0,0,0,0,0,0.00066199994224955,0,0,0
"Species634",0,0,0,0,0,0,0,0.0812995017017131,0,0.0886208160456549,0,0,0.0996242368703972,0,0,0,0.100444848734229,0,0.224744156569842,0,0.00760202548566987,0,0,0,0,0,0,0.00207490390864436,0,0,0,0,0.000978185001804317,0,0,0.0493246034694911,0.0242174718312755,0,0,0,0.00859819105630692,0,0.195125552534771,0,0,0.0018261448646707,0,0,0,0,0,0,0,0,0.0373981201987714,0,0,0,0,0
"Species635",0,0,0,0,0,0,0,0.00447055592583101,0,0,0.0681471220161957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220972747661111,0,0,0,0,0,0,0,0,0,0,0,0.350879004400972,0.0427017371363562,0.460875742131233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species636",0,0,0,0,0.0177666624602492,0,0,0.00664507655640804,0,0.121952936095572,0.0100662464164912,0,0.0172019749878685,0,0,0,0.0492640439038822,0.0206851159208207,0.160334957670968,0,0,0.0647916237857575,0,0,0,0.0124333180011641,0.0142112295401294,0,0.026630617674167,0,0,0,0.0149051784983833,0,0,0.0375656209489661,0,0,0,0,0.0431221282092853,0.157813953411168,0.19224402549173,0,0.0348249981080809,0.294629825986418,0,0,0.00207894249406081,0,0,0,0.019174453810292,0,0.0580340081141353,0,0.0359766430990296,0.0838346012977072,0,0.0108006547700974
"Species637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495023225493546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species639",0,0,0,0,0,0,0,0.0108824541803103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179359771817961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103665578066018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species641",0.000882622822841343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151837333845228,0,0.00828550582272472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181693241536212,0,0,0,0,0,0,0,0,0,0,0
"Species642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204392296553067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105159368180266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species644",0,0,0,0,0,0,0,0,0,0,0,0.00178460132968,0.00423336213795686,0,0,0.00205546416818363,0,0,0,0,0,0,0,0,0,0,0,0.000587288862858147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464465886598337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species646",0,0,0,0,0,0,0,0.0221750511061098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884147916486765,0.0703185932604006,0,0,0,0.0328531921544476,0,0,0,0,0,0,0,0,0.0140882266497638,0,0,0,0,0.0108220659870661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species651",0.0879386539157591,0,0,0,0,0,0,0,0,0,0.000896672658107839,0,0.00481640003719643,0,0,0,0,0,0,0,0,0,0,0.0906216374512644,0,0,0,0.00887945698619854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46043829688043,0,0,0,0.0340817492209246,0,0,0,0,0,0,0,0,0,0,0,0
"Species652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022683336997535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species655",0.0140939713917166,0,0,0,0.0128069777127386,0,0,0.0374039358600965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197928069653193,0.0185153722395212,0,0,0,0,0,0,0.550951826960377,0,0,0,0,0,0.047992176961382,0,0.0198595229908271,0,0.0521843092948887,0.0181271530233572,0,0,0,0,0,0,0,0,0,0,0.0778412434953261,0,0,0
"Species656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species657",0.187989947683406,0.182075117686768,0,0,0,0,0,0.0140440507219476,0,0,0.0427038420324256,0,0,0,0,0,0,0,0,0,0.0556120631644806,0.0143018130265006,0.00774156789556663,0,0,0,0.234902473717402,0.0275593174000882,0.0191216756507094,0,0,0,0,0,0,1.15908724035682,0,0,0,0,0.473509581509862,0.106025636393122,0.00715152980063081,0,0,0.0609385689543477,0,0,0,0,0,0,0,0,0.17448520475413,0,0.0425665395592427,0,0,0
"Species658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012510237271939,0,0,0,0,0.000774139130818166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191258973486143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species659",0.0354000211831568,0,0,0,0.00507670337259804,0,0,0.0757661057822791,0,0,0.0285847806087992,0,0.146277303903095,0,0,0,0,0,0,0,0,0,0.0579145387152351,0,0,0,0,0.039498570252891,0,0,0,0,0,0,0,1.36112078408793,0.216859572071227,0,0,0,0.355292863194746,0,0.0109618930511852,0,0.369884958091214,0.134894156026377,0,0,0,0,0,0,0,0,0.192801344406287,0,0.445478505675116,0,0,0
"Species66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species660",0,0,0,0,0,0,0,0,0,0,0,0.0177552708563078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18077199677486,0,0,0,0,0,0,0
"Species661",0,0,0,0,0,0,0,0,0,0.579723964168705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481642549200564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species668",0,0,0,0,0,0,0,0.186560263498134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
