"","Kingdom","Phylum","Class","Order","Famiy","Genus","N Patients","N Control","","BC-OA in Patients","BC-OA in Control","Beta","SE","P","FDR","FC","FC lower","FC upper","NA"
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB36772","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","GGB3677",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB312342","Bacteria","Firmicutes","CFGB3009","OFGB3009","FGB3009","GGB31234",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli2","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Massilicoli",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metaruminococcus2","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","Candidatus Metaruminococcus",1,0,"",5.8e-07,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB95322","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","GGB9532",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB42552","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","GGB4255",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106|o__OFGB2106|f__FGB2106|g__GGB59802","Bacteria","Candidatus Melainabacteria","CFGB2106","OFGB2106","FGB2106","GGB5980",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB96402","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9640",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB76000|o__OFGB76000|f__FGB76000|g__GGB42712","Bacteria","Firmicutes","CFGB76000","OFGB76000","FGB76000","GGB4271",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB43122","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","GGB4312",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB94252","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB9425",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB30322","Bacteria","Firmicutes","CFGB1249","OFGB1249","FGB1249","GGB3032",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Timburyella2","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","Candidatus Timburyella",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__GGB98322","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","GGB9832",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB42432","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","GGB4243",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB95822","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","GGB9582",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas2","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinatimonas",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptostreptococcus",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Butyrivibrio",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB635|o__OFGB635|f__FGB635|g__GGB14972","Bacteria","Bacteroidetes","CFGB635","OFGB635","FGB635","GGB1497",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB76639|o__OFGB76639|f__FGB76639|g__GGB26582","Bacteria","Firmicutes","CFGB76639","OFGB76639","FGB76639","GGB2658",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB92782","Bacteria","Firmicutes","CFGB2942","OFGB2942","FGB2942","GGB9278",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789|f__FGB1789|g__GGB47542","Bacteria","Tenericutes","CFGB1789","OFGB1789","FGB1789","GGB4754",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__GGB33282","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","GGB3328",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB94232","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB9423",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB90722","Bacteria","Firmicutes","CFGB2836","OFGB2836","FGB2836","GGB9072",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1201|o__OFGB1201|f__FGB1201|g__GGB29582","Bacteria","Firmicutes","CFGB1201","OFGB1201","FGB1201","GGB2958",1,0,"",1.162e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB98172","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","GGB9817",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB90622","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB9062",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB31462","Bacteria","Firmicutes","CFGB1311","OFGB1311","FGB1311","GGB3146",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB29962","Bacteria","Firmicutes","CFGB1226","OFGB1226","FGB1226","GGB2996",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Plesiomonas2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939|g__GGB745112","Bacteria","Firmicutes","CFGB72939","OFGB72939","FGB72939","GGB74511",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB180832","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","GGB18083",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB11482","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1148",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB12472","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1247",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB27342","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","GGB2734",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911|f__FGB16911|g__GGB494182","Bacteria","Firmicutes","CFGB16911","OFGB16911","FGB16911","GGB49418",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2945|o__OFGB2945|f__FGB2945|g__GGB92822","Bacteria","Firmicutes","CFGB2945","OFGB2945","FGB2945","GGB9282",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB73062|o__OFGB73062|f__FGB73062|g__GGB90592","Bacteria","Firmicutes","CFGB73062","OFGB73062","FGB73062","GGB9059",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella2","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB49792","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","GGB4979",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB59108|o__OFGB59108|f__FGB59108|g__GGB15682","Bacteria","Bacteroidetes","CFGB59108","OFGB59108","FGB59108","GGB1568",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__CFGB4875|o__OFGB4875|f__FGB4875|g__GGB27312","Bacteria","Proteobacteria","CFGB4875","OFGB4875","FGB4875","GGB2731",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642|g__GGB241472","Bacteria","Bacteroidetes","CFGB642","OFGB642","FGB642","GGB24147",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB800952","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","GGB80095",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB15542","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB1554",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB15662","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB1566",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB96232","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9623",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB744762","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","GGB74476",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB9773|o__OFGB9773|f__FGB9773|g__GGB251582","Bacteria","Firmicutes","CFGB9773","OFGB9773","FGB9773","GGB25158",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947|f__FGB2947|g__GGB92852","Bacteria","Firmicutes","CFGB2947","OFGB2947","FGB2947","GGB9285",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB16912","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","GGB1691",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB10021|o__OFGB10021|f__FGB10021|g__GGB92582","Bacteria","Firmicutes","CFGB10021","OFGB10021","FGB10021","GGB9258",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB31602","Bacteria","Firmicutes","CFGB1320","OFGB1320","FGB1320","GGB3160",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB47132","Bacteria","Firmicutes","CFGB1778","OFGB1778","FGB1778","GGB4713",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB29772","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII Incertae Sedis","GGB2977",1,0,"",8.637e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB97862","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","GGB9786",1,0,"",3.425e-05,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB94112","Bacteria","Actinobacteria","CFGB2992","OFGB2992","FGB2992","GGB9411",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB96212","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9621",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2947|o__OFGB2947|f__FGB2947|g__GGB92862","Bacteria","Firmicutes","CFGB2947","OFGB2947","FGB2947","GGB9286",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB13802","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","GGB1380",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB16312","Bacteria","Bacteroidetes","CFGB11479","OFGB11479","FGB11479","GGB1631",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB90822","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","GGB9082",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB426392","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","GGB42639",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB33512","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales unclassified","GGB3351",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB456202","Bacteria","Firmicutes","CFGB24517","OFGB24517","FGB24517","GGB45620",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Monoglobus2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Monoglobus",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas2","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Selenomonas",1,0,"",2.07e-06,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2957|o__OFGB2957|f__FGB2957|g__GGB92992","Bacteria","Firmicutes","CFGB2957","OFGB2957","FGB2957","GGB9299",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260|g__GGB30572","Bacteria","Firmicutes","CFGB1260","OFGB1260","FGB1260","GGB3057",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB92112","Bacteria","Firmicutes","CFGB2898","OFGB2898","FGB2898","GGB9211",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB45692","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB4569",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB93032","Bacteria","Firmicutes","CFGB2960","OFGB2960","FGB2960","GGB9303",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB35342","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3534",1,0,"",7.42e-06,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__GGB48972","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","GGB4897",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus2","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Macrococcus",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB421842","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB42184",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__GGB14052","Bacteria","Firmicutes","Tissierellia","Tissierellia unclassified","Tissierellia unclassified","GGB1405",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB90762","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","GGB9076",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium2","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Paeniclostridium",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Luteimonas2","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Neochristensenella2","Bacteria","Firmicutes","Clostridia","Clostridia unclassified","Clostridia unclassified","Candidatus Neochristensenella",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB45912","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","GGB4591",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB12702","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1270",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB12462","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","GGB1246",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB10932","Bacteria","Bacteroidetes","CFGB529","OFGB529","FGB529","GGB1093",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB94202","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","GGB9420",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1362|o__OFGB1362|f__FGB1362|g__GGB481592","Bacteria","Firmicutes","CFGB1362","OFGB1362","FGB1362","GGB48159",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB76102|o__OFGB76102|f__FGB76102|g__GGB35232","Bacteria","Firmicutes","CFGB76102","OFGB76102","FGB76102","GGB3523",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB36022","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","GGB3602",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB32672","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","GGB3267",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB90812","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","GGB9081",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB15052","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","GGB1505",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB76106|o__OFGB76106|f__FGB76106|g__GGB36002","Bacteria","Firmicutes","CFGB76106","OFGB76106","FGB76106","GGB3600",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB47272","Bacteria","Firmicutes","CFGB9119","OFGB9119","FGB9119","GGB4727",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB796972","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB79697",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB47042","Bacteria","Firmicutes","CFGB13380","OFGB13380","FGB13380","GGB4704",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB796782","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","GGB79678",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2936|o__OFGB2936|f__FGB2936|g__GGB92662","Bacteria","Firmicutes","CFGB2936","OFGB2936","FGB2936","GGB9266",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB314602","Bacteria","Firmicutes","CFGB31455","OFGB31455","FGB31455","GGB31460",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB1838|o__OFGB1838|f__FGB1838|g__GGB48842","Bacteria","Firmicutes","CFGB1838","OFGB1838","FGB1838","GGB4884",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
"k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB92792","Bacteria","Firmicutes","CFGB2942","OFGB2942","FGB2942","GGB9279",0,0,"",0,0,NA,NA,NA,NA,NA,NA,NA,""
