"Source","Target","r_value","p_value","abs_value","linktype"
"OTU_8","Cl",0.75603247347291,0.0180374013610714,0.75603247347291,1
"OTU_12","Cl",0.674514696253446,0.0469324786131571,0.674514696253446,1
"OTU_28","Cl",0.708451034654666,0.0330728738092401,0.708451034654666,1
"OTU_109","Cl",-0.735714285714286,0.0241809925973159,0.735714285714286,-1
"OTU_101","Cl",0.676556406686517,0.0460350025056817,0.676556406686517,1
"OTU_69","Cl",0.799796259903286,0.0106314325899693,0.799796259903286,1
"OTU_21","Cl",0.724191812652287,0.0279180964920256,0.724191812652287,1
"OTU_249","Cl",-0.724509209375592,0.0279180964920256,0.724509209375592,-1
"OTU_533","Cl",-0.778176558218229,0.0131524760045074,0.778176558218229,-1
"OTU_84","Cl",0.798891592270155,0.0106836853650831,0.798891592270155,1
"OTU_728","Cl",-0.69300825646423,0.0381734194140371,0.69300825646423,-1
"OTU_625","Cl",-0.698066778025527,0.0367615990972491,0.698066778025527,-1
"OTU_131","Cl",0.74425042204413,0.0213938576970346,0.74425042204413,1
"OTU_532","Cl",-0.708136845678709,0.0331682574612119,0.708136845678709,-1
"OTU_480","Cl",-0.756687868683148,0.0179115989344894,0.756687868683148,-1
"OTU_443","PO4",0.775302773917951,0.013752445309745,0.775302773917951,1
"OTU_625","PO4",0.719491908157347,0.0289415992027875,0.719491908157347,1
"OTU_820","SO4",0.692549848559688,0.0381734194140371,0.692549848559688,1
"OTU_27","Cr",0.670841860532956,0.048781159736849,0.670841860532956,1
"OTU_57","Cr",0.826477172176602,0.00761917316085969,0.826477172176602,1
"OTU_81","Cr",0.692308800070011,0.0382300756072264,0.692308800070011,1
"OTU_96","Cr",0.722720297747505,0.0281270782772343,0.722720297747505,1
"OTU_193","Cr",0.778901169344601,0.0131133706432332,0.778901169344601,1
"OTU_191","Cr",0.781754381474405,0.0126671959558513,0.781754381474405,1
"OTU_259","Cr",0.73828639226406,0.0230160748552753,0.73828639226406,1
"OTU_166","Cr",0.767443088449702,0.0155759504772865,0.767443088449702,1
"OTU_38","Cr",0.688272625431327,0.0401636384429104,0.688272625431327,1
"OTU_241","Cr",0.720577640064669,0.0287279435421377,0.720577640064669,1
"OTU_230","Cr",0.669415841172935,0.049310089793257,0.669415841172935,1
"OTU_24","Cr",0.811228256163498,0.00936645980542911,0.811228256163498,1
"OTU_287","Cr",0.673856895322321,0.0472273905247619,0.673856895322321,1
"OTU_440","Cr",0.745498523912117,0.0209023029939841,0.745498523912117,1
"OTU_274","Cr",0.754532303096276,0.0183970707299742,0.754532303096276,1
"OTU_162","Cr",0.674819050505716,0.0467542833192744,0.674819050505716,1
"OTU_237","Cr",0.755434853698066,0.0182145929391856,0.755434853698066,1
"OTU_309","Cr",0.715949820788531,0.0299249685006846,0.715949820788531,1
"OTU_234","Cr",0.682680804425099,0.0427847126447462,0.682680804425099,1
"OTU_146","Cr",0.71726973224968,0.029608262497621,0.71726973224968,1
"OTU_445","Cr",0.746633440017132,0.0206787371427774,0.746633440017132,1
"OTU_53","Cr",0.707100502158223,0.0333785002437563,0.707100502158223,1
"OTU_235","Cr",0.779965469846317,0.0130887516757044,0.779965469846317,1
"OTU_618","Cr",0.831279275122697,0.00674817825001886,0.831279275122697,1
"OTU_356","Cr",0.695886623326186,0.0372660015224523,0.695886623326186,1
"OTU_701","Cr",0.724100515522273,0.0279180964920256,0.724100515522273,1
"OTU_544","Cr",0.693766284334573,0.038151859965615,0.693766284334573,1
"OTU_902","Cr",0.768920674018167,0.0152384297691044,0.768920674018167,1
"OTU_366","Cr",0.884110200239187,0.0028599808850406,0.884110200239187,1
"OTU_1104","Cr",0.731663001144498,0.025534094360501,0.731663001144498,1
"OTU_905","Cr",0.88249750329277,0.0028599808850406,0.88249750329277,1
"OTU_961","Cr",0.762570978497028,0.0165335879279996,0.762570978497028,1
"OTU_761","Cr",0.734413044002644,0.0245787184802877,0.734413044002644,1
"OTU_987","Cr",0.693766284334573,0.038151859965615,0.693766284334573,1
"OTU_256","Cr",0.713165874176152,0.0311057477288851,0.713165874176152,1
"OTU_335","Cr",0.741807907300327,0.0219027848167803,0.741807907300327,1
"OTU_454","Cr",0.718443480244755,0.029265283399437,0.718443480244755,1
"OTU_339","Cr",0.694718273030544,0.037765744497837,0.694718273030544,1
"OTU_824","Cr",0.68979339134504,0.0393158604646954,0.68979339134504,1
"OTU_1052","Cr",0.70524373126388,0.0341837624383638,0.70524373126388,1
"OTU_2","Cu",0.699464446582362,0.0366172528885893,0.699464446582362,1
"OTU_20","Cu",-0.781947440012306,0.0126671959558513,0.781947440012306,-1
"OTU_22","Cu",0.83787184030687,0.00628082928284697,0.83787184030687,1
"OTU_23","Cu",-0.848367780597815,0.0060020471772164,0.848367780597815,-1
"OTU_43","Cu",-0.796495299361372,0.0106836853650831,0.796495299361372,-1
"OTU_35","Cu",-0.813157112614726,0.00934822231679692,0.813157112614726,-1
"OTU_26","Cu",-0.796428571428571,0.0106836853650831,0.796428571428571,-1
"OTU_59","Cu",-0.811043158710438,0.00936645980542911,0.811043158710438,-1
"OTU_119","Cu",0.721112613508143,0.0287249196182853,0.721112613508143,1
"OTU_49","Cu",-0.814680123547705,0.00934822231679692,0.814680123547705,-1
"OTU_13","Cu",0.686514346574016,0.0408750285949328,0.686514346574016,1
"OTU_58","Cu",-0.780211842694354,0.0130887516757044,0.780211842694354,-1
"OTU_90","Cu",-0.785584404849572,0.0126671959558513,0.785584404849572,-1
"OTU_32","Cu",0.740482065476818,0.0221901794399032,0.740482065476818,1
"OTU_47","Cu",-0.832142857142857,0.00674817825001886,0.832142857142857,-1
"OTU_105","Cu",-0.775,0.0138111849974433,0.775,-1
"OTU_56","Cu",-0.871428571428571,0.00418856251829946,0.871428571428571,-1
"OTU_367","Cu",-0.746428571428571,0.0206787371427774,0.746428571428571,-1
"OTU_63","Cu",-0.766290955697287,0.0156611733534467,0.766290955697287,-1
"OTU_138","Cu",-0.714924324797078,0.0303081119910627,0.714924324797078,-1
"OTU_41","Cu",0.891056385130302,0.00264339935030936,0.891056385130302,1
"OTU_88","Cu",-0.872901371622107,0.00403076562539074,0.872901371622107,-1
"OTU_64","Cu",-0.762076353565438,0.016633029053007,0.762076353565438,-1
"OTU_122","Cu",-0.71671163560907,0.0297043974412577,0.71671163560907,-1
"OTU_360","Cu",-0.718582141524299,0.0292426092484028,0.718582141524299,-1
"OTU_334","Cu",-0.801179950433796,0.010488992855687,0.801179950433796,-1
"OTU_113","Cu",-0.840990669462182,0.00602708683235383,0.840990669462182,-1
"OTU_422","Cu",-0.863804831692848,0.00463075939811222,0.863804831692848,-1
"OTU_130","Cu",-0.671317113342619,0.0485935976297566,0.671317113342619,-1
"OTU_301","Cu",-0.803025987185947,0.0103914493873307,0.803025987185947,-1
"OTU_71","Cu",0.687523872771158,0.0403677182008229,0.687523872771158,1
"OTU_121","Cu",-0.813226419456676,0.00934822231679692,0.813226419456676,-1
"OTU_144","Cu",-0.689285714285714,0.0395557406830125,0.689285714285714,-1
"OTU_204","Cu",-0.729222811293019,0.0262847727721747,0.729222811293019,-1
"OTU_354","Cu",-0.901967279642102,0.00171737142475778,0.901967279642102,-1
"OTU_359","Cu",-0.817362974995294,0.00908515896607563,0.817362974995294,-1
"OTU_267","Cu",-0.724018987559981,0.0279180964920256,0.724018987559981,-1
"OTU_302","Cu",-0.730334002427684,0.0258464882946605,0.730334002427684,-1
"OTU_199","Cu",-0.761083427323407,0.0169921091282259,0.761083427323407,-1
"OTU_198","Cu",-0.789221369686839,0.0120560927729274,0.789221369686839,-1
"OTU_247","Cu",-0.845484832485434,0.0060020471772164,0.845484832485434,-1
"OTU_92","Cu",-0.83092112860896,0.00674817825001886,0.83092112860896,-1
"OTU_155","Cu",-0.843610703260552,0.00602708683235383,0.843610703260552,-1
"OTU_236","Cu",-0.847038658973673,0.0060020471772164,0.847038658973673,-1
"OTU_87","Cu",-0.858323701594903,0.00495063253556001,0.858323701594903,-1
"OTU_376","Cu",-0.763445764110276,0.0163835600950014,0.763445764110276,-1
"OTU_188","Cu",-0.796728002648383,0.0106836853650831,0.796728002648383,-1
"OTU_262","Cu",-0.791023092246701,0.0118937485422381,0.791023092246701,-1
"OTU_100","Cu",0.728087032631768,0.0266206573846078,0.728087032631768,1
"OTU_125","Cu",-0.839509426449463,0.00607823779885163,0.839509426449463,-1
"OTU_416","Cu",-0.711891224588601,0.031489156078032,0.711891224588601,-1
"OTU_351","Cu",-0.797331104179804,0.0106836853650831,0.797331104179804,-1
"OTU_322","Cu",-0.779032135483228,0.0131133706432332,0.779032135483228,-1
"OTU_79","Cu",0.734100171110517,0.0246873003274731,0.734100171110517,1
"OTU_290","Cu",0.814680123547705,0.00934822231679692,0.814680123547705,1
"OTU_83","Cu",0.801801783725941,0.010488992855687,0.801801783725941,1
"OTU_311","Cu",-0.711740595529492,0.031489156078032,0.711740595529492,-1
"OTU_129","Cu",-0.882530019887195,0.0028599808850406,0.882530019887195,-1
"OTU_872","Cu",-0.793078671624179,0.0113765370276996,0.793078671624179,-1
"OTU_426","Cu",-0.847944111713656,0.0060020471772164,0.847944111713656,-1
"OTU_408","Cu",-0.810770483767618,0.00936645980542911,0.810770483767618,-1
"OTU_228","Cu",-0.707142857142857,0.0333785002437563,0.707142857142857,-1
"OTU_532","Cu",-0.697325596126363,0.0370212106312174,0.697325596126363,-1
"OTU_635","Cu",-0.669201530057043,0.049310089793257,0.669201530057043,-1
"OTU_321","Cu",-0.800760762397139,0.0105170748419948,0.800760762397139,-1
"OTU_799","Cu",-0.783040182517884,0.0126671959558513,0.783040182517884,-1
"OTU_316","Cu",-0.798249929541906,0.0106836853650831,0.798249929541906,-1
"OTU_403","Cu",-0.840917865872082,0.00602708683235383,0.840917865872082,-1
"OTU_993","Cu",0.774290228835755,0.0138551558081477,0.774290228835755,1
"OTU_472","Cu",-0.862866491327656,0.00471285379498674,0.862866491327656,-1
"OTU_20","Cd",-0.720119037778775,0.0287279435421377,0.720119037778775,-1
"OTU_22","Cd",0.832466215530696,0.00674817825001886,0.832466215530696,1
"OTU_23","Cd",-0.774596669241483,0.0138111849974433,0.774596669241483,-1
"OTU_43","Cd",-0.716482072941508,0.0297232298381414,0.716482072941508,-1
"OTU_35","Cd",-0.775510949993674,0.0137266543056931,0.775510949993674,-1
"OTU_26","Cd",-0.732142857142857,0.0253924757472812,0.732142857142857,-1
"OTU_59","Cd",-0.771036545500506,0.0146315199031022,0.771036545500506,-1
"OTU_119","Cd",0.754309613618492,0.0183970707299742,0.754309613618492,1
"OTU_49","Cd",-0.771036545500506,0.0146315199031022,0.771036545500506,-1
"OTU_13","Cd",0.753183718813487,0.0186750235832748,0.753183718813487,1
"OTU_58","Cd",-0.679306846872451,0.0444030168800214,0.679306846872451,-1
"OTU_90","Cd",-0.716482072941508,0.0297232298381414,0.716482072941508,-1
"OTU_47","Cd",-0.728571428571428,0.0264082198016755,0.728571428571428,-1
"OTU_105","Cd",-0.678571428571428,0.0448410112993754,0.678571428571428,-1
"OTU_56","Cd",-0.792857142857143,0.0113940449799752,0.792857142857143,-1
"OTU_367","Cd",-0.696428571428571,0.0372646471980322,0.696428571428571,-1
"OTU_63","Cd",-0.740808596125406,0.0221901794399032,0.740808596125406,-1
"OTU_138","Cd",-0.682752730181209,0.0427847126447462,0.682752730181209,-1
"OTU_41","Cd",0.781947440012306,0.0126671959558513,0.781947440012306,1
"OTU_88","Cd",-0.807974823319636,0.00966875514349233,0.807974823319636,-1
"OTU_64","Cd",-0.683364241929571,0.0424613543804857,0.683364241929571,-1
"OTU_360","Cd",-0.699213350647633,0.0366172528885893,0.699213350647633,-1
"OTU_334","Cd",-0.749490921373551,0.0198974736450863,0.749490921373551,-1
"OTU_113","Cd",-0.759842446970217,0.0171973321702058,0.759842446970217,-1
"OTU_422","Cd",-0.741940249628297,0.0219027848167803,0.741940249628297,-1
"OTU_301","Cd",-0.719954333339125,0.0287279435421377,0.719954333339125,-1
"OTU_121","Cd",-0.688114662617187,0.0402139371506007,0.688114662617187,-1
"OTU_354","Cd",-0.836501912571304,0.00651535132496272,0.836501912571304,-1
"OTU_359","Cd",-0.778625393241962,0.0131297098259784,0.778625393241962,-1
"OTU_198","Cd",-0.720119037778775,0.0287279435421377,0.720119037778775,-1
"OTU_247","Cd",-0.823332391459615,0.0080251978133419,0.823332391459615,-1
"OTU_92","Cd",-0.83092112860896,0.00674817825001886,0.83092112860896,-1
"OTU_155","Cd",-0.7828421356528,0.0126671959558513,0.7828421356528,-1
"OTU_236","Cd",-0.831980193925252,0.00674817825001886,0.831980193925252,-1
"OTU_87","Cd",-0.854686736757637,0.00551673545969895,0.854686736757637,-1
"OTU_376","Cd",-0.677423706182358,0.0455723977477942,0.677423706182358,-1
"OTU_188","Cd",-0.730334002427684,0.0258464882946605,0.730334002427684,-1
"OTU_262","Cd",-0.700929345977145,0.0359417921810633,0.700929345977145,-1
"OTU_125","Cd",-0.798098647566305,0.0106836853650831,0.798098647566305,-1
"OTU_351","Cd",-0.793078671624179,0.0113765370276996,0.793078671624179,-1
"OTU_322","Cd",-0.669822023032308,0.049310089793257,0.669822023032308,-1
"OTU_290","Cd",0.741940826802374,0.0219027848167803,0.741940826802374,1
"OTU_83","Cd",0.742608363450871,0.0219027848167803,0.742608363450871,1
"OTU_898","Cd",0.748018778611442,0.0201482294510659,0.748018778611442,1
"OTU_741","Cd",0.693007749061827,0.0381734194140371,0.693007749061827,1
"OTU_129","Cd",-0.842743830466051,0.00602708683235383,0.842743830466051,-1
"OTU_872","Cd",-0.80158353673543,0.010488992855687,0.80158353673543,-1
"OTU_214","Cd",0.732178280211592,0.0253924757472812,0.732178280211592,1
"OTU_168","Cd",0.771428571428571,0.0146315199031022,0.771428571428571,1
"OTU_537","Cd",0.672630772161044,0.0478541460406478,0.672630772161044,1
"OTU_426","Cd",-0.801432409383371,0.010488992855687,0.801432409383371,-1
"OTU_408","Cd",-0.803595523734276,0.0103357543378132,0.803595523734276,-1
"OTU_635","Cd",-0.723756002616041,0.0279281818568741,0.723756002616041,-1
"OTU_321","Cd",-0.717799061788427,0.0295309109203788,0.717799061788427,-1
"OTU_799","Cd",-0.760452484945253,0.0170984441283921,0.760452484945253,-1
"OTU_316","Cd",-0.709555492926138,0.0324616325314486,0.709555492926138,-1
"OTU_403","Cd",-0.797233820891714,0.0106836853650831,0.797233820891714,-1
"OTU_993","Cd",0.783399525645587,0.0126671959558513,0.783399525645587,1
"OTU_472","Cd",-0.783439450284943,0.0126671959558513,0.783439450284943,-1
"OTU_20","Pb",-0.683749389406109,0.0423649297644049,0.683749389406109,-1
"OTU_22","Pb",0.810843716426003,0.00936645980542911,0.810843716426003,1
"OTU_23","Pb",-0.776440947025392,0.0134422497376546,0.776440947025392,-1
"OTU_43","Pb",-0.67283849489431,0.0478206046353982,0.67283849489431,-1
"OTU_35","Pb",-0.798098647566305,0.0106836853650831,0.798098647566305,-1
"OTU_26","Pb",-0.707142857142857,0.0333785002437563,0.707142857142857,-1
"OTU_59","Pb",-0.752851721314174,0.0187494032917069,0.752851721314174,-1
"OTU_119","Pb",0.781973780377116,0.0126671959558513,0.781973780377116,1
"OTU_49","Pb",-0.75648868615144,0.0179450506634978,0.75648868615144,-1
"OTU_13","Pb",0.697325596126363,0.0370212106312174,0.697325596126363,1
"OTU_90","Pb",-0.705571178429709,0.0340304061104695,0.705571178429709,-1
"OTU_47","Pb",-0.685714285714286,0.0411532504697511,0.685714285714286,-1
"OTU_56","Pb",-0.753571428571428,0.0186411726211206,0.753571428571428,-1
"OTU_367","Pb",-0.671428571428571,0.0485935976297566,0.671428571428571,-1
"OTU_63","Pb",-0.698944719685886,0.0366172528885893,0.698944719685886,-1
"OTU_41","Pb",0.771036545500506,0.0146315199031022,0.771036545500506,1
"OTU_88","Pb",-0.78813615578277,0.0121502471116846,0.78813615578277,-1
"OTU_360","Pb",-0.687592076121633,0.0403677182008229,0.687592076121633,-1
"OTU_334","Pb",-0.701493965817609,0.0357885625533625,0.701493965817609,-1
"OTU_113","Pb",-0.765375280321942,0.0159152675564089,0.765375280321942,-1
"OTU_422","Pb",-0.720434735146317,0.0287279435421377,0.720434735146317,-1
"OTU_301","Pb",-0.695955855561154,0.0372660015224523,0.695955855561154,-1
"OTU_121","Pb",-0.691689284241173,0.0385852754539455,0.691689284241173,-1
"OTU_354","Pb",-0.807406193873172,0.00971656558079941,0.807406193873172,-1
"OTU_359","Pb",-0.828984249521293,0.0070931590729028,0.828984249521293,-1
"OTU_198","Pb",-0.701934213592442,0.0356413755931301,0.701934213592442,-1
"OTU_270","Pb",0.672711181022822,0.0478541460406478,0.672711181022822,1
"OTU_247","Pb",-0.849176905989737,0.0060020471772164,0.849176905989737,-1
"OTU_92","Pb",-0.817362974995294,0.00908515896607563,0.817362974995294,-1
"OTU_155","Pb",-0.798927932960734,0.0106836853650831,0.798927932960734,-1
"OTU_236","Pb",-0.869626356546304,0.00420030276550194,0.869626356546304,-1
"OTU_87","Pb",-0.832864947734037,0.00674817825001886,0.832864947734037,-1
"OTU_376","Pb",-0.684592211009684,0.041860303590367,0.684592211009684,-1
"OTU_188","Pb",-0.724801169075959,0.0279180964920256,0.724801169075959,-1
"OTU_262","Pb",-0.700929345977145,0.0359417921810633,0.700929345977145,-1
"OTU_125","Pb",-0.824450961401042,0.00780746494328451,0.824450961401042,-1
"OTU_351","Pb",-0.805835969291055,0.0098869039262682,0.805835969291055,-1
"OTU_322","Pb",-0.675282528654854,0.0465518283567921,0.675282528654854,-1
"OTU_290","Pb",0.723756002616041,0.0279281818568741,0.723756002616041,1
"OTU_83","Pb",0.721083483350846,0.0287249196182853,0.721083483350846,1
"OTU_348","Pb",0.677423706182358,0.0455723977477942,0.677423706182358,1
"OTU_898","Pb",0.740482065476818,0.0221901794399032,0.740482065476818,1
"OTU_741","Pb",0.680920404601446,0.0435437694311862,0.680920404601446,1
"OTU_129","Pb",-0.813808419977946,0.00934822231679692,0.813808419977946,-1
"OTU_872","Pb",-0.784573806512927,0.0126671959558513,0.784573806512927,-1
"OTU_214","Pb",0.686071335613885,0.0410165319860959,0.686071335613885,1
"OTU_168","Pb",0.782142857142857,0.0126671959558513,0.782142857142857,1
"OTU_537","Pb",0.711986827978977,0.031489156078032,0.711986827978977,1
"OTU_426","Pb",-0.779965469846317,0.0130887516757044,0.779965469846317,-1
"OTU_408","Pb",-0.722877223359181,0.0281270782772343,0.722877223359181,-1
"OTU_321","Pb",-0.669104150561574,0.049310089793257,0.669104150561574,-1
"OTU_799","Pb",-0.749158636158937,0.0198974736450863,0.749158636158937,-1
"OTU_316","Pb",-0.681838481483711,0.0432316123340566,0.681838481483711,-1
"OTU_403","Pb",-0.779032135483228,0.0131133706432332,0.779032135483228,-1
"OTU_993","Pb",0.723278166700693,0.0280913837939113,0.723278166700693,1
"OTU_472","Pb",-0.743725929763586,0.0215377915489846,0.743725929763586,-1
"OTU_20","Zn",-0.689854535808484,0.0393158604646954,0.689854535808484,-1
"OTU_22","Zn",0.826413607475894,0.00761917316085969,0.826413607475894,1
"OTU_23","Zn",-0.744061795000277,0.0214297925912443,0.744061795000277,-1
"OTU_43","Zn",-0.689854535808484,0.0393158604646954,0.689854535808484,-1
"OTU_35","Zn",-0.763183023299551,0.0164240729884076,0.763183023299551,-1
"OTU_26","Zn",-0.695344968250674,0.0374468090660506,0.695344968250674,-1
"OTU_59","Zn",-0.759204991789232,0.0173090560435849,0.759204991789232,-1
"OTU_119","Zn",0.731105495087337,0.0257208881047136,0.731105495087337,1
"OTU_49","Zn",-0.740954871794298,0.0221901794399032,0.740954871794298,-1
"OTU_13","Zn",0.748654777888447,0.0199068343179366,0.748654777888447,1
"OTU_296","Zn",0.675278204906864,0.0465518283567921,0.675278204906864,1
"OTU_90","Zn",-0.711754679802405,0.031489156078032,0.711754679802405,-1
"OTU_47","Zn",-0.695344968250674,0.0374468090660506,0.695344968250674,-1
"OTU_56","Zn",-0.77778277376493,0.0131625401954702,0.77778277376493,-1
"OTU_63","Zn",-0.71606803700259,0.0299132758165827,0.71606803700259,-1
"OTU_41","Zn",0.759204991789232,0.0173090560435849,0.759204991789232,1
"OTU_88","Zn",-0.778296159740563,0.0131524760045074,0.778296159740563,-1
"OTU_360","Zn",-0.730881506011581,0.0257843792793687,0.730881506011581,-1
"OTU_334","Zn",-0.724392121231156,0.0279180964920256,0.724392121231156,-1
"OTU_113","Zn",-0.718149195174396,0.0293811347717303,0.718149195174396,-1
"OTU_422","Zn",-0.723021582733813,0.0281270782772343,0.723021582733813,-1
"OTU_301","Zn",-0.676222824167192,0.0461667590080219,0.676222824167192,-1
"OTU_354","Zn",-0.813955351774032,0.00934822231679692,0.813955351774032,-1
"OTU_359","Zn",-0.767814348070677,0.0155682188234514,0.767814348070677,-1
"OTU_198","Zn",-0.686204511809498,0.040981797795921,0.686204511809498,-1
"OTU_247","Zn",-0.809614723728939,0.0094927924430831,0.809614723728939,-1
"OTU_92","Zn",-0.8377923646037,0.00628082928284697,0.8377923646037,-1
"OTU_155","Zn",-0.782065611053204,0.0126671959558513,0.782065611053204,-1
"OTU_236","Zn",-0.816076896201501,0.00917689212388118,0.816076896201501,-1
"OTU_87","Zn",-0.821255399772005,0.00817842401977277,0.821255399772005,-1
"OTU_376","Zn",-0.669064748201439,0.049310089793257,0.669064748201439,-1
"OTU_188","Zn",-0.707043795249019,0.0333785002437563,0.707043795249019,-1
"OTU_262","Zn",-0.683554362419886,0.042447386293556,0.683554362419886,-1
"OTU_125","Zn",-0.785851825971815,0.0126671959558513,0.785851825971815,-1
"OTU_351","Zn",-0.800194061700674,0.01062305833783,0.800194061700674,-1
"OTU_290","Zn",0.711754679802405,0.031489156078032,0.711754679802405,1
"OTU_83","Zn",0.750675371591152,0.0195707321834005,0.750675371591152,1
"OTU_898","Zn",0.758268446585265,0.0175490698385465,0.758268446585265,1
"OTU_741","Zn",0.71571402555997,0.0300078951732565,0.71571402555997,1
"OTU_129","Zn",-0.809470715156562,0.0094927924430831,0.809470715156562,-1
"OTU_566","Zn",0.675278204906864,0.0465518283567921,0.675278204906864,1
"OTU_872","Zn",-0.808729465025481,0.00962914721417215,0.808729465025481,-1
"OTU_214","Zn",0.734807295062462,0.0245073741111571,0.734807295062462,1
"OTU_168","Zn",0.774198521351266,0.0138551558081477,0.774198521351266,1
"OTU_426","Zn",-0.779175402944137,0.0131133706432332,0.779175402944137,-1
