"Source","Target","p_value"
"OTU_39","NO3",0.600907603057902
"OTU_306","NO3",0.572565915339186
"OTU_493","NO3",0.827447126788689
"OTU_545","NO3",0.669411015603328
"OTU_133","NO3",0.776199490974605
"OTU_381","NO3",0.990658502755891
"OTU_486","NO3",0.732839432741672
"OTU_274","NO3",0.988762662744366
"OTU_422","NO3",0.76299244627184
"OTU_581","NO3",0.112928075565784
"OTU_101","NO3",0.936144760280204
"OTU_130","NO3",0.743880015792785
"OTU_115","NO3",0.565876888063983
"OTU_301","NO3",0.715743847953936
"OTU_71","NO3",0.919343435221767
"OTU_66","NO3",0.890634490942994
"OTU_153","NO3",0.959139370550617
"OTU_121","NO3",0.831507603014457
"OTU_266","NO3",1
"OTU_144","NO3",0.669059087333026
"OTU_682","NO3",0.376635333467685
"OTU_481","NO3",0.900775758185318
"OTU_150","NO3",0.555667990715202
"OTU_204","NO3",0.879987814076441
"OTU_354","NO3",0.689337602948786
"OTU_288","NO3",0.287194313665931
"OTU_110","NO3",0.554412527242641
"OTU_69","NO3",0.907286299688405
"OTU_192","NO3",0.602022223191741
"OTU_171","NO3",0.654506328595423
"OTU_162","NO3",0.445961784750756
"OTU_299","NO3",0.743880015792785
"OTU_237","NO3",0.877363393927409
"OTU_74","NO3",0.786955805243023
"OTU_93","NO3",0.525731550599975
"OTU_359","NO3",0.813252433653817
"OTU_309","NO3",0.364468245658028
"OTU_267","NO3",0.948322603683401
"OTU_234","NO3",0.944228491910984
"OTU_179","NO3",0.505459958514338
"OTU_333","NO3",0.948175524983761
"OTU_694","NO3",0.968103795843564
"OTU_217","NO3",0.780493499873274
"OTU_238","NO3",0.528513552530773
"OTU_146","NO3",0.597822151572275
"OTU_387","NO3",0.763226120191892
"OTU_302","NO3",0.882054152925929
"OTU_160","NO3",0.367547378751233
"OTU_99","NO3",0.58371334509992
"OTU_244","NO3",0.920795253435467
"OTU_199","NO3",0.765335427032203
"OTU_198","NO3",0.794901548894838
"OTU_270","NO3",0.316796883074846
"OTU_187","NO3",0.861854776852585
"OTU_247","NO3",0.515549049195598
"OTU_92","NO3",0.27372225255267
"OTU_155","NO3",0.598281555969537
"OTU_21","NO3",0.895364140242021
"OTU_236","NO3",0.60907001723525
"OTU_487","NO3",0.942587607448671
"OTU_622","NO3",0.246524950916327
"OTU_445","NO3",0.445961784750756
"OTU_409","NO3",0.615988410544858
"OTU_169","NO3",0.820519370542868
"OTU_265","NO3",0.94552617846556
"OTU_423","NO3",0.514349241580419
"OTU_87","NO3",0.406391078811766
"OTU_555","NO3",0.930066917708796
"OTU_53","NO3",0.814249384615026
"OTU_65","NO3",0.993347305288768
"OTU_255","NO3",0.900775758185318
"OTU_235","NO3",0.831507603014457
"OTU_243","NO3",0.355196809897367
"OTU_376","NO3",0.708616859897682
"OTU_141","NO3",0.927287022380638
"OTU_188","NO3",0.731657059909994
"OTU_114","NO3",0.315738395859957
"OTU_262","NO3",0.842339367981047
"OTU_147","NO3",0.632314721351741
"OTU_478","NO3",0.86011630331141
"OTU_618","NO3",0.814249384615026
"OTU_356","NO3",0.831507603014457
"OTU_701","NO3",0.906920573840209
"OTU_100","NO3",0.877363393927409
"OTU_125","NO3",0.449789388072068
"OTU_416","NO3",0.597397220806481
"OTU_312","NO3",0.162850317038593
"OTU_156","NO3",0.842623812290273
"OTU_118","NO3",0.365722540690898
"OTU_175","NO3",0.416995245089183
"OTU_427","NO3",0.418930811970737
"OTU_70","NO3",0.725729969544242
"OTU_544","NO3",0.827935024818392
"OTU_249","NO3",0.977005764319758
"OTU_351","NO3",0.600657601471687
"OTU_902","NO3",0.897179436005173
"OTU_533","NO3",0.833655810480562
"OTU_84","NO3",0.89782252109511
"OTU_633","NO3",0.850878415358236
"OTU_322","NO3",0.705686646059431
"OTU_443","NO3",0.930501329705593
"OTU_917","NO3",0.247515762370567
"OTU_79","NO3",0.557666452525671
"OTU_290","NO3",0.708987379841488
"OTU_770","NO3",0.841329200963076
"OTU_215","NO3",0.871112598922484
"OTU_83","NO3",0.875585896039445
"OTU_311","NO3",0.936530057031845
"OTU_415","NO3",0.493671025722198
"OTU_348","NO3",0.45908962245959
"OTU_232","NO3",0.260784590252368
"OTU_366","NO3",0.866170263345617
"OTU_898","NO3",0.353161240860166
"OTU_741","NO3",0.547741075497151
"OTU_1104","NO3",0.40744018706403
"OTU_129","NO3",0.636547443446755
"OTU_418","NO3",0.879987814076441
"OTU_566","NO3",0.670738425540428
"OTU_818","NO3",0.734394120245055
"OTU_152","NO3",0.608723968264949
"OTU_52","NO3",0.890634490942994
"OTU_820","NO3",0.501500145161437
"OTU_905","NO3",0.636547443446755
"OTU_961","NO3",0.690065607789016
"OTU_872","NO3",0.792737538521105
"OTU_214","NO3",0.230723394142513
"OTU_168","NO3",0.519655442760309
"OTU_728","NO3",0.676139234806006
"OTU_520","NO3",0.994548871206564
"OTU_537","NO3",0.176463546984366
"OTU_761","NO3",0.365996828468066
"OTU_289","NO3",0.763769827020887
"OTU_504","NO3",0.900775758185318
"OTU_987","NO3",0.87172539694699
"OTU_212","NO3",0.90053951804324
"OTU_140","NO3",0.785713126227163
"OTU_227","NO3",0.626194438350941
"OTU_426","NO3",0.598081542220852
"OTU_167","NO3",0.86856881343996
"OTU_625","NO3",0.951047905228506
"OTU_1108","NO3",0.365996828468066
"OTU_1295","NO3",0.975112473304583
"OTU_61","NO3",0.294415078054328
"OTU_408","NO3",0.871082368216379
"OTU_615","NO3",0.988762662744366
"OTU_51","NO3",0.916095834933215
"OTU_256","NO3",0.537765767891265
"OTU_838","NO3",0.777686865366958
"OTU_335","NO3",0.879240633638732
"OTU_628","NO3",0.42088859562919
"OTU_228","NO3",0.792778129324352
"OTU_131","NO3",0.888143958573306
"OTU_341","NO3",0.87561488982746
"OTU_116","NO3",0.756078492119021
"OTU_157","NO3",0.923204799462162
"OTU_706","NO3",0.594945140943284
"OTU_390","NO3",0.314632005064541
"OTU_454","NO3",0.912057429489638
"OTU_792","NO3",0.492382481451156
"OTU_577","NO3",0.575442637168622
"OTU_532","NO3",0.691984826473504
"OTU_480","NO3",0.94552617846556
"OTU_635","NO3",0.324752943735531
"OTU_339","NO3",0.521969381130336
"OTU_148","NO3",0.569777695019217
"OTU_559","NO3",0.654506328595423
"OTU_321","NO3",0.825585365132943
"OTU_223","NO3",0.194872256292492
"OTU_40","NO3",0.570445169976311
"OTU_799","NO3",0.643282846529756
"OTU_355","NO3",0.933471401488182
"OTU_316","NO3",0.969361146399833
"OTU_824","NO3",0.809915272527965
"OTU_403","NO3",0.557666452525671
"OTU_561","NO3",0.56228333933724
"OTU_993","NO3",0.670738425540428
"OTU_1052","NO3",0.87172539694699
"OTU_384","NO3",0.801664306747986
"OTU_95","NO3",0.879987814076441
"OTU_472","NO3",0.691557756366829
"OTU_1","PO4",0.403271878917043
"OTU_2","PO4",0.169397318033756
"OTU_3","PO4",0.197942344386103
"OTU_5","PO4",0.612347389042912
"OTU_8","PO4",0.259583509528447
"OTU_20","PO4",0.508025707282888
"OTU_54","PO4",0.968610088425414
"OTU_12","PO4",0.141606533785176
"OTU_14","PO4",0.637426338598317
"OTU_22","PO4",0.466212195336265
"OTU_23","PO4",0.435566207539407
"OTU_27","PO4",0.961021222701566
"OTU_43","PO4",0.55706252546471
"OTU_35","PO4",0.506327960839779
"OTU_57","PO4",1
"OTU_28","PO4",0.111657625464592
"OTU_46","PO4",0.854355934440891
"OTU_26","PO4",0.565170405577296
"OTU_59","PO4",0.622411886069594
"OTU_81","PO4",0.842236129392704
"OTU_119","PO4",0.777686865366958
"OTU_49","PO4",0.483157013675033
"OTU_13","PO4",0.544781211657194
"OTU_42","PO4",0.954910802985308
"OTU_96","PO4",0.443314925256813
"OTU_109","PO4",0.0953161255328476
"OTU_37","PO4",0.985992132362802
"OTU_58","PO4",0.290493701191245
"OTU_31","PO4",0.209782189143143
"OTU_296","PO4",0.933471401488182
"OTU_16","PO4",0.833655810480562
"OTU_193","PO4",0.402106028177306
"OTU_90","PO4",0.239917869670585
"OTU_32","PO4",0.832678725197331
"OTU_107","PO4",0.906403408547208
"OTU_47","PO4",0.565170405577296
"OTU_105","PO4",0.544781211657194
"OTU_73","PO4",0.990866504169499
"OTU_56","PO4",0.310523531612057
"OTU_367","PO4",0.912831047568992
"OTU_63","PO4",0.55706252546471
"OTU_138","PO4",0.611996484176098
"OTU_41","PO4",0.473804538798237
"OTU_128","PO4",0.521969381130336
"OTU_191","PO4",0.833655810480562
"OTU_259","PO4",0.810610277891772
"OTU_88","PO4",0.669059087333026
"OTU_200","PO4",0.316796883074846
"OTU_242","PO4",0.169416158973872
"OTU_36","PO4",0.854355934440891
"OTU_194","PO4",0.48276177253985
"OTU_64","PO4",0.3440130039342
"OTU_166","PO4",0.669059087333026
"OTU_62","PO4",0.961021222701566
"OTU_122","PO4",0.180340646261526
"OTU_127","PO4",0.326468497131712
"OTU_226","PO4",0.675213577676184
"OTU_149","PO4",0.20287545460932
"OTU_38","PO4",0.853576238917874
"OTU_241","PO4",0.95092336125956
"OTU_360","PO4",0.0508621979910937
"OTU_142","PO4",0.997633027522933
"OTU_292","PO4",0.788726372924092
"OTU_230","PO4",0.55706252546471
"OTU_151","PO4",0.429019072529489
"OTU_914","PO4",0.476727696804539
"OTU_24","PO4",0.988762662744366
"OTU_492","PO4",0.521969381130336
"OTU_132","PO4",0.643537501509258
"OTU_112","PO4",0.853932578705929
"OTU_287","PO4",0.266499783802017
"OTU_334","PO4",0.320443418030798
"OTU_113","PO4",0.669059087333026
"OTU_440","PO4",0.189691001480664
"OTU_39","PO4",0.660959177042945
"OTU_306","PO4",0.748645143292726
"OTU_493","PO4",0.814973739911029
"OTU_545","PO4",0.777686865366958
"OTU_133","PO4",0.906403408547208
"OTU_381","PO4",1
"OTU_486","PO4",0.69656935148686
"OTU_274","PO4",0.604666719934504
"OTU_422","PO4",0.491580654700445
"OTU_581","PO4",0.711994961908067
"OTU_101","PO4",0.749058476398728
"OTU_130","PO4",0.555667990715202
"OTU_115","PO4",1
"OTU_301","PO4",0.499565562619291
"OTU_71","PO4",0.418571073057426
"OTU_66","PO4",0.756738163834328
"OTU_153","PO4",0.820213819187764
"OTU_121","PO4",0.551995386945116
"OTU_266","PO4",0.149482634883304
"OTU_144","PO4",0.900775758185318
"OTU_682","PO4",0.521969381130336
"OTU_481","PO4",0.240670400895589
"OTU_150","PO4",0.902066859296525
"OTU_204","PO4",0.943622416976054
"OTU_354","PO4",0.448686051661907
"OTU_288","PO4",0.406812202977437
"OTU_110","PO4",0.590267658190082
"OTU_69","PO4",0.424911104100389
"OTU_192","PO4",0.811769227719246
"OTU_171","PO4",0.516163632742009
"OTU_162","PO4",0.75846212220738
"OTU_299","PO4",0.889468018967703
"OTU_237","PO4",0.758754875837588
"OTU_74","PO4",0.940567007854759
"OTU_93","PO4",0.676139234806006
"OTU_359","PO4",0.38666510241237
"OTU_309","PO4",0.990866504169499
"OTU_267","PO4",0.12551289558686
"OTU_234","PO4",0.555667990715202
"OTU_179","PO4",0.853576238917874
"OTU_333","PO4",0.573106802345233
"OTU_694","PO4",0.975112473304583
"OTU_217","PO4",0.573571524482339
"OTU_238","PO4",0.608192897226626
"OTU_146","PO4",0.853576238917874
"OTU_387","PO4",0.981405757357219
"OTU_302","PO4",0.761042214920256
"OTU_160","PO4",0.636961875591721
"OTU_99","PO4",0.288762565057552
"OTU_244","PO4",0.91910519268601
"OTU_199","PO4",0.311141925706186
"OTU_198","PO4",0.55706252546471
"OTU_270","PO4",0.589832599095803
"OTU_187","PO4",0.990866504169499
"OTU_247","PO4",0.512591938617365
"OTU_92","PO4",0.327442651720846
"OTU_155","PO4",0.29511126007416
"OTU_21","PO4",0.418571073057426
"OTU_236","PO4",0.383480744660325
"OTU_487","PO4",0.893201045474336
"OTU_622","PO4",0.634225237363703
"OTU_445","PO4",0.668473870598018
"OTU_409","PO4",0.833655810480562
"OTU_169","PO4",0.728694732013266
"OTU_265","PO4",0.912057429489638
"OTU_423","PO4",0.636961875591721
"OTU_87","PO4",0.455968400541835
"OTU_555","PO4",0.799804187860696
"OTU_53","PO4",0.596472269664576
"OTU_65","PO4",0.705215514600829
"OTU_255","PO4",0.711994961908067
"OTU_235","PO4",0.764556336247349
"OTU_243","PO4",0.780053004027119
"OTU_376","PO4",0.6599140512751
"OTU_141","PO4",0.669059087333026
"OTU_188","PO4",0.570303932264527
"OTU_114","PO4",0.803003088983407
"OTU_262","PO4",0.659494929300359
"OTU_147","PO4",0.900775758185318
"OTU_478","PO4",0.898630076491983
"OTU_618","PO4",0.602447760457243
"OTU_356","PO4",0.394691527671536
"OTU_701","PO4",0.749727937934127
"OTU_100","PO4",0.340569021435939
"OTU_125","PO4",0.444581214563218
"OTU_416","PO4",0.602447760457243
"OTU_312","PO4",0.780364669969333
"OTU_156","PO4",0.744878668497638
"OTU_118","PO4",0.711019588068518
"OTU_175","PO4",0.782732611462439
"OTU_427","PO4",0.777686865366958
"OTU_70","PO4",0.34080636304689
"OTU_544","PO4",0.328134662130938
"OTU_249","PO4",0.268657316527113
"OTU_351","PO4",0.255550022870869
"OTU_902","PO4",0.713320635716122
"OTU_533","PO4",0.117041031436286
"OTU_84","PO4",0.111657625464592
"OTU_633","PO4",0.895364140242021
"OTU_322","PO4",0.28722462782247
"OTU_443","PO4",0.013752445309745
"OTU_917","PO4",0.521267419445968
"OTU_79","PO4",0.782732611462439
"OTU_290","PO4",0.473804538798237
"OTU_770","PO4",0.842623812290273
"OTU_215","PO4",0.788726372924092
"OTU_83","PO4",0.155302292743719
"OTU_311","PO4",0.634225237363703
"OTU_415","PO4",0.134947750818266
"OTU_348","PO4",0.961021222701566
"OTU_232","PO4",0.473804538798237
"OTU_366","PO4",0.571417656308545
"OTU_898","PO4",0.853576238917874
"OTU_741","PO4",1
"OTU_1104","PO4",0.32147104067437
"OTU_129","PO4",0.711019588068518
"OTU_418","PO4",0.530028746057321
"OTU_566","PO4",1
"OTU_818","PO4",0.792737538521105
"OTU_152","PO4",0.135285171500962
"OTU_52","PO4",0.694165089679476
"OTU_820","PO4",0.495555111626915
"OTU_905","PO4",0.565170405577296
"OTU_961","PO4",0.480031385115954
"OTU_872","PO4",0.233577135984808
"OTU_214","PO4",0.705334945633659
"OTU_168","PO4",0.711019588068518
"OTU_728","PO4",0.506886590269606
"OTU_520","PO4",0.912831047568992
"OTU_537","PO4",0.792737538521105
"OTU_761","PO4",0.479326500203838
"OTU_289","PO4",0.705334945633659
"OTU_504","PO4",0.889468018967703
"OTU_987","PO4",0.636547443446755
"OTU_212","PO4",0.940914475875058
"OTU_140","PO4",0.170509550219972
"OTU_227","PO4",0.900775758185318
"OTU_426","PO4",0.671601839170185
"OTU_167","PO4",0.8895031895724
"OTU_625","PO4",0.0289415992027875
"OTU_1108","PO4",0.780364669969333
"OTU_1295","PO4",0.731208461038305
"OTU_61","PO4",0.804397924018226
"OTU_408","PO4",0.875691485535541
"OTU_615","PO4",0.894739466805589
"OTU_51","PO4",0.78328160856906
"OTU_256","PO4",0.869748212481678
"OTU_838","PO4",0.240670400895589
"OTU_335","PO4",0.782732611462439
"OTU_628","PO4",0.441507766722546
"OTU_228","PO4",0.403271878917043
"OTU_131","PO4",0.111657625464592
"OTU_341","PO4",0.940567007854759
"OTU_116","PO4",0.833655810480562
"OTU_157","PO4",0.170985832400979
"OTU_706","PO4",0.909525135521327
"OTU_390","PO4",0.895364140242021
"OTU_454","PO4",0.403063316012046
"OTU_792","PO4",0.87045076245914
"OTU_577","PO4",0.985992132362802
"OTU_532","PO4",0.244721226941321
"OTU_480","PO4",0.212611448240205
"OTU_635","PO4",0.598281555969537
"OTU_339","PO4",0.454188270360384
"OTU_148","PO4",0.994548871206564
"OTU_559","PO4",0.272155018726645
"OTU_321","PO4",0.358940050193257
"OTU_223","PO4",0.740348265597895
"OTU_40","PO4",0.149430517034858
"OTU_799","PO4",0.591004575811832
"OTU_355","PO4",0.643282846529756
"OTU_316","PO4",0.561583295068479
"OTU_824","PO4",0.170985832400979
"OTU_403","PO4",0.45152906412565
"OTU_561","PO4",0.644737399517297
"OTU_993","PO4",0.551026651476514
"OTU_1052","PO4",0.55706252546471
"OTU_384","PO4",0.869748212481678
"OTU_95","PO4",0.988762662744366
"OTU_472","PO4",0.28601422905331
"OTU_1","SO4",0.780493499873274
"OTU_2","SO4",0.703043849492694
"OTU_3","SO4",0.664235929129238
"OTU_5","SO4",0.731721581239238
"OTU_8","SO4",0.497513423922863
"OTU_20","SO4",0.588817174166257
"OTU_54","SO4",0.610972015624033
"OTU_12","SO4",0.900460578168814
"OTU_14","SO4",0.578811042706513
"OTU_22","SO4",0.806578087612667
"OTU_23","SO4",0.679783012237638
"OTU_27","SO4",0.892579171093077
"OTU_43","SO4",0.78206262615657
"OTU_35","SO4",0.657738962051369
"OTU_57","SO4",0.743880015792785
"OTU_28","SO4",0.484276769542521
"OTU_46","SO4",0.906403408547208
"OTU_26","SO4",0.725892220996069
"OTU_59","SO4",0.865563794614773
"OTU_81","SO4",0.448686051661907
"OTU_119","SO4",0.567651963512613
"OTU_49","SO4",0.510552775004619
"OTU_13","SO4",0.6599140512751
"OTU_42","SO4",0.669059087333026
"OTU_96","SO4",0.309466239163737
"OTU_109","SO4",0.461636702775489
"OTU_37","SO4",0.951047905228506
"OTU_58","SO4",0.605438767453633
"OTU_31","SO4",0.977005764319758
"OTU_296","SO4",0.818352666815928
"OTU_16","SO4",0.766525404081674
"OTU_193","SO4",0.681057667119885
"OTU_90","SO4",0.600649249930685
"OTU_32","SO4",0.951047905228506
"OTU_107","SO4",0.920795253435467
"OTU_47","SO4",0.669059087333026
"OTU_105","SO4",0.689337602948786
"OTU_73","SO4",0.802643900214787
"OTU_56","SO4",0.626194438350941
"OTU_367","SO4",0.787007419239022
"OTU_63","SO4",0.513655212111601
"OTU_138","SO4",0.961611169275751
"OTU_41","SO4",0.763841716271192
"OTU_128","SO4",0.712996645248373
"OTU_191","SO4",0.500661953340882
"OTU_259","SO4",0.403271878917043
"OTU_88","SO4",0.750032034067388
"OTU_200","SO4",0.544781211657194
"OTU_242","SO4",0.6599140512751
"OTU_36","SO4",0.421437154321431
"OTU_194","SO4",0.914790518151612
"OTU_64","SO4",0.76796702756872
"OTU_166","SO4",0.234592471353229
"OTU_62","SO4",0.263868192700138
"OTU_122","SO4",0.589250807398021
"OTU_127","SO4",0.411128641137034
"OTU_226","SO4",0.512160222934917
"OTU_149","SO4",0.25788922640497
"OTU_38","SO4",0.463140356848282
"OTU_241","SO4",0.938404473780548
"OTU_360","SO4",0.350638035305387
"OTU_142","SO4",0.740348265597895
"OTU_292","SO4",0.551026651476514
"OTU_230","SO4",0.296683154890772
"OTU_151","SO4",0.703043849492694
"OTU_914","SO4",0.14180823714904
"OTU_24","SO4",0.425472494592132
"OTU_492","SO4",0.0975691550826132
"OTU_132","SO4",0.911895769780294
"OTU_112","SO4",0.210065482412394
"OTU_287","SO4",0.451767464387443
"OTU_334","SO4",0.521267419445968
"OTU_113","SO4",0.887981390474727
"OTU_440","SO4",0.272996993648782
"OTU_39","SO4",0.474361525733155
"OTU_306","SO4",0.888203672292946
"OTU_493","SO4",0.722775440863836
"OTU_545","SO4",0.130455013248122
"OTU_133","SO4",0.657320961434469
"OTU_381","SO4",0.880366064009546
"OTU_486","SO4",0.504030757784872
"OTU_274","SO4",0.708987379841488
"OTU_422","SO4",0.845042169698616
"OTU_581","SO4",0.189970478410185
"OTU_101","SO4",0.629073304378907
"OTU_130","SO4",0.718705351889461
"OTU_115","SO4",0.510423428946286
"OTU_301","SO4",0.669289746631804
"OTU_71","SO4",0.968670375895233
"OTU_66","SO4",0.824912443651405
"OTU_153","SO4",0.691557756366829
"OTU_121","SO4",0.56316978833433
"OTU_266","SO4",0.882167817942329
"OTU_144","SO4",0.718710256140348
"OTU_682","SO4",0.276982145049108
"OTU_481","SO4",0.174926636631655
"OTU_150","SO4",0.994548871206564
"OTU_204","SO4",0.879987814076441
"OTU_354","SO4",0.708987379841488
"OTU_288","SO4",0.879075270390188
"OTU_110","SO4",0.888203672292946
"OTU_69","SO4",0.84840139593036
"OTU_192","SO4",0.585235581395103
"OTU_171","SO4",0.643391430834057
"OTU_162","SO4",0.435637862937919
"OTU_299","SO4",0.975112473304583
"OTU_237","SO4",0.272043537940376
"OTU_74","SO4",0.721872412385617
"OTU_93","SO4",0.442752603366632
"OTU_359","SO4",0.629073304378907
"OTU_309","SO4",0.260784590252368
"OTU_267","SO4",0.643282846529756
"OTU_234","SO4",0.551254599947923
"OTU_179","SO4",0.338131782950444
"OTU_333","SO4",0.78206262615657
"OTU_694","SO4",0.832521972899506
"OTU_217","SO4",0.831507603014457
"OTU_238","SO4",0.338756352994974
"OTU_146","SO4",0.455652071707405
"OTU_387","SO4",0.780493499873274
"OTU_302","SO4",0.89782252109511
"OTU_160","SO4",0.445107857076339
"OTU_99","SO4",0.521969381130336
"OTU_244","SO4",0.990658502755891
"OTU_199","SO4",0.353624468575611
"OTU_198","SO4",0.593903112895984
"OTU_270","SO4",0.455125739067282
"OTU_187","SO4",0.853526773337497
"OTU_247","SO4",0.615404961585787
"OTU_92","SO4",0.656754625390047
"OTU_155","SO4",0.560253999464334
"OTU_21","SO4",0.637162267938723
"OTU_236","SO4",0.554412527242641
"OTU_487","SO4",0.938404473780548
"OTU_622","SO4",0.287367213786118
"OTU_445","SO4",0.244443494548695
"OTU_409","SO4",0.969361146399833
"OTU_169","SO4",0.600649249930685
"OTU_265","SO4",0.956864748910929
"OTU_423","SO4",0.514349241580419
"OTU_87","SO4",0.551809478864194
"OTU_555","SO4",0.900802486979984
"OTU_53","SO4",0.353624468575611
"OTU_65","SO4",0.781237277733023
"OTU_255","SO4",0.861326869790308
"OTU_235","SO4",0.600907603057902
"OTU_243","SO4",0.853526773337497
"OTU_376","SO4",0.840885584763336
"OTU_141","SO4",0.820860108238198
"OTU_188","SO4",0.70271189442967
"OTU_114","SO4",0.320343900839291
"OTU_262","SO4",0.956864748910929
"OTU_147","SO4",0.329570618793411
"OTU_478","SO4",0.988762662744366
"OTU_618","SO4",0.607640796810973
"OTU_356","SO4",0.619551148824276
"OTU_701","SO4",0.484715181078324
"OTU_100","SO4",0.885645241646815
"OTU_125","SO4",0.6168489905078
"OTU_416","SO4",0.820627438565187
"OTU_312","SO4",0.451470967038245
"OTU_156","SO4",0.510480902252835
"OTU_118","SO4",0.990658502755891
"OTU_175","SO4",0.314939732228559
"OTU_427","SO4",0.272996993648782
"OTU_70","SO4",0.711019588068518
"OTU_544","SO4",0.228804775233733
"OTU_249","SO4",0.994548871206564
"OTU_351","SO4",0.55867475518621
"OTU_902","SO4",0.495501442602199
"OTU_533","SO4",0.998166875509212
"OTU_84","SO4",0.675095733053152
"OTU_633","SO4",0.632314721351741
"OTU_322","SO4",0.628296730035005
"OTU_443","SO4",0.34080636304689
"OTU_917","SO4",0.737663447748443
"OTU_79","SO4",0.498060124632073
"OTU_290","SO4",0.750979272490242
"OTU_770","SO4",0.850185169852941
"OTU_215","SO4",0.808738187095945
"OTU_83","SO4",0.956864748910929
"OTU_311","SO4",0.968103795843564
"OTU_415","SO4",0.463140356848282
"OTU_348","SO4",0.861854776852585
"OTU_232","SO4",0.491580654700445
"OTU_366","SO4",0.423502234464827
"OTU_898","SO4",0.654084030620439
"OTU_741","SO4",0.897179436005173
"OTU_1104","SO4",0.680701569295747
"OTU_129","SO4",0.85206638146976
"OTU_418","SO4",0.740348265597895
"OTU_566","SO4",0.966978571900528
"OTU_818","SO4",0.233728653446167
"OTU_152","SO4",0.98023551878408
"OTU_52","SO4",0.589250807398021
"OTU_820","SO4",0.0381734194140371
"OTU_905","SO4",0.812908956277114
"OTU_961","SO4",0.123782211877497
"OTU_872","SO4",0.451767464387443
"OTU_214","SO4",0.573936654478352
"OTU_168","SO4",0.547712600830321
"OTU_728","SO4",0.690604083075092
"OTU_520","SO4",0.89782252109511
"OTU_537","SO4",0.513500174868376
"OTU_761","SO4",0.214237667483681
"OTU_289","SO4",0.563790748674731
"OTU_504","SO4",0.737663447748443
"OTU_987","SO4",0.276982145049108
"OTU_212","SO4",0.912831047568992
"OTU_140","SO4",0.711019588068518
"OTU_227","SO4",0.892579171093077
"OTU_426","SO4",0.919016376082531
"OTU_167","SO4",0.990658502755891
"OTU_625","SO4",0.805933812006078
"OTU_1108","SO4",0.994548871206564
"OTU_1295","SO4",0.376866882713971
"OTU_61","SO4",0.920795253435467
"OTU_408","SO4",0.853526773337497
"OTU_615","SO4",0.884507924498222
"OTU_51","SO4",0.98023551878408
"OTU_256","SO4",0.629092350486311
"OTU_838","SO4",0.972179484760496
"OTU_335","SO4",0.517223814093618
"OTU_628","SO4",0.368158347264908
"OTU_228","SO4",0.948322603683401
"OTU_131","SO4",0.836875325516498
"OTU_341","SO4",0.861854776852585
"OTU_116","SO4",0.988762662744366
"OTU_157","SO4",0.956864748910929
"OTU_706","SO4",0.930501329705593
"OTU_390","SO4",0.713853234551565
"OTU_454","SO4",0.275001217234471
"OTU_792","SO4",0.54160494093235
"OTU_577","SO4",0.540774160729253
"OTU_532","SO4",0.462789006280014
"OTU_480","SO4",0.696945299021362
"OTU_635","SO4",0.545825045480472
"OTU_339","SO4",0.144851387857944
"OTU_148","SO4",0.600907603057902
"OTU_559","SO4",0.158666512454978
"OTU_321","SO4",0.703043849492694
"OTU_223","SO4",0.363504815396374
"OTU_40","SO4",0.0705059580151838
"OTU_799","SO4",0.799318366406689
"OTU_355","SO4",0.792737538521105
"OTU_316","SO4",0.696774853933337
"OTU_824","SO4",0.140034355525137
"OTU_403","SO4",0.677560142163705
"OTU_561","SO4",0.94552617846556
"OTU_993","SO4",0.942587607448671
"OTU_1052","SO4",0.181919932570256
"OTU_384","SO4",0.911895769780294
"OTU_95","SO4",0.840927546977925
"OTU_472","SO4",0.721872412385617
"OTU_1","Cr",0.8026193744425
"OTU_2","Cr",0.912057429489638
"OTU_3","Cr",0.598081542220852
"OTU_5","Cr",0.998166875509212
"OTU_8","Cr",0.844126441818594
"OTU_20","Cr",0.94509485275772
"OTU_54","Cr",0.122204657200297
"OTU_12","Cr",0.918449640876081
"OTU_14","Cr",0.110969253621337
"OTU_22","Cr",0.920795253435467
"OTU_23","Cr",0.796094871880822
"OTU_27","Cr",0.048781159736849
"OTU_43","Cr",0.948165315246689
"OTU_35","Cr",0.790488787607369
"OTU_57","Cr",0.00761917316085969
"OTU_28","Cr",0.421051394617428
"OTU_46","Cr",0.0626606009414154
"OTU_26","Cr",0.930501329705593
"OTU_59","Cr",0.708616859897682
"OTU_81","Cr",0.0382300756072264
"OTU_119","Cr",0.494218027818717
"OTU_49","Cr",0.932818420714362
"OTU_13","Cr",0.527216864377518
"OTU_42","Cr",0.230723394142513
"OTU_96","Cr",0.0281270782772343
"OTU_109","Cr",0.977005764319758
"OTU_37","Cr",0.872708503418522
"OTU_58","Cr",0.885645241646815
"OTU_31","Cr",0.779269271303317
"OTU_296","Cr",0.296251038518805
"OTU_16","Cr",0.111996214779374
"OTU_193","Cr",0.0131133706432332
"OTU_90","Cr",0.959139370550617
"OTU_32","Cr",0.763093580931104
"OTU_107","Cr",0.163895040139147
"OTU_47","Cr",0.940567007854759
"OTU_105","Cr",0.964928086371522
"OTU_73","Cr",0.171867663640788
"OTU_56","Cr",0.986182723922062
"OTU_367","Cr",0.845042169698616
"OTU_63","Cr",0.932818420714362
"OTU_138","Cr",0.76551142846108
"OTU_41","Cr",0.832521972899506
"OTU_128","Cr",0.0968849597938777
"OTU_191","Cr",0.0126671959558513
"OTU_259","Cr",0.0230160748552753
"OTU_88","Cr",0.969213300801462
"OTU_200","Cr",0.106001986098826
