source,target,correlation,direct,cor
ASV_438,ASV_327,1,undirected,+
ASV_305,ASV_241,1,undirected,+
ASV_396,ASV_241,-1,undirected,-
ASV_448,ASV_241,1,undirected,+
ASV_521,ASV_279,1,undirected,+
ASV_601,ASV_279,1,undirected,+
ASV_438,ASV_281,1,undirected,+
ASV_425,ASV_237,-1,undirected,-
ASV_355,ASV_237,-1,undirected,-
ASV_225,ASV_544,-1,undirected,-
ASV_535,ASV_544,1,undirected,+
ASV_396,ASV_305,-1,undirected,-
ASV_448,ASV_305,1,undirected,+
ASV_387,ASV_258,-1,undirected,-
ASV_480,ASV_258,-1,undirected,-
ASV_429,ASV_258,-1,undirected,-
ASV_480,ASV_387,1,undirected,+
ASV_429,ASV_387,1,undirected,+
ASV_355,ASV_425,1,undirected,+
ASV_829,ASV_321,1,undirected,+
ASV_373,ASV_321,1,undirected,+
ASV_448,ASV_396,-1,undirected,-
ASV_373,ASV_829,1,undirected,+
ASV_535,ASV_225,-1,undirected,-
ASV_336,ASV_657,1,undirected,+
ASV_429,ASV_480,1,undirected,+
ASV_601,ASV_521,1,undirected,+
ASV_86,ASV_2,-1,undirected,-
ASV_418,ASV_2,1,undirected,+
ASV_23,ASV_4,1,undirected,+
ASV_56,ASV_4,1,undirected,+
ASV_207,ASV_21,1,undirected,+
ASV_581,ASV_21,1,undirected,+
ASV_112,ASV_30,1,undirected,+
ASV_288,ASV_30,-1,undirected,-
ASV_115,ASV_51,-1,undirected,-
ASV_257,ASV_51,-1,undirected,-
ASV_90,ASV_40,1,undirected,+
ASV_179,ASV_40,1,undirected,+
ASV_129,ASV_42,1,undirected,+
ASV_386,ASV_42,1,undirected,+
ASV_83,ASV_38,1,undirected,+
ASV_234,ASV_38,1,undirected,+
ASV_377,ASV_49,1,undirected,+
ASV_503,ASV_49,1,undirected,+
ASV_56,ASV_23,1,undirected,+
ASV_179,ASV_90,1,undirected,+
ASV_214,ASV_77,1,undirected,+
ASV_259,ASV_77,1,undirected,+
ASV_416,ASV_91,-1,undirected,-
ASV_862,ASV_91,-1,undirected,-
ASV_257,ASV_115,1,undirected,+
ASV_333,ASV_172,1,undirected,+
ASV_363,ASV_172,1,undirected,+
ASV_288,ASV_112,-1,undirected,-
ASV_347,ASV_117,-1,undirected,-
ASV_998,ASV_117,-1,undirected,-
ASV_94,ASV_70,-1,undirected,-
ASV_437,ASV_70,-1,undirected,-
ASV_418,ASV_86,-1,undirected,-
ASV_96,ASV_109,-1,undirected,-
ASV_393,ASV_109,-1,undirected,-
ASV_124,ASV_63,1,undirected,+
ASV_423,ASV_63,1,undirected,+
ASV_190,ASV_60,-1,undirected,-
ASV_486,ASV_60,1,undirected,+
ASV_158,ASV_64,-1,undirected,-
ASV_212,ASV_64,1,undirected,+
ASV_123,ASV_76,1,undirected,+
ASV_242,ASV_76,1,undirected,+
ASV_249,ASV_111,1,undirected,+
ASV_574,ASV_111,-1,undirected,-
ASV_180,ASV_126,1,undirected,+
ASV_352,ASV_126,1,undirected,+
ASV_116,ASV_183,1,undirected,+
ASV_402,ASV_183,1,undirected,+
ASV_437,ASV_94,1,undirected,+
ASV_370,ASV_107,1,undirected,+
ASV_546,ASV_107,1,undirected,+
ASV_393,ASV_96,1,undirected,+
ASV_234,ASV_83,1,undirected,+
ASV_352,ASV_180,1,undirected,+
ASV_328,ASV_103,1,undirected,+
ASV_354,ASV_103,1,undirected,+
ASV_256,ASV_133,-1,undirected,-
ASV_506,ASV_133,1,undirected,+
ASV_386,ASV_129,1,undirected,+
ASV_423,ASV_124,1,undirected,+
ASV_242,ASV_123,1,undirected,+
ASV_204,ASV_165,1,undirected,+
ASV_420,ASV_165,-1,undirected,-
ASV_293,ASV_186,-1,undirected,-
ASV_173,ASV_186,1,undirected,+
ASV_212,ASV_158,-1,undirected,-
ASV_259,ASV_214,1,undirected,+
ASV_420,ASV_204,-1,undirected,-
ASV_506,ASV_256,-1,undirected,-
ASV_345,ASV_149,1,undirected,+
ASV_815,ASV_149,1,undirected,+
ASV_284,ASV_534,1,undirected,+
ASV_389,ASV_534,-1,undirected,-
ASV_389,ASV_284,-1,undirected,-
ASV_581,ASV_207,1,undirected,+
ASV_261,ASV_189,1,undirected,+
ASV_414,ASV_189,-1,undirected,-
ASV_485,ASV_342,1,undirected,+
ASV_397,ASV_342,-1,undirected,-
ASV_468,ASV_205,-1,undirected,-
ASV_413,ASV_205,-1,undirected,-
ASV_815,ASV_345,1,undirected,+
ASV_417,ASV_273,1,undirected,+
ASV_801,ASV_273,1,undirected,+
ASV_414,ASV_261,-1,undirected,-
ASV_173,ASV_293,-1,undirected,-
ASV_486,ASV_190,-1,undirected,-
ASV_372,ASV_334,-1,undirected,-
ASV_291,ASV_334,1,undirected,+
ASV_648,ASV_382,1,undirected,+
ASV_697,ASV_382,1,undirected,+
ASV_397,ASV_485,-1,undirected,-
ASV_546,ASV_370,1,undirected,+
ASV_455,ASV_250,1,undirected,+
ASV_614,ASV_250,1,undirected,+
ASV_291,ASV_372,-1,undirected,-
ASV_354,ASV_328,1,undirected,+
ASV_363,ASV_333,1,undirected,+
ASV_998,ASV_347,1,undirected,+
ASV_574,ASV_249,-1,undirected,-
ASV_402,ASV_116,1,undirected,+
ASV_339,ASV_398,-1,undirected,-
ASV_475,ASV_398,1,undirected,+
ASV_353,ASV_269,1,undirected,+
ASV_445,ASV_269,1,undirected,+
ASV_503,ASV_377,1,undirected,+
ASV_445,ASV_353,1,undirected,+
ASV_801,ASV_417,1,undirected,+
ASV_697,ASV_648,1,undirected,+
ASV_862,ASV_416,1,undirected,+
ASV_475,ASV_339,-1,undirected,-
ASV_614,ASV_455,1,undirected,+
ASV_413,ASV_468,1,undirected,+
ASV_106,ASV_8,1,undirected,+
ASV_120,ASV_11,-1,undirected,-
ASV_467,ASV_6,-1,undirected,-
ASV_72,ASV_10,1,undirected,+
ASV_105,ASV_28,1,undirected,+
ASV_302,ASV_67,-1,undirected,-
ASV_110,ASV_25,1,undirected,+
ASV_388,ASV_35,-1,undirected,-
ASV_230,ASV_36,1,undirected,+
ASV_147,ASV_47,1,undirected,+
ASV_174,ASV_24,-1,undirected,-
ASV_85,ASV_166,1,undirected,+
ASV_559,ASV_54,1,undirected,+
ASV_340,ASV_55,-1,undirected,-
ASV_374,ASV_65,1,undirected,+
ASV_401,ASV_80,-1,undirected,-
ASV_317,ASV_61,-1,undirected,-
ASV_385,ASV_68,1,undirected,+
ASV_632,ASV_74,1,undirected,+
ASV_184,ASV_44,1,undirected,+
ASV_222,ASV_41,1,undirected,+
ASV_341,ASV_75,-1,undirected,-
ASV_228,ASV_71,1,undirected,+
ASV_136,ASV_84,1,undirected,+
ASV_286,ASV_113,1,undirected,+
ASV_248,ASV_164,1,undirected,+
ASV_764,ASV_88,-1,undirected,-
ASV_104,ASV_168,-1,undirected,-
ASV_209,ASV_135,1,undirected,+
ASV_588,ASV_142,-1,undirected,-
ASV_621,ASV_114,-1,undirected,-
ASV_134,ASV_73,1,undirected,+
ASV_381,ASV_159,-1,undirected,-
ASV_553,ASV_151,1,undirected,+
ASV_577,ASV_148,1,undirected,+
ASV_280,ASV_226,1,undirected,+
ASV_210,ASV_197,1,undirected,+
ASV_606,ASV_231,-1,undirected,-
ASV_664,ASV_157,-1,undirected,-
ASV_502,ASV_178,1,undirected,+
ASV_304,ASV_137,1,undirected,+
ASV_536,ASV_240,1,undirected,+
ASV_306,ASV_169,1,undirected,+
ASV_245,ASV_271,1,undirected,+
ASV_612,ASV_294,-1,undirected,-
ASV_319,ASV_146,1,undirected,+
ASV_198,ASV_140,1,undirected,+
ASV_487,ASV_376,1,undirected,+
ASV_513,ASV_216,1,undirected,+
ASV_430,ASV_310,1,undirected,+
ASV_540,ASV_236,1,undirected,+
ASV_243,ASV_132,-1,undirected,-
ASV_1038,ASV_568,1,undirected,+
ASV_441,ASV_199,1,undirected,+
ASV_285,ASV_266,1,undirected,+
ASV_362,ASV_265,1,undirected,+
ASV_220,ASV_235,1,undirected,+
ASV_329,ASV_335,1,undirected,+
ASV_356,ASV_421,-1,undirected,-
ASV_264,ASV_188,1,undirected,+
ASV_346,ASV_325,1,undirected,+
ASV_229,ASV_454,-1,undirected,-
ASV_2907,ASV_244,1,undirected,+
ASV_359,ASV_295,1,undirected,+
ASV_395,ASV_141,1,undirected,+
ASV_452,ASV_404,1,undirected,+
ASV_505,ASV_324,-1,undirected,-
ASV_394,ASV_270,1,undirected,+
ASV_556,ASV_424,1,undirected,+
ASV_456,ASV_313,-1,undirected,-
ASV_569,ASV_323,1,undirected,+
ASV_316,ASV_378,-1,undirected,-
ASV_491,ASV_309,1,undirected,+
ASV_2360,ASV_435,1,undirected,+
ASV_542,ASV_282,1,undirected,+
ASV_390,ASV_634,-1,undirected,-
ASV_670,ASV_1,1,undirected,+
ASV_33,ASV_16,-1,undirected,-
ASV_27,ASV_16,-1,undirected,-
ASV_37,ASV_16,-1,undirected,-
ASV_297,ASV_16,-1,undirected,-
ASV_192,ASV_16,1,undirected,+
ASV_238,ASV_16,-1,undirected,-
ASV_27,ASV_33,1,undirected,+
ASV_37,ASV_33,1,undirected,+
ASV_297,ASV_33,1,undirected,+
ASV_192,ASV_33,-1,undirected,-
ASV_238,ASV_33,1,undirected,+
ASV_37,ASV_27,1,undirected,+
ASV_297,ASV_27,1,undirected,+
ASV_192,ASV_27,-1,undirected,-
ASV_238,ASV_27,1,undirected,+
ASV_297,ASV_37,1,undirected,+
ASV_192,ASV_37,-1,undirected,-
ASV_238,ASV_37,1,undirected,+
ASV_192,ASV_297,-1,undirected,-
ASV_238,ASV_297,1,undirected,+
ASV_238,ASV_192,-1,undirected,-
