OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
ASV_765	1.441	7.886	0.00778594502518477	0.0770666927209513	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium_vulgare	0.024	0.011	0.018	0.011	0.018	0.024	0.016	0.055	0.009	0.015	0.006	0.006	0.012	0.016
ASV_1011	1.758	7.715	0.00783360763055849	0.0770666927209513	Enriched	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	0.021	0.008	0.012	0.022	0.005	0.011	0.054	0.019	0.016	0.003	0.009	0.009	0.006	0.003
ASV_2100	1.852	6.823	0.00800704903157765	0.0771049959594495	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	0.008	0.003	0.012	0.008	0.013	0.008	0	0.008	0.006	0.003	0.003	0	0	0.003
ASV_2233	3.978	6.376	0.00818717262787518	0.0783586849329726	Enriched	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0	0	0	0.021	0.005	0	0	0	0	0	0	0	0
ASV_1280	1.546	7.306	0.00848843762863479	0.0809477095600245	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.014	0.006	0.021	0.011	0.005	0.013	0.018	0.014	0.003	0.003	0	0.006	0.009	0.013
ASV_597	1.632	8.986	0.00919002993434909	0.0857106311026955	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_subbaraonis	0.059	0.025	0.07	0.014	0.119	0.103	0.039	0.008	0.028	0.018	0.015	0.022	0.012	0.057
ASV_975	2.82	7.854	0.00921584673330654	0.0857106311026955	Enriched	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.026	0.005	0.018	0.02	0	0	0.106	0.011	0.009	0	0	0.012	0.003	0.003
ASV_223	2.047	9.753	0.00930836755225242	0.0859805039516039	Enriched	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_kribbensis	0.116	0.034	0.329	0.048	0.016	0.027	0.272	0.008	0.038	0.024	0.082	0.009	0.03	0.022
ASV_114	0.966	10.825	0.00933155686268056	0.0859805039516039	Enriched	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus_amylolyticus	0.202	0.132	0.189	0.154	0.231	0.241	0.267	0.131	0.122	0.116	0.126	0.135	0.161	0.13
ASV_238	1.029	9.619	0.00970215548264131	0.08745230558326	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Unassigned	0.088	0.054	0.046	0.134	0.091	0.053	0.088	0.115	0.072	0.055	0.032	0.037	0.067	0.063
ASV_928	2.983	7.533	0.010068470368301	0.0892263097958527	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Unassigned	0.02	0.003	0.024	0.014	0.083	0	0	0	0.006	0	0.003	0	0.003	0.006
ASV_2848	4.638	6.625	0.0103799969951605	0.0913717461246231	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.007	0	0	0	0.042	0	0	0	0	0	0	0	0	0
ASV_85	1.17	11.103	0.0107017365921475	0.0918522935064622	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned	0.268	0.144	0.165	0.294	0.132	0.249	0.207	0.561	0.116	0.073	0.275	0.092	0.167	0.142
ASV_2286	3.459	6.7	0.0107028033945314	0.0918522935064622	Enriched	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.009	0	0.006	0.042	0	0	0	0.005	0	0	0.003	0	0	0
ASV_184	1.276	9.975	0.0107137743565668	0.0918522935064622	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	0.116	0.06	0.076	0.059	0.143	0.162	0.142	0.112	0.053	0.018	0.129	0.049	0.07	0.041
ASV_298	1.466	9.09	0.0107627390710668	0.091972497516389	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium_myrsinacearum	0.063	0.029	0.052	0.084	0.052	0.016	0.132	0.041	0.006	0.012	0.041	0.028	0.03	0.054
ASV_45	0.997	11.893	0.0108294386061567	0.0922429851501758	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Lentzea	Unassigned	0.443	0.281	0.314	0.713	0.613	0.284	0.518	0.216	0.319	0.269	0.296	0.172	0.319	0.31
ASV_2240	2.811	6.417	0.0110314549911475	0.0927629058680517	Enriched	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.001	0	0	0.008	0.005	0.01	0.003	0.003	0	0	0	0	0
ASV_104	0.964	10.916	0.0111564447658127	0.0928748469642239	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas_aquatica	0.218	0.141	0.192	0.207	0.215	0.202	0.29	0.2	0.081	0.092	0.14	0.151	0.161	0.221
ASV_47	0.816	12.254	0.0111977328618178	0.0928748469642239	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.546	0.387	0.537	0.456	0.496	0.525	0.57	0.692	0.394	0.317	0.407	0.413	0.42	0.373
ASV_784	1.665	7.703	0.0116033496990668	0.0957367285515477	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Unassigned	Unassigned	0.02	0.008	0.012	0.022	0.044	0.016	0.021	0.005	0	0.009	0.012	0.015	0.006	0.003
ASV_140	1.006	10.39	0.0121823919315579	0.098658632504186	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	0.149	0.094	0.119	0.103	0.151	0.141	0.207	0.175	0.116	0.085	0.067	0.102	0.143	0.054
ASV_220	1.329	9.619	0.0124382322766922	0.0992761488743372	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium	Unassigned	0.088	0.047	0.073	0.042	0.096	0.045	0.212	0.06	0.069	0.079	0.026	0.037	0.046	0.022
