ID,Color,Type,Group
IF_042__47711,#FF0000,Novel,Novel
IF_067__156842,#FF0000,Novel,Novel
KWS_10463__187782,#FF0000,Novel,Novel
IF_027__70477,#FF0000,Novel,Novel
IF_108__1667,#FF0000,Novel,Novel
IF_127__8052,#FF0000,Novel,Novel
S_7G3__66485,#FF0000,Novel,Novel
IF_068__177866,#FF0000,Novel,Novel
IF_114__3745,#FF0000,Novel,Novel
IF_101__147889,#FF0000,Novel,Novel
IF_027__65716,#FF0000,Novel,Novel
IF_012__100408,#FF0000,Novel,Novel
S_7G39__213572,#FF0000,Novel,Novel
IF_171__246329,#FF0000,Novel,Novel
IF_087-3__38559,#FF0000,Novel,Novel
IF_069__200486,#FF0000,Novel,Novel
IF_068__271902,#FF0000,Novel,Novel
IF_022__102157,#FF0000,Novel,Novel
IF_184__154595,#FF0000,Novel,Novel
S_7G50__84795,#FF0000,Novel,Novel
KWS_10636__13674,#FF0000,Novel,Novel
IF_060__165703,#FF0000,Novel,Novel
KWS_10550__77414,#FF0000,Novel,Novel
IF_064__41814,#FF0000,Novel,Novel
KWS_10903__37849,#FF0000,Novel,Novel
KWS_10563__85757,#FF0000,Novel,Novel
S_6G11__183632,#FF0000,Novel,Novel
IF_068-2__8917,#FF0000,Novel,Novel
IF_062__1667,#FF0000,Novel,Novel
KeioHC_17__157523,#FF0000,Novel,Novel
S_6G5__86083,#FF0000,Novel,Novel
IF_011__227144,#FF0000,Novel,Novel
S_6G13__164481,#FF0000,Novel,Novel
KWS_10477__106243,#FF0000,Novel,Novel
IF_028__35235,#FF0000,Novel,Novel
IF_125__64452,#FF0000,Novel,Novel
KWS_10996__5951,#FF0000,Novel,Novel
KWS_10452__122260,#FF0000,Novel,Novel
KWS_10893__158315,#FF0000,Novel,Novel
IF_069__38746,#FF0000,Novel,Novel
S_7G1__83355,#FF0000,Novel,Novel
S_7G3__289270,#FF0000,Novel,Novel
IF_073-2wa__23542,#FF0000,Novel,Novel
S_7G34__43198,#FF0000,Novel,Novel
IF_073-2wa__19650,#FF0000,Novel,Novel
IF_126__1684,#FF0000,Novel,Novel
S_7G38__1908,#FF0000,Novel,Novel
IF_050__6609,#FF0000,Novel,Novel
S_7G20__77226,#FF0000,Novel,Novel
S_6G13__52934,#FF0000,Novel,Novel
KWS_10997__71803,#FF0000,Novel,Novel
S_7G46__9214,#FF0000,Novel,Novel
KWS_10632__228856,#FF0000,Novel,Novel
IF_118__86808,#FF0000,Novel,Novel
IF_030-2__99739,#FF0000,Novel,Novel
KeioHC_2__168345,#FF0000,Novel,Novel
IF_121wa__18267,#FF0000,Novel,Novel
IF_167__239758,#FF0000,Novel,Novel
IF_030-2__48176,#FF0000,Novel,Novel
IF_101__2410,#FF0000,Novel,Novel
KWS_10894__13573,#FF0000,Novel,Novel
IF_153__245170,#FF0000,Novel,Novel
IF_101__189246,#FF0000,Novel,Novel
KWS_10631__6842,#FF0000,Novel,Novel
IF_124__172635,#FF0000,Novel,Novel
IF_126__51406,#FF0000,Novel,Novel
KWS_10655__274667,#FF0000,Novel,Novel
S_6G1__8768,#FF0000,Novel,Novel
IF_033__7488,#FF0000,Novel,Novel
KWS_10631__10619,#FF0000,Novel,Novel
IF_044__103849,#FF0000,Novel,Novel
S_7G29__65947,#FF0000,Novel,Novel
IF_072__41119,#FF0000,Novel,Novel
KWS_10480__168932,#FF0000,Novel,Novel
IF_163__279857,#FF0000,Novel,Novel
S_7G38__194335,#FF0000,Novel,Novel
KeioHC_18__76151,#FF0000,Novel,Novel
IF_076__54179,#FF0000,Novel,Novel
S_7G50__12366,#FF0000,Novel,Novel
IF_022__214989,#FF0000,Novel,Novel
IF_122__17446,#FF0000,Novel,Novel
IF_151__12879,#FF0000,Novel,Novel
KWS_10641__139871,#FF0000,Novel,Novel
IF_030__202980,#FF0000,Novel,Novel
KeioHC_102__135588,#FF0000,Novel,Novel
S_7G40__76121,#FF0000,Novel,Novel
KWS_10633__15766,#FF0000,Novel,Novel
S_6G8__172271,#FF0000,Novel,Novel
IF_091__233274,#FF0000,Novel,Novel
IF_164re__75887,#FF0000,Novel,Novel
IF_065-2__70148,#FF0000,Novel,Novel
IF_019__40323,#FF0000,Novel,Novel
KWS_10552__22283,#FF0000,Novel,Novel
IF_030__107289,#FF0000,Novel,Novel
IF_013__80560,#FF0000,Novel,Novel
IF_025__198611,#FF0000,Novel,Novel
KeioHC_6__46070,#FF0000,Novel,Novel
S_7G1__12007,#FF0000,Novel,Novel
KWS_10903__219255,#FF0000,Novel,Novel
S_6G5__41595,#FF0000,Novel,Novel
KeioHC_I2__57939,#FF0000,Novel,Novel
IF_087__28884,#FF0000,Novel,Novel
KWS_10638__9288,#FF0000,Novel,Novel
IF_100-2__192210,#FF0000,Novel,Novel
KWS_10641__21302,#FF0000,Novel,Novel
KWS_10636__41311,#FF0000,Novel,Novel
IF_166__133748,#FF0000,Novel,Novel
KWS_10549__107315,#FF0000,Novel,Novel
IF_050__217213,#FF0000,Novel,Novel
KWS_10993__135551,#FF0000,Novel,Novel
KWS_10993__61282,#FF0000,Novel,Novel
IF_025__186635,#FF0000,Novel,Novel
IF_125__56799,#FF0000,Novel,Novel
IF_004__11672,#FF0000,Novel,Novel
KWS_10477__265351,#FF0000,Novel,Novel
KWS_10657__20163,#FF0000,Novel,Novel
IF_162__27536,#FF0000,Novel,Novel
S_7G33__126978,#FF0000,Novel,Novel
KWS_10469__214659,#FF0000,Novel,Novel
KWS_10653__97267,#FF0000,Novel,Novel
IF_030-2__95921,#FF0000,Novel,Novel
S_7G45__97735,#FF0000,Novel,Novel
IF_016__90616,#FF0000,Novel,Novel
IF_087__103812,#FF0000,Novel,Novel
IF_169__197868,#FF0000,Novel,Novel
S_7G16__90361,#FF0000,Novel,Novel
IF_086__66786,#FF0000,Novel,Novel
S_7G29__1252,#FF0000,Novel,Novel
IF_130__224119,#FF0000,Novel,Novel
IF_093__27486,#FF0000,Novel,Novel
S_6G10__106195,#FF0000,Novel,Novel
IF_012__203004,#FF0000,Novel,Novel
IF_069__6518,#FF0000,Novel,Novel
IF_008__22284,#FF0000,Novel,Novel
S_7G46__5891,#FF0000,Novel,Novel
IF_065__75887,#FF0000,Novel,Novel
IF_042-2__149849,#FF0000,Novel,Novel
KWS_10459__157747,#FF0000,Novel,Novel
IF_042__118914,#FF0000,Novel,Novel
S_6G15__266278,#FF0000,Novel,Novel
KWS_10648__32567,#FF0000,Novel,Novel
KeioHC_121__73984,#FF0000,Novel,Novel
KWS_10895__276927,#FF0000,Novel,Novel
KeioHC_9__116705,#FF0000,Novel,Novel
IF_073-2wa__22067,#FF0000,Novel,Novel
IF_085__86267,#FF0000,Novel,Novel
KWS_10477__171354,#FF0000,Novel,Novel
IF_022__17955,#FF0000,Novel,Novel
IF_087__21248,#FF0000,Novel,Novel
IF_160__226603,#FF0000,Novel,Novel
KWS_10466__137663,#FF0000,Novel,Novel
IF_087-2__15768,#FF0000,Novel,Novel
IF_068-2__9721,#FF0000,Novel,Novel
IF_173__4030,#FF0000,Novel,Novel
IF_124__22768,#FF0000,Novel,Novel
IF_116__2410,#FF0000,Novel,Novel
IF_123__59663,#FF0000,Novel,Novel
S_7G5__112128,#FF0000,Novel,Novel
S_7G41__42335,#FF0000,Novel,Novel
IF_140__7089,#FF0000,Novel,Novel
S_6G6__16662,#FF0000,Novel,Novel
IF_096__48498,#FF0000,Novel,Novel
IF_084__44117,#FF0000,Novel,Novel
KeioHC_114__29392,#FF0000,Novel,Novel
S_7G45__138189,#FF0000,Novel,Novel
IF_185__138457,#FF0000,Novel,Novel
IF_149__91297,#FF0000,Novel,Novel
IF_177__197862,#FF0000,Novel,Novel
S_7G31__59832,#FF0000,Novel,Novel
KWS_10560__19185,#FF0000,Novel,Novel
IF_046__17692,#FF0000,Novel,Novel
KWS_10984__57153,#FF0000,Novel,Novel
KWS_10549__209935,#FF0000,Novel,Novel
S_7G20__36749,#FF0000,Novel,Novel
IF_087-2__95646,#FF0000,Novel,Novel
S_6G12__65401,#FF0000,Novel,Novel
IF_104__15749,#FF0000,Novel,Novel
S_7G19__210065,#FF0000,Novel,Novel
KWS_10461__40659,#FF0000,Novel,Novel
S_6G8__20768,#FF0000,Novel,Novel
KeioHC_2__9447,#FF0000,Novel,Novel
IF_076__115467,#FF0000,Novel,Novel
IF_093__47126,#FF0000,Novel,Novel
S_6G3__124267,#FF0000,Novel,Novel
IF_093__67670,#FF0000,Novel,Novel
S_6G13__270387,#FF0000,Novel,Novel
KWS_10632__237769,#FF0000,Novel,Novel
IF_128__35277,#FF0000,Novel,Novel
KeioHC_120__101088,#FF0000,Novel,Novel
IF_087__142299,#FF0000,Novel,Novel
IF_087__98966,#FF0000,Novel,Novel
IF_030__224399,#FF0000,Novel,Novel
KWS_10987__104373,#FF0000,Novel,Novel
S_7G50__187897,#FF0000,Novel,Novel
S_7G31__113992,#FF0000,Novel,Novel
IF_166__187157,#FF0000,Novel,Novel
IF_167__34117,#FF0000,Novel,Novel
KWS_10984__161541,#FF0000,Novel,Novel
KWS_10893__117,#FF0000,Novel,Novel
S_7G1__45677,#FF0000,Novel,Novel
IF_149__53473,#FF0000,Novel,Novel
IF_063__283813,#FF0000,Novel,Novel
IF_065-2__22230,#FF0000,Novel,Novel
KeioHC_110__274061,#FF0000,Novel,Novel
KWS_10912__9963,#FF0000,Novel,Novel
S_7G3__92333,#FF0000,Novel,Novel
KWS_10897__67314,#FF0000,Novel,Novel
IF_150__24645,#FF0000,Novel,Novel
KWS_10639__78140,#FF0000,Novel,Novel
KWS_10551__11292,#FF0000,Novel,Novel
KeioHC_2__152702,#FF0000,Novel,Novel
KWS_10650__173904,#FF0000,Novel,Novel
IF_011__18959,#FF0000,Novel,Novel
S_7G28__270981,#FF0000,Novel,Novel
IF_162__3133,#FF0000,Novel,Novel
IF_185__1083,#FF0000,Novel,Novel
IF_085__229287,#FF0000,Novel,Novel
IF_014-2__137609,#FF0000,Novel,Novel
IF_033__6849,#FF0000,Novel,Novel
IF_173__33670,#FF0000,Novel,Novel
KWS_10894__31951,#FF0000,Novel,Novel
IF_088-2__119863,#FF0000,Novel,Novel
S_7G34__165463,#FF0000,Novel,Novel
IF_090__1667,#FF0000,Novel,Novel
IF_123__23897,#FF0000,Novel,Novel
IF_155__25458,#FF0000,Novel,Novel
IF_073-2wa__24793,#FF0000,Novel,Novel
S_7G51__16886,#FF0000,Novel,Novel
S_7G27__54174,#FF0000,Novel,Novel
IF_100-2__16063,#FF0000,Novel,Novel
KWS_10477__77636,#FF0000,Novel,Novel
IF_132__78557,#FF0000,Novel,Novel
KWS_10661__263443,#FF0000,Novel,Novel
KeioHC_10__37631,#FF0000,Novel,Novel
KWS_10562__2148,#FF0000,Novel,Novel
IF_077__112642,#FF0000,Novel,Novel
KWS_11007__229467,#FF0000,Novel,Novel
IF_171__323,#FF0000,Novel,Novel
IF_173__68044,#FF0000,Novel,Novel
KWS_10909__277506,#FF0000,Novel,Novel
KWS_10549__234685,#FF0000,Novel,Novel
IF_070__1125,#FF0000,Novel,Novel
IF_073-2wa__166910,#FF0000,Novel,Novel
IF_036__3643,#FF0000,Novel,Novel
S_7G38__56638,#FF0000,Novel,Novel
KWS_10480__20542,#FF0000,Novel,Novel
IF_003-2__105467,#FF0000,Novel,Novel
IF_101__3133,#FF0000,Novel,Novel
IF_011__4621,#FF0000,Novel,Novel
KeioHC_106__19793,#FF0000,Novel,Novel
IF_015__31299,#FF0000,Novel,Novel
IF_022__5034,#FF0000,Novel,Novel
KWS_10467__130531,#FF0000,Novel,Novel
KWS_10991__124055,#FF0000,Novel,Novel
KeioHC_112__118408,#FF0000,Novel,Novel
IF_100__170458,#FF0000,Novel,Novel
IF_159__21320,#FF0000,Novel,Novel
IF_002__24645,#FF0000,Novel,Novel
KWS_10655__254642,#FF0000,Novel,Novel
IF_095__170578,#FF0000,Novel,Novel
IF_068-2__161967,#FF0000,Novel,Novel
KWS_10543__192262,#FF0000,Novel,Novel
IF_067__51778,#FF0000,Novel,Novel
IF_149__28035,#FF0000,Novel,Novel
IF_005__13199,#FF0000,Novel,Novel
KWS_11000__23897,#FF0000,Novel,Novel
IF_118__7488,#FF0000,Novel,Novel
KWS_10638__33712,#FF0000,Novel,Novel
KeioHC_120__33712,#FF0000,Novel,Novel
S_7G44__79721,#FF0000,Novel,Novel
IF_149__104188,#FF0000,Novel,Novel
S_7G4__280237,#FF0000,Novel,Novel
IF_022__290249,#FF0000,Novel,Novel
S_7G1__241687,#FF0000,Novel,Novel
KWS_10464__64864,#FF0000,Novel,Novel
IF_101__195555,#FF0000,Novel,Novel
S_7G27__223914,#FF0000,Novel,Novel
IF_042-2__41814,#FF0000,Novel,Novel
KWS_10469__191712,#FF0000,Novel,Novel
KeioHC_11__49922,#FF0000,Novel,Novel
IF_081__35430,#FF0000,Novel,Novel
S_6G2__53899,#FF0000,Novel,Novel
IF_100__43939,#FF0000,Novel,Novel
KWS_10653__37723,#FF0000,Novel,Novel
IF_081__51746,#FF0000,Novel,Novel
S_7G20__70316,#FF0000,Novel,Novel
KWS_10632__102136,#FF0000,Novel,Novel
IF_024-2__51746,#FF0000,Novel,Novel
KWS_10987__97265,#FF0000,Novel,Novel
IF_128__42858,#FF0000,Novel,Novel
IF_117__7488,#FF0000,Novel,Novel
IF_042-2__1798,#FF0000,Novel,Novel
IF_106__68317,#FF0000,Novel,Novel
KWS_10543__58986,#FF0000,Novel,Novel
S_7G22__27663,#FF0000,Novel,Novel
KWS_10997__80625,#FF0000,Novel,Novel
IF_117__67990,#FF0000,Novel,Novel
IF_005__52298,#FF0000,Novel,Novel
IF_087__5965,#FF0000,Novel,Novel
S_6G5__34561,#FF0000,Novel,Novel
KWS_11009__44956,#FF0000,Novel,Novel
IF_124__1254,#FF0000,Novel,Novel
IF_042__177831,#FF0000,Novel,Novel
IF_032-2__41467,#FF0000,Novel,Novel
KWS_10476__46427,#FF0000,Novel,Novel
KWS_10551__139145,#FF0000,Novel,Novel
S_7G20__190011,#FF0000,Novel,Novel
IF_101__45982,#FF0000,Novel,Novel
IF_173__169335,#FF0000,Novel,Novel
IF_155__16870,#FF0000,Novel,Novel
KWS_10661__198582,#FF0000,Novel,Novel
IF_038__26906,#FF0000,Novel,Novel
KWS_10997__33382,#FF0000,Novel,Novel
S_6G16__77027,#FF0000,Novel,Novel
S_7G34__18940,#FF0000,Novel,Novel
KeioHC_115__4439,#FF0000,Novel,Novel
IF_118__198151,#FF0000,Novel,Novel
S_7G50__111311,#FF0000,Novel,Novel
IF_156__3106,#FF0000,Novel,Novel
KWS_10486__166819,#FF0000,Novel,Novel
KeioHC_4__263387,#FF0000,Novel,Novel
KWS_10476__177054,#FF0000,Novel,Novel
IF_019__85189,#FF0000,Novel,Novel
KeioHC_115__108112,#FF0000,Novel,Novel
IF_167__186673,#FF0000,Novel,Novel
S_7G43__23489,#FF0000,Novel,Novel
IF_017__85586,#FF0000,Novel,Novel
KWS_10473__89101,#FF0000,Novel,Novel
KeioHC_13__21302,#FF0000,Novel,Novel
KWS_11008__157854,#FF0000,Novel,Novel
IF_182__40525,#FF0000,Novel,Novel
S_7G5__49216,#FF0000,Novel,Novel
IF_083__272512,#FF0000,Novel,Novel
S_7G31__83090,#FF0000,Novel,Novel
IF_170__286947,#FF0000,Novel,Novel
KeioHC_17__195598,#FF0000,Novel,Novel
IF_087-2__11346,#FF0000,Novel,Novel
KWS_10998__192240,#FF0000,Novel,Novel
IF_065-2__261669,#FF0000,Novel,Novel
KeioHC_13__45712,#FF0000,Novel,Novel
IF_169__70550,#FF0000,Novel,Novel
IF_032__7089,#FF0000,Novel,Novel
KWS_10988__104243,#FF0000,Novel,Novel
IF_027__160065,#FF0000,Novel,Novel
IF_117__29842,#FF0000,Novel,Novel
IF_130__1254,#FF0000,Novel,Novel
KeioHC_7__45677,#FF0000,Novel,Novel
KeioHC_2__48037,#FF0000,Novel,Novel
KWS_10661__134709,#FF0000,Novel,Novel
IF_125__27063,#FF0000,Novel,Novel
IF_099__44579,#FF0000,Novel,Novel
IF_177__229617,#FF0000,Novel,Novel
KWS_10637__80240,#FF0000,Novel,Novel
KWS_10638__114186,#FF0000,Novel,Novel
IF_107__165672,#FF0000,Novel,Novel
S_6G1__396,#FF0000,Novel,Novel
KWS_11003__222748,#FF0000,Novel,Novel
KeioHC_117__142459,#FF0000,Novel,Novel
KWS_10996__66183,#FF0000,Novel,Novel
IF_053__125112,#FF0000,Novel,Novel
IF_012__6609,#FF0000,Novel,Novel
KWS_10991__224525,#FF0000,Novel,Novel
IF_118__197665,#FF0000,Novel,Novel
S_7G47__50557,#FF0000,Novel,Novel
IF_008__1924,#FF0000,Novel,Novel
IF_117__66315,#FF0000,Novel,Novel
KWS_10631__105817,#FF0000,Novel,Novel
IF_081__8513,#FF0000,Novel,Novel
KWS_10641__58423,#FF0000,Novel,Novel
IF_133__203070,#FF0000,Novel,Novel
KWS_10911__215814,#FF0000,Novel,Novel
IF_085__275227,#FF0000,Novel,Novel
IF_025__12655,#FF0000,Novel,Novel
KWS_10991__321,#FF0000,Novel,Novel
S_7G17__9214,#FF0000,Novel,Novel
KeioHC_14__198096,#FF0000,Novel,Novel
KWS_10896__81285,#FF0000,Novel,Novel
IF_107__83855,#FF0000,Novel,Novel
IF_132__10317,#FF0000,Novel,Novel
IF_038__99221,#FF0000,Novel,Novel
KWS_10551__7488,#FF0000,Novel,Novel
IF_148__27939,#FF0000,Novel,Novel
IF_016__102997,#FF0000,Novel,Novel
IF_155__9520,#FF0000,Novel,Novel
KWS_11003__24754,#FF0000,Novel,Novel
KWS_10467__6708,#FF0000,Novel,Novel
S_6G6__95421,#FF0000,Novel,Novel
IF_175re__138469,#FF0000,Novel,Novel
IF_116__417,#FF0000,Novel,Novel
KWS_10477__44807,#FF0000,Novel,Novel
KWS_10991__272729,#FF0000,Novel,Novel
KWS_11008__118739,#FF0000,Novel,Novel
KeioHC_9__76446,#FF0000,Novel,Novel
IF_176__113597,#FF0000,Novel,Novel
S_7G50__40159,#FF0000,Novel,Novel
IF_016__173832,#FF0000,Novel,Novel
IF_088-2__54006,#FF0000,Novel,Novel
IF_149__42858,#FF0000,Novel,Novel
IF_087__37416,#FF0000,Novel,Novel
IF_033__6040,#FF0000,Novel,Novel
S_6G6__37213,#FF0000,Novel,Novel
IF_044__75076,#FF0000,Novel,Novel
KWS_11000__51197,#FF0000,Novel,Novel
S_7G38__182703,#FF0000,Novel,Novel
IF_088-2__74617,#FF0000,Novel,Novel
IF_048__152695,#FF0000,Novel,Novel
IF_027__177340,#FF0000,Novel,Novel
IF_163__19762,#FF0000,Novel,Novel
IF_022__54258,#FF0000,Novel,Novel
IF_101-2__11169,#FF0000,Novel,Novel
IF_067__85062,#FF0000,Novel,Novel
IF_117__142542,#FF0000,Novel,Novel
S_6G2__249891,#FF0000,Novel,Novel
KWS_10473__158492,#FF0000,Novel,Novel
IF_109__163249,#FF0000,Novel,Novel
IF_002-2re__141702,#FF0000,Novel,Novel
KWS_10653__290148,#FF0000,Novel,Novel
S_7G40__17062,#FF0000,Novel,Novel
IF_033__9880,#FF0000,Novel,Novel
KWS_10641__47065,#FF0000,Novel,Novel
IF_080__14574,#FF0000,Novel,Novel
IF_091__141,#FF0000,Novel,Novel
IF_100__56257,#FF0000,Novel,Novel
IF_101__26906,#FF0000,Novel,Novel
IF_104__51778,#FF0000,Novel,Novel
S_7G34__5958,#FF0000,Novel,Novel
IF_162__131026,#FF0000,Novel,Novel
IF_183__56636,#FF0000,Novel,Novel
KeioHC_I2__55056,#FF0000,Novel,Novel
KeioHC_K2__6072,#FF0000,Novel,Novel
KWS_10659__12879,#FF0000,Novel,Novel
IF_104__12879,#FF0000,Novel,Novel
IF_088-2__159115,#FF0000,Novel,Novel
IF_033__84184,#FF0000,Novel,Novel
IF_166__221037,#FF0000,Novel,Novel
IF_122__129074,#FF0000,Novel,Novel
S_7G25__12879,#FF0000,Novel,Novel
KeioHC_17__262047,#FF0000,Novel,Novel
S_6G5__99682,#FF0000,Novel,Novel
IF_022__177275,#FF0000,Novel,Novel
KeioHC_107__117745,#FF0000,Novel,Novel
S_7G34__8135,#FF0000,Novel,Novel
IF_137__137315,#FF0000,Novel,Novel
IF_085__193730,#FF0000,Novel,Novel
KWS_10920__31907,#FF0000,Novel,Novel
KWS_10992re__30216,#FF0000,Novel,Novel
IF_150__25002,#FF0000,Novel,Novel
KWS_10991__210817,#FF0000,Novel,Novel
KeioHC_117__10451,#FF0000,Novel,Novel
IF_028__27063,#FF0000,Novel,Novel
IF_028__39617,#FF0000,Novel,Novel
KWS_10552__6708,#FF0000,Novel,Novel
IF_016__43594,#FF0000,Novel,Novel
KWS_11004__189261,#FF0000,Novel,Novel
IF_024-2__111661,#FF0000,Novel,Novel
IF_068-2__70550,#FF0000,Novel,Novel
IF_005__18608,#FF0000,Novel,Novel
IF_061-2__85062,#FF0000,Novel,Novel
KWS_10638__88486,#FF0000,Novel,Novel
IF_033__5418,#FF0000,Novel,Novel
KWS_10903__165772,#FF0000,Novel,Novel
KeioHC_2__129895,#FF0000,Novel,Novel
IF_087-2__178634,#FF0000,Novel,Novel
IF_087-3__98966,#FF0000,Novel,Novel
S_7G5__59641,#FF0000,Novel,Novel
KWS_10655__120265,#FF0000,Novel,Novel
IF_122__1540,#FF0000,Novel,Novel
KWS_11000__135563,#FF0000,Novel,Novel
IF_117__63735,#FF0000,Novel,Novel
IF_087-2__278369,#FF0000,Novel,Novel
IF_032-2__56607,#FF0000,Novel,Novel
IF_073-2wa__141015,#FF0000,Novel,Novel
IF_063__56976,#FF0000,Novel,Novel
S_7G7__62653,#FF0000,Novel,Novel
S_7G41__156607,#FF0000,Novel,Novel
IF_093__16564,#FF0000,Novel,Novel
KWS_10656__143887,#FF0000,Novel,Novel
KeioHC_17__79892,#FF0000,Novel,Novel
IF_109__25807,#FF0000,Novel,Novel
IF_127__146398,#FF0000,Novel,Novel
KWS_10639__8745,#FF0000,Novel,Novel
KWS_10563__114225,#FF0000,Novel,Novel
KWS_10998__178702,#FF0000,Novel,Novel
IF_060__7488,#FF0000,Novel,Novel
KeioHC_120__28265,#FF0000,Novel,Novel
KeioHC_110__42287,#FF0000,Novel,Novel
IF_086__44956,#FF0000,Novel,Novel
IF_130__157155,#FF0000,Novel,Novel
IF_048__29492,#FF0000,Novel,Novel
IF_161__69715,#FF0000,Novel,Novel
KWS_10539__161022,#FF0000,Novel,Novel
KWS_11006__237958,#FF0000,Novel,Novel
S_7G49__29643,#FF0000,Novel,Novel
IF_072__43914,#FF0000,Novel,Novel
IF_013__37572,#FF0000,Novel,Novel
IF_150__36957,#FF0000,Novel,Novel
S_7G1__16438,#FF0000,Novel,Novel
S_7G46__36646,#FF0000,Novel,Novel
KWS_10991__108112,#FF0000,Novel,Novel
KWS_10473__69145,#FF0000,Novel,Novel
IF_030__203459,#FF0000,Novel,Novel
IF_073-2wa__3133,#FF0000,Novel,Novel
IF_101__164031,#FF0000,Novel,Novel
KeioHC_121__73594,#FF0000,Novel,Novel
IF_081__84352,#FF0000,Novel,Novel
IF_087__191096,#FF0000,Novel,Novel
KWS_10631__244376,#FF0000,Novel,Novel
IF_127__189261,#FF0000,Novel,Novel
IF_065__125485,#FF0000,Novel,Novel
KeioHC_4__72565,#FF0000,Novel,Novel
IF_007__168406,#FF0000,Novel,Novel
KWS_10549__34737,#FF0000,Novel,Novel
KeioHC_5__49260,#FF0000,Novel,Novel
IF_088-2__22936,#FF0000,Novel,Novel
IF_042-2__47711,#FF0000,Novel,Novel
IF_173__67639,#FF0000,Novel,Novel
IF_079__106176,#FF0000,Novel,Novel
IF_030__6708,#FF0000,Novel,Novel
S_7G26__219940,#FF0000,Novel,Novel
S_7G25__3849,#FF0000,Novel,Novel
KWS_10655__229762,#FF0000,Novel,Novel
IF_093__648,#FF0000,Novel,Novel
KWS_10473__9214,#FF0000,Novel,Novel
IF_101__62040,#FF0000,Novel,Novel
IF_112__42769,#FF0000,Novel,Novel
S_6G14__270923,#FF0000,Novel,Novel
KWS_10997__103685,#FF0000,Novel,Novel
S_7G4__18034,#FF0000,Novel,Novel
KWS_10636__246199,#FF0000,Novel,Novel
KWS_10988__211729,#FF0000,Novel,Novel
KWS_10985__118670,#FF0000,Novel,Novel
KWS_10548__287000,#FF0000,Novel,Novel
KWS_10912__87977,#FF0000,Novel,Novel
KWS_10636__97880,#FF0000,Novel,Novel
KWS_10452__248791,#FF0000,Novel,Novel
IF_030__38746,#FF0000,Novel,Novel
KWS_10486__98900,#FF0000,Novel,Novel
IF_009__1254,#FF0000,Novel,Novel
IF_167__105225,#FF0000,Novel,Novel
IF_116__7488,#FF0000,Novel,Novel
IF_157__102064,#FF0000,Novel,Novel
S_7G26__34084,#FF0000,Novel,Novel
KWS_10637__49834,#FF0000,Novel,Novel
KeioHC_126__149694,#FF0000,Novel,Novel
S_7G39__25970,#FF0000,Novel,Novel
IF_026__184049,#FF0000,Novel,Novel
KeioHC_112__128538,#FF0000,Novel,Novel
KeioHC_13__58287,#FF0000,Novel,Novel
IF_033__30369,#FF0000,Novel,Novel
IF_116__2756,#FF0000,Novel,Novel
IF_028-2__155078,#FF0000,Novel,Novel
KWS_10989__30570,#FF0000,Novel,Novel
IF_148__51396,#FF0000,Novel,Novel
IF_033__128437,#FF0000,Novel,Novel
S_7G49__201693,#FF0000,Novel,Novel
KWS_10652__69962,#FF0000,Novel,Novel
IF_188__13317,#FF0000,Novel,Novel
KWS_10549__27925,#FF0000,Novel,Novel
KWS_10477__19269,#FF0000,Novel,Novel
IF_002-2re__k141_108007,#FF0000,Novel,Novel
IF_002-2re__k141_54892,#FF0000,Novel,Novel
IF_002-2re__k141_44701,#FF0000,Novel,Novel
IF_002-2re__k141_51829,#FF0000,Novel,Novel
IF_002-2re__k141_1965,#FF0000,Novel,Novel
IF_002__k141_55863,#FF0000,Novel,Novel
IF_003-2__k141_16958,#FF0000,Novel,Novel
IF_003-2__k141_48768,#FF0000,Novel,Novel
IF_005__k141_2297,#FF0000,Novel,Novel
IF_005__k141_116399,#FF0000,Novel,Novel
IF_007__k141_90803,#FF0000,Novel,Novel
IF_007__k141_115208,#FF0000,Novel,Novel
IF_012__k141_106486,#FF0000,Novel,Novel
IF_012__k141_47383,#FF0000,Novel,Novel
IF_012__k141_136879,#FF0000,Novel,Novel
IF_012__k141_85304,#FF0000,Novel,Novel
IF_012__k141_30799,#FF0000,Novel,Novel
IF_012__k141_82763,#FF0000,Novel,Novel
IF_012__k141_2399,#FF0000,Novel,Novel
IF_012__k141_38305,#FF0000,Novel,Novel
IF_012__k141_37130,#FF0000,Novel,Novel
IF_013__k141_82554,#FF0000,Novel,Novel
IF_013__k141_70313,#FF0000,Novel,Novel
IF_015-2__k141_15093,#FF0000,Novel,Novel
IF_017__k141_63331,#FF0000,Novel,Novel
IF_017__k141_67290,#FF0000,Novel,Novel
IF_017__k141_39165,#FF0000,Novel,Novel
IF_019__k141_31120,#FF0000,Novel,Novel
IF_019__k141_13460,#FF0000,Novel,Novel
IF_020-2__k141_28354,#FF0000,Novel,Novel
IF_020-2__k141_70469,#FF0000,Novel,Novel
IF_022__k141_106940,#FF0000,Novel,Novel
IF_022__k141_19245,#FF0000,Novel,Novel
IF_022__k141_1361,#FF0000,Novel,Novel
IF_022__k141_5397,#FF0000,Novel,Novel
IF_022__k141_64085,#FF0000,Novel,Novel
IF_022__k141_37443,#FF0000,Novel,Novel
IF_022__k141_10386,#FF0000,Novel,Novel
IF_022__k141_20323,#FF0000,Novel,Novel
IF_024-2__k141_28560,#FF0000,Novel,Novel
IF_025__k141_275,#FF0000,Novel,Novel
IF_027__k141_66489,#FF0000,Novel,Novel
