ID,Color,HostFamily
KWS_10984__76379,#8ECFC9,Firmicutes_A
KWS_10546__152958,#8ECFC9,Firmicutes_A
IF_137__46299,#8ECFC9,Firmicutes_A
IF_016__15221,#8ECFC9,Firmicutes_A
S_7G17__107987,#8ECFC9,Firmicutes_A
S_7G46__2015,#8ECFC9,Firmicutes_A
IF_012__497,#8ECFC9,Firmicutes_A
S_7G16__28471,#8ECFC9,Firmicutes_A
KWS_10997__77380,#8ECFC9,Firmicutes_A
IF_130__173296,#8ECFC9,Firmicutes_A
KWS_10480__2240,#8ECFC9,Firmicutes_A
KWS_10466__22230,#8ECFC9,Firmicutes_A
IF_091__24478,#8ECFC9,Firmicutes_A
IF_185__98209,#8ECFC9,Firmicutes_A
IF_083__49981,#8ECFC9,Firmicutes_A
KWS_10894__277835,#8ECFC9,Firmicutes_A
KWS_10477__167216,#8ECFC9,Firmicutes_A
IF_002-2re__77959,#8ECFC9,Firmicutes_A
KeioHC_10__101314,#8ECFC9,Firmicutes_A
IF_158__232605,#8ECFC9,Firmicutes_A
KWS_10562__159189,#8ECFC9,Firmicutes_A
IF_038__225614,#8ECFC9,Firmicutes_A
KWS_10647__18608,#8ECFC9,Firmicutes_A
IF_082__85033,#8ECFC9,Firmicutes_A
S_7G4__227526,#8ECFC9,Firmicutes_A
KWS_10468__181164,#8ECFC9,Firmicutes_A
IF_103__8135,#8ECFC9,Firmicutes_A
KWS_10894__90448,#8ECFC9,Firmicutes_A
IF_107__4880,#8ECFC9,Firmicutes_A
IF_178__126661,#8ECFC9,Firmicutes_A
IF_031__1280,#8ECFC9,Firmicutes_A
KeioHC_117__12491,#8ECFC9,Firmicutes_A
IF_063__53423,#8ECFC9,Firmicutes_A
S_7G7__48609,#8ECFC9,Firmicutes_A
KeioHC_3__111107,#8ECFC9,Firmicutes_A
S_7G20__45604,#8ECFC9,Firmicutes_A
KWS_10563__18116,#8ECFC9,Firmicutes_A
KeioHC_15__223377,#8ECFC9,Firmicutes_A
IF_088-2__946,#8ECFC9,Firmicutes_A
S_7G4__31036,#8ECFC9,Firmicutes_A
IF_116__51788,#8ECFC9,Firmicutes_A
S_7G47__239039,#8ECFC9,Firmicutes_A
KWS_10565__37514,#8ECFC9,Firmicutes_A
IF_068__39456,#8ECFC9,Firmicutes_A
IF_079__37514,#8ECFC9,Firmicutes_A
KWS_10989__31979,#8ECFC9,Firmicutes_A
S_6G11__180386,#8ECFC9,Firmicutes_A
IF_088__282451,#8ECFC9,Firmicutes_A
IF_086__23916,#8ECFC9,Firmicutes_A
S_7G15__4574,#8ECFC9,Firmicutes_A
KeioHC_K2__269550,#8ECFC9,Firmicutes_A
S_7G32__213019,#8ECFC9,Firmicutes_A
S_6G10__2015,#8ECFC9,Firmicutes_A
S_7G16__42191,#8ECFC9,Firmicutes_A
KWS_10897__136992,#8ECFC9,Firmicutes_A
IF_070__2015,#8ECFC9,Firmicutes_A
IF_053__101339,#8ECFC9,Firmicutes_A
IF_132__183639,#8ECFC9,Firmicutes_A
S_7G42__110732,#8ECFC9,Firmicutes_A
KWS_10632__91960,#8ECFC9,Firmicutes_A
IF_128__94008,#8ECFC9,Firmicutes_A
KeioHC_115__52860,#8ECFC9,Firmicutes_A
S_7G10__2015,#8ECFC9,Firmicutes_A
IF_041__286240,#8ECFC9,Firmicutes_A
KWS_11002__18608,#8ECFC9,Firmicutes_A
S_7G51__20737,#8ECFC9,Firmicutes_A
S_7G50__203075,#8ECFC9,Firmicutes_A
IF_171__20297,#8ECFC9,Firmicutes_A
KWS_10989__164691,#8ECFC9,Firmicutes_A
KeioHC_I2__72659,#8ECFC9,Firmicutes_A
S_7G31__67163,#8ECFC9,Firmicutes_A
S_7G5__8135,#8ECFC9,Firmicutes_A
S_7G34__2015,#8ECFC9,Firmicutes_A
IF_068-2__274569,#8ECFC9,Firmicutes_A
IF_079__235299,#8ECFC9,Firmicutes_A
KWS_10641__252095,#8ECFC9,Firmicutes_A
IF_042__22720,#8ECFC9,Firmicutes_A
S_6G6__2008,#8ECFC9,Firmicutes_A
S_7G15__68607,#8ECFC9,Firmicutes_A
KWS_11003__59104,#8ECFC9,Firmicutes_A
KWS_10467__7217,#8ECFC9,Firmicutes_A
S_6G14__169340,#8ECFC9,Firmicutes_A
IF_166__13575,#8ECFC9,Firmicutes_A
KWS_10452__29556,#8ECFC9,Firmicutes_A
KWS_10656__9374,#8ECFC9,Firmicutes_A
KWS_10481__5958,#8ECFC9,Firmicutes_A
IF_047__15042,#8ECFC9,Firmicutes_A
S_6G12__104673,#8ECFC9,Firmicutes_A
S_7G42__131343,#8ECFC9,Firmicutes_A
KWS_10915__70408,#8ECFC9,Firmicutes_A
KWS_10903__41523,#8ECFC9,Firmicutes_A
KWS_10989__92355,#8ECFC9,Firmicutes_A
KWS_10644__207832,#8ECFC9,Firmicutes_A
S_7G7__282990,#8ECFC9,Firmicutes_A
IF_028__49201,#8ECFC9,Firmicutes_A
KWS_11002__75875,#8ECFC9,Firmicutes_A
IF_032__32306,#8ECFC9,Firmicutes_A
KWS_10917__69145,#8ECFC9,Firmicutes_A
IF_068__37810,#8ECFC9,Firmicutes_A
IF_125__18900,#8ECFC9,Firmicutes_A
IF_013__93369,#8ECFC9,Firmicutes_A
IF_042__143067,#8ECFC9,Firmicutes_A
IF_101__133839,#8ECFC9,Firmicutes_A
KeioHC_12__135867,#8ECFC9,Firmicutes_A
IF_122__6659,#8ECFC9,Firmicutes_A
S_6G5__130094,#8ECFC9,Firmicutes_A
IF_013__16730,#8ECFC9,Firmicutes_A
KWS_10459__67887,#8ECFC9,Firmicutes_A
IF_036__6708,#8ECFC9,Firmicutes_A
S_6G10__123017,#8ECFC9,Firmicutes_A
IF_030-2__153898,#8ECFC9,Firmicutes_A
KWS_10903__11269,#8ECFC9,Firmicutes_A
KWS_10468__36509,#8ECFC9,Firmicutes_A
IF_073-2wa__185459,#8ECFC9,Firmicutes_A
S_7G15__113474,#8ECFC9,Firmicutes_A
KeioHC_9__42989,#8ECFC9,Firmicutes_A
KWS_10481__83245,#8ECFC9,Firmicutes_A
IF_130__163986,#8ECFC9,Firmicutes_A
IF_140__106677,#8ECFC9,Firmicutes_A
S_7G42__185836,#8ECFC9,Firmicutes_A
KeioHC_120__198204,#8ECFC9,Firmicutes_A
KWS_10639__188465,#8ECFC9,Firmicutes_A
KWS_10911__124942,#8ECFC9,Firmicutes_A
KWS_10469__119965,#8ECFC9,Firmicutes_A
KWS_10463__234343,#8ECFC9,Firmicutes_A
KWS_10476__132079,#8ECFC9,Firmicutes_A
KWS_10631__20492,#8ECFC9,Firmicutes_A
IF_067__62674,#8ECFC9,Firmicutes_A
KeioHC_2__9793,#8ECFC9,Firmicutes_A
IF_107__17534,#8ECFC9,Firmicutes_A
IF_048__36448,#8ECFC9,Firmicutes_A
KWS_10904__154764,#8ECFC9,Firmicutes_A
S_7G4__20916,#8ECFC9,Firmicutes_A
KWS_10656__150838,#8ECFC9,Firmicutes_A
KWS_10468__31299,#8ECFC9,Firmicutes_A
IF_077__8455,#8ECFC9,Firmicutes_A
KWS_10648__168375,#8ECFC9,Firmicutes_A
IF_087-2__63063,#8ECFC9,Firmicutes_A
IF_187__115714,#8ECFC9,Firmicutes_A
S_7G4__191182,#8ECFC9,Firmicutes_A
KWS_10639__26763,#8ECFC9,Firmicutes_A
KWS_11006__76349,#8ECFC9,Firmicutes_A
IF_184__61774,#8ECFC9,Firmicutes_A
KWS_10997__15768,#8ECFC9,Firmicutes_A
KWS_10481__120637,#8ECFC9,Firmicutes_A
KWS_10546__57071,#8ECFC9,Firmicutes_A
IF_048__210488,#8ECFC9,Firmicutes_A
IF_070__199472,#8ECFC9,Firmicutes_A
KWS_11001__23200,#8ECFC9,Firmicutes_A
IF_008__8488,#8ECFC9,Firmicutes_A
IF_012__37320,#8ECFC9,Firmicutes_A
KWS_10903__16649,#8ECFC9,Firmicutes_A
KWS_10466__61225,#8ECFC9,Firmicutes_A
IF_162__42518,#8ECFC9,Firmicutes_A
KeioHC_124__201572,#8ECFC9,Firmicutes_A
IF_110__64520,#8ECFC9,Firmicutes_A
IF_093__75887,#8ECFC9,Firmicutes_A
KWS_10452__22000,#8ECFC9,Firmicutes_A
IF_076__142698,#8ECFC9,Firmicutes_A
IF_079__109857,#8ECFC9,Firmicutes_A
IF_184__171655,#8ECFC9,Firmicutes_A
IF_099__49201,#8ECFC9,Firmicutes_A
IF_017__223363,#8ECFC9,Firmicutes_A
KWS_10991__8322,#8ECFC9,Firmicutes_A
KWS_10550__23114,#8ECFC9,Firmicutes_A
IF_003__86267,#8ECFC9,Firmicutes_A
IF_087-2__56341,#8ECFC9,Firmicutes_A
S_7G8__208644,#8ECFC9,Firmicutes_A
S_7G4__92400,#8ECFC9,Firmicutes_A
KWS_10539__2157,#8ECFC9,Firmicutes_A
KWS_10909__42366,#8ECFC9,Firmicutes_A
IF_171__52680,#8ECFC9,Firmicutes_A
IF_003__187897,#8ECFC9,Firmicutes_A
KWS_10638__51406,#8ECFC9,Firmicutes_A
S_7G27__1667,#8ECFC9,Firmicutes_A
S_6G10__61382,#8ECFC9,Firmicutes_A
S_6G10__182250,#8ECFC9,Firmicutes_A
IF_060__139,#8ECFC9,Firmicutes_A
KeioHC_K2__109669,#8ECFC9,Firmicutes_A
KWS_10560__119580,#8ECFC9,Firmicutes_A
IF_050__87080,#8ECFC9,Firmicutes_A
KWS_10984__98523,#8ECFC9,Firmicutes_A
KWS_10648__185402,#8ECFC9,Firmicutes_A
IF_008__1254,#8ECFC9,Firmicutes_A
KeioHC_15__2149,#8ECFC9,Firmicutes_A
S_7G50__59826,#8ECFC9,Firmicutes_A
S_6G5__29643,#8ECFC9,Firmicutes_A
IF_101__31573,#8ECFC9,Firmicutes_A
KWS_10631__22788,#8ECFC9,Firmicutes_A
KeioHC_110__241098,#8ECFC9,Firmicutes_A
IF_003-2__1798,#8ECFC9,Firmicutes_A
IF_130__40713,#8ECFC9,Firmicutes_A
S_7G46__179222,#8ECFC9,Firmicutes_A
KWS_11000__66663,#8ECFC9,Firmicutes_A
S_7G14__217837,#8ECFC9,Firmicutes_A
IF_173__7488,#8ECFC9,Firmicutes_A
IF_073wa__183037,#8ECFC9,Firmicutes_A
IF_024__5418,#8ECFC9,Firmicutes_A
KWS_11003__9520,#8ECFC9,Firmicutes_A
IF_022__283759,#8ECFC9,Firmicutes_A
IF_151__38746,#8ECFC9,Firmicutes_A
IF_008__38006,#8ECFC9,Firmicutes_A
KeioHC_10__12927,#8ECFC9,Firmicutes_A
KWS_10993__90763,#8ECFC9,Firmicutes_A
IF_013__32006,#8ECFC9,Firmicutes_A
IF_187__22689,#8ECFC9,Firmicutes_A
IF_151__61680,#8ECFC9,Firmicutes_A
S_7G26__94511,#8ECFC9,Firmicutes_A
IF_128__36597,#8ECFC9,Firmicutes_A
KWS_10656__39741,#8ECFC9,Firmicutes_A
KWS_10550__228932,#8ECFC9,Firmicutes_A
S_7G26__9214,#8ECFC9,Firmicutes_A
IF_101__45674,#8ECFC9,Firmicutes_A
IF_173__156215,#8ECFC9,Firmicutes_A
IF_126__217286,#8ECFC9,Firmicutes_A
KWS_11007__17578,#8ECFC9,Firmicutes_A
KWS_10661__199414,#8ECFC9,Firmicutes_A
KWS_10481__192633,#8ECFC9,Firmicutes_A
IF_099__108802,#8ECFC9,Firmicutes_A
IF_126__58789,#8ECFC9,Firmicutes_A
S_7G50__81132,#8ECFC9,Firmicutes_A
KWS_10452__125912,#8ECFC9,Firmicutes_A
IF_042__1798,#8ECFC9,Firmicutes_A
S_7G25__213828,#8ECFC9,Firmicutes_A
S_7G24__104957,#8ECFC9,Firmicutes_A
IF_048__1667,#8ECFC9,Firmicutes_A
IF_132__22784,#8ECFC9,Firmicutes_A
KWS_10897__8385,#8ECFC9,Firmicutes_A
KWS_10636__6455,#8ECFC9,Firmicutes_A
IF_071__239905,#8ECFC9,Firmicutes_A
KeioHC_9__148305,#8ECFC9,Firmicutes_A
S_7G3__181006,#8ECFC9,Firmicutes_A
IF_171__177698,#8ECFC9,Firmicutes_A
S_7G33__201375,#8ECFC9,Firmicutes_A
KWS_10984__206305,#8ECFC9,Firmicutes_A
IF_063__37320,#8ECFC9,Firmicutes_A
IF_025__51406,#8ECFC9,Firmicutes_A
IF_029__229226,#8ECFC9,Firmicutes_A
IF_027__23671,#8ECFC9,Firmicutes_A
KWS_10636__136174,#8ECFC9,Firmicutes_A
S_6G4__38781,#8ECFC9,Firmicutes_A
IF_083__172099,#8ECFC9,Firmicutes_A
KWS_10992re__18404,#8ECFC9,Firmicutes_A
KWS_10481__125167,#8ECFC9,Firmicutes_A
IF_175re__99274,#8ECFC9,Firmicutes_A
KWS_10661__74420,#8ECFC9,Firmicutes_A
IF_076__37930,#8ECFC9,Firmicutes_A
KeioHC_121__129158,#8ECFC9,Firmicutes_A
IF_068__8028,#8ECFC9,Firmicutes_A
KWS_10894__18267,#8ECFC9,Firmicutes_A
KeioHC_120__142391,#8ECFC9,Firmicutes_A
IF_002-2re__7488,#8ECFC9,Firmicutes_A
KeioHC_124__45258,#8ECFC9,Firmicutes_A
KWS_10896__62075,#8ECFC9,Firmicutes_A
S_7G43__263566,#8ECFC9,Firmicutes_A
IF_076__267708,#8ECFC9,Firmicutes_A
KWS_10646__252923,#8ECFC9,Firmicutes_A
S_7G6__159981,#8ECFC9,Firmicutes_A
S_7G6__99660,#8ECFC9,Firmicutes_A
IF_101__12674,#8ECFC9,Firmicutes_A
IF_019__82715,#8ECFC9,Firmicutes_A
IF_086__11609,#8ECFC9,Firmicutes_A
IF_128__8917,#8ECFC9,Firmicutes_A
KWS_10659__3596,#8ECFC9,Firmicutes_A
IF_087-2__72336,#8ECFC9,Firmicutes_A
IF_129__39245,#8ECFC9,Firmicutes_A
IF_163__6346,#8ECFC9,Firmicutes_A
KWS_10655__178866,#8ECFC9,Firmicutes_A
KWS_10911__181849,#8ECFC9,Firmicutes_A
IF_053__161222,#8ECFC9,Firmicutes_A
IF_179__67933,#8ECFC9,Firmicutes_A
IF_151__35452,#8ECFC9,Firmicutes_A
IF_160__126654,#8ECFC9,Firmicutes_A
KeioHC_101__156210,#8ECFC9,Firmicutes_A
IF_121wa__69340,#8ECFC9,Firmicutes_A
IF_030-2__161639,#8ECFC9,Firmicutes_A
IF_008__117,#8ECFC9,Firmicutes_A
KWS_10661__65979,#8ECFC9,Firmicutes_A
IF_150__27072,#8ECFC9,Firmicutes_A
IF_073-2wa__147424,#8ECFC9,Firmicutes_A
IF_022__9721,#8ECFC9,Firmicutes_A
KWS_10559__1667,#8ECFC9,Firmicutes_A
KeioHC_10__12491,#8ECFC9,Firmicutes_A
IF_065-2__99522,#8ECFC9,Firmicutes_A
IF_032__650,#8ECFC9,Firmicutes_A
IF_081__206789,#8ECFC9,Firmicutes_A
S_7G1__14185,#8ECFC9,Firmicutes_A
KWS_10993__118418,#8ECFC9,Firmicutes_A
S_7G12__158789,#8ECFC9,Firmicutes_A
IF_157__137514,#8ECFC9,Firmicutes_A
IF_082__214992,#8ECFC9,Firmicutes_A
IF_118__5418,#8ECFC9,Firmicutes_A
KWS_10648__6708,#8ECFC9,Firmicutes_A
KeioHC_14__16870,#8ECFC9,Firmicutes_A
IF_117__54494,#8ECFC9,Firmicutes_A
KWS_11000__264897,#8ECFC9,Firmicutes_A
IF_175re__18608,#8ECFC9,Firmicutes_A
IF_122__52290,#8ECFC9,Firmicutes_A
KWS_10991__195549,#8ECFC9,Firmicutes_A
KWS_10992re__150769,#8ECFC9,Firmicutes_A
IF_076__210399,#8ECFC9,Firmicutes_A
IF_011__121251,#8ECFC9,Firmicutes_A
IF_118__15217,#8ECFC9,Firmicutes_A
IF_101__23542,#8ECFC9,Firmicutes_A
KWS_10650__35962,#8ECFC9,Firmicutes_A
S_7G51__61198,#8ECFC9,Firmicutes_A
IF_093__2410,#8ECFC9,Firmicutes_A
S_7G28__236496,#8ECFC9,Firmicutes_A
IF_042-2__20296,#8ECFC9,Firmicutes_A
S_6G15__1718,#8ECFC9,Firmicutes_A
KWS_10546__217558,#8ECFC9,Firmicutes_A
KeioHC_K2__21073,#8ECFC9,Firmicutes_A
S_7G45__80623,#8ECFC9,Firmicutes_A
S_7G51__106650,#8ECFC9,Firmicutes_A
KWS_10893__56671,#8ECFC9,Firmicutes_A
IF_005__92158,#8ECFC9,Firmicutes_A
S_7G21__70316,#8ECFC9,Firmicutes_A
KeioHC_5__74138,#8ECFC9,Firmicutes_A
IF_048__1111,#8ECFC9,Firmicutes_A
KWS_10650__12892,#8ECFC9,Firmicutes_A
IF_024-2__141994,#8ECFC9,Firmicutes_A
KeioHC_120__170566,#8ECFC9,Firmicutes_A
IF_072__161331,#8ECFC9,Firmicutes_A
IF_122__48807,#8ECFC9,Firmicutes_A
IF_086__61510,#8ECFC9,Firmicutes_A
KeioHC_115__23705,#8ECFC9,Firmicutes_A
IF_176__112990,#8ECFC9,Firmicutes_A
IF_051__8328,#8ECFC9,Firmicutes_A
KWS_10549__65846,#8ECFC9,Firmicutes_A
IF_130__23554,#8ECFC9,Firmicutes_A
IF_024-2__39505,#8ECFC9,Firmicutes_A
S_6G2__75239,#8ECFC9,Firmicutes_A
IF_160__1088,#8ECFC9,Firmicutes_A
KWS_10648__202555,#8ECFC9,Firmicutes_A
IF_024__7488,#8ECFC9,Firmicutes_A
KWS_11000__161982,#8ECFC9,Firmicutes_A
S_7G40__111808,#8ECFC9,Firmicutes_A
IF_011__64797,#8ECFC9,Firmicutes_A
IF_065__107915,#8ECFC9,Firmicutes_A
KWS_10549__78670,#8ECFC9,Firmicutes_A
IF_128__162351,#8ECFC9,Firmicutes_A
IF_109__52963,#8ECFC9,Firmicutes_A
S_7G29__74700,#8ECFC9,Firmicutes_A
IF_057re__81001,#8ECFC9,Firmicutes_A
KWS_10911__278580,#8ECFC9,Firmicutes_A
IF_070__19411,#8ECFC9,Firmicutes_A
S_6G16__21964,#8ECFC9,Firmicutes_A
IF_179__158320,#8ECFC9,Firmicutes_A
IF_161__158717,#8ECFC9,Firmicutes_A
IF_065__241832,#8ECFC9,Firmicutes_A
KWS_10546__168756,#8ECFC9,Firmicutes_A
IF_130__185565,#8ECFC9,Firmicutes_A
IF_133__21996,#8ECFC9,Firmicutes_A
S_6G2__251517,#8ECFC9,Firmicutes_A
KeioHC_119__200752,#8ECFC9,Firmicutes_A
S_6G13__45688,#8ECFC9,Firmicutes_A
IF_030__6518,#8ECFC9,Firmicutes_A
IF_130__19762,#8ECFC9,Firmicutes_A
IF_167__72223,#8ECFC9,Firmicutes_A
KWS_10452__73328,#8ECFC9,Firmicutes_A
KWS_10477__293200,#8ECFC9,Firmicutes_A
KWS_10997__260803,#8ECFC9,Firmicutes_A
KeioHC_123__56341,#8ECFC9,Firmicutes_A
KeioHC_7__99530,#8ECFC9,Firmicutes_A
S_7G33__165736,#8ECFC9,Firmicutes_A
IF_093__236179,#8ECFC9,Firmicutes_A
KWS_10910__11711,#8ECFC9,Firmicutes_A
IF_150__91683,#8ECFC9,Firmicutes_A
KWS_10547__64030,#8ECFC9,Firmicutes_A
S_7G51__147209,#8ECFC9,Firmicutes_A
IF_076__80307,#8ECFC9,Firmicutes_A
IF_151__15766,#8ECFC9,Firmicutes_A
IF_033__79189,#8ECFC9,Firmicutes_A
IF_128__61382,#8ECFC9,Firmicutes_A
KWS_10561__17551,#8ECFC9,Firmicutes_A
KWS_10477__69192,#8ECFC9,Firmicutes_A
IF_151__7729,#8ECFC9,Firmicutes_A
S_6G15__107762,#8ECFC9,Firmicutes_A
KeioHC_13__202656,#8ECFC9,Firmicutes_A
IF_042__47711,#8ECFC9,Firmicutes_A
IF_067__156842,#8ECFC9,Firmicutes_A
KWS_10463__187782,#8ECFC9,Firmicutes_A
IF_027__70477,#8ECFC9,Firmicutes_A
IF_108__1667,#8ECFC9,Firmicutes_A
IF_127__8052,#8ECFC9,Firmicutes_A
S_7G3__66485,#8ECFC9,Firmicutes_A
IF_068__177866,#8ECFC9,Firmicutes_A
IF_114__3745,#8ECFC9,Firmicutes_A
IF_101__147889,#8ECFC9,Firmicutes_A
IF_087-3__38559,#8ECFC9,Firmicutes_A
IF_069__200486,#8ECFC9,Firmicutes_A
IF_068__271902,#8ECFC9,Firmicutes_A
IF_184__154595,#8ECFC9,Firmicutes_A
KWS_10636__13674,#8ECFC9,Firmicutes_A
IF_060__165703,#8ECFC9,Firmicutes_A
KWS_10550__77414,#8ECFC9,Firmicutes_A
IF_064__41814,#8ECFC9,Firmicutes_A
KWS_10903__37849,#8ECFC9,Firmicutes_A
IF_062__1667,#8ECFC9,Firmicutes_A
KeioHC_17__157523,#8ECFC9,Firmicutes_A
S_6G5__86083,#8ECFC9,Firmicutes_A
IF_011__227144,#8ECFC9,Firmicutes_A
KWS_10477__106243,#8ECFC9,Firmicutes_A
IF_028__35235,#8ECFC9,Firmicutes_A
IF_125__64452,#8ECFC9,Firmicutes_A
KWS_10452__122260,#8ECFC9,Firmicutes_A
KWS_10893__158315,#8ECFC9,Firmicutes_A
IF_069__38746,#8ECFC9,Firmicutes_A
S_7G1__83355,#8ECFC9,Firmicutes_A
S_7G3__289270,#8ECFC9,Firmicutes_A
IF_126__1684,#8ECFC9,Firmicutes_A
IF_050__6609,#8ECFC9,Firmicutes_A
S_7G20__77226,#8ECFC9,Firmicutes_A
S_6G13__52934,#8ECFC9,Firmicutes_A
S_7G46__9214,#8ECFC9,Firmicutes_A
KeioHC_2__168345,#8ECFC9,Firmicutes_A
IF_167__239758,#8ECFC9,Firmicutes_A
IF_101__2410,#8ECFC9,Firmicutes_A
KWS_10894__13573,#8ECFC9,Firmicutes_A
IF_153__245170,#8ECFC9,Firmicutes_A
IF_101__189246,#8ECFC9,Firmicutes_A
KWS_10631__6842,#8ECFC9,Firmicutes_A
IF_124__172635,#8ECFC9,Firmicutes_A
IF_033__7488,#8ECFC9,Firmicutes_A
KWS_10631__10619,#8ECFC9,Firmicutes_A
IF_044__103849,#8ECFC9,Firmicutes_A
S_7G29__65947,#8ECFC9,Firmicutes_A
KeioHC_18__76151,#8ECFC9,Firmicutes_A
IF_122__17446,#8ECFC9,Firmicutes_A
IF_151__12879,#8ECFC9,Firmicutes_A
KWS_10641__139871,#8ECFC9,Firmicutes_A
IF_030__202980,#8ECFC9,Firmicutes_A
KeioHC_102__135588,#8ECFC9,Firmicutes_A
KWS_10633__15766,#8ECFC9,Firmicutes_A
S_6G8__172271,#8ECFC9,Firmicutes_A
IF_091__233274,#8ECFC9,Firmicutes_A
IF_065-2__70148,#8ECFC9,Firmicutes_A
IF_019__40323,#8ECFC9,Firmicutes_A
KWS_10552__22283,#8ECFC9,Firmicutes_A
IF_030__107289,#8ECFC9,Firmicutes_A
IF_013__80560,#8ECFC9,Firmicutes_A
KWS_10903__219255,#8ECFC9,Firmicutes_A
KeioHC_I2__57939,#8ECFC9,Firmicutes_A
KWS_10638__9288,#8ECFC9,Firmicutes_A
KWS_10641__21302,#8ECFC9,Firmicutes_A
KWS_10549__107315,#8ECFC9,Firmicutes_A
IF_050__217213,#8ECFC9,Firmicutes_A
KWS_10993__135551,#8ECFC9,Firmicutes_A
IF_025__186635,#8ECFC9,Firmicutes_A
IF_125__56799,#8ECFC9,Firmicutes_A
IF_004__11672,#8ECFC9,Firmicutes_A
KWS_10477__265351,#8ECFC9,Firmicutes_A
KWS_10657__20163,#8ECFC9,Firmicutes_A
IF_162__27536,#8ECFC9,Firmicutes_A
IF_016__90616,#8ECFC9,Firmicutes_A
IF_087__103812,#8ECFC9,Firmicutes_A
IF_169__197868,#8ECFC9,Firmicutes_A
S_7G16__90361,#8ECFC9,Firmicutes_A
IF_086__66786,#8ECFC9,Firmicutes_A
S_7G29__1252,#8ECFC9,Firmicutes_A
IF_130__224119,#8ECFC9,Firmicutes_A
IF_012__203004,#8ECFC9,Firmicutes_A
IF_069__6518,#8ECFC9,Firmicutes_A
S_7G46__5891,#8ECFC9,Firmicutes_A
IF_042-2__149849,#8ECFC9,Firmicutes_A
IF_042__118914,#8ECFC9,Firmicutes_A
S_6G15__266278,#8ECFC9,Firmicutes_A
KWS_10648__32567,#8ECFC9,Firmicutes_A
KWS_10895__276927,#8ECFC9,Firmicutes_A
KeioHC_9__116705,#8ECFC9,Firmicutes_A
IF_073-2wa__22067,#8ECFC9,Firmicutes_A
IF_085__86267,#8ECFC9,Firmicutes_A
KWS_10477__171354,#8ECFC9,Firmicutes_A
KWS_10466__137663,#8ECFC9,Firmicutes_A
IF_087-2__15768,#8ECFC9,Firmicutes_A
IF_173__4030,#8ECFC9,Firmicutes_A
IF_116__2410,#8ECFC9,Firmicutes_A
IF_123__59663,#8ECFC9,Firmicutes_A
S_7G5__112128,#8ECFC9,Firmicutes_A
S_7G41__42335,#8ECFC9,Firmicutes_A
IF_096__48498,#8ECFC9,Firmicutes_A
IF_084__44117,#8ECFC9,Firmicutes_A
KeioHC_114__29392,#8ECFC9,Firmicutes_A
S_7G45__138189,#8ECFC9,Firmicutes_A
IF_185__138457,#8ECFC9,Firmicutes_A
IF_149__91297,#8ECFC9,Firmicutes_A
IF_177__197862,#8ECFC9,Firmicutes_A
S_7G31__59832,#8ECFC9,Firmicutes_A
KWS_10560__19185,#8ECFC9,Firmicutes_A
IF_046__17692,#8ECFC9,Firmicutes_A
KWS_10549__209935,#8ECFC9,Firmicutes_A
IF_087-2__95646,#8ECFC9,Firmicutes_A
S_6G12__65401,#8ECFC9,Firmicutes_A
S_6G8__20768,#8ECFC9,Firmicutes_A
KeioHC_2__9447,#8ECFC9,Firmicutes_A
IF_076__115467,#8ECFC9,Firmicutes_A
S_6G13__270387,#8ECFC9,Firmicutes_A
KWS_10632__237769,#8ECFC9,Firmicutes_A
IF_128__35277,#8ECFC9,Firmicutes_A
KeioHC_120__101088,#8ECFC9,Firmicutes_A
IF_087__142299,#8ECFC9,Firmicutes_A
IF_087__98966,#8ECFC9,Firmicutes_A
IF_030__224399,#8ECFC9,Firmicutes_A
S_7G31__113992,#8ECFC9,Firmicutes_A
IF_167__34117,#8ECFC9,Firmicutes_A
KWS_10984__161541,#8ECFC9,Firmicutes_A
IF_149__53473,#8ECFC9,Firmicutes_A
IF_063__283813,#8ECFC9,Firmicutes_A
IF_065-2__22230,#8ECFC9,Firmicutes_A
KeioHC_110__274061,#8ECFC9,Firmicutes_A
KWS_10912__9963,#8ECFC9,Firmicutes_A
KWS_10897__67314,#8ECFC9,Firmicutes_A
IF_150__24645,#8ECFC9,Firmicutes_A
KWS_10639__78140,#8ECFC9,Firmicutes_A
KWS_10551__11292,#8ECFC9,Firmicutes_A
KeioHC_2__152702,#8ECFC9,Firmicutes_A
IF_011__18959,#8ECFC9,Firmicutes_A
IF_162__3133,#8ECFC9,Firmicutes_A
IF_185__1083,#8ECFC9,Firmicutes_A
IF_085__229287,#8ECFC9,Firmicutes_A
IF_014-2__137609,#8ECFC9,Firmicutes_A
IF_173__33670,#8ECFC9,Firmicutes_A
KWS_10894__31951,#8ECFC9,Firmicutes_A
S_7G34__165463,#8ECFC9,Firmicutes_A
IF_123__23897,#8ECFC9,Firmicutes_A
IF_073-2wa__24793,#8ECFC9,Firmicutes_A
S_7G51__16886,#8ECFC9,Firmicutes_A
S_7G27__54174,#8ECFC9,Firmicutes_A
IF_100-2__16063,#8ECFC9,Firmicutes_A
KWS_10661__263443,#8ECFC9,Firmicutes_A
KWS_10562__2148,#8ECFC9,Firmicutes_A
IF_077__112642,#8ECFC9,Firmicutes_A
KWS_11007__229467,#8ECFC9,Firmicutes_A
IF_171__323,#8ECFC9,Firmicutes_A
IF_173__68044,#8ECFC9,Firmicutes_A
KWS_10549__234685,#8ECFC9,Firmicutes_A
