ID,Color,HostFamily
KeioHC_11__1,#8ECFC9,Firmicutes_A
KWS_10454__1,#8ECFC9,Firmicutes_A
IF_019__414,#8ECFC9,Firmicutes_A
S_6G10__414,#8ECFC9,Firmicutes_A
KWS_10903__603,#8ECFC9,Firmicutes_A
KWS_10638__11,#8ECFC9,Firmicutes_A
IF_118__11,#8ECFC9,Firmicutes_A
IF_051__212,#8ECFC9,Firmicutes_A
IF_162__212,#8ECFC9,Firmicutes_A
KWS_10548__544,#8ECFC9,Firmicutes_A
IF_091__29,#8ECFC9,Firmicutes_A
IF_068__29,#8ECFC9,Firmicutes_A
IF_157__145,#8ECFC9,Firmicutes_A
IF_016__145,#8ECFC9,Firmicutes_A
S_6G3__19,#8ECFC9,Firmicutes_A
IF_151__396,#8ECFC9,Firmicutes_A
S_7G43__396,#8ECFC9,Firmicutes_A
S_6G3__512,#8ECFC9,Firmicutes_A
S_7G4__431,#8ECFC9,Firmicutes_A
IF_162__431,#8ECFC9,Firmicutes_A
KWS_10558__100,#8ECFC9,Firmicutes_A
S_7G21__6,#8ECFC9,Firmicutes_A
KWS_10984__6,#8ECFC9,Firmicutes_A
IF_063__157,#8ECFC9,Firmicutes_A
IF_049__157,#8ECFC9,Firmicutes_A
KWS_10997__747,#8ECFC9,Firmicutes_A
KWS_10636__115,#8ECFC9,Firmicutes_A
IF_183__356,#8ECFC9,Firmicutes_A
IF_095__356,#8ECFC9,Firmicutes_A
KeioHC_7__18,#8ECFC9,Firmicutes_A
IF_025__84,#8ECFC9,Firmicutes_A
IF_187__84,#8ECFC9,Firmicutes_A
KWS_10998__84,#8ECFC9,Firmicutes_A
KWS_10989__224,#8ECFC9,Firmicutes_A
S_7G34__224,#8ECFC9,Firmicutes_A
KWS_10465__224,#8ECFC9,Firmicutes_A
S_7G44__134,#8ECFC9,Firmicutes_A
IF_099__2256,#8ECFC9,Firmicutes_A
KWS_11008__2256,#8ECFC9,Firmicutes_A
IF_112__2256,#8ECFC9,Firmicutes_A
S_7G28__153,#8ECFC9,Firmicutes_A
S_7G17__221,#8ECFC9,Firmicutes_A
IF_073wa__668,#8ECFC9,Firmicutes_A
IF_086-2__668,#8ECFC9,Firmicutes_A
S_6G6__156,#8ECFC9,Firmicutes_A
IF_036__156,#8ECFC9,Firmicutes_A
IF_002-2re__156,#8ECFC9,Firmicutes_A
S_7G20__261,#8ECFC9,Firmicutes_A
S_7G46__261,#8ECFC9,Firmicutes_A
S_7G44__261,#8ECFC9,Firmicutes_A
IF_036__223,#8ECFC9,Firmicutes_A
IF_085__223,#8ECFC9,Firmicutes_A
KWS_10893__416,#8ECFC9,Firmicutes_A
KWS_10984__416,#8ECFC9,Firmicutes_A
IF_073-2wa__387,#8ECFC9,Firmicutes_A
KWS_10469__187,#8ECFC9,Firmicutes_A
KWS_10476__187,#8ECFC9,Firmicutes_A
IF_149__1060,#8ECFC9,Firmicutes_A
KWS_10547__1060,#8ECFC9,Firmicutes_A
KWS_10549__1060,#8ECFC9,Firmicutes_A
IF_139__804,#8ECFC9,Firmicutes_A
S_7G7__804,#8ECFC9,Firmicutes_A
IF_175re__90,#8ECFC9,Firmicutes_A
KWS_10540__622,#8ECFC9,Firmicutes_A
IF_128__497,#8ECFC9,Firmicutes_A
IF_109__497,#8ECFC9,Firmicutes_A
KeioHC_118__163,#8ECFC9,Firmicutes_A
KWS_10637__163,#8ECFC9,Firmicutes_A
S_7G46__555,#8ECFC9,Firmicutes_A
KWS_10998__555,#8ECFC9,Firmicutes_A
S_7G26__555,#8ECFC9,Firmicutes_A
KWS_10636__169,#8ECFC9,Firmicutes_A
S_6G16__3551,#8ECFC9,Firmicutes_A
IF_145__3551,#8ECFC9,Firmicutes_A
IF_100__411,#8ECFC9,Firmicutes_A
KWS_10558__522,#8ECFC9,Firmicutes_A
KeioHC_123__522,#8ECFC9,Firmicutes_A
IF_111__593,#8ECFC9,Firmicutes_A
IF_177__25,#8ECFC9,Firmicutes_A
KeioHC_18__317,#8ECFC9,Firmicutes_A
KWS_10641__317,#8ECFC9,Firmicutes_A
S_7G15__347,#8ECFC9,Firmicutes_A
IF_151__347,#8ECFC9,Firmicutes_A
KeioHC_113__422,#8ECFC9,Firmicutes_A
KeioHC_113__202,#8ECFC9,Firmicutes_A
KWS_10461__202,#8ECFC9,Firmicutes_A
KeioHC_6__202,#8ECFC9,Firmicutes_A
S_6G12__50,#8ECFC9,Firmicutes_A
S_6G13__50,#8ECFC9,Firmicutes_A
KWS_10904__308,#8ECFC9,Firmicutes_A
KWS_10543__308,#8ECFC9,Firmicutes_A
S_6G12__401,#8ECFC9,Firmicutes_A
S_6G14__401,#8ECFC9,Firmicutes_A
IF_091__160,#8ECFC9,Firmicutes_A
IF_064__958,#8ECFC9,Firmicutes_A
IF_143__865,#8ECFC9,Firmicutes_A
S_7G3__865,#8ECFC9,Firmicutes_A
KWS_10639__865,#8ECFC9,Firmicutes_A
IF_060__408,#8ECFC9,Firmicutes_A
KeioHC_11__127,#8ECFC9,Firmicutes_A
KWS_10476__127,#8ECFC9,Firmicutes_A
KWS_10659__127,#8ECFC9,Firmicutes_A
IF_093__377,#8ECFC9,Firmicutes_A
KWS_10996__377,#8ECFC9,Firmicutes_A
KWS_10911__624,#8ECFC9,Firmicutes_A
IF_026__624,#8ECFC9,Firmicutes_A
IF_177__53,#8ECFC9,Firmicutes_A
KeioHC_12__53,#8ECFC9,Firmicutes_A
KWS_10984__53,#8ECFC9,Firmicutes_A
S_7G21__556,#8ECFC9,Firmicutes_A
KeioHC_107__7925,#8ECFC9,Firmicutes_A
KWS_11006__7925,#8ECFC9,Firmicutes_A
KWS_10903__305,#8ECFC9,Firmicutes_A
KWS_10661__305,#8ECFC9,Firmicutes_A
IF_044__182,#8ECFC9,Firmicutes_A
S_7G28__1258,#8ECFC9,Firmicutes_A
S_7G15__1258,#8ECFC9,Firmicutes_A
S_6G11__1258,#8ECFC9,Firmicutes_A
IF_032-2__52,#8ECFC9,Firmicutes_A
KWS_10904__324,#8ECFC9,Firmicutes_A
IF_099__112,#8ECFC9,Firmicutes_A
IF_090__112,#8ECFC9,Firmicutes_A
KWS_11008__609,#8ECFC9,Firmicutes_A
KWS_10648__222,#8ECFC9,Firmicutes_A
S_7G48__2846,#8ECFC9,Firmicutes_A
KWS_10549__299,#8ECFC9,Firmicutes_A
KWS_10548__402,#8ECFC9,Firmicutes_A
S_7G30__717,#8ECFC9,Firmicutes_A
IF_061__717,#8ECFC9,Firmicutes_A
IF_068-2__103,#8ECFC9,Firmicutes_A
IF_033__6467,#8ECFC9,Firmicutes_A
IF_073-2wa__6467,#8ECFC9,Firmicutes_A
KeioHC_9__1126,#8ECFC9,Firmicutes_A
S_7G10__241,#8ECFC9,Firmicutes_A
KeioHC_5__585,#8ECFC9,Firmicutes_A
KWS_10633__2,#8ECFC9,Firmicutes_A
KeioHC_10__2,#8ECFC9,Firmicutes_A
IF_076__238,#8ECFC9,Firmicutes_A
IF_007__238,#8ECFC9,Firmicutes_A
S_7G43__368,#8ECFC9,Firmicutes_A
S_7G49__368,#8ECFC9,Firmicutes_A
S_7G47__605,#8ECFC9,Firmicutes_A
KWS_11006__605,#8ECFC9,Firmicutes_A
IF_067__211,#8ECFC9,Firmicutes_A
KWS_10563__95,#8ECFC9,Firmicutes_A
KWS_10986__366,#8ECFC9,Firmicutes_A
IF_068-2__366,#8ECFC9,Firmicutes_A
KeioHC_13__334,#8ECFC9,Firmicutes_A
S_7G24__6230,#8ECFC9,Firmicutes_A
S_7G27__745,#8ECFC9,Firmicutes_A
S_7G15__231,#8ECFC9,Firmicutes_A
S_7G6__231,#8ECFC9,Firmicutes_A
S_6G7__782,#8ECFC9,Firmicutes_A
KeioHC_7__782,#8ECFC9,Firmicutes_A
KWS_10452__867,#8ECFC9,Firmicutes_A
IF_017__867,#8ECFC9,Firmicutes_A
S_7G18__194,#8ECFC9,Firmicutes_A
S_7G7__459,#8ECFC9,Firmicutes_A
IF_017__459,#8ECFC9,Firmicutes_A
KWS_10639__369,#8ECFC9,Firmicutes_A
IF_092__159,#8ECFC9,Firmicutes_A
S_7G1__826,#8ECFC9,Firmicutes_A
KWS_10539__826,#8ECFC9,Firmicutes_A
IF_019__250,#8ECFC9,Firmicutes_A
KWS_10996__558,#8ECFC9,Firmicutes_A
S_7G40__558,#8ECFC9,Firmicutes_A
S_7G51__558,#8ECFC9,Firmicutes_A
IF_047__51,#8ECFC9,Firmicutes_A
KWS_10638__1061,#8ECFC9,Firmicutes_A
S_7G48__175,#8ECFC9,Firmicutes_A
S_7G51__395,#8ECFC9,Firmicutes_A
KWS_10904__395,#8ECFC9,Firmicutes_A
S_6G3__395,#8ECFC9,Firmicutes_A
S_7G10__648,#8ECFC9,Firmicutes_A
S_7G29__648,#8ECFC9,Firmicutes_A
KeioHC_101__1747,#8ECFC9,Firmicutes_A
KWS_10911__1747,#8ECFC9,Firmicutes_A
KWS_10644__1747,#8ECFC9,Firmicutes_A
IF_068-2__475,#8ECFC9,Firmicutes_A
IF_002-2re__599,#8ECFC9,Firmicutes_A
IF_073wa__599,#8ECFC9,Firmicutes_A
IF_151__88,#8ECFC9,Firmicutes_A
KWS_10563__88,#8ECFC9,Firmicutes_A
S_6G15__1605,#8ECFC9,Firmicutes_A
S_6G2__505,#8ECFC9,Firmicutes_A
IF_128__518,#8ECFC9,Firmicutes_A
KWS_10993__30,#8ECFC9,Firmicutes_A
IF_081__692,#8ECFC9,Firmicutes_A
KWS_10639__692,#8ECFC9,Firmicutes_A
IF_161__246,#8ECFC9,Firmicutes_A
S_6G1__1283,#8ECFC9,Firmicutes_A
S_7G14__956,#8ECFC9,Firmicutes_A
IF_132__277,#8ECFC9,Firmicutes_A
IF_127__277,#8ECFC9,Firmicutes_A
IF_073-2wa__679,#8ECFC9,Firmicutes_A
IF_122__679,#8ECFC9,Firmicutes_A
IF_060__679,#8ECFC9,Firmicutes_A
KWS_11005__2316,#8ECFC9,Firmicutes_A
S_7G44__68,#8ECFC9,Firmicutes_A
S_7G44__108,#8ECFC9,Firmicutes_A
KWS_10649__1207,#8ECFC9,Firmicutes_A
KWS_10661__243,#8ECFC9,Firmicutes_A
S_7G3__213,#8ECFC9,Firmicutes_A
KWS_10465__489,#8ECFC9,Firmicutes_A
S_7G6__1111,#8ECFC9,Firmicutes_A
S_6G2__741,#8ECFC9,Firmicutes_A
IF_164re__656,#8ECFC9,Firmicutes_A
KWS_10648__656,#8ECFC9,Firmicutes_A
IF_167__656,#8ECFC9,Firmicutes_A
S_7G43__461,#8ECFC9,Firmicutes_A
S_7G6__461,#8ECFC9,Firmicutes_A
KWS_10477__576,#8ECFC9,Firmicutes_A
S_7G26__576,#8ECFC9,Firmicutes_A
IF_087__449,#8ECFC9,Firmicutes_A
IF_167__259,#8ECFC9,Firmicutes_A
S_6G6__228,#8ECFC9,Firmicutes_A
IF_155__32,#8ECFC9,Firmicutes_A
S_6G6__1160,#8ECFC9,Firmicutes_A
S_7G8__1160,#8ECFC9,Firmicutes_A
S_7G6__196,#8ECFC9,Firmicutes_A
S_7G25__1841,#8ECFC9,Firmicutes_A
S_7G22__1121,#8ECFC9,Firmicutes_A
S_7G29__1323,#8ECFC9,Firmicutes_A
IF_101__713,#8ECFC9,Firmicutes_A
IF_167__239,#8ECFC9,Firmicutes_A
IF_096__266,#8ECFC9,Firmicutes_A
S_7G10__1123,#8ECFC9,Firmicutes_A
KWS_10633__1123,#8ECFC9,Firmicutes_A
S_7G7__980,#8ECFC9,Firmicutes_A
S_7G22__158,#8ECFC9,Firmicutes_A
KeioHC_15__158,#8ECFC9,Firmicutes_A
S_7G31__158,#8ECFC9,Firmicutes_A
KWS_10638__337,#8ECFC9,Firmicutes_A
KWS_10997__4688,#8ECFC9,Firmicutes_A
KeioHC_K2__571,#8ECFC9,Firmicutes_A
KeioHC_11__571,#8ECFC9,Firmicutes_A
S_7G3__129,#8ECFC9,Firmicutes_A
IF_116__385,#8ECFC9,Firmicutes_A
KWS_10452__1136,#8ECFC9,Firmicutes_A
KWS_10911__344,#8ECFC9,Firmicutes_A
IF_073-2wa__2512,#8ECFC9,Firmicutes_A
S_7G20__161,#8ECFC9,Firmicutes_A
KeioHC_115__575,#8ECFC9,Firmicutes_A
S_7G1__575,#8ECFC9,Firmicutes_A
KWS_10915__575,#8ECFC9,Firmicutes_A
KWS_10655__1094,#8ECFC9,Firmicutes_A
IF_022__138,#8ECFC9,Firmicutes_A
KWS_11002__138,#8ECFC9,Firmicutes_A
IF_073-2wa__2243,#8ECFC9,Firmicutes_A
IF_121wa__1441,#8ECFC9,Firmicutes_A
KWS_10465__418,#8ECFC9,Firmicutes_A
KeioHC_11__418,#8ECFC9,Firmicutes_A
KWS_11008__43,#8ECFC9,Firmicutes_A
S_6G3__758,#8ECFC9,Firmicutes_A
IF_038__325,#8ECFC9,Firmicutes_A
S_6G6__766,#8ECFC9,Firmicutes_A
S_6G7__766,#8ECFC9,Firmicutes_A
S_7G40__766,#8ECFC9,Firmicutes_A
S_7G24__420,#8ECFC9,Firmicutes_A
KWS_10993__762,#8ECFC9,Firmicutes_A
S_7G10__180,#8ECFC9,Firmicutes_A
IF_030__1384,#8ECFC9,Firmicutes_A
S_6G1__587,#8ECFC9,Firmicutes_A
S_7G31__440,#8ECFC9,Firmicutes_A
S_6G14__440,#8ECFC9,Firmicutes_A
KWS_10989__1130,#8ECFC9,Firmicutes_A
IF_072__1130,#8ECFC9,Firmicutes_A
KWS_10633__1130,#8ECFC9,Firmicutes_A
KWS_10992re__553,#8ECFC9,Firmicutes_A
KWS_10633__2458,#8ECFC9,Firmicutes_A
IF_067__389,#8ECFC9,Firmicutes_A
KWS_10461__396,#8ECFC9,Firmicutes_A
IF_007__571,#8ECFC9,Firmicutes_A
IF_016__1561,#8ECFC9,Firmicutes_A
IF_016__55,#8ECFC9,Firmicutes_A
IF_038__857,#8ECFC9,Firmicutes_A
KeioHC_4__3598,#8ECFC9,Firmicutes_A
KeioHC_102__373,#8ECFC9,Firmicutes_A
S_6G16__168,#8ECFC9,Firmicutes_A
S_6G6__168,#8ECFC9,Firmicutes_A
IF_162__804,#8ECFC9,Firmicutes_A
IF_029__1911,#8ECFC9,Firmicutes_A
S_6G3__444,#8ECFC9,Firmicutes_A
IF_150__81,#8ECFC9,Firmicutes_A
S_6G1__309,#8ECFC9,Firmicutes_A
KeioHC_3__439,#8ECFC9,Firmicutes_A
S_6G1__21424,#8ECFC9,Firmicutes_A
IF_148__990,#8ECFC9,Firmicutes_A
S_7G32__1221,#8ECFC9,Firmicutes_A
S_7G3__1221,#8ECFC9,Firmicutes_A
IF_025__349,#8ECFC9,Firmicutes_A
KWS_10473__349,#8ECFC9,Firmicutes_A
IF_162__645,#8ECFC9,Firmicutes_A
KeioHC_15__360,#8ECFC9,Firmicutes_A
IF_118__3239,#8ECFC9,Firmicutes_A
KWS_10656__6490,#8ECFC9,Firmicutes_A
IF_108__1033,#8ECFC9,Firmicutes_A
IF_050__1033,#8ECFC9,Firmicutes_A
IF_185__1033,#8ECFC9,Firmicutes_A
S_7G34__335,#8ECFC9,Firmicutes_A
KWS_10477__280,#8ECFC9,Firmicutes_A
IF_173__380,#8ECFC9,Firmicutes_A
S_7G27__907,#8ECFC9,Firmicutes_A
KWS_10648__471,#8ECFC9,Firmicutes_A
KWS_10461__471,#8ECFC9,Firmicutes_A
IF_093__2686,#8ECFC9,Firmicutes_A
KWS_10467__463,#8ECFC9,Firmicutes_A
IF_164re__322,#8ECFC9,Firmicutes_A
IF_155__322,#8ECFC9,Firmicutes_A
KeioHC_115__857,#8ECFC9,Firmicutes_A
S_7G51__177,#8ECFC9,Firmicutes_A
IF_030__18058,#8ECFC9,Firmicutes_A
KWS_10999__65,#8ECFC9,Firmicutes_A
KWS_10988__3384,#8ECFC9,Firmicutes_A
KeioHC_10__872,#8ECFC9,Firmicutes_A
KWS_10551__872,#8ECFC9,Firmicutes_A
KWS_10656__3128,#8ECFC9,Firmicutes_A
S_7G51__748,#8ECFC9,Firmicutes_A
S_7G26__748,#8ECFC9,Firmicutes_A
IF_074__535,#8ECFC9,Firmicutes_A
KWS_10567__533,#8ECFC9,Firmicutes_A
S_7G3__565,#8ECFC9,Firmicutes_A
IF_178__1535,#8ECFC9,Firmicutes_A
IF_068-2__1535,#8ECFC9,Firmicutes_A
S_6G7__128,#8ECFC9,Firmicutes_A
S_7G51__164,#8ECFC9,Firmicutes_A
KWS_10646__689,#8ECFC9,Firmicutes_A
IF_162__689,#8ECFC9,Firmicutes_A
KWS_10631__1017,#8ECFC9,Firmicutes_A
S_6G6__1017,#8ECFC9,Firmicutes_A
KeioHC_18__108,#8ECFC9,Firmicutes_A
KWS_10549__108,#8ECFC9,Firmicutes_A
S_7G48__5642,#8ECFC9,Firmicutes_A
S_6G5__815,#8ECFC9,Firmicutes_A
IF_117__295,#8ECFC9,Firmicutes_A
IF_089__295,#8ECFC9,Firmicutes_A
IF_051__1264,#8ECFC9,Firmicutes_A
S_6G14__2826,#8ECFC9,Firmicutes_A
IF_041__782,#8ECFC9,Firmicutes_A
KWS_10915__996,#8ECFC9,Firmicutes_A
KWS_10893__194,#8ECFC9,Firmicutes_A
S_7G24__1043,#8ECFC9,Firmicutes_A
S_6G10__1043,#8ECFC9,Firmicutes_A
IF_171__543,#8ECFC9,Firmicutes_A
KWS_10477__354,#8ECFC9,Firmicutes_A
IF_158__152,#8ECFC9,Firmicutes_A
IF_011__324,#8ECFC9,Firmicutes_A
IF_167__748,#8ECFC9,Firmicutes_A
IF_036__748,#8ECFC9,Firmicutes_A
IF_074__1473,#8ECFC9,Firmicutes_A
IF_030__1473,#8ECFC9,Firmicutes_A
KWS_11000__1473,#8ECFC9,Firmicutes_A
KWS_10997__1129,#8ECFC9,Firmicutes_A
S_7G22__574,#8ECFC9,Firmicutes_A
IF_087-2__351,#8ECFC9,Firmicutes_A
IF_130__1353,#8ECFC9,Firmicutes_A
S_6G2__1353,#8ECFC9,Firmicutes_A
S_7G4__282,#8ECFC9,Firmicutes_A
KWS_10480__1179,#8ECFC9,Firmicutes_A
IF_064__764,#8ECFC9,Firmicutes_A
S_7G21__1913,#8ECFC9,Firmicutes_A
KWS_10639__222,#8ECFC9,Firmicutes_A
IF_068-2__47,#8ECFC9,Firmicutes_A
S_7G32__1044,#8ECFC9,Firmicutes_A
KeioHC_4__658,#8ECFC9,Firmicutes_A
IF_128__320,#8ECFC9,Firmicutes_A
KeioHC_109__480,#8ECFC9,Firmicutes_A
IF_123__85,#8ECFC9,Firmicutes_A
KWS_10546__930,#8ECFC9,Firmicutes_A
S_6G5__14107,#8ECFC9,Firmicutes_A
S_7G48__781,#8ECFC9,Firmicutes_A
S_7G15__781,#8ECFC9,Firmicutes_A
KWS_10551__781,#8ECFC9,Firmicutes_A
S_6G6__632,#8ECFC9,Firmicutes_A
KWS_10486__13,#8ECFC9,Firmicutes_A
IF_016__410,#8ECFC9,Firmicutes_A
S_6G15__235,#8ECFC9,Firmicutes_A
IF_177__397,#8ECFC9,Firmicutes_A
KWS_10560__34,#8ECFC9,Firmicutes_A
KWS_10465__34,#8ECFC9,Firmicutes_A
IF_093__251,#8ECFC9,Firmicutes_A
S_7G45__473,#8ECFC9,Firmicutes_A
KWS_10912__473,#8ECFC9,Firmicutes_A
S_7G25__161,#8ECFC9,Firmicutes_A
S_7G27__681,#8ECFC9,Firmicutes_A
IF_073wa__1746,#8ECFC9,Firmicutes_A
IF_024-2__139,#8ECFC9,Firmicutes_A
S_7G46__960,#8ECFC9,Firmicutes_A
KWS_10646__1647,#8ECFC9,Firmicutes_A
S_6G7__1647,#8ECFC9,Firmicutes_A
KeioHC_K2__1647,#8ECFC9,Firmicutes_A
IF_107__4379,#8ECFC9,Firmicutes_A
KWS_10993__16,#8ECFC9,Firmicutes_A
KeioHC_2__16,#8ECFC9,Firmicutes_A
S_6G8__11076,#8ECFC9,Firmicutes_A
KWS_10784__1138,#8ECFC9,Firmicutes_A
IF_033__427,#8ECFC9,Firmicutes_A
IF_164re__524,#8ECFC9,Firmicutes_A
KWS_10477__2352,#8ECFC9,Firmicutes_A
S_7G27__1827,#8ECFC9,Firmicutes_A
KWS_10646__1068,#8ECFC9,Firmicutes_A
KWS_10638__9173,#8ECFC9,Firmicutes_A
KWS_10993__272,#8ECFC9,Firmicutes_A
KWS_10993__324,#8ECFC9,Firmicutes_A
KeioHC_2__100,#8ECFC9,Firmicutes_A
KWS_10563__394,#8ECFC9,Firmicutes_A
IF_169__409,#8ECFC9,Firmicutes_A
S_7G30__1306,#8ECFC9,Firmicutes_A
IF_016__475,#8ECFC9,Firmicutes_A
S_7G24__579,#8ECFC9,Firmicutes_A
KeioHC_109__152,#8ECFC9,Firmicutes_A
KWS_10903__125,#8ECFC9,Firmicutes_A
KWS_10567__125,#8ECFC9,Firmicutes_A
S_7G45__942,#8ECFC9,Firmicutes_A
S_6G5__942,#8ECFC9,Firmicutes_A
S_6G6__477,#8ECFC9,Firmicutes_A
KWS_10459__477,#8ECFC9,Firmicutes_A
KWS_10896__764,#8ECFC9,Firmicutes_A
KeioHC_110__148,#8ECFC9,Firmicutes_A
KWS_10784__804,#8ECFC9,Firmicutes_A
S_7G42__262,#8ECFC9,Firmicutes_A
KWS_10477__2266,#8ECFC9,Firmicutes_A
S_7G29__1495,#8ECFC9,Firmicutes_A
KWS_10558__579,#8ECFC9,Firmicutes_A
KWS_10549__579,#8ECFC9,Firmicutes_A
KWS_10991__269,#8ECFC9,Firmicutes_A
IF_030__2122,#8ECFC9,Firmicutes_A
IF_012__424,#8ECFC9,Firmicutes_A
IF_032__1082,#8ECFC9,Firmicutes_A
KWS_11008__475,#8ECFC9,Firmicutes_A
S_7G4__376,#8ECFC9,Firmicutes_A
IF_060__376,#8ECFC9,Firmicutes_A
KWS_10646__2057,#8ECFC9,Firmicutes_A
IF_126__866,#8ECFC9,Firmicutes_A
KWS_10991__144,#8ECFC9,Firmicutes_A
KWS_10903__7137,#8ECFC9,Firmicutes_A
S_7G20__4645,#8ECFC9,Firmicutes_A
IF_101__13476,#8ECFC9,Firmicutes_A
S_7G48__1348,#8ECFC9,Firmicutes_A
S_7G41__1136,#8ECFC9,Firmicutes_A
KWS_10639__710,#8ECFC9,Firmicutes_A
IF_154rewa__1190,#8ECFC9,Firmicutes_A
IF_148__2314,#8ECFC9,Firmicutes_A
S_6G8__1493,#8ECFC9,Firmicutes_A
KWS_11007__1,#8ECFC9,Firmicutes_A
KWS_11007__459,#8ECFC9,Firmicutes_A
KWS_10461__58,#8ECFC9,Firmicutes_A
KWS_10539__123,#8ECFC9,Firmicutes_A
IF_073wa__777,#8ECFC9,Firmicutes_A
S_7G31__1642,#8ECFC9,Firmicutes_A
IF_002-2re__7,#8ECFC9,Firmicutes_A
S_7G32__133,#8ECFC9,Firmicutes_A
IF_178__122,#8ECFC9,Firmicutes_A
IF_128__122,#8ECFC9,Firmicutes_A
IF_100__714,#8ECFC9,Firmicutes_A
S_6G3__14441,#8ECFC9,Firmicutes_A
KWS_10477__147,#8ECFC9,Firmicutes_A
S_6G6__598,#8ECFC9,Firmicutes_A
IF_082__350,#8ECFC9,Firmicutes_A
IF_178__343,#8ECFC9,Firmicutes_A
IF_014-2__123464,#8ECFC9,Firmicutes_A
KWS_10559__14811,#8ECFC9,Firmicutes_A
S_7G20__118093,#8ECFC9,Firmicutes_A
KWS_10466__39245,#8ECFC9,Firmicutes_A
KWS_10465__172345,#8ECFC9,Firmicutes_A
IF_025__192666,#8ECFC9,Firmicutes_A
IF_148__7982,#8ECFC9,Firmicutes_A
KWS_10551__49641,#8ECFC9,Firmicutes_A
S_6G16__152524,#8ECFC9,Firmicutes_A
KeioHC_106__23612,#8ECFC9,Firmicutes_A
IF_026__13586,#8ECFC9,Firmicutes_A
KWS_10989__1473,#8ECFC9,Firmicutes_A
KWS_10641__88163,#8ECFC9,Firmicutes_A
IF_030__31731,#8ECFC9,Firmicutes_A
S_7G29__92964,#8ECFC9,Firmicutes_A
IF_012__271583,#8ECFC9,Firmicutes_A
KeioHC_15__38139,#8ECFC9,Firmicutes_A
S_7G24__121928,#8ECFC9,Firmicutes_A
KWS_10912__235376,#8ECFC9,Firmicutes_A
IF_033__73755,#8ECFC9,Firmicutes_A
S_7G24__3899,#8ECFC9,Firmicutes_A
S_6G8__26407,#8ECFC9,Firmicutes_A
KeioHC_9__218727,#8ECFC9,Firmicutes_A
IF_130__14799,#8ECFC9,Firmicutes_A
S_7G33__45987,#8ECFC9,Firmicutes_A
KWS_10466__17737,#8ECFC9,Firmicutes_A
KWS_10538__43753,#8ECFC9,Firmicutes_A
IF_050-2__30145,#8ECFC9,Firmicutes_A
KWS_10546__242068,#8ECFC9,Firmicutes_A
S_7G44__16673,#8ECFC9,Firmicutes_A
KWS_11004__41699,#8ECFC9,Firmicutes_A
S_7G8__17970,#8ECFC9,Firmicutes_A
IF_101__22806,#8ECFC9,Firmicutes_A
KeioHC_122__89178,#8ECFC9,Firmicutes_A
S_7G43__65484,#8ECFC9,Firmicutes_A
S_6G10__55192,#8ECFC9,Firmicutes_A
KeioHC_104__131809,#8ECFC9,Firmicutes_A
KeioHC_15__87080,#8ECFC9,Firmicutes_A
KWS_11009__52900,#8ECFC9,Firmicutes_A
S_6G2__65135,#8ECFC9,Firmicutes_A
IF_100-2__3061,#8ECFC9,Firmicutes_A
IF_002-2re__70574,#8ECFC9,Firmicutes_A
S_7G31__25308,#8ECFC9,Firmicutes_A
IF_178__31524,#8ECFC9,Firmicutes_A
KWS_10993__26077,#8ECFC9,Firmicutes_A
IF_185__63289,#8ECFC9,Firmicutes_A
IF_187__34532,#8ECFC9,Firmicutes_A
S_6G15__290353,#8ECFC9,Firmicutes_A
KWS_10911__23252,#8ECFC9,Firmicutes_A
KWS_10655__101869,#8ECFC9,Firmicutes_A
IF_007__167608,#8ECFC9,Firmicutes_A
S_7G43__10347,#8ECFC9,Firmicutes_A
IF_178__9851,#8ECFC9,Firmicutes_A
S_6G2__17062,#8ECFC9,Firmicutes_A
IF_143__132190,#8ECFC9,Firmicutes_A
IF_149__39798,#8ECFC9,Firmicutes_A
IF_107__91763,#8ECFC9,Firmicutes_A
IF_176__8135,#8ECFC9,Firmicutes_A
IF_014-2__30145,#8ECFC9,Firmicutes_A
S_7G26__87656,#8ECFC9,Firmicutes_A
IF_025__40660,#8ECFC9,Firmicutes_A
S_6G12__289988,#8ECFC9,Firmicutes_A
IF_086-2__39943,#8ECFC9,Firmicutes_A
KWS_10633__157915,#8ECFC9,Firmicutes_A
IF_064__71929,#8ECFC9,Firmicutes_A
IF_030__47318,#8ECFC9,Firmicutes_A
IF_071-2__1475,#8ECFC9,Firmicutes_A
KWS_10551__26721,#8ECFC9,Firmicutes_A
IF_179__102010,#8ECFC9,Firmicutes_A
KeioHC_U__61391,#8ECFC9,Firmicutes_A
KeioHC_112__120325,#8ECFC9,Firmicutes_A
IF_161__164163,#8ECFC9,Firmicutes_A
IF_166__39798,#8ECFC9,Firmicutes_A
IF_118__76064,#8ECFC9,Firmicutes_A
IF_106__69440,#8ECFC9,Firmicutes_A
KWS_10995__27908,#8ECFC9,Firmicutes_A
KWS_10655__120501,#8ECFC9,Firmicutes_A
KWS_10903__24719,#8ECFC9,Firmicutes_A
S_7G7__280573,#8ECFC9,Firmicutes_A
S_7G30__40056,#8ECFC9,Firmicutes_A
IF_047__150596,#8ECFC9,Firmicutes_A
KWS_10986__88607,#8ECFC9,Firmicutes_A
KeioHC_10__139367,#8ECFC9,Firmicutes_A
IF_182__8698,#8ECFC9,Firmicutes_A
IF_046__102321,#8ECFC9,Firmicutes_A
S_7G31__92425,#8ECFC9,Firmicutes_A
