ID,prevalence,Group
IF_009__5958,0.07,C
S_7G30__36074,0.02,C
IF_064__23489,0.64,C
IF_085__1840,0.18,C
KWS_10661__1823,0.03,C
KWS_10632__228856,0.04,C
S_7G26__k141_22787,0.1,C
KWS_10911__52533,0.01,C
S_7G8__52116,0.02,C
KWS_10639__12643,0.89,C
KeioHC_13__31344,0.01,C
IF_053__83829,0.78,C
KeioHC_106__k141_98938,0.04,C
IF_046-2__23896,0.65,C
KeioHC_10__200041,0.01,C
KWS_10659__k141_17274,0.08,C
IF_154rewa__k141_83174,0.02,C
KWS_10465__9070,0.32,C
IF_151__24671,0.02,C
KeioHC_102__k141_32317,0.74,C
S_6G5__41595,0.01,C
IF_117__229378,0.05,C
KWS_10638__79587,0.23,C
KWS_10992re__50572,0.05,C
IF_030-2__21635,0.1,C
KWS_10915__70408,0.03,C
S_6G3__2627,0.03,C
S_6G16__229508,0.01,C
IF_086__k141_74328,0.02,C
S_7G50__6215,0.2,C
KWS_10915__51470,0.06,C
KWS_10983__5281,0.07,C
S_7G6__82075,0.25,C
KeioHC_120__170566,0.49,C
IF_050__7965,0.07,C
IF_033__k141_63929,0.06,C
KWS_10912__55627,0.47,C
KWS_10997__77380,0.06,C
IF_081__68435,0.3,C
S_7G27__95804,0.18,C
KWS_10653__166145,0.71,C
IF_127__3596,0.01,C
IF_029__113798,0.01,C
IF_028__36362,0.15,C
IF_130__19879,0.09,C
IF_008__4919,0.43,C
KWS_10911__278580,0.1,C
IF_150__36957,0,C
KWS_10562__2279,0.5,C
S_7G12__k141_57819,0.42,C
S_6G5__99682,0.05,C
IF_139__2015,0.09,C
IF_079__159568,0.52,C
KWS_10638__132434,0.01,C
IF_072__79425,0.03,C
KWS_10473__69145,0.09,C
KWS_10477__12366,0.52,C
KWS_10656__9889,0.25,C
S_6G3__34970,0,C
KWS_10993__829,0.16,C
S_7G7__208761,0.1,C
KWS_10985__9946,0.05,C
IF_065__215457,0.05,C
KWS_10549__188636,0.33,C
S_7G21__9615,0.04,C
IF_163__10007,0.03,C
KWS_10983__85588,0.07,C
KWS_10644__3405,0.05,C
IF_080__11272,0.02,C
KWS_10539__6905,0.26,C
KWS_10461__18498,0.02,C
KWS_10992re__2166,0.06,C
IF_081__2015,0.04,C
IF_177__8938,0.31,C
S_7G14__212491,0.08,C
KWS_10552__4803,0.01,C
KWS_10476__177054,0.18,C
IF_004__29299,0.05,C
IF_002-2re__77959,0.06,C
KWS_10911__150681,0.02,C
KWS_10661__2627,0.09,C
IF_072__5159,0.05,C
S_7G14__69861,0.04,C
IF_019__k141_74328,0.39,C
S_7G49__60522,0.24,C
IF_028-2__42605,0.01,C
S_7G24__3405,0.42,C
IF_158__k141_24474,0.02,C
IF_027__k141_66489,0.01,C
IF_091__k141_92553,0.21,C
KWS_10555__206890,0.03,C
IF_099__5433,0.15,C
KWS_10988__12445,0.06,C
IF_122__1540,0.19,C
KeioHC_113__144562,0.02,C
KWS_10469__27587,0.01,C
IF_082__54370,0.21,C
IF_126__67163,0.47,C
KeioHC_7__k141_130120,0.07,C
IF_171__108666,0.03,C
S_7G24__104957,0.28,C
S_7G16__42191,0.36,C
KeioHC_120__24133,0.13,C
IF_013__k141_82554,0.01,C
KeioHC_K2__269550,0.06,C
S_7G29__k141_100208,0.02,C
IF_163__120680,0.02,C
IF_009__2569,0.01,C
KWS_10468__36509,0.04,C
KWS_10480__2240,0.5,C
IF_022__107580,0.17,C
S_7G1__14185,0.06,C
S_7G6__4985,0.03,C
KWS_11002__172479,0.23,C
S_7G26__k141_55056,0.11,C
S_7G28__2015,0.06,C
KWS_10639__27912,0.02,C
IF_162__k141_6233,0.24,C
IF_072__78590,0.04,C
S_7G51__k141_95662,0.08,C
S_7G44__15812,0.01,C
KWS_10486__k141_86714,0.34,C
KeioHC_120__k141_61494,0.12,C
KWS_11000__51489,0.09,C
KWS_10984__111578,0.02,C
KeioHC_106__229830,0.25,C
IF_151__k141_13229,0.09,C
S_7G5__k141_112016,0.51,C
S_7G51__20737,0.03,C
KeioHC_124__3405,0.03,C
IF_068-2__k141_27701,0.18,C
S_7G40__k141_86759,0.04,C
KWS_11007__k141_100037,0.02,C
S_7G12__4402,0.13,C
S_7G5__39776,0.52,C
IF_009__149056,0.02,C
KWS_10641__k141_9955,0.03,C
KeioHC_18__191511,0.04,C
S_7G24__27908,0.03,C
IF_101__889,0,C
IF_104__72336,0.03,C
IF_013__16730,0.1,C
S_6G2__11532,0.07,C
IF_128__108857,0.07,C
IF_086__23916,0.01,C
S_6G6__8580,0.89,C
S_7G26__k141_134398,0,C
KWS_10992re__262258,0.24,C
S_7G39__2233,0.21,C
S_7G27__k141_32436,0.13,C
KWS_10469__9636,0.06,C
S_7G10__31527,0.1,C
KWS_11009__17005,0.03,C
KWS_10985__k141_77551,0.08,C
IF_007__k141_78052,0.07,C
IF_103__k141_10923,0.05,C
S_7G10__95741,0.35,C
IF_008__117,0.46,C
KWS_10997__260803,0.13,C
KWS_10911__47230,0.54,C
IF_022__51451,0.02,C
KWS_10547__43914,0.51,C
KeioHC_123__743,0.01,C
IF_162__2667,0,C
S_7G31__143861,0.42,C
S_6G7__46756,0.05,C
IF_087-3__k141_8084,0.04,C
KWS_10911__k141_144810,0.3,C
IF_026__7851,0.01,C
IF_022__k141_104214,0.16,C
IF_030-2__k141_59770,0.04,C
IF_069__29556,0.06,C
S_6G3__129960,0.04,C
IF_002-2re__5963,0.02,C
IF_008__7965,0.42,C
IF_081__63927,0.02,C
IF_095__61518,0.03,C
S_7G31__18163,0.3,C
IF_121wa__35302,0.04,C
IF_093__18093,0.1,C
IF_028__38897,0,C
IF_038__99221,0.02,C
S_6G13__k141_2811,0.09,C
KWS_10656__106243,0.06,C
IF_087-3__k141_5106,0.05,C
IF_025__k141_2344,0.02,C
IF_092__217808,0,C
KWS_10464__64864,0.02,C
KWS_10452__k141_68844,0.29,C
IF_169__7922,0.06,C
IF_067__k141_100082,0.02,C
IF_001__k141_38556,0.1,C
S_7G26__34084,0.48,C
KWS_10473__158492,0.1,C
IF_007__k141_20119,0.24,C
KWS_10894__90448,0.4,C
KWS_10993__k141_56466,0.85,C
S_7G19__16540,0.02,C
IF_086-2__k141_44814,0.05,C
KWS_10903__k141_115497,0.02,C
KWS_10989__31344,0.44,C
IF_026__184049,0.22,C
KWS_10641__107810,0.14,C
S_7G6__52302,0.03,C
KWS_10644__17671,0.01,C
S_7G12__112749,0.04,C
S_7G40__97335,0.24,C
KWS_10641__223152,0,C
IF_100-2__69201,0.08,C
IF_079__13971,0.02,C
S_7G29__9946,0.01,C
KWS_10906__159368,0.12,C
IF_081__51746,0.02,C
IF_026__k141_45990,0.1,C
IF_046__38469,0.06,C
KWS_10993__k141_9735,0.04,C
IF_173__169335,0.12,C
S_7G15__27200,0.05,C
IF_007__k141_120179,0.74,C
S_6G16__102631,0.09,C
IF_160__23624,0.12,C
IF_151__36646,0.03,C
S_7G25__180202,0.18,C
IF_057re__k141_60400,0.02,C
IF_151__131955,0.06,C
IF_065__k141_123836,0.12,C
S_6G3__k141_120863,0.4,C
KeioHC_126__149694,0.03,C
IF_099__41852,0.25,C
KeioHC_3__2889,0.02,C
KeioHC_120__101088,0.57,C
KWS_10653__97267,0.46,C
KWS_10468__74577,0.17,C
IF_042-2__k141_125187,0.22,C
KWS_10461__30922,0.59,C
KWS_10467__130531,0.02,C
KeioHC_U__86150,0.03,C
IF_025__130222,0.01,C
IF_118__195875,0.35,C
KWS_10560__84526,0.01,C
IF_008__21147,0.13,C
S_7G46__36646,0.25,C
IF_053__125112,0.22,C
S_7G29__k141_204923,0.39,C
S_7G26__k141_53442,0.76,C
IF_150__91683,0.9,C
IF_160__k141_17666,0.01,C
IF_164re__25328,0.03,C
IF_085__95741,0.01,C
KWS_10920__18163,0,C
IF_024-2__39505,0.72,C
KWS_10642__12076,0.13,C
IF_013__38781,0.62,C
IF_173__k141_125466,0,C
IF_002-2re__k141_1965,0.07,C
S_6G10__2015,0.11,C
S_6G16__13257,0.08,C
S_7G20__k141_32594,0.06,C
IF_179__7922,0.01,C
IF_072__38069,0.14,C
IF_032-2__5283,0.02,C
S_6G4__38781,0.01,C
IF_150__29877,0.13,C
IF_132__1618,0.05,C
IF_188__k141_84825,0.76,C
IF_183__k141_13711,0.01,C
KeioHC_2__48037,0.02,C
KWS_10656__2024,0.03,C
S_7G29__12792,0.11,C
IF_073-2wa__k141_97607,0.02,C
KWS_10900__k141_24166,0.09,C
KWS_10991__20934,0.02,C
KWS_10477__16249,0.43,C
IF_110__23318,0.02,C
S_6G15__18042,0.8,C
IF_153__40575,0.16,C
IF_138__2015,0.35,C
IF_101-2__11169,0.07,C
IF_110__29251,0.09,C
KWS_10567__52968,0.28,C
KeioHC_7__116262,0.01,C
IF_069__264563,0.09,C
IF_173__91048,0.06,C
IF_011__202164,0.64,C
S_6G14__69799,0.44,C
IF_114__261173,0.32,C
IF_086__22801,0.1,C
S_6G12__89470,0.08,C
KeioHC_124__6905,0.09,C
S_6G10__54370,0.2,C
S_6G11__k141_16374,0.28,C
IF_123__184432,0,C
IF_031__k141_3946,0.01,C
IF_045__24144,0.36,C
KeioHC_110__59065,0.07,C
IF_150__141023,0.55,C
KWS_11009__k141_121230,0.03,C
IF_030-2__19357,0.39,C
KWS_10641__47065,0.01,C
S_6G14__25092,0.07,C
IF_059__1729,0.81,C
S_7G28__171155,0.63,C
IF_087__2667,0.02,C
KWS_10985__k141_115466,0.08,C
KWS_10459__189900,0.13,C
KWS_10547__18163,0.01,C
S_7G34__35304,0.49,C
IF_092-2__6697,0.19,C
IF_022__214989,0.12,C
IF_012__279532,0.01,C
KeioHC_12__189388,0.04,C
S_7G31__67163,0.14,C
IF_104__k141_81810,0.08,C
S_7G30__3596,0.68,C
KeioHC_7__9060,0.19,C
KWS_10984__88369,0.05,C
KWS_11000__84656,0.13,C
IF_128__36597,0.29,C
IF_164re__31484,0.02,C
IF_093__16564,0.3,C
KWS_11003__14458,0.35,C
IF_173__7488,0.01,C
IF_100__43939,0.01,C
KWS_10636__k141_15331,0.04,C
S_6G11__k141_103064,0.3,C
S_6G7__57087,0.01,C
S_6G6__21255,0.21,C
IF_020-2__11524,0.48,C
S_6G2__134962,0.1,C
IF_030-2__120197,0.21,C
KWS_10567__125765,0.23,C
S_7G47__190759,0.05,C
IF_065-2__k141_101873,0.08,C
KeioHC_9__39776,0.81,C
IF_095__208761,0.02,C
KeioHC_14__16870,0.19,C
KWS_10999__104058,0.01,C
IF_028__27063,0.83,C
IF_155__16870,0.04,C
KeioHC_15__38139,0.05,C
S_7G27__10902,0.99,C
S_6G15__k141_8635,0.98,C
KWS_10910__204925,0,C
S_6G1__42191,0.1,C
IF_057re__14026,0.2,C
IF_101__23542,0.1,C
KWS_10648__133286,0,C
KWS_10461__44896,0.09,C
IF_170__47388,0.01,C
IF_093__2410,0,C
S_6G1__113521,0.02,C
IF_067__58878,0.02,C
KWS_10638__19423,0.06,C
IF_140__11672,0.05,C
KWS_10641__k141_21241,0.02,C
IF_073wa__16583,0.11,C
KWS_10476__95364,0.32,C
IF_114__265927,0.61,C
KWS_10550__77414,0.02,C
KeioHC_124__65211,0.45,C
KWS_10476__10438,0,C
IF_121wa__111404,0.02,C
S_6G11__9946,0.32,C
S_6G14__7051,0.17,C
KWS_10897__8385,0.03,C
KWS_10543__61391,0.23,C
IF_049__k141_21465,0.08,C
IF_165__39358,0.02,C
S_7G2__60312,0,C
KWS_11008__19993,0.01,C
KWS_10649__k141_31852,0,C
KWS_10910__82437,0.04,C
S_7G29__13257,0.11,C
KWS_10633__6697,0.02,C
S_7G18__122370,0.28,C
KWS_10648__902,0.01,C
IF_030-2__35497,0.04,C
IF_101__10918,0,C
S_6G12__289988,0.04,C
KWS_10993__12238,0.01,C
IF_130__171,0,C
KWS_10987__k141_30382,0.08,C
KWS_10997__133400,0.03,C
S_7G8__k141_91970,0.02,C
S_6G11__75251,0.05,C
IF_100-2__k141_18033,0.14,C
IF_148__k141_14737,0,C
IF_099__34970,0.22,C
S_7G1__43172,0.01,C
IF_025__36764,0.08,C
S_7G10__1093,0.09,C
KeioHC_5__23896,0.09,C
S_7G16__28471,0,C
IF_030-2__14414,0.05,C
S_7G30__220697,0.83,C
KWS_10632__14836,0.36,C
IF_086__k141_59579,0.24,C
S_7G10__2015,0.21,C
S_7G25__89,0.04,C
KWS_10915__246368,0,C
IF_62-2__65056,0.29,C
S_7G34__58269,0.58,C
IF_151__k141_67430,0.03,C
S_6G6__14233,0.45,C
KWS_10648__194112,0.01,C
IF_121wa__79017,0.21,C
S_7G21__41852,0.02,C
IF_073-2wa__3133,0.49,C
S_6G6__k141_157021,0.04,C
IF_076__k141_75305,0.06,C
IF_008__3116,0.57,C
IF_148__k141_79956,0.05,C
KWS_10452__211928,0.04,C
KeioHC_7__12951,0.95,C
IF_160__17108,0.01,C
S_7G10__k141_108677,0.06,C
KWS_10463__127927,0.08,C
KWS_10639__153869,0.09,C
KWS_10633__k141_68498,0.02,C
IF_109__25807,0.43,C
KWS_10481__83245,0.03,C
KWS_11000__k141_115083,0.01,C
,0,C
,0.59,C
,0.29,C
,0.01,C
,0.02,C
,0.08,C
,0.11,C
,0.13,C
,0.21,C
,0.02,C
,0.01,C
,0.06,C
,0.27,C
,0.02,C
,0.09,C
,0.46,C
,0.21,C
,0.09,C
,0.45,C
,0.03,C
,0.09,C
,0.68,C
,0.08,C
,0.03,C
,0.04,C
,0.04,C
,0.16,C
,0.07,C
,0.39,C
,0,C
,0.1,C
,0.13,C
,0.01,C
,0.36,C
,0.13,C
,0.04,C
,0.06,C
,0.46,C
,0.39,C
,0.3,C
,0.02,C
,0.01,C
,0.2,C
,0.03,C
,0.07,C
,0.31,C
,0.34,C
,0.03,C
,0.15,C
,0,C
,0.11,C
,0.02,C
,0.09,C
,0.16,C
,0.55,C
,0.12,C
,0.03,C
,0.32,C
,0.13,C
,0.15,C
,0.02,C
,0.1,C
,0.01,C
,0,C
,0.12,C
,0.04,C
,0.16,C
,0.19,C
,0.05,C
,0.1,C
,0.44,C
,0.01,C
,0.33,C
,0.85,C
,0.02,C
,0.28,C
,0.03,C
,0.02,C
,0.04,C
,0.75,C
,0.09,C
,0,C
,0.01,C
,0.06,C
,0.31,C
,0.29,C
,0.1,C
,0.02,C
,0.14,C
,0.16,C
,0.06,C
,0.14,C
,0.07,C
,0,C
,0.1,C
,0.01,C
,0.29,C
,0.69,C
,0.07,C
,0.67,C
,0.7,C
,0.03,C
,0.02,C
,0.04,C
,0.08,C
,0.22,C
,0.08,C
,0.02,C
,0.08,C
,0.05,C
,0.17,C
,0.89,C
,0,C
,0.01,C
,0.82,C
,0.02,C
,0.03,C
,0,C
,0.1,C
,0.38,C
,0.01,C
,0.12,C
,0.11,C
,0.03,C
,0.01,C
,0.07,C
,0.21,C
,0.35,C
,0.75,C
,0.21,C
,0.22,C
,0.07,C
,0.07,C
,0.13,C
,0.07,C
,0.07,C
,0.32,C
,0.52,C
,0.02,C
,0.51,C
,0.01,C
,0.07,C
,0.74,C
,0,C
,0.01,C
,0.04,C
,0,C
,0.22,C
,0.1,C
,0.04,C
,0.55,C
,0.06,C
,0.04,C
,0.03,C
,0.02,C
,0.05,C
,0.34,C
,0.03,C
,0.17,C
,0.03,C
,0.3,C
,0.46,C
,0.04,C
,0.25,C
,0.01,C
,0.01,C
,0.14,C
,0.03,C
,0.2,C
,0.03,C
,0.37,C
,0.3,C
,0.02,C
,0.04,C
,0.58,C
,0.04,C
,0.01,C
,0.42,C
,0.87,C
,0.53,C
,0.07,C
,0.03,C
,0.05,C
,0.18,C
,0.07,C
,0.03,C
,0.08,C
,0.25,C
,0.01,C
,0.07,C
,0,C
,0.19,C
,0.12,C
,0.97,C
,0.03,C
,0.05,C
,0.04,C
,0.01,C
,0.74,C
,0.56,C
,0.01,C
,0,C
,0.16,C
,0.07,C
,0.97,C
,0.03,C
,0.1,C
,0.1,C
,0.01,C
,0.39,C
,0.01,C
,0.24,C
,0.01,C
,0.07,C
,0.02,C
,0.51,C
,0.07,C
,0.33,C
,0.29,C
,0.48,C
,0.02,C
,0.25,C
,0.03,C
,0.73,C
,0.09,C
,0.11,C
,0.03,C
,0.01,C
,0.04,C
,0.2,C
,0.02,C
,0.44,C
,0.03,C
,0.05,C
,0.04,C
,0.05,C
,0.1,C
,0.08,C
,0.04,C
,0.32,C
,0.11,C
,0.18,C
,0.1,C
,0.01,C
,0.01,C
,0.07,C
,0,C
,0.01,C
,0.04,C
,0.07,C
,0.03,C
,0.04,C
,0.03,C
,0.06,C
,0.21,C
,0.08,C
,0.03,C
,0.22,C
,0.03,C
,0.38,C
,0.37,C
,0.01,C
,0.1,C
,0.23,C
,0.18,C
,0.06,C
,0.02,C
,0,C
,0.04,C
,0.03,C
,0.06,C
,0.04,C
,0,C
,0.16,C
,0.02,C
,0.05,C
,0.99,C
,0.4,C
,0.19,C
,0.07,C
,0.18,C
,0.05,C
,0.25,C
,0.22,C
,0.18,C
,0.04,C
,0.1,C
,0.07,C
,0.03,C
,0.04,C
,0.03,C
,0.19,C
,0.66,C
,0.03,C
,0.04,C
,0.01,C
,0.01,C
,0.42,C
,0.07,C
,0,C
,0.02,C
,0.09,C
,0.04,C
,0.12,C
,0.5,C
,0.22,C
,0.02,C
,0.17,C
,0.02,C
,0.96,C
,0.01,C
,0.01,C
,0.41,C
,0.01,C
,0.27,C
,0.28,C
,0.02,C
,0.01,C
,0.1,C
,0.34,C
,0,C
,0.12,C
,0.06,C
,0.08,C
,0.09,C
,0.29,C
,0.02,C
,0.09,C
,0.12,C
,0.11,C
,0.03,C
,0.01,C
,0.01,C
,0.07,C
,0.03,C
,0.05,C
,0.83,C
,0.01,C
,0.16,C
,0.01,C
,0.01,C
,0.02,C
,0.29,C
,0.01,C
,0.01,C
,0,C
,0.44,C
,0.03,C
,0.23,C
,0.59,C
,0.1,C
,0.46,C
,0,C
,0.07,C
,0.05,C
,0.81,C
,0.25,C
,0.04,C
,0.01,C
,0.46,C
,0.05,C
,0,C
,0.07,C
,0.23,C
,0.19,C
,0.16,C
,0.82,C
,0.01,C
,0.06,C
,0.05,C
,0.25,C
,0,C
,0.08,C
,0.05,C
,0.03,C
,0.79,C
,0.02,C
,0.82,C
,0.23,C
,0.21,C
,0.34,C
,0.01,C
,0.08,C
,0.32,C
,0.09,C
,0,C
,0.38,C
,0.07,C
,0.15,C
,0,C
,0.57,C
,0.1,C
,0.14,C
,0,C
,0.16,C
,0.1,C
,0.04,C
,0.16,C
,0.55,C
,0.04,C
,0.05,C
,0.18,C
,0.02,C
,0.01,C
,0.02,C
,0.59,C
,0.13,C
,0.02,C
,0.69,C
,0.11,C
,0.09,C
,0.03,C
,0.03,C
,0.14,C
,0.02,C
,0.9,C
,0.16,C
,0.02,C
,0.1,C
,0.06,C
,0.14,C
,0.15,C
,0.15,C
,0.18,C
,0.05,C
,0.01,C
,0.06,C
,0.06,C
,0.43,C
,0.02,C
,0.18,C
,0.03,C
,0.47,C
,0.88,C
,0.37,C
,0.03,C
,0.09,C
,0.96,C
,0.31,C
,0.13,C
,0.02,C
,0.05,C
,0.32,C
,0.07,C
,0.01,C
,0.03,C
,0.14,C
,0.06,C
,0.02,C
,0.02,C
,0.02,C
,0.09,C
,0.03,C
,0.06,C
,0.2,C
,0.01,C
,0.05,C
,0.2,C
,0.8,C
,0.09,C
,0,C
,0.03,C
,0.02,C
,0.04,C
,0.24,C
,0.2,C
,0.07,C
,0.01,C
,0.05,C
,0.07,C
,0.35,C
,0.19,C
,0.16,C
,0.02,C
,0.04,C
,0.01,C
,0.78,C
,0.11,C
,0.16,C
,0.1,C
,0.04,C
,0.17,C
,0.02,C
,0.02,C
,0.04,C
,0.03,C
,0.15,C
,0.09,C
,0.13,C
,0.06,C
,0.12,C
,0.02,C
,0.06,C
,0.03,C
,0.36,C
,0.06,C
,0.02,C
,0.18,C
,0.03,C
,0.01,C
,0.04,C
,0.16,C
,0.27,C
,0.18,C
,0.24,C
,0.01,C
,0.05,C
,0.04,C
,0.77,C
,0.57,C
,0.48,C
,0.04,C
,0.04,C
,0.62,C
,0.03,C
,0.41,C
,0.05,C
,0.02,C
,0.02,C
,0.07,C
,0.37,C
,0.51,C
,0.14,C
,0,C
,0.07,C
,0.09,C
,0.2,C
,1,C
,0.71,C
,0.45,C
,0.1,C
,0.18,C
,0.06,C
,0.06,C
,0.07,C
,0.05,C
,0.13,C
,0.48,C
,0.13,C
,0.02,C
,0.01,C
,0.61,C
,0.64,C
,0.03,C
,0.04,C
,0.02,C
,0.07,C
,0.08,C
,0.24,C
,0.45,C
,0.06,C
,0.12,C
,0,C
,0.37,C
,0.04,C
,0.01,C
,0.03,C
,0.02,C
,0.08,C
,0.14,C
,0,C
,0.03,C
,0.94,C
,0.14,C
,0.31,C
,0.05,C
,0.12,C
,0.02,C
,0.1,C
,0.03,C
,0.01,C
,0.04,C
,0.06,C
,0.12,C
,0.54,C
,0.06,C
,0.03,C
,0.07,C
,0.09,C
,0.4,C
,0.05,C
,0,C
,0.01,C
,0.03,C
,0,C
,0.01,C
,0.29,C
,0.1,C
,0.05,C
,0.01,C
,0.03,C
,0.01,C
,0.1,C
,0.06,C
,0.25,C
,0.04,C
,0.38,C
,0.01,C
,0.14,C
,0.63,C
,0.01,C
,0.06,C
,0.01,C
,0.32,C
,0.29,C
,0.04,C
,0.05,C
,0.14,C
,0.11,C
,0.54,C
,0.05,C
,0.03,C
,0.03,C
,0.78,C
,0.67,C
,0.02,C
,0.26,C
,0.02,C
,0.69,C
,0.11,C
,0.24,C
,0.84,C
,0.83,C
,0.05,C
,0.1,C
,0.16,C
,0.05,C
,0.15,C
,0.22,C
,0.7,C
,0.44,C
,0.41,C
,0.15,C
,0.16,C
,0,C
,0.1,C
,0,C
,0,C
,0.06,C
,0.31,C
,0,C
,0.01,C
,0.21,C
,0.38,C
,0.01,C
,0.03,C
,0.1,C
,0.06,C
,0.06,C
,0.03,C
,0.19,C
,0.07,C
,0.09,C
,0.13,C
,0.03,C
,0.03,C
,0.09,C
,0.01,C
,0.03,C
,0.04,C
,0.02,C
,0.14,C
,0.03,C
,0.02,C
,0.02,C
,0.14,C
,0.02,C
,0.45,C
