ID,Color,Family
IF_086-2__k141_63694,#1f77b4,Siphoviridae
IF_086-2__k141_18638,#1f77b4,Siphoviridae
IF_086-2__k141_80281,#1f77b4,Siphoviridae
IF_086-2__k141_30091,#1f77b4,Siphoviridae
IF_086__k141_93628,#1f77b4,Siphoviridae
IF_086__k141_74328,#1f77b4,Siphoviridae
IF_086__k141_103,#1f77b4,Siphoviridae
IF_086__k141_18183,#1f77b4,Siphoviridae
IF_087-2__k141_33827,#1f77b4,Siphoviridae
IF_087-2__k141_123351,#1f77b4,Siphoviridae
IF_087-3__k141_9871,#1f77b4,Siphoviridae
IF_088-2__k141_31999,#1f77b4,Siphoviridae
IF_091__k141_45324,#1f77b4,Siphoviridae
IF_091__k141_63822,#1f77b4,Siphoviridae
IF_091__k141_98077,#1f77b4,Siphoviridae
IF_091__k141_92553,#1f77b4,Siphoviridae
IF_091__k141_14104,#1f77b4,Siphoviridae
IF_092-2__k141_99408,#1f77b4,Siphoviridae
IF_093__k141_11382,#1f77b4,Siphoviridae
IF_093__k141_48708,#1f77b4,Siphoviridae
IF_093__k141_30252,#1f77b4,Siphoviridae
IF_093__k141_58947,#1f77b4,Siphoviridae
IF_095__k141_6151,#1f77b4,Siphoviridae
IF_099__k141_122106,#1f77b4,Siphoviridae
IF_099__k141_165024,#1f77b4,Siphoviridae
IF_100-2__k141_21935,#1f77b4,Siphoviridae
IF_100__k141_27390,#1f77b4,Siphoviridae
IF_100__k141_95233,#1f77b4,Siphoviridae
IF_100__k141_75449,#1f77b4,Siphoviridae
IF_101__k141_128027,#1f77b4,Siphoviridae
IF_101__k141_17910,#1f77b4,Siphoviridae
IF_101__k141_137434,#1f77b4,Siphoviridae
IF_101__k141_2401,#1f77b4,Siphoviridae
IF_101__k141_3233,#1f77b4,Siphoviridae
IF_101__k141_112363,#1f77b4,Siphoviridae
IF_104__k141_66215,#1f77b4,Siphoviridae
IF_104__k141_57248,#1f77b4,Siphoviridae
IF_104__k141_15181,#1f77b4,Siphoviridae
IF_104__k141_24615,#1f77b4,Siphoviridae
IF_104__k141_72318,#1f77b4,Siphoviridae
IF_109__k141_120421,#1f77b4,Siphoviridae
IF_109__k141_82794,#1f77b4,Siphoviridae
IF_109__k141_45704,#1f77b4,Siphoviridae
IF_111__k141_89864,#1f77b4,Siphoviridae
IF_116__k141_124893,#1f77b4,Siphoviridae
IF_117__k141_85568,#1f77b4,Siphoviridae
IF_117__k141_17366,#1f77b4,Siphoviridae
IF_118__k141_138327,#1f77b4,Siphoviridae
IF_118__k141_17438,#1f77b4,Siphoviridae
IF_121wa__k141_79968,#1f77b4,Siphoviridae
IF_121wa__k141_41963,#1f77b4,Siphoviridae
IF_122__k141_31007,#1f77b4,Siphoviridae
IF_122__k141_76031,#1f77b4,Siphoviridae
IF_124__k141_15580,#1f77b4,Siphoviridae
IF_124__k141_77752,#1f77b4,Siphoviridae
IF_124__k141_31529,#1f77b4,Siphoviridae
IF_124__k141_101641,#1f77b4,Siphoviridae
IF_125__k141_39485,#1f77b4,Siphoviridae
IF_125__k141_13465,#1f77b4,Siphoviridae
IF_126__k141_84362,#1f77b4,Siphoviridae
IF_128__k141_32693,#1f77b4,Siphoviridae
IF_128__k141_109143,#1f77b4,Siphoviridae
IF_128__k141_28739,#1f77b4,Siphoviridae
IF_128__k141_145270,#1f77b4,Siphoviridae
IF_128__k141_169907,#1f77b4,Siphoviridae
IF_128__k141_102713,#1f77b4,Siphoviridae
IF_128__k141_149548,#1f77b4,Siphoviridae
IF_128__k141_97008,#1f77b4,Siphoviridae
IF_129__k141_86297,#1f77b4,Siphoviridae
IF_130__k141_62070,#1f77b4,Siphoviridae
IF_130__k141_138089,#1f77b4,Siphoviridae
IF_132__k141_96307,#1f77b4,Siphoviridae
IF_132__k141_11838,#1f77b4,Siphoviridae
IF_136__k141_15933,#1f77b4,Siphoviridae
IF_137__k141_57916,#1f77b4,Siphoviridae
IF_137__k141_20141,#1f77b4,Siphoviridae
IF_148__k141_91630,#1f77b4,Siphoviridae
IF_148__k141_73647,#1f77b4,Siphoviridae
IF_150__k141_27703,#1f77b4,Siphoviridae
IF_150__k141_52806,#1f77b4,Siphoviridae
IF_151__k141_20394,#1f77b4,Siphoviridae
IF_151__k141_67430,#1f77b4,Siphoviridae
IF_151__k141_46840,#1f77b4,Siphoviridae
IF_151__k141_13229,#1f77b4,Siphoviridae
IF_151__k141_66722,#1f77b4,Siphoviridae
IF_151__k141_50795,#1f77b4,Siphoviridae
IF_151__k141_3193,#1f77b4,Siphoviridae
IF_151__k141_71881,#1f77b4,Siphoviridae
IF_151__k141_22009,#1f77b4,Siphoviridae
IF_151__k141_40005,#1f77b4,Siphoviridae
IF_154rewa__k141_26760,#1f77b4,Siphoviridae
IF_154rewa__k141_105,#1f77b4,Siphoviridae
IF_155__k141_91464,#1f77b4,Siphoviridae
IF_155__k141_67502,#1f77b4,Siphoviridae
IF_161__k141_38417,#1f77b4,Siphoviridae
IF_162__k141_88222,#1f77b4,Siphoviridae
IF_162__k141_70856,#1f77b4,Siphoviridae
IF_162__k141_88357,#1f77b4,Siphoviridae
IF_162__k141_19936,#1f77b4,Siphoviridae
IF_164re__k141_190321,#1f77b4,Siphoviridae
IF_165__k141_87436,#1f77b4,Siphoviridae
IF_166__k141_153628,#1f77b4,Siphoviridae
IF_167__k141_210559,#1f77b4,Siphoviridae
IF_167__k141_152029,#1f77b4,Siphoviridae
IF_167__k141_180935,#1f77b4,Siphoviridae
IF_167__k141_36882,#1f77b4,Siphoviridae
IF_167__k141_189651,#1f77b4,Siphoviridae
IF_167__k141_91800,#1f77b4,Siphoviridae
IF_169__k141_903,#1f77b4,Siphoviridae
IF_169__k141_58748,#1f77b4,Siphoviridae
IF_170__k141_162261,#1f77b4,Siphoviridae
IF_173__k141_125466,#1f77b4,Siphoviridae
IF_173__k141_71924,#1f77b4,Siphoviridae
IF_173__k141_56315,#1f77b4,Siphoviridae
IF_173__k141_92753,#1f77b4,Siphoviridae
IF_175re__k141_89751,#1f77b4,Siphoviridae
IF_177__k141_15889,#1f77b4,Siphoviridae
IF_177__k141_154515,#1f77b4,Siphoviridae
IF_178__k141_148400,#1f77b4,Siphoviridae
IF_178__k141_42691,#1f77b4,Siphoviridae
IF_183__k141_60104,#1f77b4,Siphoviridae
IF_183__k141_82405,#1f77b4,Siphoviridae
IF_183__k141_47871,#1f77b4,Siphoviridae
IF_183__k141_14878,#1f77b4,Siphoviridae
IF_184__k141_55288,#1f77b4,Siphoviridae
IF_187__k141_26804,#1f77b4,Siphoviridae
IF_187__k141_22989,#1f77b4,Siphoviridae
IF_188__k141_13835,#1f77b4,Siphoviridae
IF_188__k141_89031,#1f77b4,Siphoviridae
IF_188__k141_84825,#1f77b4,Siphoviridae
IF_62-2__k141_18484,#1f77b4,Siphoviridae
KWS_10452__k141_35454,#1f77b4,Siphoviridae
KWS_10452__k141_68844,#1f77b4,Siphoviridae
KWS_10459__k141_36314,#1f77b4,Siphoviridae
KWS_10463__k141_75724,#1f77b4,Siphoviridae
KWS_10463__k141_9205,#1f77b4,Siphoviridae
KWS_10468__k141_32454,#1f77b4,Siphoviridae
KWS_10468__k141_15294,#1f77b4,Siphoviridae
KWS_10468__k141_33545,#1f77b4,Siphoviridae
KWS_10469__k141_11880,#1f77b4,Siphoviridae
KWS_10476__k141_15708,#1f77b4,Siphoviridae
KWS_10476__k141_63168,#1f77b4,Siphoviridae
KWS_10477__k141_27648,#1f77b4,Siphoviridae
KWS_10480__k141_15149,#1f77b4,Siphoviridae
KWS_10486__k141_27406,#1f77b4,Siphoviridae
KWS_10486__k141_23916,#1f77b4,Siphoviridae
KWS_10545__k141_16840,#1f77b4,Siphoviridae
KWS_10546__k141_61173,#1f77b4,Siphoviridae
KWS_10549__k141_100742,#1f77b4,Siphoviridae
KWS_10551__k141_23459,#1f77b4,Siphoviridae
KWS_10556__k141_26829,#1f77b4,Siphoviridae
KWS_10558__k141_15453,#1f77b4,Siphoviridae
KWS_10558__k141_60505,#1f77b4,Siphoviridae
KWS_10558__k141_108988,#1f77b4,Siphoviridae
KWS_10558__k141_45782,#1f77b4,Siphoviridae
KWS_10563__k141_17725,#1f77b4,Siphoviridae
KWS_10563__k141_82686,#1f77b4,Siphoviridae
KWS_10563__k141_81471,#1f77b4,Siphoviridae
KWS_10563__k141_168230,#1f77b4,Siphoviridae
KWS_10631__k141_103391,#1f77b4,Siphoviridae
KWS_10632__k141_98110,#1f77b4,Siphoviridae
KWS_10633__k141_99699,#1f77b4,Siphoviridae
KWS_10633__k141_68498,#1f77b4,Siphoviridae
KWS_10635__k141_38191,#1f77b4,Siphoviridae
KWS_10636__k141_10668,#1f77b4,Siphoviridae
KWS_10636__k141_103234,#1f77b4,Siphoviridae
KWS_10636__k141_44144,#1f77b4,Siphoviridae
KWS_10636__k141_69016,#1f77b4,Siphoviridae
KWS_10636__k141_119166,#1f77b4,Siphoviridae
KWS_10636__k141_63150,#1f77b4,Siphoviridae
KWS_10638__k141_100862,#1f77b4,Siphoviridae
KWS_10638__k141_59399,#1f77b4,Siphoviridae
KWS_10638__k141_92917,#1f77b4,Siphoviridae
KWS_10639__k141_21266,#1f77b4,Siphoviridae
KWS_10639__k141_233253,#1f77b4,Siphoviridae
KWS_10641__k141_9955,#1f77b4,Siphoviridae
KWS_10646__k141_56655,#1f77b4,Siphoviridae
KWS_10646__k141_28586,#1f77b4,Siphoviridae
KWS_10648__k141_91061,#1f77b4,Siphoviridae
KWS_10648__k141_109555,#1f77b4,Siphoviridae
KWS_10648__k141_865,#1f77b4,Siphoviridae
KWS_10649__k141_80240,#1f77b4,Siphoviridae
KWS_10650__k141_48373,#1f77b4,Siphoviridae
KWS_10653__k141_69346,#1f77b4,Siphoviridae
KWS_10656__k141_184809,#1f77b4,Siphoviridae
KWS_10656__k141_123588,#1f77b4,Siphoviridae
KWS_10656__k141_215662,#1f77b4,Siphoviridae
KWS_10656__k141_127110,#1f77b4,Siphoviridae
KWS_10657__k141_63786,#1f77b4,Siphoviridae
KWS_10659__k141_66082,#1f77b4,Siphoviridae
KWS_10659__k141_17274,#1f77b4,Siphoviridae
KWS_10659__k141_736,#1f77b4,Siphoviridae
KWS_10893__k141_78521,#1f77b4,Siphoviridae
KWS_10895__k141_9329,#1f77b4,Siphoviridae
KWS_10897__k141_127702,#1f77b4,Siphoviridae
KWS_10897__k141_46769,#1f77b4,Siphoviridae
KWS_10903__k141_120570,#1f77b4,Siphoviridae
KWS_10904__k141_75276,#1f77b4,Siphoviridae
KWS_10906__k141_109519,#1f77b4,Siphoviridae
KWS_10910__k141_83584,#1f77b4,Siphoviridae
KWS_10910__k141_77197,#1f77b4,Siphoviridae
KWS_10911__k141_92821,#1f77b4,Siphoviridae
KWS_10911__k141_144810,#1f77b4,Siphoviridae
KWS_10912__k141_88678,#1f77b4,Siphoviridae
KWS_10915__k141_24317,#1f77b4,Siphoviridae
KWS_10985__k141_98558,#1f77b4,Siphoviridae
KWS_10985__k141_77551,#1f77b4,Siphoviridae
KWS_10987__k141_11352,#1f77b4,Siphoviridae
KWS_10987__k141_30382,#1f77b4,Siphoviridae
KWS_10987__k141_49049,#1f77b4,Siphoviridae
KWS_10989__k141_32119,#1f77b4,Siphoviridae
KWS_10991__k141_13911,#1f77b4,Siphoviridae
KWS_10992re__k141_92449,#1f77b4,Siphoviridae
KWS_10992re__k141_7179,#1f77b4,Siphoviridae
KWS_10992re__k141_100631,#1f77b4,Siphoviridae
KWS_10993__k141_137164,#1f77b4,Siphoviridae
KWS_10996__k141_98496,#1f77b4,Siphoviridae
KWS_10996__k141_82617,#1f77b4,Siphoviridae
KWS_11000__k141_98444,#1f77b4,Siphoviridae
KWS_11000__k141_115083,#1f77b4,Siphoviridae
KWS_11002__k141_19661,#1f77b4,Siphoviridae
KWS_11002__k141_92328,#1f77b4,Siphoviridae
KWS_11008__k141_47084,#1f77b4,Siphoviridae
KeioHC_101__k141_37344,#1f77b4,Siphoviridae
KeioHC_103__k141_51722,#1f77b4,Siphoviridae
KeioHC_106__k141_26118,#1f77b4,Siphoviridae
KeioHC_109__k141_21772,#d62728,crAss-phage
KeioHC_109__k141_40901,#d62728,crAss-phage
KeioHC_109__k141_49262,#d62728,crAss-phage
KeioHC_109__k141_7066,#d62728,crAss-phage
KeioHC_109__k141_19856,#d62728,crAss-phage
KeioHC_109__k141_22493,#d62728,crAss-phage
KeioHC_109__k141_22168,#d62728,crAss-phage
KeioHC_112__k141_88306,#d62728,crAss-phage
KeioHC_113__k141_89651,#d62728,crAss-phage
KeioHC_115__k141_35096,#d62728,crAss-phage
KeioHC_116__k141_31059,#d62728,crAss-phage
KeioHC_116__k141_37261,#d62728,crAss-phage
KeioHC_11__k141_57978,#d62728,crAss-phage
KeioHC_11__k141_38123,#d62728,crAss-phage
KeioHC_11__k141_106804,#d62728,crAss-phage
KeioHC_120__k141_68564,#d62728,crAss-phage
KeioHC_120__k141_5773,#d62728,crAss-phage
KeioHC_124__k141_57728,#d62728,crAss-phage
KeioHC_124__k141_25381,#d62728,crAss-phage
KeioHC_126__k141_7566,#d62728,crAss-phage
KeioHC_15__k141_18091,#d62728,crAss-phage
KeioHC_15__k141_19017,#d62728,crAss-phage
KeioHC_15__k141_52157,#d62728,crAss-phage
KeioHC_17__k141_4676,#d62728,crAss-phage
KeioHC_2__k141_56974,#d62728,crAss-phage
KeioHC_2__k141_33096,#d62728,crAss-phage
KeioHC_3__k141_9462,#d62728,crAss-phage
KeioHC_5__k141_175551,#d62728,crAss-phage
KeioHC_5__k141_95923,#d62728,crAss-phage
KeioHC_7__k141_130120,#d62728,crAss-phage
KeioHC_9__k141_24361,#d62728,crAss-phage
KeioHC_9__k141_72465,#d62728,crAss-phage
KeioHC_I2__k141_28948,#d62728,crAss-phage
KeioHC_I2__k141_126661,#d62728,crAss-phage
KeioHC_I2__k141_126885,#d62728,crAss-phage
S_6G10__k141_20732,#d62728,crAss-phage
S_6G11__k141_103064,#d62728,crAss-phage
S_6G12__k141_62757,#d62728,crAss-phage
S_6G13__k141_2811,#d62728,crAss-phage
S_6G14__k141_90365,#d62728,crAss-phage
S_6G14__k141_27473,#d62728,crAss-phage
S_6G14__k141_30601,#d62728,crAss-phage
S_6G15__k141_8635,#d62728,crAss-phage
S_6G1__k141_10937,#d62728,crAss-phage
S_6G4__k141_54697,#d62728,crAss-phage
S_6G6__k141_4459,#d62728,crAss-phage
S_6G6__k141_148520,#d62728,crAss-phage
S_6G6__k141_157021,#d62728,crAss-phage
S_6G6__k141_134700,#d62728,crAss-phage
S_6G6__k141_76015,#d62728,crAss-phage
S_6G8__k141_73075,#d62728,crAss-phage
S_7G10__k141_108677,#d62728,crAss-phage
S_7G10__k141_10479,#d62728,crAss-phage
S_7G15__k141_6528,#d62728,crAss-phage
S_7G16__k141_132660,#d62728,crAss-phage
S_7G17__k141_43798,#d62728,crAss-phage
S_7G19__k141_53647,#d62728,crAss-phage
S_7G20__k141_5885,#d62728,crAss-phage
S_7G20__k141_75811,#d62728,crAss-phage
S_7G20__k141_60857,#d62728,crAss-phage
S_7G21__k141_34922,#d62728,crAss-phage
S_7G25__k141_41450,#d62728,crAss-phage
S_7G26__k141_253,#d62728,crAss-phage
S_7G26__k141_165861,#d62728,crAss-phage
S_7G26__k141_99746,#d62728,crAss-phage
S_7G26__k141_151881,#d62728,crAss-phage
S_7G26__k141_22787,#d62728,crAss-phage
S_7G26__k141_55056,#d62728,crAss-phage
S_7G26__k141_81662,#d62728,crAss-phage
S_7G26__k141_134398,#d62728,crAss-phage
S_7G26__k141_141023,#d62728,crAss-phage
S_7G26__k141_50990,#d62728,crAss-phage
S_7G26__k141_42265,#d62728,crAss-phage
S_7G26__k141_164232,#d62728,crAss-phage
S_7G27__k141_113936,#d62728,crAss-phage
S_7G29__k141_204923,#d62728,crAss-phage
S_7G29__k141_31287,#d62728,crAss-phage
S_7G31__k141_49636,#d62728,crAss-phage
S_7G31__k141_73637,#d62728,crAss-phage
S_7G31__k141_35029,#d62728,crAss-phage
S_7G31__k141_78843,#8c564b,Inoviridae
S_7G31__k141_60236,#8c564b,Inoviridae
S_7G31__k141_13188,#8c564b,Inoviridae
S_7G31__k141_106666,#8c564b,Inoviridae
S_7G31__k141_2932,#8c564b,Inoviridae
S_7G31__k141_32639,#8c564b,Inoviridae
S_7G31__k141_87540,#9467bd,Microviridae
S_7G32__k141_91801,#9467bd,Microviridae
S_7G32__k141_3682,#9467bd,Microviridae
S_7G33__k141_37876,#9467bd,Microviridae
S_7G3__k141_145138,#9467bd,Microviridae
S_7G3__k141_156022,#9467bd,Microviridae
S_7G3__k141_64572,#9467bd,Microviridae
S_7G41__k141_45547,#9467bd,Microviridae
S_7G43__k141_92946,#9467bd,Microviridae
S_7G43__k141_30401,#9467bd,Microviridae
S_7G44__k141_87840,#9467bd,Microviridae
S_7G44__k141_148566,#9467bd,Microviridae
S_7G44__k141_104825,#9467bd,Microviridae
S_7G44__k141_148694,#9467bd,Microviridae
S_7G45__k141_11645,#9467bd,Microviridae
S_7G46__k141_114512,#9467bd,Microviridae
S_7G46__k141_57959,#9467bd,Microviridae
S_7G50__k141_4383,#9467bd,Microviridae
S_7G50__k141_9688,#9467bd,Microviridae
S_7G50__k141_76111,#2ca02c,Myoviridae
S_7G50__k141_96857,#2ca02c,Myoviridae
S_7G51__k141_111819,#2ca02c,Myoviridae
S_7G51__k141_95662,#2ca02c,Myoviridae
S_7G51__k141_107184,#2ca02c,Myoviridae
S_7G51__k141_8454,#2ca02c,Myoviridae
S_7G51__k141_95731,#2ca02c,Myoviridae
S_7G51__k141_74413,#2ca02c,Myoviridae
S_7G5__k141_70303,#2ca02c,Myoviridae
S_7G5__k141_94935,#2ca02c,Myoviridae
S_7G7__k141_52984,#2ca02c,Myoviridae
S_7G7__k141_62497,#2ca02c,Myoviridae
IF_042-2__2530,#2ca02c,Myoviridae
S_7G29__5454,#2ca02c,Myoviridae
IF_100-2__4072,#2ca02c,Myoviridae
KWS_10989__146908,#2ca02c,Myoviridae
S_7G7__12726,#2ca02c,Myoviridae
KWS_10997__133400,#2ca02c,Myoviridae
IF_101-2__1908,#2ca02c,Myoviridae
S_7G46__750,#2ca02c,Myoviridae
KWS_10919__776,#2ca02c,Myoviridae
S_7G46__50938,#2ca02c,Myoviridae
IF_170__47388,#2ca02c,Myoviridae
IF_099__17598,#2ca02c,Myoviridae
S_7G21__94401,#2ca02c,Myoviridae
IF_046-2__52764,#2ca02c,Myoviridae
S_7G18__205138,#2ca02c,Myoviridae
S_6G7__20246,#2ca02c,Myoviridae
S_7G12__2015,#2ca02c,Myoviridae
IF_020-2__90730,#2ca02c,Myoviridae
KWS_10993__829,#2ca02c,Myoviridae
KeioHC_K2__66804,#2ca02c,Myoviridae
IF_076__6273,#2ca02c,Myoviridae
S_7G43__85763,#2ca02c,Myoviridae
KWS_10997__52794,#2ca02c,Myoviridae
IF_070__3596,#2ca02c,Myoviridae
IF_082__12394,#2ca02c,Myoviridae
S_6G16__19908,#2ca02c,Myoviridae
KWS_10480__6227,#2ca02c,Myoviridae
IF_150__3596,#2ca02c,Myoviridae
KWS_10648__902,#2ca02c,Myoviridae
S_6G7__66762,#2ca02c,Myoviridae
IF_099__1696,#2ca02c,Myoviridae
IF_047-2__123521,#2ca02c,Myoviridae
KeioHC_15__34441,#2ca02c,Myoviridae
S_7G28__2233,#2ca02c,Myoviridae
S_6G1__5054,#2ca02c,Myoviridae
IF_150__2015,#2ca02c,Myoviridae
IF_101__2667,#2ca02c,Myoviridae
KWS_10549__210612,#2ca02c,Myoviridae
KeioHC_10__22832,#2ca02c,Myoviridae
KeioHC_5__9066,#2ca02c,Myoviridae
IF_096__222343,#2ca02c,Myoviridae
KWS_10988__12445,#2ca02c,Myoviridae
KWS_10648__106127,#2ca02c,Myoviridae
IF_038__149388,#2ca02c,Myoviridae
S_7G21__12409,#2ca02c,Myoviridae
IF_173__49398,#2ca02c,Myoviridae
S_7G29__12792,#2ca02c,Myoviridae
KWS_10983__38532,#2ca02c,Myoviridae
S_6G11__9946,#2ca02c,Myoviridae
S_7G30__288237,#2ca02c,Myoviridae
IF_167__902,#2ca02c,Myoviridae
IF_100__2784,#2ca02c,Myoviridae
S_7G30__36074,#2ca02c,Myoviridae
S_6G10__54370,#2ca02c,Myoviridae
KWS_10539__1459,#2ca02c,Myoviridae
IF_117__21488,#2ca02c,Myoviridae
S_6G14__102469,#2ca02c,Myoviridae
IF_104__5032,#2ca02c,Myoviridae
KeioHC_120__58214,#2ca02c,Myoviridae
KWS_10463__214911,#2ca02c,Myoviridae
IF_008__281254,#2ca02c,Myoviridae
KWS_10632__43010,#2ca02c,Myoviridae
IF_022__2015,#2ca02c,Myoviridae
IF_083__74216,#2ca02c,Myoviridae
KWS_10984__30031,#2ca02c,Myoviridae
IF_102__2233,#2ca02c,Myoviridae
KWS_11000__51489,#2ca02c,Myoviridae
S_7G20__29785,#2ca02c,Myoviridae
KWS_10643__4072,#2ca02c,Myoviridae
S_7G10__48151,#2ca02c,Myoviridae
IF_057re__141941,#2ca02c,Myoviridae
S_7G24__9063,#2ca02c,Myoviridae
KeioHC_113__160178,#2ca02c,Myoviridae
KWS_10911__6636,#2ca02c,Myoviridae
IF_129__3577,#2ca02c,Myoviridae
IF_028__5199,#2ca02c,Myoviridae
IF_145__35771,#2ca02c,Myoviridae
S_7G45__67864,#2ca02c,Myoviridae
KWS_10473__1696,#2ca02c,Myoviridae
S_7G34__1955,#2ca02c,Myoviridae
KeioHC_103__4072,#2ca02c,Myoviridae
KeioHC_113__6636,#2ca02c,Myoviridae
KWS_10461__93234,#2ca02c,Myoviridae
IF_162__2667,#2ca02c,Myoviridae
S_7G14__69861,#2ca02c,Myoviridae
IF_068-2__14911,#2ca02c,Myoviridae
KWS_10983__2630,#2ca02c,Myoviridae
IF_132__2015,#2ca02c,Myoviridae
KWS_10467__56708,#2ca02c,Myoviridae
KeioHC_18__191511,#2ca02c,Myoviridae
IF_121wa__3746,#2ca02c,Myoviridae
KeioHC_13__3694,#2ca02c,Myoviridae
IF_166__889,#2ca02c,Myoviridae
S_7G12__4402,#2ca02c,Myoviridae
IF_001__3110,#2ca02c,Myoviridae
IF_074__5271,#2ca02c,Myoviridae
IF_166__46254,#2ca02c,Myoviridae
S_6G7__43019,#2ca02c,Myoviridae
IF_148__4072,#2ca02c,Myoviridae
S_7G28__124352,#2ca02c,Myoviridae
KWS_10996__27824,#2ca02c,Myoviridae
KWS_10906__12512,#2ca02c,Myoviridae
S_7G6__52302,#2ca02c,Myoviridae
KWS_10560__84526,#2ca02c,Myoviridae
IF_042__10037,#2ca02c,Myoviridae
S_6G2__11532,#2ca02c,Myoviridae
IF_166__2840,#2ca02c,Myoviridae
KWS_10983__5281,#2ca02c,Myoviridae
KWS_10555__16692,#2ca02c,Myoviridae
S_7G29__9946,#2ca02c,Myoviridae
KWS_10633__72055,#2ca02c,Myoviridae
S_7G30__264798,#2ca02c,Myoviridae
S_6G5__72071,#2ca02c,Myoviridae
KeioHC_5__3624,#2ca02c,Myoviridae
S_7G6__122621,#2ca02c,Myoviridae
IF_042-2__74017,#2ca02c,Myoviridae
IF_149__2015,#2ca02c,Myoviridae
KWS_10985__9946,#2ca02c,Myoviridae
IF_085__1840,#2ca02c,Myoviridae
IF_099__114793,#2ca02c,Myoviridae
KWS_10661__17598,#2ca02c,Myoviridae
KWS_10545__2824,#2ca02c,Myoviridae
S_7G40__18119,#2ca02c,Myoviridae
KWS_10984__16816,#2ca02c,Myoviridae
IF_171__3899,#2ca02c,Myoviridae
IF_132__116872,#2ca02c,Myoviridae
S_7G31__278,#2ca02c,Myoviridae
IF_138__223368,#2ca02c,Myoviridae
IF_067__208555,#2ca02c,Myoviridae
KWS_10993__100130,#2ca02c,Myoviridae
S_7G21__45626,#2ca02c,Myoviridae
KWS_10481__6636,#2ca02c,Myoviridae
S_6G6__36187,#2ca02c,Myoviridae
IF_176__255117,#2ca02c,Myoviridae
IF_122__1466,#2ca02c,Myoviridae
KeioHC_123__743,#2ca02c,Myoviridae
KWS_10996__20379,#2ca02c,Myoviridae
S_7G15__2015,#2ca02c,Myoviridae
KWS_10560__7129,#2ca02c,Myoviridae
KWS_10639__27912,#2ca02c,Myoviridae
IF_079__13971,#2ca02c,Myoviridae
S_7G18__1908,#2ca02c,Myoviridae
IF_013__27616,#2ca02c,Myoviridae
IF_065__145849,#2ca02c,Myoviridae
S_7G25__9657,#2ca02c,Myoviridae
KeioHC_108__6527,#2ca02c,Myoviridae
S_7G17__795,#2ca02c,Myoviridae
KWS_10661__1823,#2ca02c,Myoviridae
S_7G27__2521,#2ca02c,Myoviridae
IF_101__889,#2ca02c,Myoviridae
IF_177__7263,#2ca02c,Myoviridae
S_6G3__68926,#2ca02c,Myoviridae
IF_175re__1364,#2ca02c,Myoviridae
KWS_10548__9636,#2ca02c,Myoviridae
KWS_10995__19633,#2ca02c,Myoviridae
IF_102__260260,#2ca02c,Myoviridae
S_7G15__27200,#2ca02c,Myoviridae
KeioHC_106__229830,#2ca02c,Myoviridae
S_6G16__2015,#2ca02c,Myoviridae
KWS_10784__180334,#2ca02c,Myoviridae
S_7G26__133400,#2ca02c,Myoviridae
IF_093__18093,#2ca02c,Myoviridae
S_6G7__126565,#2ca02c,Myoviridae
KWS_10636__1206,#2ca02c,Myoviridae
KWS_10911__8135,#2ca02c,Myoviridae
IF_101-2__60532,#2ca02c,Myoviridae
S_7G39__2233,#2ca02c,Myoviridae
IF_009__2569,#2ca02c,Myoviridae
KWS_10563__288,#2ca02c,Myoviridae
IF_112__31595,#2ca02c,Myoviridae
IF_079__10812,#2ca02c,Myoviridae
IF_127__11309,#2ca02c,Myoviridae
IF_047-2__1219,#2ca02c,Myoviridae
S_6G12__89470,#2ca02c,Myoviridae
KWS_10452__205168,#2ca02c,Myoviridae
S_7G5__39776,#2ca02c,Myoviridae
S_6G12__22778,#2ca02c,Myoviridae
S_7G5__2015,#2ca02c,Myoviridae
S_7G4__11012,#2ca02c,Myoviridae
IF_101__133630,#2ca02c,Myoviridae
KWS_10461__213188,#2ca02c,Myoviridae
S_7G6__233559,#2ca02c,Myoviridae
KWS_10653__2862,#2ca02c,Myoviridae
KeioHC_U__80729,#2ca02c,Myoviridae
IF_185__28361,#2ca02c,Myoviridae
KWS_10897__3061,#2ca02c,Myoviridae
S_7G45__2862,#2ca02c,Myoviridae
IF_072__79425,#2ca02c,Myoviridae
KWS_10461__44896,#2ca02c,Myoviridae
KWS_10911__47230,#2ca02c,Myoviridae
S_6G5__2070,#2ca02c,Myoviridae
KWS_10551__79901,#2ca02c,Myoviridae
IF_175re__35631,#2ca02c,Myoviridae
IF_065__16806,#2ca02c,Myoviridae
KWS_10984__2824,#2ca02c,Myoviridae
KWS_10896__192992,#2ca02c,Myoviridae
S_7G1__43172,#2ca02c,Myoviridae
KWS_10565__16522,#2ca02c,Myoviridae
S_6G11__3694,#2ca02c,Myoviridae
KWS_10896__33995,#2ca02c,Myoviridae
KWS_10637__278,#2ca02c,Myoviridae
IF_180__8135,#2ca02c,Myoviridae
KWS_10459__285285,#2ca02c,Myoviridae
IF_087__2667,#2ca02c,Myoviridae
S_7G30__3596,#2ca02c,Myoviridae
IF_099__743,#2ca02c,Myoviridae
IF_027__9063,#2ca02c,Myoviridae
S_6G16__14333,#2ca02c,Myoviridae
IF_127__57305,#2ca02c,Myoviridae
KWS_10486__3596,#2ca02c,Myoviridae
S_7G25__89,#2ca02c,Myoviridae
KeioHC_113__2337,#2ca02c,Myoviridae
IF_081__26676,#2ca02c,Myoviridae
KWS_10539__8876,#2ca02c,Myoviridae
KWS_10893__14018,#2ca02c,Myoviridae
