Metagenome	Streptococcus_mitis	Propionibacterium_acnes	Haemophilus_parainfluenzae	Lactobacillus_crispatus	Bacteroides_unclassified	Corynebacterium_matruchotii	Corynebacterium_accolens	Rothia_dentocariosa	Prevotella_melaninogenica	Staphylococcus_epidermidis	Bacteroides_vulgatus	Alistipes_putredinis	Neisseria_flavescens	Streptococcus_parasanguinis	Rothia_mucilaginosa	Lactobacillus_iners	Lactobacillus_jensenii	Streptococcus_sanguinis	Veillonella_unclassified	Prevotella_copri	Streptococcus_salivarius	Veillonella_parvula	Neisseria_mucosa	Bacteroides_ovatus	Veillonella_atypica	Streptococcus_infantis	Eubacterium_rectale	Gemella_haemolysans	Campylobacter_concisus	Bacteroides_stercoris	Capnocytophaga_gingivalis	Parabacteroides_merdae	Capnocytophaga_sputigena	Actinomyces_viscosus	Lactobacillus_gasseri	Neisseria_sicca	Haemophilus_influenzae	Veillonella_dispar	Bacteroides_caccae	Streptococcus_australis	Staphylococcus_aureus	Bacteroides_xylanisolvens	Faecalibacterium_prausnitzii	Lautropia_mirabilis	Actinomyces_oris	Dialister_invisus	Propionibacterium_unclassified	Neisseria_elongata	Alistipes_shahii	Ruminococcus_bromii
SRS022137	0.00217	0	0.02838	0	30.03496	0	0	0	0	0	8.22431	13.93344	0	0.00515	0	0	0	0	0.00997	0	0.00204	0.01425	0	0.40497	0.00135	0.00445	4.96804	0	0	19.77267	0	4.21215	0	0	0	0	0	0.00115	1.18986	0.00464	0	0.20726	0.76726	0	0	1.49154	0	0	3.32005	0
SRS022143	0.52956	0.00085	4.41555	0	0.19656	0.00557	0	0.00092	7.56791	0	0	0	1.63853	4.41294	2.24808	0	0	0.0457	0	0	4.23603	1.32417	0.06283	0	16.01852	5.45231	0	0.01843	4.75488	0	0.20421	0	0.0492	0.00667	0	0.00644	0.06593	5.02173	0	0.54968	0	0	0	0.00682	0.00431	0.9068	0.00036	0.00805	0	0
SRS022145	66.20098	0.03139	6.33915	0	0.01513	0.03437	0	0.24208	0.08913	0	0.0017	0	0.75246	0.04148	0.12805	0	0	1.04944	0.19042	0	0.20898	0.10855	0.38893	0	0.02294	1.29441	0	0.98538	0.02526	0	0.05671	0	0.06802	0.05158	0	0.18896	19.45261	0.03444	0	0.50238	0	0	0	0.08806	0.04271	0.00202	0.01136	0.01728	0	0
SRS022149	0.53721	0.00515	9.07488	0	0.15669	28.53097	0	3.83456	0.06505	0	0	0	0.18758	0	0.00287	0	0	4.97673	0.91705	0	0	1.94355	1.81277	0	0.00014	0.03501	0	0.00177	0.33101	0	0.47357	0	5.9716	4.04824	0	0.87957	0.05938	0.00377	0	0.04442	0	0	0	1.22402	1.62712	0.01821	0.00214	1.20913	0	0
SRS022158	0	0	0	93.40795	0	0	0	0	0	0	0	0	0	0	0	0	4.9632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS022530	0.86662	0.00222	31.79141	0	0.04679	0.02226	0	0.03279	1.24226	0	0.00172	0.00041	16.54787	2.43471	5.17779	0	0	0.05176	7.00876	0	7.82802	0.88091	0.05569	0	0.0516	5.37748	0.00018	0.1604	2.12094	0	2.55885	0.00026	1.55664	0.03273	0	0.07699	0.03709	0.1813	0	2.89464	0	0	0	0.00716	0.07629	0	0	0.03104	0	0
SRS022532	66.29862	0.43451	2.56105	0	0.03544	0.19961	0	0.55172	0.04682	0.00204	0	0	0.13121	0.03068	0.69651	0	0	0.96917	0.03315	0	0.12557	0.3299	0.51013	0	0.02569	0.30177	0	7.91588	0.01706	0	0.10921	0	0.03943	0.60765	0	0.93541	7.18032	0	0	0.03749	0	0	0	0.11771	0.81751	0.00403	0	0.07475	0	0
SRS022536	0.3847	0.00209	6.22924	0	0.01903	34.10144	0	2.16727	0.01873	0	0	0	0.10467	0.00107	0.0025	0	0	1.46344	1.48166	0	4.00E-05	2.5913	1.14142	0	0	0.0085	0	0.04182	0.18069	0	4.83111	0	3.0058	3.66968	0	1.85524	0.03843	0.00016	0	0	0	0	0	0.9416	4.1653	0.05457	0	3.4	0	0
SRS022609	0.00209	0	0.13194	0	13.64731	0	0	0	0	0	1.04786	12.88522	0	0.01616	0	0	0	0.00022	0.00638	41.47776	0.0134	0.00281	0	0.01858	0.00065	0	0.94291	0	0	0.06433	0	0.61903	0	0	0	0	0	0.00072	0.40338	0	0	0.68131	1.45925	0	0	0.00295	0.00063	0	3.12987	0.04134
SRS022621	0.82164	0.00049	15.5131	0	0.06125	0.01057	0	0.02515	19.01624	0	0	0.00013	4.04962	8.85078	2.2945	0	0	0.07457	7.89046	0.00197	5.79926	0.67336	0.1043	0	4.20741	4.54015	0	0.04931	2.51195	0	0.06617	0	0.03517	0.01734	0	0.1161	0.03967	4.91442	0	0.60179	0	0	0	0.01628	0.01396	0.01407	0.00018	0.02243	0	0
SRS022625	60.81299	0.01166	12.76163	0	0.02484	0.02709	0	0.59393	0.69068	0	0	0.00083	0.31687	0.43273	0.71819	0	0	1.36623	0.01151	0.00827	0.60903	0.95535	0.6616	0	0.42878	1.18722	0	3.30798	0.23588	0	0.15194	0	0.05586	0.37261	0	1.06059	3.31287	0.19863	0	0.55006	0	0	0	0.06883	0.29411	0.01548	0	0.04843	0	0
SRS022645	0	1.71238	0	0	0	0	2.14484	0	0	6.92848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.60316	0	0	0	0	0	1.02127	0	0	0
SRS022719	0.64287	0.00095	40.71064	0	0.02953	0.27372	0	0.15412	1.3225	0	0	0	8.83181	0.40894	5.15916	0	0	0.24823	1.57435	0	0.50181	0.33288	0.21013	0.00016	0.03045	3.80033	0	0.07616	0.31327	0.00029	0.03228	0	0.12778	0.04159	0	0.27504	0.01784	0.07903	0	2.37834	0	0	0	1.13511	0.02155	0.01646	1.00E-05	0.14438	0	0
SRS022721	49.63479	0.05582	11.81166	0	0.031	1.95288	0	0.54329	0.63183	0.01005	0	0	2.57213	0.11106	1.09334	0	0	1.7662	0.44495	0	0.26046	1.11135	1.12884	0	0.00894	1.79103	0	5.05892	0.18795	0	0.05386	0	0.19796	0.72544	0	1.79335	0.6354	0.05155	0	0.93331	0	0	0	1.81577	0.23143	0.08622	0	0.22077	0	0
SRS022725	0.30712	0.00025	4.15612	0	0.07127	24.47037	0	3.90014	0.03353	0	0	0	10.90096	0.00078	0.0113	0	0	0.76061	0.09507	0	0	3.20604	0.43525	0	0	0.01853	0	0.01155	0.89957	0	1.39749	0	4.16008	0.78429	0	0.61403	0.02651	0.00134	0	0.00815	0	0	0	3.92892	0.67317	0.07351	0.00021	2.87745	0	0
SRS022734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.08156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS023176	0	0	0	0	37.57881	0	0	0	0	0	35.79648	0.00011	0	0	0	0	0	0	0.00511	0	0	0	0	4.8463	0	0	0	0	0	10.50417	0	0	0	0	0	0	0	0	0	0	0	1.77701	0.01199	0	0	0	0	0	0.14989	0.02665
SRS023346	0.02324	0	0	0	64.27414	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0.00305	0	0	0.00493	0	5.91346	0.00695	0	1.63374	0	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0	0.18331	0	0	6.44572	0	0	0	1.1675
SRS023352	0.8862	9.00E-05	6.08486	0	0.12312	0.01786	0	0.05056	18.7072	0	0	0	0.37055	7.84821	2.33907	0	0	0.01042	0	0	5.79443	0.97977	0.02399	0	14.37514	1.83367	0	0.05536	8.61903	0	0.02395	0	0.0229	0.00995	0	0.00389	0.0328	4.59008	0	0.16226	0	0	0	0.00267	0.00811	0.02597	0.00043	0.01678	0	0
SRS023354	85.44536	0.08005	0.66592	0	0.04908	0.07233	0	0.14011	0.75307	0	0	0	0	0.43256	0.81012	0	0	0.03637	0.07165	0	0.20091	0.1347	0.0251	0	0.38096	0.19522	0	2.77333	0.13761	0	0.00178	0	0.01249	0.12989	0	0	1.51093	0.14286	0	0.03241	0	0	0	0.02031	0.12073	0.02003	0.00398	0.02159	0	0
SRS023358	4.83707	0.02901	4.59929	0	0.53173	22.40522	0	1.54418	0.59462	0.00336	0.06904	0	0.20206	0.06594	0.0935	0	0	3.26614	0.10455	0	0.01832	5.26407	0.82609	0.15787	0.05479	0.10367	0	0.71765	0.94618	0	0.3587	0	0.50693	9.80945	0	0.58449	1.01167	0.08972	0	0.00185	0.0031	0.10714	0	0.4778	4.26417	0.10372	0	0.30344	0	0
SRS023526	0	0	0.55301	0	5.32809	0	0	0	0	0	5.2681	11.35769	0	0.04813	0	0	0	0	0.06485	45.55418	0.07765	0.03879	0	0.96298	0.03529	0.00229	5.1084	0	8.00E-05	2.59264	0	2.09756	0	0	0	0	0	0.0261	4.63342	0	0	1.94564	2.16868	0	0	0	0	0	2.43262	1.56684
SRS023534	26.72946	0.41844	30.564	0	0.91727	0	0	4.54824	0.08451	0	0	0.31704	0	2.03456	1.59569	0	0	0.52645	0.80033	1.84284	1.00867	0.35463	0.06856	0	0.00415	2.13203	0.13642	0.53159	0.16753	0	0	0	0	0.22251	0	0	17.44834	0.06554	0	0	0	0	0	0.95428	0.15561	0	0.29478	0	0	0
SRS023538	0.31888	0.02949	1.4499	0	0.00721	1.08024	0	41.16834	0.00226	0.00808	0	0	0	0.1273	0.0038	0	0	7.41781	0.10541	0.00065	0	0.84499	4.70765	0	0	0.00112	0	0	0.01738	0	7.94131	0	1.57192	1.48368	0	0.27902	0.12726	0	0	0	0	0	0	0.03051	2.05803	0.00057	0.00629	14.88595	0	0
SRS023557	0.28452	0.00932	14.61943	0	0.01069	0.00135	0	0.15655	5.58462	0	0	0.00021	7.2708	21.17146	9.32723	0	0	0.06286	5.07943	0.00749	10.49288	0.53888	0.04863	0	1.88581	2.8668	0	0.02379	3.85695	0	0.01273	0	0.00112	0.01203	0	0.00091	0.07258	3.09816	0	0.04611	0	0	0	0.02795	0.01427	0.00467	0.00147	0.01294	0	0
SRS023583	0	0	0	0	0	0	0	0	0	0	5.13159	22.29203	0	0	0	0	0	0	0.00546	0	0	0.00073	0	7.56611	0	0	0.12168	0	0	3.99808	0	3.48596	0	0	0	0	0	0	8.43314	0	0	3.563	0.27455	0	0	1.16521	0	0	2.65801	0
SRS023591	56.71025	0.0107	4.95352	0	0.13148	1.20891	0	0.22008	1.45242	0	0	0	0	0.50533	0.18188	0	0	2.15345	0.78875	0	0.25143	1.24332	1.01442	0	0.10798	0.93543	0	1.83004	0.27325	0	0.13932	0	0.27736	0.86427	0	2.11364	1.64124	0.28135	0	0.06606	0	0	0	1.153	0.6207	1.61747	0	0	0	0
SRS023595	0.28323	0	3.83819	0	0.16075	24.21003	0	0.94436	0.30586	0	0	0	0	0.00132	0.00031	0	0	2.67109	1.5936	0	0	2.96837	1.15012	0	0.03385	0.01542	0	0.10971	1.25644	0	3.42611	0	6.26834	3.12661	0	1.9489	0.02437	0.11005	0	0.00248	0	0	0	0.72471	2.00524	0.44178	0	0.68933	0	0
SRS023617	0.62412	0.00882	15.00176	3.00E-05	0.04785	0.02891	0	0.01262	22.5812	0	0	0	1.79442	4.40469	1.42537	0	0	0.10111	8.90144	0	2.96534	1.0035	0.05476	0	4.28868	3.0126	0	0.05827	4.87948	0	0.00583	0	0.01687	0.01806	0	0.08022	0.03879	4.48118	0	0.34344	0	0	0	0.01953	0.01114	0.03439	0.00147	0.00179	0	0
SRS023835	1.19178	0.00154	19.77387	0	0.18206	0.032	0	0.15478	10.16477	0	0.01722	0	10.18454	8.4058	11.82491	0	0	0.27952	6.02202	0	2.33672	0.95879	0.09587	0.02411	0.86367	4.82732	0	0.09873	2.47797	0	0.21454	0	0.28199	0.03904	0	0.14849	0.03257	1.94377	0	1.35161	0	0.00946	0	0.59486	0.02007	0.07595	0.00147	0.06151	0	0
SRS023837	61.61051	0.0845	4.87544	0	0.2658	0.04811	0	0.49947	1.19968	0.04109	0.0284	0	2.1513	1.08419	1.21553	0	0	1.611	0.68451	0	0.68064	0.92159	0.36051	0.11363	0.24036	0.74362	0	6.20364	0.60651	0	0.19582	0	0.32622	0.12681	0	0.75965	0.09181	0.21818	0	0.2462	0	0.0278	0	0.74003	0.09043	0.11258	0.0243	0.03739	0	0
SRS023847	0.02794	77.33194	0.03489	0	0.12116	0	0	0	0.0568	14.48562	0.03816	0	0.13138	0.01175	0	0	0	0	0.05871	0	0.01249	0	0	0.04161	0.01421	0.01352	0.01264	0	0.02926	0	0	0	0	0	0	0	0	0.00603	0	0	0	0.04082	0	0	0	0	4.68204	0	0	0.00723
SRS023850	0	0.04427	0	0	1.04726	0	0	0	0	0	0.108	0	0	0	0	0	0	0	0	0	0	0	0	0.08368	0	0	0	0	0	0	0	0	0	0	68.86803	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0
SRS023914	0	0	0.00706	0	4.0534	0	0	0	0	0	2.5691	0	0	0.00015	0	0	0	0	0.01535	27.82833	0	0.01595	0	1.72576	0.00198	0	0.07013	0	0	1.43978	0	17.80335	0	0	0	0	0	0.00022	2.63464	0	0	1.08093	2.32684	0	0	25.12321	0.00042	0	0	5.00975
SRS023926	0.51223	0.00029	25.33196	0	0.04151	0.10428	0	0.00947	12.5928	0	0	0	10.37373	6.07419	3.86355	0	0	0.16064	8.66429	0	0.00914	0.52803	0.08566	0	1.31501	1.63831	0	0.02419	2.03599	0	0.54665	0	1.13321	0.01802	0	0.05002	0.01605	1.16987	0	9.78516	0	0	0	0.14448	0.00818	0.00053	0	0.06538	0	0
SRS023938	0.19797	2.00E-05	15.7792	0	0.0349	22.72075	0	0.13388	0.27592	0	0	0	0.33305	0.02944	0.00807	0	0	3.30752	2.4969	0	0	3.35058	1.44374	0	0.00874	0.00909	0	0.00011	0.11139	0	1.13173	0	4.57296	0.57837	0	2.48099	0.01315	0.00831	0	0.1307	0	0	0	17.83201	0.21847	0	0	5.64691	0	0
SRS023958	1.22992	0	54.60928	0	0.16817	0.00023	0	0.01392	0.55628	0	0	0.00033	9.88683	0.29744	2.49999	0	0	0.02849	6.89906	0	0.36716	1.08502	0.02013	0	0.04459	4.34101	0	0.06281	0.53951	0	0.08261	0	0.05523	0.02411	0	0.01022	0.12094	0.28845	0	2.47066	0	0.00032	0	0.03189	0.00899	0.00653	0.00027	0.0132	0	0
SRS023964	2.35332	0.00279	10.13639	0	0.08733	8.72484	0	2.57544	0.69583	0.00108	0.00601	0.00047	0.08492	0.00582	0.00524	0	0	6.47623	3.06222	0	0.00071	4.70652	0.45187	0	0	0.04907	0	0.18033	0.14106	0	4.66765	0	5.71647	14.31231	0	0.74042	0.05925	0.00646	0	0.0535	0	0.00313	0	1.46552	4.02424	0.12256	0	2.24965	0	0
SRS023970	0.14364	48.18915	0	0	3.30011	0	19.56151	0	0	12.14912	1.06982	0.08372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67177	0	0	0	0	0	0	0	0	0	0.8442	0	0	0	0	4.6512	0	0	1.46021
SRS023971	0.00916	0	0.00964	0	34.2406	0	0	0	0	0	25.00704	11.68029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18357	0	0	1.26824	0	0	0	0	0	0	0	0	0	0.00142	0	20.50564	0.09698	0	0	0	0	0	0.00247	2.45579
SRS023987	56.55341	0.00733	29.52778	0	0.13186	0	0	1.72779	0.11183	0	0.05647	0.04322	0.16264	0.00462	0.59496	0	0	0.32664	0.05832	0	0.00378	0.75389	0.04404	0	0	0.47445	0	2.76011	0.08049	0	0.23633	0	0.05534	0.37979	0	0.11058	2.03338	0.00633	0	0.04968	0	0.04432	0	0.10872	0.11217	0.00344	0.00354	0.01494	0	0.00324
SRS024009	0.0196	0	0.00029	0	44.83467	0	0	0	0	0	6.75025	0.00249	0	0.00234	0	0	0	0	0.00537	0	0	0.00995	0	0.24395	0.00033	0	0.24312	0	0	0	0	23.09077	0	0	0	0	0	0	0	0	0	5.20965	0.26549	0	0	1.32555	0	0	3.39793	1.0806
SRS024015	1.44889	0	25.86152	0	0.02245	0.05267	0	0.09588	6.55499	0	0	0	0.33471	13.74203	13.95336	0	0	0.09003	2.6268	0	4.36334	0.51161	0.12105	0	3.19665	3.35499	0	0.09909	1.93973	0	0.02964	0.00136	0.01603	0.02325	0	0	0.05389	3.21569	0	6.3583	0	0	0	0.00864	0.01638	0.03158	0.00074	0.09878	0	0
SRS024017	56.99849	0.00186	23.05328	0	0.02067	0.38454	0	1.58921	0.32859	0	0	0	0	0.45527	0.34346	0	0	1.7239	0.42603	0	0.37479	1.26776	0.82321	0	0.09221	0.50507	0	1.97288	0.12431	0	0.07965	0	0.03788	0.30519	0	0	1.55754	0.10533	0	0.4705	0	0	0	0.08479	0.24816	0.04125	0	0.72459	0	0
SRS024021	1.70646	0	28.85736	0	0.00072	4.1092	0	14.59191	0.08367	0	0	0	0	0.02469	0.00539	0	0	11.47207	0.40972	0	0.00276	7.07821	8.90833	0	0.00347	0.01944	0	0.07826	0.09501	0	1.3846	0	2.23023	2.34399	0	0.00028	0.09154	0.01373	0	0.08243	0	0	0	0.66095	1.23445	9.00E-05	0	5.86743	0	0
SRS024064	1.13745	19.919	0	0	0	0	0	0	0	52.78613	0	0	0	0	0	0	0	0.03706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08907	0	0	0
SRS024068	0	0	0	0	0.30848	0	0	0	0	0	0.01005	0.15127	0	0	0	0	91.63697	0	0	0	0	0	0	0	0	0	0	0	0	0.0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS024075	0	0	0	0	10.29758	0	0	0	0	0	40.78325	9.81574	0	0	0	0	0	0	0.00032	0	0	0	0	1.79219	0	0	4.02	0	0	9.58169	0	4.29154	0	0	0	0	0	0	0.00015	0	0	4.44199	1.86632	0	0	1.72743	0	0	0.51244	0.00496
SRS024081	0.28879	0	26.04094	0	0.07001	0.00909	0	0.01163	11.53658	0	0	0	4.60913	2.18303	2.3809	0	0	0.02395	3.95954	0	6.0329	0.66567	0.10757	0	1.69814	3.31794	0	0.09292	4.238	0	1.14877	0	0.11684	0.00425	0	0.06714	0.01591	2.58643	0	0.9689	0	0	0	0.02712	0.00164	0.00696	0	0.00362	0	0
SRS024087	0.13153	0.00091	0.559	0	0.10649	17.14833	0	0.40611	0.88302	0	0.00083	0	1.22381	0	0.00029	0	0	1.57295	0	0	0	4.90841	3.22661	0	0	0.01012	0	0.0092	0.16612	0	0.30523	0	4.87186	1.76055	0	3.91225	0.01549	0.0009	0	0	0	0	0	4.68443	0.67232	0.21272	0	0.6041	0	0
SRS024132	0.00097	0	0.01664	0	9.62654	0	0	0	0	0	0	7.20969	0	0.018	0	0	0	0.0021	0.00666	3.16189	0.05771	0.00379	0	0.78353	0	0.0029	1.2437	0	0	0	0	3.06737	0	0	0	0	0	0.00033	3.40544	0	0	0.34119	2.08343	0	0	3.82773	0	0	2.12721	1.1881
SRS024138	0.49252	0	38.31522	0	0.05056	0	0	0.00587	12.22006	0	0	0.00806	3.6267	4.72432	2.93115	0	0	0.02813	3.95993	0.00255	2.27097	0.25411	0.20906	0.00043	1.11358	3.86693	0.00063	0.0481	5.5903	0	3.40169	0.00252	0.06592	0	0	0.06002	0.03258	1.79139	0.00293	0.16765	0	0	0.00108	0.00992	7.00E-05	0.00209	0	0.01526	0.00305	0
SRS024140	44.36884	0	6.2383	0	1.68296	0	0	0.05251	0.08611	0	0	1.12516	0.14777	0.05879	1.06657	0	0	0.29668	0.22629	0.44541	0.04478	0.09058	1.00506	0.15116	0.04907	0.47212	0.18208	20.2489	0.12036	0	0.18048	0.4608	0.0537	0.0025	0	0.89766	2.83093	0.03776	0.58779	0.18701	0	0.05155	0.3181	0.1772	0.00796	0.33437	0	0.01319	0.28721	0.12721
SRS024144	0.96387	0	6.6232	0	0.02951	17.25019	0	6.11588	0.08326	0	0	0	0.49334	0.00803	0.0266	0	0	0.83179	0.02257	0	0	2.94052	4.42342	0	0.0862	0.05175	0	0.01824	0.25213	0	2.88226	0	0.77958	0.68315	0	2.866	0.07261	0.0003	0	0.00157	0	0	0	1.15136	0.56548	0.19743	0	0.81567	0	0
SRS024265	0.18204	0	0.0525	0	6.1407	0	0	0	0	0	7.76978	6.91238	0	0.17636	0	0	0	0.00053	0.00551	0	0.01609	0.00687	0	1.5899	0.00061	0.01554	2.76401	0	0	11.62615	0	1.16623	0	0	0	0	0	0	6.44883	0.00142	0	2.18845	3.65768	0	0	8.92995	0	0	1.78178	3.35365
SRS024277	2.58691	0.00037	50.14439	0	0.02594	0.0014	0	0.00967	6.61051	0	0.00024	0.00024	0.47474	5.37673	3.33234	0	0	0.04986	8.03155	0	4.21688	0.67302	0.03814	0	0.57854	6.03336	0	0.05131	0.86646	0.00042	0.02284	0	0.03296	0.00902	0	0	0.03071	3.25088	0	0.59283	0	0	0	0.00566	0.00298	0.00621	0.00103	0	0	0
SRS024289	3.08675	0.00386	33.76531	0	0.09557	14.97236	0	1.34733	0.00154	0	0.00136	0.00638	0	0.01762	0.00607	0	0	4.63707	1.44245	0	0.28337	2.07008	0.86521	0	0.00033	0.0363	0	0.00567	0.01087	0.00789	1.10841	0	5.30691	6.08108	0	0.00147	0.66835	0.0056	0	0.01049	0	0	0	2.45373	1.63891	0	0	0.00544	0	0
SRS024301	0	34.49232	0	0	8.33156	0.602	23.0126	0	0	14.90562	0.70324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23977	0	2.52269	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02849	5.38044	0	0	0
SRS024318	1.46883	0.0094	5.51339	0	0.2035	0.18141	0	0.13634	16.1763	0	0.00486	0.00461	4.82167	5.2767	4.83325	0	0	0.31559	1.13306	0	6.36827	0.42587	0.6969	0.0025	5.83956	2.61671	0.0012	0.11181	5.56716	0.00669	0.10853	8.00E-05	0.11711	0.05951	0	0.3586	0.16341	3.60794	0	0.71396	0.00544	0.00049	0	0.26999	0.08998	0.01744	0.00169	0.24662	0.00064	0.00119
SRS024331	0.00159	0	0.19325	0	8.39932	0	0	0	0	0	19.24873	10.16596	0	0.00136	0	0	0	0	0.00441	0	0.00054	0	0	8.37559	0	0	3.05118	0	0	14.26277	0	2.1175	0	0	0	0	0	0	3.03596	0	0	2.18343	0.5656	0	0	0	0	0	2.89911	4.22302
SRS024347	57.73436	0.02756	3.3932	0	0.11306	0.17787	0	0.52206	2.25679	0	0.03358	0.01267	2.07808	0.45353	0.2988	0	0	1.23602	0	0	0.85089	0.4461	2.41635	0.01239	1.00578	0.72833	0.00602	9.13786	0.82123	0.02267	0.11356	0	0.25366	0.06211	0	1.92326	2.60381	0.32707	0	0.29887	0	0.00935	0	0.74161	0.26354	0.00419	0.00706	0.27863	0	0.00477
SRS024355	0.25594	0.00026	2.83851	0	0.03111	39.21194	0	0.27414	0.08172	0	0	0	13.58063	0.00879	0.00719	0	0	0.95383	0.19173	0	0.00812	0.83941	2.35317	0	0.30161	0.04217	0	0.00297	0.59645	0	2.19688	0	1.8297	0.53519	0	1.77459	0.02965	0.01167	0	0.06004	0	0	0	3.50137	0.18661	0.15326	0	3.98365	0	0
SRS024375	1.04677	0.0088	26.90683	0	0.01051	0.00029	0	0.00601	1.94731	0	0	0	7.59413	3.83342	11.731	0	0	0.04337	4.68565	0	4.56108	0.6333	0.01106	0	1.01188	10.73037	0	0.09962	1.4429	0	0.04499	0	0.01729	0.00509	0	0.00702	0.04058	0.26243	0	9.01418	0	0	0	0.01047	0.012	0	0.00286	0	0	0
SRS024377	81.09118	0.09525	0.79195	0	0	0	0	0.02672	0.0548	0	0	0	0	0.0124	0.01488	0	0	0.15791	0.08475	0	0.04001	0.04187	0.00291	0	0	0.56078	0	6.20534	0.03247	0	0.00618	0	0.00293	0	0	0.01212	9.53102	0.00101	0	0.14538	0	0	0	0	0.01417	0	0.02024	0	0	0
SRS024381	0.76067	0.03414	4.88397	0	0.01088	23.83534	0	13.00304	0.23755	0.00042	0	0	0.22219	0	0.0031	0	0	15.16651	1.92844	0	0.00122	3.597	0.45523	0	0	0.01602	0	0.05786	0.05689	0	4.55471	0	4.08396	3.25051	0	0.95403	0.2331	0.00723	0	0.00994	0	0	0	1.45746	4.29817	0	0	0.45521	0	0
SRS024388	0.0014	0	0.00284	0	33.75302	0	0	0	0	0	1.75583	6.23347	0	0	0	0	0	0	0.00138	0	0	0	0	0.22159	0	0	0.14648	0	0	33.23547	0	0	0	0	0	0	0	0	7.00E-05	0	0	1.30873	0.30971	0	0	0	0	0	0.22045	0
SRS024424	0.4471	54.08147	0.12429	0	0	0	0.00091	0.09138	0	11.10603	0	0	0	0	0	0	0	0.2031	0.00985	0	0	0	0	0	0	0	0	0.04203	0	0	0	0	0	0	0.29332	0	0.01083	0	0	0.02391	25.95368	0	0	0	0	0	2.87678	0	0	0
SRS024428	0	0.03625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.26554	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0
SRS024435	0	0	0	0	16.69138	0	0	0	0	0	0.26253	21.23862	0	0	0	0	0	0	0.00142	0	0	0.00644	0	0.75661	0	0	1.66988	0	0	2.16812	0	8.36423	0	0	0	0	0	0	0.00511	0.00185	0	0.45859	2.89651	0	0	0	0	0	5.4528	0
SRS024441	0.39956	0	27.60522	0	0.03541	0.00249	0	0.00928	8.79559	0	0	0	8.37509	1.39048	6.5622	0	0	0.04866	7.54767	0	0.52169	1.25843	0.2704	0	0.7929	1.98925	0	0.07404	1.55463	0	0.64071	0	1.29947	0.00293	0	0.02162	0.02573	0.21872	0	18.37611	0	0	0	0.00533	0.00142	0.01043	0	0.00112	0	0
SRS024447	1.01456	0.0033	23.46644	0	0.01565	6.72231	0	1.50678	1.25773	0	0	0	0.0112	0.19323	0.00461	0	0	5.44871	0.41336	0	0	16.20439	10.85059	0	0.21168	0.25134	0	0.59447	0.29363	0	1.03521	0	1.78749	0.93724	0	2.44317	0.00931	0.08848	0	1.4904	0	0	0	1.61333	0.53456	0.04437	0.00251	0.09845	0	0
SRS024470	34.44849	0.06857	22.11248	0	0.02218	0.0725	0	0.20073	0.59642	0.00146	0	0	0.94534	0.18529	1.75672	0	0	3.07794	0.6211	0	0.02862	2.07846	8.00725	0	0.12162	0.49164	0	2.57274	0.07172	0	0.02154	0	0.08521	0.06675	0	0.81026	0.52619	0.05024	0	9.84957	0	0	0	0.43164	0.05414	0.11448	0.00336	0	0	0
SRS024482	0.45506	74.56366	0.73511	0	0	0.12102	0.01094	0.01075	0.07363	4.26607	0	0	0	0.00192	0.00571	0.03492	0	1.36939	0.76282	0	0	1.18187	0.61458	0	0	0.00777	0	0.02539	0	0	0.0048	0	0.24506	0.08647	0	0.3339	0.00565	0.00271	0	0.07047	0	0	0	0.07543	0.04142	0	9.42731	0	0	0
SRS024549	0	0	0.00486	0	49.12682	0	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0.00102	0	21.58481	0.00597	0	0.12596	0	0	0	0	0	0	0	0	0	0	0.00274	0	0	0	0.30282	0.00667	0	0	1.85593	0	0	0.07186	0
