contig_id	type
S_6G6::k141_131963	ref
S_6G6::k141_151676	ref
S_6G6::k141_76015	Novel
S_6G7::k141_148931	ref
S_6G8::k141_1398	ref
S_6G8::k141_73075	Novel
S_7G10::k141_22957	ref
S_7G10::k141_22119	ref
S_7G10::k141_108677	Novel
S_7G10::k141_10479	Novel
S_7G12::k141_72341	ref
S_7G12::k141_5956	ref
S_7G14::k141_25273	ref
S_7G14::k141_59539	ref
S_7G14::k141_36863	ref
S_7G15::k141_14199	ref
S_7G15::k141_6528	Novel
S_7G15::k141_39926	ref
S_7G16::k141_132660	Novel
S_7G16::k141_124203	ref
S_7G17::k141_43798	Novel
S_7G17::k141_3321	ref
S_7G18::k141_41778	ref
S_7G19::k141_53647	Novel
S_7G20::k141_134914	ref
S_7G20::k141_75174	ref
S_7G20::k141_5885	Novel
S_7G20::k141_135026	ref
S_7G20::k141_143218	ref
S_7G20::k141_150229	ref
S_7G20::k141_75811	Novel
S_7G20::k141_60857	Novel
S_7G20::k141_32594	ref
S_7G21::k141_34922	Novel
S_7G21::k141_87577	ref
S_7G21::k141_104060	ref
S_7G24::k141_57895	ref
S_7G24::k141_78559	ref
S_7G24::k141_62456	ref
S_7G24::k141_23157	ref
S_7G25::k141_86786	ref
S_7G25::k141_55606	ref
S_7G25::k141_41450	Novel
S_7G25::k141_40160	ref
S_7G25::k141_45548	ref
S_7G26::k141_64400	ref
S_7G26::k141_253	Novel
S_7G26::k141_165861	Novel
S_7G26::k141_99746	Novel
S_7G26::k141_22879	ref
S_7G26::k141_151881	Novel
S_7G26::k141_22787	Novel
S_7G26::k141_55056	Novel
S_7G26::k141_81662	Novel
S_7G26::k141_18672	ref
S_7G26::k141_134398	Novel
S_7G26::k141_122917	ref
S_7G26::k141_141023	Novel
S_7G26::k141_136394	ref
S_7G26::k141_50990	Novel
S_7G26::k141_166050	ref
S_7G26::k141_42265	Novel
S_7G26::k141_164232	Novel
S_7G27::k141_107283	ref
S_7G27::k141_113936	Novel
S_7G27::k141_151504	ref
S_7G27::k141_143603	ref
S_7G27::k141_32436	ref
S_7G27::k141_44335	ref
S_7G27::k141_34411	ref
S_7G27::k141_62485	ref
S_7G27::k141_137544	ref
S_7G28::k141_41884	ref
S_7G29::k141_204923	Novel
S_7G29::k141_57892	ref
S_7G29::k141_100208	ref
S_7G29::k141_31287	Novel
S_7G29::k141_188149	ref
S_7G29::k141_153918	ref
S_7G2::k141_7097	ref
S_7G30::k141_165581	ref
S_7G30::k141_4197	ref
S_7G31::k141_60481	ref
S_7G31::k141_24466	ref
S_7G31::k141_49636	Novel
S_7G31::k141_73637	Novel
S_7G31::k141_35029	Novel
S_7G31::k141_78843	Novel
S_7G31::k141_60236	Novel
S_7G31::k141_13188	Novel
S_7G31::k141_68888	ref
S_7G31::k141_44800	ref
S_7G31::k141_106666	Novel
S_7G31::k141_89889	ref
S_7G31::k141_79943	ref
S_7G31::k141_22311	ref
S_7G31::k141_6423	ref
S_7G31::k141_2932	Novel
S_7G31::k141_32639	Novel
S_7G31::k141_87540	Novel
S_7G31::k141_60898	ref
S_7G32::k141_57369	ref
S_7G32::k141_4792	ref
S_7G32::k141_91801	Novel
S_7G32::k141_3682	Novel
S_7G32::k141_165343	ref
S_7G33::k141_32997	ref
S_7G33::k141_37876	Novel
S_7G34::k141_13721	ref
S_7G34::k141_66189	ref
S_7G34::k141_57358	ref
S_7G38::k141_23297	ref
S_7G3::k141_87999	ref
S_7G3::k141_94479	ref
S_7G3::k141_145138	Novel
S_7G3::k141_156022	Novel
S_7G3::k141_64572	Novel
S_7G40::k141_66489	ref
S_7G40::k141_5655	ref
S_7G41::k141_45547	Novel
S_7G41::k141_23312	ref
S_7G42::k141_35499	ref
S_7G43::k141_10204	ref
S_7G43::k141_150915	ref
S_7G43::k141_92946	Novel
S_7G43::k141_30401	Novel
S_7G43::k141_81348	ref
S_7G44::k141_41256	ref
S_7G44::k141_137867	ref
S_7G44::k141_87840	Novel
S_7G44::k141_103361	ref
S_7G44::k141_20288	ref
S_7G44::k141_148463	ref
S_7G44::k141_148566	Novel
S_7G44::k141_55990	ref
S_7G44::k141_1966	ref
S_7G44::k141_104825	Novel
S_7G44::k141_148694	Novel
S_7G45::k141_159231	ref
S_7G45::k141_124474	ref
S_7G45::k141_65890	ref
S_7G45::k141_116463	ref
S_7G45::k141_11759	ref
S_7G45::k141_11645	Novel
S_7G45::k141_18167	ref
S_7G46::k141_112280	ref
S_7G46::k141_114512	Novel
S_7G46::k141_57959	Novel
S_7G47::k141_4393	ref
S_7G48::k141_130777	ref
S_7G48::k141_107644	ref
S_7G48::k141_3388	ref
S_7G49::k141_20246	ref
S_7G49::k141_67481	ref
S_7G49::k141_81703	ref
S_7G50::k141_4383	Novel
S_7G50::k141_119923	ref
S_7G50::k141_9688	Novel
S_7G50::k141_76111	Novel
S_7G50::k141_96857	Novel
S_7G51::k141_50052	ref
S_7G51::k141_111819	Novel
S_7G51::k141_95662	Novel
S_7G51::k141_107184	Novel
S_7G51::k141_8454	Novel
S_7G51::k141_95731	Novel
S_7G51::k141_74413	Novel
S_7G51::k141_16085	ref
S_7G51::k141_15929	ref
S_7G51::k141_49516	ref
S_7G51::k141_109536	ref
S_7G5::k141_70303	Novel
S_7G5::k141_94926	ref
S_7G5::k141_112016	ref
S_7G5::k141_94935	Novel
S_7G5::k141_56602	ref
S_7G5::k141_41252	ref
S_7G6::k141_116223	ref
S_7G6::k141_77089	ref
S_7G6::k141_17064	ref
S_7G7::k141_52984	Novel
S_7G7::k141_70311	ref
S_7G7::k141_10676	ref
S_7G7::k141_11971	ref
S_7G7::k141_62497	Novel
S_7G8::k141_91970	ref
S_7G8::k141_12407	ref
S_7G8::k141_53725	ref
S_7G8::k141_10671	ref
S_7G8::k141_59046	ref
