#OTUID	DN1BS	DN1R	DN1RS	DN2BS	DN2R	DN2RS	DN3BS	DN3R	DN3RS	DN4BS	DN4R	DN4RS	DN5BS	DN5R	DN5RS	DN6BS	DN6R	DN6RS	DN7BS	DN7R	DN7RS	DW1BS	DW1R	DW1RS	DW2BS	DW2R	DW2RS	DW3BS	DW3R	DW3RS	DW4BS	DW4R	DW4RS	DW5BS	DW5R	DW5RS	DW6BS	DW6R	DW6RS	DW7BS	DW7R	DW7RS	ZN1BS	ZN1R	ZN1RS	ZN2BS	ZN2R	ZN2RS	ZN3BS	ZN3R	ZN3RS	ZN4BS	ZN4R	ZN4RS	ZN5BS	ZN5R	ZN5RS	ZN6BS	ZN6R	ZN6RS	ZN7BS	ZN7R	ZN7RS	ZW1BS	ZW1R	ZW1RS	ZW2BS	ZW2R	ZW2RS	ZW3BS	ZW3R	ZW3RS	ZW4BS	ZW4R	ZW4RS	ZW5BS	ZW5R	ZW5RS	ZW6BS	ZW6R	ZW6RS	ZW7BS	ZW7R	ZW7RS
ASV_1115	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	1	0	1	6	88	0	0	0	0	9	0	0	2	0	0	0	0	0	13	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	21	0	0	2	0	0	1	0	0	3	0	0	4	2	0	29	0	0	8	0	0	15	0	0	6	5	0	3	1	0	10	0	0	3	8	0	6	0	0	1
ASV_1236	0	0	0	0	0	0	0	0	0	25	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	35	0	0
ASV_1703	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	31	0	1	73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1097	0	0	0	41	0	0	82	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	64	37	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	16	0	0	0
ASV_1174	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	49	4	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	53	3	2	0	1	0	0
ASV_1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1155	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	81	29	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	2	0	0	0
ASV_1166	0	0	0	5	0	41	11	0	0	0	0	0	1	0	1	0	0	0	0	0	9	0	0	0	1	0	44	0	0	0	9	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	130	0	0
ASV_1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	28	13	0	0	0	0	0	5	6	0	10	0	0	0	5	0	3	0	0	4	0	0	3	0	0	0	0	0	1	0	0	37	0	0	0
ASV_1206	0	0	0	0	0	2	0	0	0	31	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	27	0	2	1	0	0	0	1	0	0	0	0	1	0	0	19	1	0	0	0	0	8	0	12
ASV_1225	1	0	0	16	0	0	17	9	10	0	3	2	2	1	0	0	0	0	1	10	4	0	0	0	0	0	0	0	0	13	0	0	0	2	3	3	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	2	12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_1294	0	0	0	0	0	2	2	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2
ASV_1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	2	32	1	0	0	0	0	0	0	0	0	0	3	2	0	2	0	0	8	0	0	0	0	0
ASV_1123	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	6	3	5	0	0	0	13	0	1	0	0	13	0	0	3	0	0	1	0	0	6	0	0	1	5	0	0	4	0	8	0	0	24	1	0	0	13	4	7
ASV_1149	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	91	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_1181	0	0	0	15	0	1	6	0	25	10	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	33	17	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1147	0	0	0	0	0	0	0	0	0	14	83	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1167	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	18	0	0	0	2	0	0	0	0	0	4	0	33
ASV_1268	24	0	3	2	0	3	3	0	2	3	0	0	1	0	2	1	0	5	8	0	10	0	0	2	0	0	1	0	0	5	3	0	2	0	0	2	4	0	11	4	2	15	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	5
ASV_1581	0	0	0	9	0	10	5	0	18	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	13	0	47	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ASV_1099	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	15	2	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1139	0	0	0	47	0	0	56	0	4	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_1193	0	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	24	0	0	0	0	0	18	23	7	25	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ASV_1340	0	0	0	3	0	0	2	106	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1114	0	0	0	8	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	3	0	3	0	38	0	12	6	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1122	0	0	0	0	7	45	0	0	0	0	0	0	0	0	0	0	0	3	10	0	5	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0
ASV_1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	20	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ASV_1161	0	1	0	4	0	2	11	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	3	3	0	13	0	0	0	0	0	1	0	0	7	0	0	0	4	0	0	0	7	3	1	0	0	0	0	0	0	0	0	0	0	3	10	0	18	0	0	0
ASV_1342	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0
ASV_1218	9	0	2	0	0	0	0	0	0	0	0	6	0	0	0	4	0	3	0	0	0	2	0	3	5	0	0	0	0	0	0	0	0	0	0	0	79	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_1221	0	0	1	0	0	1	0	0	52	0	0	0	4	0	2	0	0	0	0	0	0	0	0	4	0	0	4	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	3	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1309	11	0	0	0	0	0	0	0	0	0	0	0	67	0	32	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1406	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	9	0	0	0	0	0	0	0	0	1	22	6	36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	4	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1319	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	5	2	1	6	3	7	4	7	2	20	1	0	0	0	1	0	0	0	4	1	0	5	2	0	10	3	0	1	3	0	9	0	5	0	4	0	3
ASV_1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	3	2	6	0	2	6	5	0	0	0	0	0	0	0	0	1	0	3	5	0	0	79	2	1	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	4	16	3	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	67	1	8
ASV_1298	1	2	1	0	0	2	6	1	1	7	0	0	6	0	3	0	3	1	1	2	0	2	2	0	0	2	1	0	2	2	0	0	1	0	2	0	2	0	1	6	0	2	1	0	3	0	2	4	1	1	0	3	1	2	0	2	1	4	0	2	0	0	2	2	1	4	0	0	1	3	1	1	6	0	1	1	1	1	2	1	0	1	0	5
ASV_1156	6	5	68	11	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	114	0	0	0	0	0	0	7
ASV_1185	30	0	7	0	0	1	0	0	0	0	0	0	28	5	11	0	0	0	8	0	1	4	0	0	7	0	0	0	0	0	0	0	1	0	0	0	4	0	2	2	0	0	1	0	1	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_1192	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	0	0	15	0	14	0	1	0	0	0	0	0	0	4	0	1	0	0	0	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	11	1	2	0	0	0
ASV_1215	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	48	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	14	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1224	3	116	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	44	0	0	62	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1366	0	0	0	0	0	0	1	101	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1407	0	0	0	51	0	0	56	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2351	9	11	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	47	0	1	0	0	0	0	0	2	0	3	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	21	1	0	5	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
ASV_1159	0	0	0	20	0	0	17	0	0	0	0	0	0	0	1	24	3	17	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1260	17	9	91	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2311	2	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	31	0	3	0	0	0	0	0	1	0	0	0	0	0	0	64	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2940	2	0	0	3	0	0	1	0	1	0	4	5	1	0	1	0	0	0	0	0	5	2	0	0	0	7	0	0	1	0	1	12	1	9	1	4	3	3	0	3	0	0	1	0	0	1	0	0	0	0	0	3	0	0	3	0	0	1	6	2	0	0	0	0	1	0	0	0	0	0	0	0	5	0	3	7	10	0	1	3	0	0	0	4
ASV_1124	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	11	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1196	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3	59	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1209	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	16	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1222	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	4	58	0	4	0	0	1	0	0	2	0	0	0	5	0	0	3	0	0	3	1	2	1	0	1	6	0	4	2	0	2	0	0	1	0	0	1	1	0	1	2	0	0	1	0	2	0	0	0	2	0	3	0	0	0
ASV_1302	0	0	2	5	0	0	13	0	0	6	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	31	0	1	1	0	5	19	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV_1141	0	2	0	0	0	7	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	25	10	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	51	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1162	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	24	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0
ASV_1246	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV_1279	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	38	48	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1285	3	0	2	0	0	0	2	1	1	0	3	0	0	1	0	2	0	0	9	0	0	3	0	1	4	0	0	0	0	0	4	0	0	33	0	2	10	0	7	3	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	28	1	0	7	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	9	21	35	0	0	1	0	0	0	0	0	0
ASV_1274	0	0	0	8	2	0	3	0	0	2	0	0	0	0	0	0	6	6	0	0	0	8	0	0	1	0	1	0	0	0	6	0	4	0	0	0	3	0	0	0	0	0	0	0	1	0	13	0	0	0	0	1	0	1	0	3	5	0	0	0	0	0	2	4	2	4	0	0	5	1	5	1	3	0	3	2	2	3	2	3	0	0	0	1
ASV_1322	0	0	0	1	0	0	4	0	0	0	0	0	5	0	0	15	0	1	8	0	0	3	0	0	3	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3	0	1	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	22	4	2	0	0	0	2	0	0	11	0	1	0	0	0	3	0	1	0	0	4
ASV_1447	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	16	12	0	24	0	0	0	0	0	2	0	0	0	1	3	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	6	0	1	0	0	8	0	0	0	2	0	0	0	0	0	1	0	1	6	0	1	0	0	3	0	0	12	0	0	0	2	0	1
ASV_1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	15	0	2	0	1	2	0	0	0	0	0	4	16	4	0	0	0	0	0	0	0	0	0	8	0	1	3	0	1	0	0	0	5	1	1	7	0	2	0	0	0	2	0	2	22	0	4
ASV_3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1158	0	0	1	17	0	0	29	0	2	10	2	4	0	3	2	2	0	2	7	0	3	0	0	0	0	0	0	0	0	3	4	0	1	10	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0
ASV_1541	0	0	0	0	0	0	0	4	0	1	0	0	0	4	29	0	0	6	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	1	0	3	0	0	0	2	17	1	0	0	1	0	3	0	0	0	12	0	4	1	0	0	0	0	0	0	0	15	0	0	0	1	0	0
ASV_1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	67	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1747	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1169	0	0	0	0	0	0	0	0	0	21	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	9	1	0	0	0	0	22	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
